"LANDING_YEAR","MANAGEMENT_GROUP_CODE","COMPLEX1_CODE","COMPLEX2_CODE","PACFIN_SPECIES_CODE","COMMON_NAME","NPS_WEIGHT_MTONS","NPS_REVENUE","NPS_CF","SPS_WEIGHT_MTONS","SPS_REVENUE","SPS_CF","CWA_WEIGHT_MTONS","CWA_REVENUE","CWA_CF","CLW_WEIGHT_MTONS","CLW_REVENUE","CLW_CF","WA5_WEIGHT_MTONS","WA5_REVENUE","WA5_CF","CLO_WEIGHT_MTONS","CLO_REVENUE","CLO_CF","TLA_WEIGHT_MTONS","TLA_REVENUE","TLA_CF","NPA_WEIGHT_MTONS","NPA_REVENUE","NPA_CF","CBA_WEIGHT_MTONS","CBA_REVENUE","CBA_CF","BRA_WEIGHT_MTONS","BRA_REVENUE","BRA_CF","OR1_WEIGHT_MTONS","OR1_REVENUE","OR1_CF","OR4_WEIGHT_MTONS","OR4_REVENUE","OR4_CF","CCA_WEIGHT_MTONS","CCA_REVENUE","CCA_CF","ERA_WEIGHT_MTONS","ERA_REVENUE","ERA_CF","BGA_WEIGHT_MTONS","BGA_REVENUE","BGA_CF","BDA_WEIGHT_MTONS","BDA_REVENUE","BDA_CF","SFA_WEIGHT_MTONS","SFA_REVENUE","SFA_CF","MNA_WEIGHT_MTONS","MNA_REVENUE","MNA_CF","MRA_WEIGHT_MTONS","MRA_REVENUE","MRA_CF","SBA_WEIGHT_MTONS","SBA_REVENUE","SBA_CF","LAA_WEIGHT_MTONS","LAA_REVENUE","LAA_CF","SDA_WEIGHT_MTONS","SDA_REVENUE","SDA_CF","CA2_WEIGHT_MTONS","CA2_REVENUE","CA2_CF","ASP_WEIGHT_MTONS","ASP_REVENUE","ASP_CF","TOTAL_WEIGHT_MTONS","TOTAL_REVENUE","TOTAL_CF"
"1983","GRND","ROCK","....","CHNA","CHINA ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,49,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,49,""
"1983","GRND","ROCK","....","CLP1","NOM. CHILIPEPPER",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",6.54,4859,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",6.54,4859,"*"
"1983","GRND","ROCK","....","CLPR","CHILIPEPPER ROCKFISH",.12,59,"",.05,26,"",.09,45,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",12.61,6000,"",138.99,59986,"",394.97,180362,"",509.27,250189,"",427.08,222280,"",479.53,235821,"",222.44,129896,"",31.23,40346,"",46.24,46804,"",21.54,22122,"",0,0,"",0,0,"",2284.16,1193936,"*"
"1983","GRND","ROCK","....","CMEL","CHAMELEON ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.84,2045,"",3.31,3457,"",0,0,"",0,0,"",5.16,5502,""
"1983","GRND","ROCK","....","CNR1","NOM. CANARY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","CNRY","CANARY ROCKFISH",357.19,164155,"",112.3,51043,"",124.88,57492,"",48.42,21869,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",36.52,16198,"",193.96,82034,"",206.04,94701,"",44.99,20952,"",12.11,8002,"",34.8,37935,"",14.5,16193,"",5.72,9324,"",2.13,2605,"",.85,869,"",0,0,"",0,0,"",1194.43,583373,""
"1983","GRND","ROCK","....","COP1","NOM. COPPER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",,,"*",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","COPP","COPPER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",7.66,3831,"",4.28,2044,"",1.69,1016,"",.08,56,"",28.72,36461,"",7.55,3656,"",14.5,14262,"",3.97,6487,"",.08,48,"",.06,72,"",0,0,"",0,0,"",68.59,67932,""
"1983","GRND","ROCK","....","CWC1","NOM. COWCOD ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",.48,332,"",.28,355,"",1.24,1241,"",0,0,"",0,0,"",0,0,"",0,0,"",2,1928,"*"
"1983","GRND","ROCK","....","CWCD","COWCOD ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,1,"",0,0,"",11.25,4674,"",0,0,"",4.24,2160,"",2.07,940,"",1.18,927,"",33.95,40256,"",86.89,88926,"",38.13,39636,"",0,0,"",0,0,"",177.7,177521,""
"1983","GRND","ROCK","....","DBRK","DARKBLOTCHED ROCKFISH",12.41,5916,"",1.07,498,"",5.47,2708,"",3.1,1535,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",127.31,59545,"",99.53,41615,"",199.95,104234,"",22.59,12271,"",.94,525,"",25.24,11343,"",34.35,17615,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",531.97,257806,""
"1983","GRND","ROCK","....","FLAG","FLAG ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.09,39,"",.88,416,"",0,0,"",0,0,"",,,"*",1.09,1105,"",1.5,2162,"",5.12,6195,"",.7,748,"",0,0,"",0,0,"",9.38,10665,"*"
"1983","GRND","ROCK","....","GBLC","GREENBLOTCHED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",3.35,4640,"",2.27,3605,"",12.89,15924,"",1.02,1126,"",0,0,"",0,0,"",19.53,25294,""
"1983","GRND","ROCK","....","GPH1","NOM. GOPHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",18.73,42723,"",7.96,13587,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",26.69,56309,"*"
"1983","GRND","ROCK","....","GPHR","GOPHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,49,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,49,""
"1983","GRND","ROCK","....","GRAS","GRASS ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,98,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,98,""
"1983","GRND","ROCK","....","GSP1","NOM. GREENSPOTTED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",3.48,3360,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",3.48,3360,"*"
"1983","GRND","ROCK","....","GSPT","GREENSPOTTED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.35,642,"",18.93,8324,"",39.93,18338,"",1.45,778,"",2.19,1287,"",3.89,3507,"",15.91,20983,"",72.82,91432,"",61.14,45276,"",2.38,2491,"",0,0,"",0,0,"",219.98,193057,""
"1983","GRND","ROCK","....","GSR1","NOM. GREENSTRIPED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","GSRK","GREENSTRIPED ROCKFISH",9.46,4208,"",5.21,2335,"",1.16,489,"",2.23,974,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.31,144,"",14.94,6465,"",1.19,480,"",,,"*",0,1,"",3.87,1916,"",1.3,896,"",1.51,2409,"",.74,850,"",.07,80,"",0,0,"",0,0,"",42,21249,"*"
"1983","GRND","ROCK","....","HNYC","HONEYCOMB ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.18,186,"",0,0,"",0,0,"",.18,186,""
"1983","GRND","ROCK","....","KLP1","NOM. KELP ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","MXRF","MEXICAN ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.14,141,"",0,0,"",0,0,"",0,0,"",0,0,"",.07,84,"",.55,559,"",0,0,"",0,0,"",.75,784,""
"1983","GRND","ROCK","....","OLV1","NOM. OLIVE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.1,336,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.1,336,"*"
"1983","GRND","ROCK","....","OLVE","OLIVE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",3.82,2492,"",9.16,7378,"",12.85,10433,"",7.26,5330,"",12.34,19014,"",1.52,998,"",.43,436,"",0,0,"",0,0,"",47.38,46080,""
"1983","GRND","ROCK","....","ORCK","OTHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.14,76,"",.9,386,"",.2,96,"",.02,8,"",.07,38,"",0,0,"",0,0,"",2.71,3649,"",1.72,1804,"",3.51,3871,"",0,0,"",0,0,"",9.27,9929,""
"1983","GRND","ROCK","....","PNKR","PINK ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.64,764,"",.98,1012,"",0,0,"",0,0,"",1.63,1775,"*"
"1983","GRND","ROCK","....","POP","PACIFIC OCEAN PERCH",162.59,76329,"",48.26,22415,"",118.18,57603,"",89.84,44343,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",34.4,16731,"",53.86,22406,"",12.73,6141,"",.75,377,"",0,2,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",520.61,246347,""
"1983","GRND","ROCK","....","POP2","NOM. POP",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",408.24,200732,"",,,"*",1281.27,614026,"",623.23,276434,"",11.85,4861,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2324.59,1096053,"*"
"1983","GRND","ROCK","....","PRRK","PINKROSE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,98,"",0,0,"",0,0,"",0,0,"",0,0,"",.06,98,""
"1983","GRND","ROCK","....","RCK1","BOCACCIO+CHILIPEPPER RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",3.07,1851,"",0,0,"",15.56,8320,"",1.21,879,"",0,0,"",0,0,"",0,0,"",0,0,"",19.84,11050,"*"
"1983","GRND","ROCK","....","RCK2","UNSP. BOLINA RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",8.76,5399,"",.8,1242,"",1.38,1907,"",1.34,1034,"",,,"",,,"*",0,0,"",0,0,"",0,0,"",12.28,9583,"*"
"1983","GRND","ROCK","....","RCK3","UNSP. DPWTR REDS RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",1.97,2589,"",0,0,"",0,0,"",1.97,2589,"*"
"1983","GRND","ROCK","....","RCK4","UNSP. REDS RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.63,863,"",.5,320,"",.26,182,"",,,"*",,,"*",.73,635,"",8.9,12660,"",.05,66,"",0,0,"",0,0,"",,,"*",0,0,"",12.08,14726,"*"
"1983","GRND","ROCK","....","RCK5","UNSP. SMALL REDS RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.95,879,"",.03,40,"",,,"",0,0,"",0,0,"",0,0,"",0,0,"",.98,918,"*"
"1983","GRND","ROCK","....","RCK6","UNSP. ROSEFISH RCKFSH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",,,"*",2.3,1520,"",4.08,2478,"",.13,129,"",0,0,"",0,0,"",6.51,4127,"*"
"1983","GRND","ROCK","....","RCK7","UNSP. GOPHER ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","RDBD","REDBANDED ROCKFISH",10.05,4390,"",6.95,2839,"",4.47,2002,"",2.79,1246,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",67.35,29247,"",39.83,17435,"",1.72,922,"",.67,341,"",0,2,"",.19,98,"",.9,802,"",.02,14,"",.36,402,"",.06,62,"",0,0,"",0,0,"",135.38,59801,""
"1983","GRND","ROCK","....","REDS","REDSTRIPE ROCKFISH",86.29,41452,"",17.1,7796,"",54.66,24628,"",27.86,12249,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",42.22,18825,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",228.13,104949,""
"1983","GRND","ROCK","....","REYE","ROUGHEYE ROCKFISH",3.43,1562,"",.94,422,"",3.67,1684,"",2.22,1022,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",10.27,4689,""
"1983","GRND","ROCK","....","ROS1","NOM. ROSY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","ROSY","ROSY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,37,"",0,0,"",.19,241,"",.61,621,"",0,0,"",0,0,"",.82,899,""
"1983","GRND","ROCK","....","RSTN","ROSETHORN ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2.14,949,"",0,0,"",0,0,"",0,0,"",0,0,"",.02,27,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2.17,976,""
"1983","GRND","ROCK","....","SBL1","NOM. SHORTBELLY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","SBLY","SHORTBELLY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.13,524,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.13,524,""
"1983","GRND","ROCK","....","SCR1","NOM. CALIFORNIA SCORPIONFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",,,"*",.37,359,"",11.05,16787,"",2.83,4686,"",0,0,"",0,0,"",14.24,21832,"*"
"1983","GRND","ROCK","....","SHRP","SHARPCHIN ROCKFISH",.24,101,"",,,"*",.35,167,"",.96,469,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",19.51,8259,"",0,0,"",0,0,"",0,1,"",.64,260,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",21.71,9258,"*"
"1983","GRND","ROCK","....","SLGR","SILVERGRAY ROCKFISH",253.43,112773,"",101.28,44414,"",19.43,8439,"",6.39,2994,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.11,189,"",0,0,"",0,0,"",0,0,"",0,0,"",380.64,168810,""
"1983","GRND","ROCK","....","SNOS","SPLITNOSE ROCKFISH",5.63,2683,"",,,"*",1.19,536,"",.89,411,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",43.6,19593,"",20.65,8960,"",49.82,23417,"",29.28,12112,"",103.16,40569,"",221.29,99333,"",59.74,28659,"",1.27,1032,"",5.39,5031,"",53.98,55705,"",0,0,"",0,0,"",595.9,298043,"*"
"1983","GRND","ROCK","....","SPKL","SPECKLED ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",2.63,2354,"",16.01,12599,"",31.95,22167,"",15.84,9094,"",6.07,8355,"",3.34,3709,"",2.31,2389,"",0,0,"",0,0,"",78.17,60668,""
"1983","GRND","ROCK","....","SQRS","SQUARESPOT ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.09,111,"",.18,186,"",0,0,"",0,0,"",.27,298,""
"1983","GRND","ROCK","....","SRKR","SHORTRAKER ROCKFISH",4.06,2175,"",,,"*",8.66,4490,"",1.5,735,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",3.69,2035,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",17.92,9436,"*"
"1983","GRND","ROCK","....","STAR","STARRY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.14,128,"",.85,960,"",.32,440,"",4.73,7524,"",8.97,11352,"",1.37,1557,"",0,0,"",0,0,"",16.38,21962,""
"1983","GRND","ROCK","....","STR1","NOM. STARRY ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","STRK","STRIPETAIL ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.03,14,"",28.69,14093,"",2.32,1138,"",.4,211,"",.01,5,"",.24,109,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",31.69,15570,""
"1983","GRND","ROCK","....","SWSP","SWORDSPINE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.12,124,"",0,0,"",0,0,"",.12,124,""
"1983","GRND","ROCK","....","TREE","TREEFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.02,28,"",0,0,"",0,0,"",0,0,"",.02,28,""
"1983","GRND","ROCK","....","UPOP","UNSP. POP GROUP",22.86,10497,"",14.47,6175,"",18.61,9340,"",7.15,3711,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.18,515,"",0,0,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",63.27,30238,"*"
"1983","GRND","ROCK","....","URCK","UNSP. ROCKFISH",212.05,98131,"",401.41,165354,"",474.56,203337,"",74.34,33664,"",0,0,"",3774.93,1660969,"",448.1,205712,"",5785.38,2525458,"",2824.5,1237904,"",893.36,412438,"",0,0,"",0,0,"",7.04,3002,"",2.66,1979,"",2,1287,"",1.46,1392,"",22.72,16408,"",5.06,3723,"",25.1,13012,"",4.77,3909,"",1.49,5274,"",.49,827,"",,,"*",0,0,"",14961.42,6593779,"*"
"1983","GRND","ROCK","....","VRM1","NOM. VERMILLION ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.9,960,"",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.9,960,"*"
"1983","GRND","ROCK","....","VRML","VERMILION ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1.86,933,"",8.66,3955,"",1.61,910,"",.41,227,"",.89,891,"",8.89,7770,"",49.54,58564,"",79.22,127116,"",27.19,33096,"",2.95,3184,"",0,0,"",0,0,"",181.22,236647,""
"1983","GRND","ROCK","....","WDOW","WIDOW ROCKFISH",810.99,367306,"",267.76,119514,"",1420.85,620405,"",711.52,302924,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",1344.85,565549,"",1083.57,476883,"",158.57,72209,"",1006.34,446381,"",155.81,81861,"",311.67,151246,"",44.6,22838,"",6.37,6682,"",10.67,11260,"",4.71,4938,"",0,0,"",0,0,"",7338.27,3249996,""
"1983","GRND","ROCK","....","WDW1","NOM. WIDOW ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",,,"*",0,0,"",,,"*",15.91,5891,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",15.91,5891,"*"
"1983","GRND","ROCK","....","YEY1","NOM. YELLOWEYE ROCKFISH",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",,,"*",0,0,"",,,"*",0,0,"",0,0,"",,,"*",,,"*",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"*"
"1983","GRND","ROCK","....","YEYE","YELLOWEYE ROCKFISH",3.54,1621,"",,,"*",1.58,737,"",.45,216,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",.09,41,"",10.77,4697,"",45.56,22257,"",.02,10,"",.02,10,"",0,0,"",2.79,3865,"",3.14,5113,"",.62,744,"",.16,179,"",0,0,"",0,0,"",68.74,39489,"*"
