"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"3183",3183,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING GILL NET PERMIT (R)",2015,131,369.75,48437
"3184",3184,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING GILL NET PERMIT (NR)",2015,40,369.75,14790
"3185",3185,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING STAMP",2015,160,139.5,22320
"3186",3186,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","LOBSTER OPERATOR PERMIT (T)",2015,140,369.75,51765
"3187",3187,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","LOBSTER OPERATOR PERMIT (NT)",2015,48,369.75,17748
"3188",3188,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID BRAIL PERMIT (T)",2015,44,2749.25,120967
"3189",3189,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID LIGHT BOAT PERMIT (T)",2015,31,824.75,25567
"3190",3190,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID LIGHT BOAT PERMIT (NT)",2015,3,53,159
"3191",3191,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID VESSEL PERMIT (T)",2015,68,2749.25,186949
"3192",3192,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID VESSEL PERMIT (NT)",2015,7,1374.75,9623
"3193",3193,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY BYCATCH PERMIT",2015,12,279.5,3354
"3194",3194,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (T)",2015,22,697.75,15351
"3195",3195,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (NT)",2015,4,697.75,2791
"3196",3196,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - NORTH COAST (T)",2015,17,697.75,11862
"3197",3197,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - NORTH COAST (NT)",2015,0,697.75,0
"3198",3198,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (T)",2015,47,697.75,32794
"3199",3199,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (NT)",2015,5,697.75,3489
"3200",3200,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - SOUTH COAST (T)",2015,40,697.75,27910
"3201",3201,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - SOUTH COAST (NT)",2015,11,697.75,7675
"3202",3202,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (T)",2015,5,104.5,523
"3203",3203,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (NT)",2015,0,104.5,0
"3204",3204,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - NORTH COAST (T)",2015,0,104.5,0
"3205",3205,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - NORTH COAST (NT)",2015,0,104.5,0
"3206",3206,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (T)",2015,15,104.5,1568
"3207",3207,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (NT)",2015,4,104.5,418
"3208",3208,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (T)",2015,28,104.5,2926
"3209",3209,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (NT)",2015,5,104.5,523
"3210",3210,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NORTHERN PINK SHRIMP TRAWL (VESSEL) (T)",2015,32,1395.25,44648
"3211",3211,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NORTHERN PINK SHRIMP TRAWL (VESSEL) (NT)",2015,3,697.75,2093
"3212",3212,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SALMON VESSEL PERMIT",2015,1131,41.75,47219
"3213",3213,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SEA CUCUMBER DIVING PERMIT",2015,83,348.5,28926
"3214",3214,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SEA CUCUMBER TRAWL PERMIT",2015,16,348.5,5576
"3215",3215,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SEA URCHIN DIVING PERMIT",2015,304,460.5,139992
"3216",3216,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SOUTHERN ROCK CRAB TRAP PERMIT",2015,121,343.75,41594
"3217",3217,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SPOT PRAWN TRAP VESSEL PERMIT, TIER 1",2015,17,348.5,5925
"3218",3218,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SPOT PRAWN TRAP VESSEL PERMIT, TIER 2",2015,2,348.5,697
"3219",3219,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SPOT PRAWN TRAP VESSEL PERMIT, TIER 3",2015,6,1395.25,8372
"3220",3220,"tabula-2010s Items Commercial Fishing.csv","2010s","Late Fees","LIMITED ENTRY LATE FEE (1 TO 30 DAYS)",2015,73,147.5,10768
"3221",3221,"tabula-2010s Items Commercial Fishing.csv","2010s","Late Fees","LIMITED ENTRY LATE FEE (31 TO 60 DAYS)",2015,27,294.25,7945
"3222",3222,"tabula-2010s Items Commercial Fishing.csv","2010s","Late Fees","LIMITED ENTRY LATE FEE (61 OR MORE DAYS)",2015,71,589,41819
"3223",3223,"tabula-2010s Items Commercial Fishing.csv","2010s","Nonrestrictive Permits","ANCHOVY TAKE PERMIT",2015,71,41.75,2964
"3224",3224,"tabula-2010s Items Commercial Fishing.csv","2010s","Nonrestrictive Permits","BAY SHRIMP PERMIT",2015,19,41.75,793
"3225",3225,"tabula-2010s Items Commercial Fishing.csv","2010s","Nonrestrictive Permits","COONSTRIPE SHRIMP VESSEL PERMIT",2015,39,104.5,4076
"3226",3226,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","CRAYFISH PERMIT",2015,67,41.75,2797
"3227",3227,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","PERMIT TO LAND CALIFORNIA CAUGHT FISH OUTSIDE CALIFO",2015,10,20.75,208
"3228",3228,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","GHOST SHRIMP PERMIT",2015,13,41.75,543
"3229",3229,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","GOLDEN & RIDGEBACK PRAWN PERMIT",2015,81,41.75,3382
"3230",3230,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","INLAND/FRESHWATER FISH PERMIT",2015,16,41.75,668
"3231",3231,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","KELP HARVESTER LICENSE",2015,34,139.5,4743
"3232",3232,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","LOBSTER CREWMEMBER PERMIT",2015,247,174.5,43102
"3233",3233,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARINE AQUARIA COLLECTOR PERMIT",2015,16,460.5,7368
"3234",3234,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NORTHERN ROCK CRAB TRAP PERMIT",2015,43,343.75,14781
"3235",3235,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SEA URCHIN CREWMEMBER PERMIT",2015,233,41.75,9728
"3236",3236,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SOUTHERN PINK SHRIMP TRAWL PERMIT",2015,17,41.75,710
"3237",3237,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","SWORDFISH PERMIT",2015,42,460.5,19341
"3238",3238,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","TANNER CRAB TRAP VESSEL PERMIT",2015,1,13085,13085
"3239",3239,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","TIDAL INVERTEBRATE PERMIT",2015,245,41.75,10229
"3240",3240,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM.TRAP PERMIT",2015,884,49,43316
"3241",3241,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","DEEPER NEARSHORE FISHING PERMIT TRANSFER",2015,0,NA,NA
"3242",3242,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","DRIFT GILL NET PERMIT TRANSFER",2015,6,1500,9000
"3243",3243,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","DRIFT GILL NET VESSEL PERMIT TRANSFER",2015,4,130,520
"3244",3244,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","DUNGENESS CRAB PERMIT TRANSFER",2015,56,200,11200
"3245",3245,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","DUNGENESS CRAB CHANGE OF OWNERSHIP",2015,14,200,2800
"3246",3246,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","GENERAL GILL NET TRANSFER",2015,7,100,700
"3247",3247,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","HERRING BOAT TRANSFER",2015,0,50,0
"3248",3248,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","HERRING PERMIT TRANSFER",2015,1,1000,1000
"3249",3249,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","HERRING SUBSTITUTE TRANSFER",2015,3,50,150
"3250",3250,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","LOBSTER OPERATOR PERMIT TRANSFER",2015,11,500,5500
"3251",3251,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID BRAIL PERMIT TRANSFER",2015,6,500,3000
"3252",3252,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID BRAIL PERMIT TRANSFER (OWNERSHIP CHANGE)",2015,3,500,1500
"3253",3253,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID BRAIL UPGRADE",2015,0,1500,0
"3254",3254,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID LIGHTBOAT TRANSFER",2015,5,500,2500
"3255",3255,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID VESSEL PERMIT TRANSFER",2015,5,500,2500
"3256",3256,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","MARKET SQUID VESSEL PERMIT (OWNERSHIP CHANGE)",2015,10,500,5000
"3257",3257,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","NEARSHORE FISHERY PERMIT TRANSFER",2015,0,500,0
"3258",3258,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","NEARSHORE FISHERY TRAP ENDORSEMENT TRANSFER",2015,0,75,0
"3259",3259,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","NORTHERN PINK SHRIMP TRAWL (VESSEL) (NEW OWNER)",2015,0,1000,0
"3260",3260,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","NORTHERN PINK SHRIMP TRAWL (VESSEL) (SAME OWNER)",2015,0,200,0
"3261",3261,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","NORTHERN PINK SHRIMP TRAWL (VESSEL) (TEMP)",2015,0,100,0
"3262",3262,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","SALMON VESSEL TRANSFER",2015,30,200,6000
"3263",3263,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","SEA CUCUMBER PERMIT TRANSFER",2015,2,200,400
"3264",3264,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","SOUTHERN ROCK CRAB TRAP PERMIT TRANSFER",2015,5,1000,5000
"3265",3265,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","SPOT PRAWN TRAP VESSEL (CHANGE OF OWNER)",2015,0,50,0
"3266",3266,"tabula-2010s Items Commercial Fishing.csv","2010s","Permit Transfers","SPOT PRAWN TRAP VESSEL (SAME OWNER)",2015,4,200,800
"3267",3267,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM FISHING LICENSE (R)",2016,5688,132.75,755082
"3268",3268,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM FISHING LICENSE (NR)",2016,1144,132.75,151866
"3269",3269,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM BOAT REGISTRATION (R)",2016,2800,348.5,975800
"3270",3270,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM BOAT REGISTRATION (NR)",2016,323,348.5,112566
"3271",3271,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM PASSENGER FISHING VESSEL",2016,492,348.5,171462
"3272",3272,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM AIRCRAFT REGISTRATION",2016,7,279.5,1957
"3273",3273,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM SALMON STAMP",2016,1423,126.75,180365
"3274",3274,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","JOHN DOE SALMON STAMP",2016,221,85,18785
"3275",3275,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","COMM OCEAN ENHANCEMENT STAMP",2016,1132,49,55468
"3276",3276,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","CALIFORNIA HALIBUT BOTTOM TRAWL VESSEL PERMIT",2016,42,60.25,2531
"3277",3277,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DEEPER NEARSHORE SPECIES FISHERY PERMIT",2016,182,174.5,31759
"3278",3278,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DRIFT GILL NET SHARK/SWORDFISH PERMIT",2016,70,460.5,32235
"3279",3279,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (R)",2016,NA,NA,NA
"3280",3280,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (R) (T)",2016,NA,NA,NA
"3281",3281,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (R) (NT)",2016,NA,NA,NA
"3282",3282,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (NR)",2016,NA,NA,NA
"3283",3283,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (NR) (T)",2016,NA,NA,NA
"3284",3284,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT (NR) (NT)",2016,NA,NA,NA
"3285",3285,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 1",2016,0,279.5,0
"3286",3286,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 2",2016,1,279.5,280
"3287",3287,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 3",2016,1,279.5,280
"3288",3288,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 4",2016,2,279.5,559
"3289",3289,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 5",2016,0,279.5,0
"3290",3290,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 6",2016,2,279.5,559
"3291",3291,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 7",2016,1,279.5,280
"3292",3292,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 1",2016,3,279.5,839
"3293",3293,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 2",2016,1,279.5,280
"3294",3294,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 3",2016,0,279.5,0
"3295",3295,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 4",2016,0,279.5,0
"3296",3296,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 5",2016,1,279.5,280
"3297",3297,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 6",2016,3,279.5,839
"3298",3298,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 7",2016,1,279.5,280
"3299",3299,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 1",2016,10,279.5,2795
"3300",3300,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 2",2016,7,279.5,1957
"3301",3301,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 3",2016,5,279.5,1398
"3302",3302,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 4",2016,6,279.5,1677
"3303",3303,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 5",2016,4,279.5,1118
"3304",3304,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 6",2016,19,279.5,5311
"3305",3305,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 7",2016,12,279.5,3354
"3306",3306,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 1",2016,46,279.5,12857
"3307",3307,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 2",2016,45,279.5,12578
"3308",3308,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 3",2016,50,279.5,13975
"3309",3309,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 4",2016,46,279.5,12857
"3310",3310,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 5",2016,50,279.5,13975
"3311",3311,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 6",2016,142,279.5,39689
"3312",3312,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 7",2016,99,279.5,27671
"3313",3313,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB VESSEL PERMIT TIER UPGRADE FILING FEE",2016,0,3044,0
"3314",3314,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 1",2016,0,3500,0
"3315",3315,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 2",2016,0,3250,0
"3316",3316,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 3",2016,0,3000,0
"3317",3317,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 4",2016,0,2750,0
"3318",3318,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 5",2016,0,2500,0
"3319",3319,"tabula-2010s Items Commercial Fishing.csv","2010s","Limited Entry & Restricted Access","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 6",2016,0,2250,0
"3320",3320,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 7",2016,0,1875,0
"3321",3321,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 1",2016,0,3500,0
"3322",3322,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 2",2016,0,3250,0
"3323",3323,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 3",2016,0,3000,0
"3324",3324,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 4",2016,0,2750,0
"3325",3325,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 5",2016,0,2500,0
"3326",3326,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 6",2016,0,2250,0
"3327",3327,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 7",2016,0,1875,0
"3328",3328,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","GENERAL GILL/TRAMMEL NET PERMIT",2016,122,460.5,56181
"3329",3329,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING GILL NET PERMIT (R)",2016,116,369.75,42891
"3330",3330,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING GILL NET PERMIT (NR)",2016,41,369.75,15160
"3331",3331,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","HERRING STAMP",2016,141,139.5,19670
"3332",3332,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","LOBSTER OPERATOR PERMIT (T)",2016,139,369.75,51395
"3333",3333,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","LOBSTER OPERATOR PERMIT (NT)",2016,45,369.75,16639
"3334",3334,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID BRAIL PERMIT (T)",2016,45,2749.5,123728
"3335",3335,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID LIGHT BOAT PERMIT (T)",2016,30,824.75,24743
"3336",3336,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID LIGHT BOAT PERMIT (NT)",2016,3,53,159
"3337",3337,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID VESSEL PERMIT (T)",2016,68,2749.5,186966
"3338",3338,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","MARKET SQUID VESSEL PERMIT (NT)",2016,6,1374.75,8249
"3339",3339,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY BYCATCH PERMIT",2016,12,279.5,3354
"3340",3340,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (T)",2016,22,697.75,15351
"3341",3341,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (NT)",2016,4,697.75,2791
"3342",3342,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - NORTH COAST (T)",2016,17,697.75,11862
"3343",3343,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - NORTH COAST (NT)",2016,0,697.75,0
"3344",3344,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (T)",2016,46,697.75,32097
"3345",3345,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (NT)",2016,5,697.75,3489
"3346",3346,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - SOUTH COAST (T)",2016,40,697.75,27910
"3347",3347,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE FISHERY PERMIT - SOUTH COAST (NT)",2016,11,697.75,7675
"3348",3348,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (T)",2016,5,104.5,523
"3349",3349,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (NT)",2016,0,104.5,0
"3350",3350,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - NORTH COAST (T)",2016,0,104.5,0
"3351",3351,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - NORTH COAST (NT)",2016,0,104.5,0
"3352",3352,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (T)",2016,15,104.5,1568
"3353",3353,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (NT)",2016,4,104.5,418
"3354",3354,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (T)",2016,28,104.5,2926
"3355",3355,"tabula-2010s Items Commercial Fishing.csv","2010s","Licenses","NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (NT)",2016,4,104.5,418
