"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"1757",1757,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2022,590,NA,0
"1758",1758,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Harvest Information Program Validation",2022,8201,NA,0
"1759",1759,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2022,57,587.25,33473
"1760",1760,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2022,42,965,40530
"1761",1761,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2022,42,868.5,36477
"1762",1762,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2022,20,587.25,11745
"1763",1763,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2022,57,716.25,0
"1764",1764,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2022,62,338,20956
"1765",1765,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Resident Hunting (Annual)",2023,NA,NA,NA
"1766",1766,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Hunting",2023,NA,NA,NA
"1767",1767,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Junior Hunting (Annual)",2023,NA,NA,NA
"1768",1768,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Junior Hunting",2023,NA,NA,NA
"1769",1769,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Disabled Veteran Hunting",2023,NA,NA,NA
"1770",1770,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Recovering Service Member",2023,NA,NA,NA
"1771",1771,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident Hunting (Annual)",2023,NA,NA,NA
"1772",1772,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 1-Day Hunting",2023,NA,NA,NA
"1773",1773,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 2-Day Hunting",2023,NA,NA,NA
"1774",1774,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident First Deer Tag",2023,NA,NA,NA
"1775",1775,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident First Deer Tag",2023,NA,NA,NA
"1776",1776,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident Second Deer Tag",2023,NA,NA,NA
"1777",1777,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident Second Deer Tag",2023,NA,NA,NA
"1778",1778,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Lifetime Deer Tag",2023,NA,NA,NA
"1779",1779,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Duplicate/Exchange Deer Tag",2023,NA,NA,NA
"1780",1780,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2023,NA,NA,NA
"1781",1781,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2023,NA,NA,NA
"1782",1782,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2023,NA,NA,NA
"1783",1783,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2023,NA,NA,NA
"1784",1784,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2023,NA,NA,NA
"1785",1785,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2023,NA,NA,NA
"1786",1786,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2023,NA,NA,NA
"1787",1787,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2023,NA,NA,NA
"1788",1788,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Antelope Tag Drawing Application",2023,NA,NA,NA
"1789",1789,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Antelope Tag Drawing Application",2023,NA,NA,NA
"1790",1790,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Bighorn Sheep Tag Drawing Application",2023,NA,NA,NA
"1791",1791,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Bighorn Sheep Tag Drawing Application",2023,NA,NA,NA
"1792",1792,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Elk Tag Drawing Application",2023,NA,NA,NA
"1793",1793,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Elk Tag Drawing Application",2023,NA,NA,NA
"1794",1794,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Elk, Antelope, Bighorn Sheep Tag Return Fee",2023,NA,NA,NA
"1795",1795,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2023,NA,NA,NA
"1796",1796,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2023,NA,NA,NA
"1797",1797,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2023,NA,NA,NA
"1798",1798,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2023,NA,NA,NA
"1799",1799,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags",2023,NA,NA,NA
"1800",1800,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags (Junior)",2023,NA,NA,NA
"1801",1801,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Non-Resident Bear Tags",2023,NA,NA,NA
"1802",1802,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Resident Wild Pig Tag",2023,NA,NA,NA
"1803",1803,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Non-Resident Wild Pig Tag",2023,NA,NA,NA
"1804",1804,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Lifetime Wild Pig Tags",2023,NA,NA,NA
"1805",1805,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Duck Validation",2023,NA,NA,NA
"1806",1806,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Duck Stamp",2023,NA,NA,NA
"1807",1807,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Duck Validation",2023,NA,NA,NA
"1808",1808,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Waterfowl Reservation Application",2023,NA,NA,NA
"1809",1809,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2023,NA,NA,NA
"1810",1810,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2023,NA,NA,NA
"1811",1811,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type A Wildlife Area Season Pass",2023,NA,NA,NA
"1812",1812,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type B Wildlife Area Season Pass",2023,NA,NA,NA
"1813",1813,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Upland Game Bird Validation",2023,NA,NA,NA
"1814",1814,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Upland Game Bird Stamp",2023,NA,NA,NA
"1815",1815,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2023,NA,NA,NA
"1816",1816,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Harvest Information Program Validation",2023,NA,NA,NA
"1817",1817,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2023,NA,NA,NA
"1818",1818,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2023,NA,NA,NA
"1819",1819,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2023,NA,NA,NA
"1820",1820,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2023,NA,NA,NA
"1821",1821,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2023,NA,NA,NA
"1822",1822,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2023,NA,NA,NA
"1823",1823,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Resident Hunting (Annual)",2024,NA,NA,NA
"1824",1824,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Hunting",2024,NA,NA,NA
"1825",1825,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Junior Hunting (Annual)",2024,NA,NA,NA
"1826",1826,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Junior Hunting",2024,NA,NA,NA
"1827",1827,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Disabled Veteran Hunting",2024,NA,NA,NA
"1828",1828,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Recovering Service Member",2024,NA,NA,NA
"1829",1829,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident Hunting (Annual)",2024,NA,NA,NA
"1830",1830,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 1-Day Hunting",2024,NA,NA,NA
"1831",1831,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 2-Day Hunting",2024,NA,NA,NA
"1832",1832,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident First Deer Tag",2024,NA,NA,NA
"1833",1833,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident First Deer Tag",2024,NA,NA,NA
"1834",1834,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident Second Deer Tag",2024,NA,NA,NA
"1835",1835,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident Second Deer Tag",2024,NA,NA,NA
"1836",1836,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Lifetime Deer Tag",2024,NA,NA,NA
"1837",1837,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Duplicate/Exchange Deer Tag",2024,NA,NA,NA
"1838",1838,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2024,NA,NA,NA
"1839",1839,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2024,NA,NA,NA
"1840",1840,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2024,NA,NA,NA
"1841",1841,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2024,NA,NA,NA
"1842",1842,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2024,NA,NA,NA
"1843",1843,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2024,NA,NA,NA
"1844",1844,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2024,NA,NA,NA
"1845",1845,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2024,NA,NA,NA
"1846",1846,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Antelope Tag Drawing Application",2024,NA,NA,NA
"1847",1847,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Antelope Tag Drawing Application",2024,NA,NA,NA
"1848",1848,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Bighorn Sheep Tag Drawing Application",2024,NA,NA,NA
"1849",1849,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Bighorn Sheep Tag Drawing Application",2024,NA,NA,NA
"1850",1850,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Elk Tag Drawing Application",2024,NA,NA,NA
"1851",1851,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Elk Tag Drawing Application",2024,NA,NA,NA
"1852",1852,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Elk, Antelope, Bighorn Sheep Tag Return Fee",2024,NA,NA,NA
"1853",1853,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2024,NA,NA,NA
"1854",1854,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2024,NA,NA,NA
"1855",1855,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2024,NA,NA,NA
"1856",1856,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2024,NA,NA,NA
"1857",1857,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags",2024,NA,NA,NA
"1858",1858,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags (Junior)",2024,NA,NA,NA
"1859",1859,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Non-Resident Bear Tags",2024,NA,NA,NA
"1860",1860,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Resident Wild Pig Tag",2024,NA,NA,NA
"1861",1861,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Non-Resident Wild Pig Tag",2024,NA,NA,NA
"1862",1862,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Lifetime Wild Pig Tags",2024,NA,NA,NA
"1863",1863,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Duck Validation",2024,NA,NA,NA
"1864",1864,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Duck Stamp",2024,NA,NA,NA
"1865",1865,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Duck Validation",2024,NA,NA,NA
"1866",1866,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Waterfowl Reservation Application",2024,NA,NA,NA
"1867",1867,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2024,NA,NA,NA
"1868",1868,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2024,NA,NA,NA
"1869",1869,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type A Wildlife Area Season Pass",2024,NA,NA,NA
"1870",1870,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type B Wildlife Area Season Pass",2024,NA,NA,NA
"1871",1871,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Upland Game Bird Validation",2024,NA,NA,NA
"1872",1872,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Upland Game Bird Stamp",2024,NA,NA,NA
"1873",1873,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2024,NA,NA,NA
"1874",1874,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Harvest Information Program Validation",2024,NA,NA,NA
"1875",1875,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2024,NA,NA,NA
"1876",1876,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2024,NA,NA,NA
"1877",1877,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2024,NA,NA,NA
"1878",1878,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2024,NA,NA,NA
"1879",1879,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2024,NA,NA,NA
"1880",1880,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2024,NA,NA,NA
"1881",1881,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Resident Hunting (Annual)",2025,NA,NA,NA
"1882",1882,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Hunting",2025,NA,NA,NA
"1883",1883,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Junior Hunting (Annual)",2025,NA,NA,NA
"1884",1884,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Junior Hunting",2025,NA,NA,NA
"1885",1885,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Disabled Veteran Hunting",2025,NA,NA,NA
"1886",1886,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Recovering Service Member",2025,NA,NA,NA
"1887",1887,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident Hunting (Annual)",2025,NA,NA,NA
"1888",1888,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 1-Day Hunting",2025,NA,NA,NA
"1889",1889,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 2-Day Hunting",2025,NA,NA,NA
"1890",1890,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident First Deer Tag",2025,NA,NA,NA
"1891",1891,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident First Deer Tag",2025,NA,NA,NA
"1892",1892,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident Second Deer Tag",2025,NA,NA,NA
"1893",1893,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident Second Deer Tag",2025,NA,NA,NA
"1894",1894,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Lifetime Deer Tag",2025,NA,NA,NA
"1895",1895,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Duplicate/Exchange Deer Tag",2025,NA,NA,NA
"1896",1896,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2025,NA,NA,NA
"1897",1897,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2025,NA,NA,NA
"1898",1898,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2025,NA,NA,NA
"1899",1899,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2025,NA,NA,NA
"1900",1900,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2025,NA,NA,NA
"1901",1901,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2025,NA,NA,NA
"1902",1902,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2025,NA,NA,NA
"1903",1903,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2025,NA,NA,NA
"1904",1904,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Antelope Tag Drawing Application",2025,NA,NA,NA
"1905",1905,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Antelope Tag Drawing Application",2025,NA,NA,NA
"1906",1906,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Bighorn Sheep Tag Drawing Application",2025,NA,NA,NA
"1907",1907,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Bighorn Sheep Tag Drawing Application",2025,NA,NA,NA
"1908",1908,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Resident Elk Tag Drawing Application",2025,NA,NA,NA
"1909",1909,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Non-Resident Elk Tag Drawing Application",2025,NA,NA,NA
"1910",1910,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Drawing","Elk, Antelope, Bighorn Sheep Tag Return Fee",2025,NA,NA,NA
"1911",1911,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2025,NA,NA,NA
"1912",1912,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2025,NA,NA,NA
"1913",1913,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2025,NA,NA,NA
"1914",1914,"tabula-2020s Items Hunting.csv","2020s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2025,NA,NA,NA
"1915",1915,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags",2025,NA,NA,NA
"1916",1916,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Resident Bear Tags (Junior)",2025,NA,NA,NA
"1917",1917,"tabula-2020s Items Hunting.csv","2020s","Bear Tags","Non-Resident Bear Tags",2025,NA,NA,NA
"1918",1918,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Resident Wild Pig Tag",2025,NA,NA,NA
"1919",1919,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Non-Resident Wild Pig Tag",2025,NA,NA,NA
"1920",1920,"tabula-2020s Items Hunting.csv","2020s","Wild Pig Tags","Lifetime Wild Pig Tags",2025,NA,NA,NA
"1921",1921,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Duck Validation",2025,NA,NA,NA
"1922",1922,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Duck Stamp",2025,NA,NA,NA
"1923",1923,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Duck Validation",2025,NA,NA,NA
"1924",1924,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Waterfowl Reservation Application",2025,NA,NA,NA
"1925",1925,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2025,NA,NA,NA
"1926",1926,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2025,NA,NA,NA
"1927",1927,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type A Wildlife Area Season Pass",2025,NA,NA,NA
"1928",1928,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Type B Wildlife Area Season Pass",2025,NA,NA,NA
"1929",1929,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Upland Game Bird Validation",2025,NA,NA,NA
"1930",1930,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Collector Upland Game Bird Stamp",2025,NA,NA,NA
"1931",1931,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2025,NA,NA,NA
"1932",1932,"tabula-2020s Items Hunting.csv","2020s","Game Bird Hunting","Harvest Information Program Validation",2025,NA,NA,NA
"1933",1933,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2025,NA,NA,NA
"1934",1934,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2025,NA,NA,NA
"1935",1935,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2025,NA,NA,NA
"1936",1936,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2025,NA,NA,NA
"1937",1937,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2025,NA,NA,NA
"1938",1938,"tabula-2020s Items Hunting.csv","2020s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2025,NA,NA,NA
"1939",1939,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Resident Hunting (Annual)",2026,NA,NA,NA
"1940",1940,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Hunting",2026,NA,NA,NA
"1941",1941,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Junior Hunting (Annual)",2026,NA,NA,NA
"1942",1942,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Lifetime Junior Hunting",2026,NA,NA,NA
"1943",1943,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Disabled Veteran Hunting",2026,NA,NA,NA
"1944",1944,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Recovering Service Member",2026,NA,NA,NA
"1945",1945,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident Hunting (Annual)",2026,NA,NA,NA
"1946",1946,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 1-Day Hunting",2026,NA,NA,NA
"1947",1947,"tabula-2020s Items Hunting.csv","2020s","Hunting Licenses","Non-Resident 2-Day Hunting",2026,NA,NA,NA
"1948",1948,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident First Deer Tag",2026,NA,NA,NA
"1949",1949,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident First Deer Tag",2026,NA,NA,NA
"1950",1950,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Resident Second Deer Tag",2026,NA,NA,NA
"1951",1951,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Non-Resident Second Deer Tag",2026,NA,NA,NA
"1952",1952,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Lifetime Deer Tag",2026,NA,NA,NA
"1953",1953,"tabula-2020s Items Hunting.csv","2020s","Deer Tags","Duplicate/Exchange Deer Tag",2026,NA,NA,NA
"1954",1954,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2026,NA,NA,NA
"1955",1955,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2026,NA,NA,NA
"1956",1956,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2026,NA,NA,NA
"1957",1957,"tabula-2020s Items Hunting.csv","2020s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2026,NA,NA,NA
