"year","filename","region","port_complex","comm_name_orig","comm_name","sci_name","landings_n"
2008,"landings08_cpfv2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",14962
2008,"landings08_cpfv2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2008,"landings08_cpfv2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",499
2008,"landings08_cpfv2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",20721
2008,"landings08_cpfv2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",2751
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",29313
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",56288
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",47382
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",18039
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",255
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",134
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",36423
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",157
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",551
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",2019
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",876
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",118
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",4571
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",2241
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",378
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",50
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",205
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",139
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",101
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",78666
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",91254
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",58645
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",941
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",55
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",14634
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",93
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",19723
2009,"landings09_cpfv1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",2715
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",23114
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",60213
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",33067
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",18154
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",108
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",68
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",15431
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",98
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",513
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4036
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",627
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",4
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",9982
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",127
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",342
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",10
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",241
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",123
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",84526
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",76451
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",67585
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",1824
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",126
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",9302
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",176
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",15484
2010,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",704
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",39296
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",49835
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",45643
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1763
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",195
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",118
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",46714
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",153
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",7
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",508
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",24737
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",912
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",189
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",3234
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",334
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",504
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",49
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",652
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",215
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",8
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",152481
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",92282
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",43015
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",1927
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",47
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",15525
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",132
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",15568
2011,"CPFV Annual Report - Page 1.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",415
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",26131
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",44354
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",30371
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",482
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",229
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",388
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",42333
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",4148
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",50
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",516
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4424
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",1201
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",130
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",3193
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",2059
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",332
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",160
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",747
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",411
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",147774
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",108720
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",54871
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",596
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",44
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",15840
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",70
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",18043
2012,"CPFV ANNUAL 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1800
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",24332
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",21258
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",14139
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",4059
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",521
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",572
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",30208
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",90
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",332
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4391
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",3031
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",27
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",3456
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",583
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",639
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",297
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",2303
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",378
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",198263
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",113489
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",68240
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",693
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",156
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",14381
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",18762
2013,"CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",2539
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Barracuda, California","California barracuda","Sphyraena argentea",9442
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",13511
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",21818
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bass, striped","Striped bass","Morone saxatilis",0
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Bonito, Pacific","Pacific bonito","Sarda chiliensis",32635
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Cabezon","Cabezon","Scorpaenichthys marmoratus",287
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",275
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Fishes, unspecified","Fish","Osteichthyes spp.",23871
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",44
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Halibut, California","California halibut","Paralichthys californicus",325
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4203
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Lingcod","Lingcod","Ophiodon elongatus",3050
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",195
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",8932
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",15564
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, blue","Blue rockfish","Sebastes mystinus",1267
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, canary","Canary rockfish","Sebastes pinniger",24
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, copper","Copper rockfish","Sebastes caurinus",2815
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",92
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Rockfishes, unspecified","Rockfish","Sebastes spp.",160506
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sanddab","Sanddab","Citharichthys spp.",129439
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Scorpionfish, California","California scorpionfish","Scorpaena guttata",58020
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Seabass, white","White seabass","Atractoscion nobilis",746
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Shark, unspecified","Shark","Selachimorpha spp.",114
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Sheephead, California","California sheephead","Semicossyphus pulcher",16559
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",21830
2014,"Annual CPFV 2.pdf","Southern","Seal Beach-Long Beach-San Pedro","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",21445
