"year","filename","region","species","landings_n"
2005,"landings05_cpfv1.pdf","All","Fishes, unspecified",10166
2005,"landings05_cpfv1.pdf","All","Flatfishes, unspecified",10945
2005,"landings05_cpfv1.pdf","All","Greenling, kelp",2548
2005,"landings05_cpfv1.pdf","All","Halfmoon",43667
2005,"landings05_cpfv1.pdf","All","Halibut, California",6160
2005,"landings05_cpfv1.pdf","All","Invertebrates, unspecified",90080
2005,"landings05_cpfv1.pdf","All","Lingcod",29930
2005,"landings05_cpfv1.pdf","All","Mackerel, jack",699
2005,"landings05_cpfv1.pdf","All","Mackerel, Pacific",47652
2005,"landings05_cpfv1.pdf","All","Marlin, striped",18
2005,"landings05_cpfv1.pdf","All","Rockfish, blue",258940
2005,"landings05_cpfv1.pdf","All","Rockfish, gopher",33717
2005,"landings05_cpfv1.pdf","All","Rockfishes, unspecified",697097
2005,"landings05_cpfv1.pdf","All","Salmon, king (Chinook)",55716
2005,"landings05_cpfv1.pdf","All","Salmon, unspecified",35
2005,"landings05_cpfv1.pdf","All","Sanddab",97676
2005,"landings05_cpfv1.pdf","All","Scorpionfish, California",95772
2005,"landings05_cpfv1.pdf","All","Seabass, white",2882
2005,"landings05_cpfv1.pdf","All","Shark, blue",26
2005,"landings05_cpfv1.pdf","All","Shark, bonito (mako)",162
2005,"landings05_cpfv1.pdf","All","Shark, leopard",455
2005,"landings05_cpfv1.pdf","All","Shark, unspecified",605
2005,"landings05_cpfv1.pdf","All","Sheephead, California",20913
2005,"landings05_cpfv1.pdf","All","Sturgeon, unspecified",130
2005,"landings05_cpfv1.pdf","All","Tuna, albacore",98448
2005,"landings05_cpfv1.pdf","All","Tuna, bluefin",5748
2005,"landings05_cpfv1.pdf","All","Tuna, skipjack",5906
2005,"landings05_cpfv1.pdf","All","Tuna, yellowfin",56816
2005,"landings05_cpfv1.pdf","All","Wahoo",3140
2005,"landings05_cpfv1.pdf","All","Whitefish, ocean",60912
2005,"landings05_cpfv1.pdf","All","Yellowtail",71654
2005,"landings05_cpfv1.pdf","Mexico","Barracuda, California",10797
2005,"landings05_cpfv1.pdf","Mexico","Bass, barred sand",23542
2005,"landings05_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2005,"landings05_cpfv1.pdf","Mexico","Bass, kelp (calico)",7191
2005,"landings05_cpfv1.pdf","Mexico","Bass, striped",0
2005,"landings05_cpfv1.pdf","Mexico","Bonito, Pacific",3320
2005,"landings05_cpfv1.pdf","Mexico","Cabezon",21
2005,"landings05_cpfv1.pdf","Mexico","Croaker, unspecified",0
2005,"landings05_cpfv1.pdf","Mexico","Croaker, white",2
2005,"landings05_cpfv1.pdf","Mexico","Dolphinfish",5956
2005,"landings05_cpfv1.pdf","Mexico","Fishes, unspecified",451
2005,"landings05_cpfv1.pdf","Mexico","Flatfishes, unspecified",10
2005,"landings05_cpfv1.pdf","Mexico","Greenling, kelp",0
2005,"landings05_cpfv1.pdf","Mexico","Halfmoon",22
2005,"landings05_cpfv1.pdf","Mexico","Halibut, California",188
2005,"landings05_cpfv1.pdf","Mexico","Invertebrates, unspecified",669
2005,"landings05_cpfv1.pdf","Mexico","Lingcod",2318
2005,"landings05_cpfv1.pdf","Mexico","Mackerel, jack",23
2005,"landings05_cpfv1.pdf","Mexico","Mackerel, Pacific",693
2005,"landings05_cpfv1.pdf","Mexico","Marlin, striped",14
2005,"landings05_cpfv1.pdf","Mexico","Rockfish, blue",30
2005,"landings05_cpfv1.pdf","Mexico","Rockfish, gopher",143
2005,"landings05_cpfv1.pdf","Mexico","Rockfishes, unspecified",38046
2005,"landings05_cpfv1.pdf","Mexico","Salmon, king (Chinook)",6
2005,"landings05_cpfv1.pdf","Mexico","Salmon, unspecified",0
2005,"landings05_cpfv1.pdf","Mexico","Sanddab",184
2005,"landings05_cpfv1.pdf","Mexico","Scorpionfish, California",17751
2005,"landings05_cpfv1.pdf","Mexico","Seabass, white",126
2005,"landings05_cpfv1.pdf","Mexico","Shark, blue",0
2005,"landings05_cpfv1.pdf","Mexico","Shark, bonito (mako)",41
2005,"landings05_cpfv1.pdf","Mexico","Shark, leopard",0
2005,"landings05_cpfv1.pdf","Mexico","Shark, unspecified",72
2005,"landings05_cpfv1.pdf","Mexico","Sheephead, California",867
2005,"landings05_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2005,"landings05_cpfv1.pdf","Mexico","Tuna, albacore",82795
2005,"landings05_cpfv1.pdf","Mexico","Tuna, bluefin",5025
2005,"landings05_cpfv1.pdf","Mexico","Tuna, skipjack",3682
2005,"landings05_cpfv1.pdf","Mexico","Tuna, yellowfin",51186
2005,"landings05_cpfv1.pdf","Mexico","Wahoo",3103
2005,"landings05_cpfv1.pdf","Mexico","Whitefish, ocean",10857
2005,"landings05_cpfv1.pdf","Mexico","Yellowtail",57638
2006,"landings06_cpfv1.pdf","All","Barracuda, California",114123
2006,"landings06_cpfv1.pdf","All","Bass, barred sand",276903
2006,"landings06_cpfv1.pdf","All","Bass, giant (black) sea",692
2006,"landings06_cpfv1.pdf","All","Bass, kelp (calico)",264567
2006,"landings06_cpfv1.pdf","All","Bass, striped",2613
2006,"landings06_cpfv1.pdf","All","Bonito, Pacific",201703
2006,"landings06_cpfv1.pdf","All","Cabezon",2074
2006,"landings06_cpfv1.pdf","All","Croaker, unspecified",385
2006,"landings06_cpfv1.pdf","All","Croaker, white",2168
2006,"landings06_cpfv1.pdf","All","Dolphinfish",45694
2006,"landings06_cpfv1.pdf","All","Fishes, unspecified",8331
2006,"landings06_cpfv1.pdf","All","Flatfishes, unspecified",4753
2006,"landings06_cpfv1.pdf","All","Greenling, kelp",2280
2006,"landings06_cpfv1.pdf","All","Halfmoon",54854
2006,"landings06_cpfv1.pdf","All","Halibut, California",5903
2006,"landings06_cpfv1.pdf","All","Invertebrates, unspecified",69676
2006,"landings06_cpfv1.pdf","All","Lingcod",35321
2006,"landings06_cpfv1.pdf","All","Mackerel, jack",3167
2006,"landings06_cpfv1.pdf","All","Mackerel, Pacific",49618
2006,"landings06_cpfv1.pdf","All","Marlin, striped",15
2006,"landings06_cpfv1.pdf","All","Rockfish, blue",323915
2006,"landings06_cpfv1.pdf","All","Rockfish, gopher",28404
2006,"landings06_cpfv1.pdf","All","Rockfishes, unspecified",776060
2006,"landings06_cpfv1.pdf","All","Salmon, king (Chinook)",32289
2006,"landings06_cpfv1.pdf","All","Salmon, unspecified",12
2006,"landings06_cpfv1.pdf","All","Sanddab",98169
2006,"landings06_cpfv1.pdf","All","Scorpionfish, California",202159
2006,"landings06_cpfv1.pdf","All","Seabass, white",6560
2006,"landings06_cpfv1.pdf","All","Shark, blue",25
2006,"landings06_cpfv1.pdf","All","Shark, bonito (mako)",239
2006,"landings06_cpfv1.pdf","All","Shark, leopard",987
2006,"landings06_cpfv1.pdf","All","Shark, unspecified",568
2006,"landings06_cpfv1.pdf","All","Sheephead, California",30669
2006,"landings06_cpfv1.pdf","All","Sturgeon, unspecified",301
2006,"landings06_cpfv1.pdf","All","Tuna, albacore",21020
2006,"landings06_cpfv1.pdf","All","Tuna, bluefin",7363
2006,"landings06_cpfv1.pdf","All","Tuna, skipjack",4614
2006,"landings06_cpfv1.pdf","All","Tuna, yellowfin",46411
2006,"landings06_cpfv1.pdf","All","Wahoo",3673
2006,"landings06_cpfv1.pdf","All","Whitefish, ocean",60565
2006,"landings06_cpfv1.pdf","All","Yellowtail",172166
2006,"landings06_cpfv1.pdf","Mexico","Barracuda, California",7307
2006,"landings06_cpfv1.pdf","Mexico","Bass, barred sand",17892
2006,"landings06_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2006,"landings06_cpfv1.pdf","Mexico","Bass, kelp (calico)",9104
2006,"landings06_cpfv1.pdf","Mexico","Bass, striped",0
2006,"landings06_cpfv1.pdf","Mexico","Bonito, Pacific",27259
2006,"landings06_cpfv1.pdf","Mexico","Cabezon",19
2006,"landings06_cpfv1.pdf","Mexico","Croaker, unspecified",0
2006,"landings06_cpfv1.pdf","Mexico","Croaker, white",2
2006,"landings06_cpfv1.pdf","Mexico","Dolphinfish",34393
2006,"landings06_cpfv1.pdf","Mexico","Fishes, unspecified",1252
2006,"landings06_cpfv1.pdf","Mexico","Flatfishes, unspecified",8
2006,"landings06_cpfv1.pdf","Mexico","Greenling, kelp",0
2006,"landings06_cpfv1.pdf","Mexico","Halfmoon",49
2006,"landings06_cpfv1.pdf","Mexico","Halibut, California",40
2006,"landings06_cpfv1.pdf","Mexico","Invertebrates, unspecified",37
2006,"landings06_cpfv1.pdf","Mexico","Lingcod",1740
2006,"landings06_cpfv1.pdf","Mexico","Mackerel, jack",7
2006,"landings06_cpfv1.pdf","Mexico","Mackerel, Pacific",452
2006,"landings06_cpfv1.pdf","Mexico","Marlin, striped",13
2006,"landings06_cpfv1.pdf","Mexico","Rockfish, blue",685
2006,"landings06_cpfv1.pdf","Mexico","Rockfish, gopher",91
2006,"landings06_cpfv1.pdf","Mexico","Rockfishes, unspecified",32054
2006,"landings06_cpfv1.pdf","Mexico","Salmon, king (Chinook)",10
2006,"landings06_cpfv1.pdf","Mexico","Salmon, unspecified",0
2006,"landings06_cpfv1.pdf","Mexico","Sanddab",1055
2006,"landings06_cpfv1.pdf","Mexico","Scorpionfish, California",4787
2006,"landings06_cpfv1.pdf","Mexico","Seabass, white",183
2006,"landings06_cpfv1.pdf","Mexico","Shark, blue",7
2006,"landings06_cpfv1.pdf","Mexico","Shark, bonito (mako)",63
2006,"landings06_cpfv1.pdf","Mexico","Shark, leopard",0
2006,"landings06_cpfv1.pdf","Mexico","Shark, unspecified",2
2006,"landings06_cpfv1.pdf","Mexico","Sheephead, California",660
2006,"landings06_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2006,"landings06_cpfv1.pdf","Mexico","Tuna, albacore",17655
2006,"landings06_cpfv1.pdf","Mexico","Tuna, bluefin",6014
2006,"landings06_cpfv1.pdf","Mexico","Tuna, skipjack",2894
2006,"landings06_cpfv1.pdf","Mexico","Tuna, yellowfin",41307
2006,"landings06_cpfv1.pdf","Mexico","Wahoo",3654
2006,"landings06_cpfv1.pdf","Mexico","Whitefish, ocean",6563
2006,"landings06_cpfv1.pdf","Mexico","Yellowtail",127406
2007,"landings07_cpfv1.pdf","All","Barracuda, California",169210
2007,"landings07_cpfv1.pdf","All","Bass, barred sand",187373
2007,"landings07_cpfv1.pdf","All","Bass, giant (black) sea",2
2007,"landings07_cpfv1.pdf","All","Bass, kelp (calico)",227430
2007,"landings07_cpfv1.pdf","All","Bass, striped",5944
2007,"landings07_cpfv1.pdf","All","Bonito, Pacific",59987
2007,"landings07_cpfv1.pdf","All","Cabezon",1917
2007,"landings07_cpfv1.pdf","All","Croaker, unspecified",325
2007,"landings07_cpfv1.pdf","All","Croaker, white",1331
2007,"landings07_cpfv1.pdf","All","Dolphinfish",6147
2007,"landings07_cpfv1.pdf","All","Fishes, unspecified",11143
2007,"landings07_cpfv1.pdf","All","Flatfishes, unspecified",1534
2007,"landings07_cpfv1.pdf","All","Greenling, kelp",2642
2007,"landings07_cpfv1.pdf","All","Halfmoon",59968
2007,"landings07_cpfv1.pdf","All","Halibut, California",5825
2007,"landings07_cpfv1.pdf","All","Invertebrates, unspecified",128586
2007,"landings07_cpfv1.pdf","All","Lingcod",24869
2007,"landings07_cpfv1.pdf","All","Mackerel, jack",602
2007,"landings07_cpfv1.pdf","All","Mackerel, Pacific",46591
2007,"landings07_cpfv1.pdf","All","Marlin, striped",94
2007,"landings07_cpfv1.pdf","All","Rockfish, blue",222706
2007,"landings07_cpfv1.pdf","All","Rockfish, gopher",35818
2007,"landings07_cpfv1.pdf","All","Rockfishes, unspecified",853422
2007,"landings07_cpfv1.pdf","All","Salmon, king (Chinook)",11170
2007,"landings07_cpfv1.pdf","All","Salmon, unspecified",15
2007,"landings07_cpfv1.pdf","All","Sanddab",126699
2007,"landings07_cpfv1.pdf","All","Scorpionfish, California",204330
2007,"landings07_cpfv1.pdf","All","Seabass, white",2195
2007,"landings07_cpfv1.pdf","All","Shark, blue",19
2007,"landings07_cpfv1.pdf","All","Shark, bonito (mako)",135
2007,"landings07_cpfv1.pdf","All","Shark, leopard",396
2007,"landings07_cpfv1.pdf","All","Shark, unspecified",399
2007,"landings07_cpfv1.pdf","All","Sheephead, California",30323
2007,"landings07_cpfv1.pdf","All","Sturgeon, unspecified",147
2007,"landings07_cpfv1.pdf","All","Tuna, albacore",101487
2007,"landings07_cpfv1.pdf","All","Tuna, bluefin",1009
2007,"landings07_cpfv1.pdf","All","Tuna, skipjack",442
2007,"landings07_cpfv1.pdf","All","Tuna, yellowfin",17588
2007,"landings07_cpfv1.pdf","All","Wahoo",2307
2007,"landings07_cpfv1.pdf","All","Whitefish, ocean",83227
2007,"landings07_cpfv1.pdf","All","Yellowtail",79376
2007,"landings07_cpfv1.pdf","Mexico","Barracuda, California",17417
2007,"landings07_cpfv1.pdf","Mexico","Bass, barred sand",19067
2007,"landings07_cpfv1.pdf","Mexico","Bass, giant (black) sea",0
2007,"landings07_cpfv1.pdf","Mexico","Bass, kelp (calico)",8749
2007,"landings07_cpfv1.pdf","Mexico","Bass, striped",0
2007,"landings07_cpfv1.pdf","Mexico","Bonito, Pacific",12157
2007,"landings07_cpfv1.pdf","Mexico","Cabezon",22
2007,"landings07_cpfv1.pdf","Mexico","Croaker, unspecified",0
2007,"landings07_cpfv1.pdf","Mexico","Croaker, white",19
2007,"landings07_cpfv1.pdf","Mexico","Dolphinfish",6075
2007,"landings07_cpfv1.pdf","Mexico","Fishes, unspecified",376
2007,"landings07_cpfv1.pdf","Mexico","Flatfishes, unspecified",2
2007,"landings07_cpfv1.pdf","Mexico","Greenling, kelp",0
2007,"landings07_cpfv1.pdf","Mexico","Halfmoon",20
2007,"landings07_cpfv1.pdf","Mexico","Halibut, California",415
2007,"landings07_cpfv1.pdf","Mexico","Invertebrates, unspecified",601
2007,"landings07_cpfv1.pdf","Mexico","Lingcod",3530
2007,"landings07_cpfv1.pdf","Mexico","Mackerel, jack",4
2007,"landings07_cpfv1.pdf","Mexico","Mackerel, Pacific",153
2007,"landings07_cpfv1.pdf","Mexico","Marlin, striped",1
2007,"landings07_cpfv1.pdf","Mexico","Rockfish, blue",8
2007,"landings07_cpfv1.pdf","Mexico","Rockfish, gopher",363
2007,"landings07_cpfv1.pdf","Mexico","Rockfishes, unspecified",50925
2007,"landings07_cpfv1.pdf","Mexico","Salmon, king (Chinook)",0
2007,"landings07_cpfv1.pdf","Mexico","Salmon, unspecified",0
2007,"landings07_cpfv1.pdf","Mexico","Sanddab",216
2007,"landings07_cpfv1.pdf","Mexico","Scorpionfish, California",4965
2007,"landings07_cpfv1.pdf","Mexico","Seabass, white",61
2007,"landings07_cpfv1.pdf","Mexico","Shark, blue",0
2007,"landings07_cpfv1.pdf","Mexico","Shark, bonito (mako)",27
2007,"landings07_cpfv1.pdf","Mexico","Shark, leopard",0
2007,"landings07_cpfv1.pdf","Mexico","Shark, unspecified",0
2007,"landings07_cpfv1.pdf","Mexico","Sheephead, California",511
2007,"landings07_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2007,"landings07_cpfv1.pdf","Mexico","Tuna, albacore",65001
2007,"landings07_cpfv1.pdf","Mexico","Tuna, bluefin",833
2007,"landings07_cpfv1.pdf","Mexico","Tuna, skipjack",375
2007,"landings07_cpfv1.pdf","Mexico","Tuna, yellowfin",16505
2007,"landings07_cpfv1.pdf","Mexico","Wahoo",2290
2007,"landings07_cpfv1.pdf","Mexico","Whitefish, ocean",7169
2007,"landings07_cpfv1.pdf","Mexico","Yellowtail",64335
2008,"landings08_cpfv1.pdf","All","Barracuda, California",73209
2008,"landings08_cpfv1.pdf","All","Bass, barred sand",195612
2008,"landings08_cpfv1.pdf","All","Bass, giant (black) sea",3
2008,"landings08_cpfv1.pdf","All","Bass, kelp (calico)",196808
2008,"landings08_cpfv1.pdf","All","Bass, striped",10807
2008,"landings08_cpfv1.pdf","All","Bonito, Pacific",101738
2008,"landings08_cpfv1.pdf","All","Cabezon",1985
2008,"landings08_cpfv1.pdf","All","Croaker, unspecified",1063
2008,"landings08_cpfv1.pdf","All","Croaker, white",1733
2008,"landings08_cpfv1.pdf","All","Dolphinfish",28637
2008,"landings08_cpfv1.pdf","All","Fishes, unspecified",9642
2008,"landings08_cpfv1.pdf","All","Flatfishes, unspecified",1293
2008,"landings08_cpfv1.pdf","All","Greenling, kelp",2278
2008,"landings08_cpfv1.pdf","All","Halfmoon",48923
2008,"landings08_cpfv1.pdf","All","Halibut, California",25318
2008,"landings08_cpfv1.pdf","All","Invertebrates, unspecified",41095
2008,"landings08_cpfv1.pdf","All","Lingcod",15616
2008,"landings08_cpfv1.pdf","All","Mackerel, jack",408
2008,"landings08_cpfv1.pdf","All","Mackerel, Pacific",49150
2008,"landings08_cpfv1.pdf","All","Marlin, striped",5
2008,"landings08_cpfv1.pdf","All","Rockfish, blue",129635
2008,"landings08_cpfv1.pdf","All","Rockfish, gopher",51734
2008,"landings08_cpfv1.pdf","All","Rockfishes, unspecified",732360
2008,"landings08_cpfv1.pdf","All","Salmon, king (Chinook)",1
2008,"landings08_cpfv1.pdf","All","Salmon, unspecified",0
2008,"landings08_cpfv1.pdf","All","Sanddab",105591
2008,"landings08_cpfv1.pdf","All","Scorpionfish, California",149328
2008,"landings08_cpfv1.pdf","All","Seabass, white",4133
2008,"landings08_cpfv1.pdf","All","Shark, blue",17
2008,"landings08_cpfv1.pdf","All","Shark, bonito (mako)",129
2008,"landings08_cpfv1.pdf","All","Shark, leopard",292
2008,"landings08_cpfv1.pdf","All","Shark, unspecified",373
2008,"landings08_cpfv1.pdf","All","Sheephead, California",27184
2008,"landings08_cpfv1.pdf","All","Sturgeon, unspecified",147
2008,"landings08_cpfv1.pdf","All","Tuna, albacore",35799
2008,"landings08_cpfv1.pdf","All","Tuna, bluefin",10024
2008,"landings08_cpfv1.pdf","All","Tuna, skipjack",4240
2008,"landings08_cpfv1.pdf","All","Tuna, yellowfin",46942
2008,"landings08_cpfv1.pdf","All","Wahoo",2991
2008,"landings08_cpfv1.pdf","All","Whitefish, ocean",59996
2008,"landings08_cpfv1.pdf","All","Yellowtail",71683
2008,"landings08_cpfv1.pdf","Mexico","Barracuda, California",7821
2008,"landings08_cpfv1.pdf","Mexico","Bass, barred sand",23545
2008,"landings08_cpfv1.pdf","Mexico","Bass, giant (black) sea",2
2008,"landings08_cpfv1.pdf","Mexico","Bass, kelp (calico)",6206
2008,"landings08_cpfv1.pdf","Mexico","Bass, striped",0
2008,"landings08_cpfv1.pdf","Mexico","Bonito, Pacific",10751
2008,"landings08_cpfv1.pdf","Mexico","Cabezon",11
2008,"landings08_cpfv1.pdf","Mexico","Croaker, unspecified",841
2008,"landings08_cpfv1.pdf","Mexico","Croaker, white",22
2008,"landings08_cpfv1.pdf","Mexico","Dolphinfish",23016
2008,"landings08_cpfv1.pdf","Mexico","Fishes, unspecified",619
2008,"landings08_cpfv1.pdf","Mexico","Flatfishes, unspecified",2
2008,"landings08_cpfv1.pdf","Mexico","Greenling, kelp",0
2008,"landings08_cpfv1.pdf","Mexico","Halfmoon",33
2008,"landings08_cpfv1.pdf","Mexico","Halibut, California",111
2008,"landings08_cpfv1.pdf","Mexico","Invertebrates, unspecified",0
2008,"landings08_cpfv1.pdf","Mexico","Lingcod",2022
2008,"landings08_cpfv1.pdf","Mexico","Mackerel, jack",1
2008,"landings08_cpfv1.pdf","Mexico","Mackerel, Pacific",379
2008,"landings08_cpfv1.pdf","Mexico","Marlin, striped",4
2008,"landings08_cpfv1.pdf","Mexico","Rockfish, blue",63
2008,"landings08_cpfv1.pdf","Mexico","Rockfish, gopher",196
2008,"landings08_cpfv1.pdf","Mexico","Rockfishes, unspecified",41525
2008,"landings08_cpfv1.pdf","Mexico","Salmon, king (Chinook)",0
2008,"landings08_cpfv1.pdf","Mexico","Salmon, unspecified",0
2008,"landings08_cpfv1.pdf","Mexico","Sanddab",663
2008,"landings08_cpfv1.pdf","Mexico","Scorpionfish, California",6788
2008,"landings08_cpfv1.pdf","Mexico","Seabass, white",99
2008,"landings08_cpfv1.pdf","Mexico","Shark, blue",0
2008,"landings08_cpfv1.pdf","Mexico","Shark, bonito (mako)",52
2008,"landings08_cpfv1.pdf","Mexico","Shark, leopard",0
2008,"landings08_cpfv1.pdf","Mexico","Shark, unspecified",150
2008,"landings08_cpfv1.pdf","Mexico","Sheephead, California",809
2008,"landings08_cpfv1.pdf","Mexico","Sturgeon, unspecified",0
2008,"landings08_cpfv1.pdf","Mexico","Tuna, albacore",31269
2008,"landings08_cpfv1.pdf","Mexico","Tuna, bluefin",6866
2008,"landings08_cpfv1.pdf","Mexico","Tuna, skipjack",3419
2008,"landings08_cpfv1.pdf","Mexico","Tuna, yellowfin",41346
2008,"landings08_cpfv1.pdf","Mexico","Wahoo",2991
2008,"landings08_cpfv1.pdf","Mexico","Whitefish, ocean",5289
2008,"landings08_cpfv1.pdf","Mexico","Yellowtail",64810
2009,"landings09_cpfv2.pdf","All","Barracuda, California",74457
2009,"landings09_cpfv2.pdf","All","Bass, barred sand",153497
2009,"landings09_cpfv2.pdf","All","Bass, giant (black) sea",10
2009,"landings09_cpfv2.pdf","All","Bass, kelp (calico)",214808
2009,"landings09_cpfv2.pdf","All","Bass, striped",8927
2009,"landings09_cpfv2.pdf","All","Bonito, Pacific",48719
2009,"landings09_cpfv2.pdf","All","Cabezon",2226
2009,"landings09_cpfv2.pdf","All","Croaker, unspecified",394
2009,"landings09_cpfv2.pdf","All","Croaker, white",1753
2009,"landings09_cpfv2.pdf","All","Dolphinfish",17845
2009,"landings09_cpfv2.pdf","All","Fishes, unspecified",19431
2009,"landings09_cpfv2.pdf","All","Flatfishes, unspecified",2307
2009,"landings09_cpfv2.pdf","All","Greenling, kelp",2223
2009,"landings09_cpfv2.pdf","All","Halfmoon",34835
2009,"landings09_cpfv2.pdf","All","Halibut, California",15700
2009,"landings09_cpfv2.pdf","All","Invertebrates, unspecified",45397
2009,"landings09_cpfv2.pdf","All","Lingcod",12208
2009,"landings09_cpfv2.pdf","All","Mackerel, jack",722
2009,"landings09_cpfv2.pdf","All","Mackerel, Pacific",40791
2009,"landings09_cpfv2.pdf","All","Marlin, striped",7
2009,"landings09_cpfv2.pdf","All","Rockfish, blue",72460
2009,"landings09_cpfv2.pdf","All","Rockfish, gopher",56182
2009,"landings09_cpfv2.pdf","All","Rockfishes, unspecified",688311
2009,"landings09_cpfv2.pdf","All","Salmon, king (Chinook)",100
2009,"landings09_cpfv2.pdf","All","Salmon, unspecified",4
2009,"landings09_cpfv2.pdf","All","Sanddab",131984
2009,"landings09_cpfv2.pdf","All","Scorpionfish, California",150103
2009,"landings09_cpfv2.pdf","All","Seabass, white",3059
2009,"landings09_cpfv2.pdf","All","Shark, blue",11
2009,"landings09_cpfv2.pdf","All","Shark, bonito (mako)",51
2009,"landings09_cpfv2.pdf","All","Shark, leopard",423
2009,"landings09_cpfv2.pdf","All","Shark, unspecified",258
2009,"landings09_cpfv2.pdf","All","Sheephead, California",28900
2009,"landings09_cpfv2.pdf","All","Sturgeon, unspecified",127
2009,"landings09_cpfv2.pdf","All","Tuna, albacore",33858
2009,"landings09_cpfv2.pdf","All","Tuna, bluefin",10778
2009,"landings09_cpfv2.pdf","All","Tuna, skipjack",8449
2009,"landings09_cpfv2.pdf","All","Tuna, yellowfin",76578
2009,"landings09_cpfv2.pdf","All","Wahoo",3066
2009,"landings09_cpfv2.pdf","All","Whitefish, ocean",60400
2009,"landings09_cpfv2.pdf","All","Yellowtail",71139
2009,"landings09_cpfv2.pdf","Mexico","Barracuda, California",9356
2009,"landings09_cpfv2.pdf","Mexico","Bass, barred sand",10867
2009,"landings09_cpfv2.pdf","Mexico","Bass, giant (black) sea",8
2009,"landings09_cpfv2.pdf","Mexico","Bass, kelp (calico)",6346
2009,"landings09_cpfv2.pdf","Mexico","Bass, striped",0
2009,"landings09_cpfv2.pdf","Mexico","Bonito, Pacific",7927
2009,"landings09_cpfv2.pdf","Mexico","Cabezon",6
2009,"landings09_cpfv2.pdf","Mexico","Croaker, unspecified",8
2009,"landings09_cpfv2.pdf","Mexico","Croaker, white",87
2009,"landings09_cpfv2.pdf","Mexico","Dolphinfish",16500
2009,"landings09_cpfv2.pdf","Mexico","Fishes, unspecified",280
2009,"landings09_cpfv2.pdf","Mexico","Flatfishes, unspecified",19
2009,"landings09_cpfv2.pdf","Mexico","Greenling, kelp",0
2009,"landings09_cpfv2.pdf","Mexico","Halfmoon",54
2009,"landings09_cpfv2.pdf","Mexico","Halibut, California",114
2009,"landings09_cpfv2.pdf","Mexico","Invertebrates, unspecified",679
2009,"landings09_cpfv2.pdf","Mexico","Lingcod",1430
2009,"landings09_cpfv2.pdf","Mexico","Mackerel, jack",0
2009,"landings09_cpfv2.pdf","Mexico","Mackerel, Pacific",241
2009,"landings09_cpfv2.pdf","Mexico","Marlin, striped",3
2009,"landings09_cpfv2.pdf","Mexico","Rockfish, blue",2
2009,"landings09_cpfv2.pdf","Mexico","Rockfish, gopher",331
2009,"landings09_cpfv2.pdf","Mexico","Rockfishes, unspecified",31935
2009,"landings09_cpfv2.pdf","Mexico","Salmon, king (Chinook)",0
2009,"landings09_cpfv2.pdf","Mexico","Salmon, unspecified",0
2009,"landings09_cpfv2.pdf","Mexico","Sanddab",483
2009,"landings09_cpfv2.pdf","Mexico","Scorpionfish, California",11853
2009,"landings09_cpfv2.pdf","Mexico","Seabass, white",141
2009,"landings09_cpfv2.pdf","Mexico","Shark, blue",0
2009,"landings09_cpfv2.pdf","Mexico","Shark, bonito (mako)",8
2009,"landings09_cpfv2.pdf","Mexico","Shark, leopard",0
2009,"landings09_cpfv2.pdf","Mexico","Shark, unspecified",0
2009,"landings09_cpfv2.pdf","Mexico","Sheephead, California",651
2009,"landings09_cpfv2.pdf","Mexico","Sturgeon, unspecified",0
2009,"landings09_cpfv2.pdf","Mexico","Tuna, albacore",30500
2009,"landings09_cpfv2.pdf","Mexico","Tuna, bluefin",8817
2009,"landings09_cpfv2.pdf","Mexico","Tuna, skipjack",6724
2009,"landings09_cpfv2.pdf","Mexico","Tuna, yellowfin",71063
2009,"landings09_cpfv2.pdf","Mexico","Wahoo",2984
2009,"landings09_cpfv2.pdf","Mexico","Whitefish, ocean",6206
2009,"landings09_cpfv2.pdf","Mexico","Yellowtail",64491
2010,"CPFV Annual Report - Page 2.pdf","All","Barracuda, California",47244
2010,"CPFV Annual Report - Page 2.pdf","All","Bass, barred sand",140354
2010,"CPFV Annual Report - Page 2.pdf","All","Bass, giant (black) sea",3
2010,"CPFV Annual Report - Page 2.pdf","All","Bass, kelp (calico)",116680
2010,"CPFV Annual Report - Page 2.pdf","All","Bass, striped",3314
2010,"CPFV Annual Report - Page 2.pdf","All","Bonito, Pacific",38528
2010,"CPFV Annual Report - Page 2.pdf","All","Cabezon",2135
2010,"CPFV Annual Report - Page 2.pdf","All","Croaker, unspecified",115
2010,"CPFV Annual Report - Page 2.pdf","All","Croaker, white",832
2010,"CPFV Annual Report - Page 2.pdf","All","Dolphinfish",1767
2010,"CPFV Annual Report - Page 2.pdf","All","Fishes, unspecified",11454
2010,"CPFV Annual Report - Page 2.pdf","All","Flatfishes, unspecified",931
2010,"CPFV Annual Report - Page 2.pdf","All","Greenling, kelp",2319
2010,"CPFV Annual Report - Page 2.pdf","All","Halfmoon",19698
2010,"CPFV Annual Report - Page 2.pdf","All","Halibut, California",7810
2010,"CPFV Annual Report - Page 2.pdf","All","Invertebrates, unspecified",69563
2010,"CPFV Annual Report - Page 2.pdf","All","Lingcod",12997
2010,"CPFV Annual Report - Page 2.pdf","All","Mackerel, jack",2017
