"","year","comm_name_orig","California","North","South","Unknown","Total"
"2283",2010,"Limpet, unspecified","22","0","0","0","22"
"2284",2010,"Mollusk, unspecified","801","0","0","0","801"
"2285",2010,"Octopus, unspecified","2,210","0","0","0","2,210"
"2286",2010,"Sea hare","4,127","0","0","0","4,127"
"2287",2010,"Sea slug","0","0","0","0","0"
"2288",2010,"Snail, sea","709","0","0","0","709"
"2289",2010,"Snail, top","571","0","0","0","571"
"2290",2010,"Squid, jumbo","22,762","0","0","0","22,762"
"2291",2010,"Squid, market","288,487,830","0","0","0","288,487,830"
"2292",2010,"Whelk, Kellet's","150,173","0","0","0","150,173"
"2293",2010,"Kelp","206","0","0","0","206"
"2294",2010,"Flatworm, marine","2","0","0","0","2"
"2295",2010,"Invertebrate Unspecified","22","0","0","0","22"
"2296",2010,"Jellyfish","3,295","0","0","0","3,295"
"2297",2010,"Sea pansy","13","0","0","0","13"
"2298",2009,"Anchovy, northern","5,882,048","0","0","0","5,882,048"
"2299",2009,"Barracuda, California","101,696","0","0","0","101,696"
"2300",2009,"Bass, giant sea","6,583","0","0","0","6,583"
"2301",2009,"Bass, kelp","19","0","0","0","19"
"2302",2009,"Bonito, Pacific","4,702,216","0","0","28","4,702,244"
"2303",2009,"Butterfish (Pacific pompano)","3,122","0","0","41","3,163"
"2304",2009,"Cabezon","40,550","0","0","0","40,550"
"2305",2009,"Carp","8,339","0","0","0","8,339"
"2306",2009,"Croaker, unspecifed","23","0","0","0","23"
"2307",2009,"Croaker, white","116,042","0","0","0","116,042"
"2308",2009,"Croaker, yellowfin","35","0","0","0","35"
"2309",2009,"Dolphin (fish)","177","0","0","1,174","1,351"
"2310",2009,"Eel, California moray","5,031","0","0","0","5,031"
"2311",2009,"Eel, monkeyface (prickleback)","79","0","0","0","79"
"2312",2009,"Eel","28","0","0","0","28"
"2313",2009,"Escolar","0","0","0","3,473","3,473"
"2314",2009,"Fish, unspecified","69","0","0","0","69"
"2315",2009,"Flounder, arrowtooth","100,106","0","0","0","100,106"
"2316",2009,"Flounder, starry","36,792","0","0","0","36,792"
"2317",2009,"Flounder, unspecified","928","0","0","0","928"
"2318",2009,"Flyingfish","2","0","0","0","2"
"2319",2009,"Goby, yellowfin","714","0","0","0","714"
"2320",2009,"Greenling, kelp","3,146","0","0","0","3,146"
"2321",2009,"Grenadier","156,464","0","0","0","156,464"
"2322",2009,"Guitarfish, shovelnose","7,582","0","0","0","7,582"
"2323",2009,"Hagfishes","1,721,243","0","0","0","1,721,243"
"2324",2009,"Halfmoon","135","0","0","0","135"
"2325",2009,"Halibut, Pacific","64","0","0","0","64"
"2326",2009,"Herring, Pacific - roe on kelp","6,654","0","0","0","6,654"
"2327",2009,"Herring, Pacific - roe","1,014,318","0","0","0","1,014,318"
"2328",2009,"Herring, Pacific","164,095","0","0","0","164,095"
"2329",2009,"Jacksmelt","33,664","0","0","0","33,664"
"2330",2009,"Kelpfish, giant","2","0","0","0","2"
"2331",2009,"Lamprey, Pacific","12","0","0","0","12"
"2332",2009,"Lingcod","124,533","0","0","7","124,539"
"2333",2009,"Lizardfish, California","583","0","0","0","583"
"2334",2009,"Louvar","2,353","0","0","0","2,353"
"2335",2009,"Mackerel, Pacific","11,197,004","0","0","0","11,197,004"
"2336",2009,"Mackerel, jack","261,652","0","0","0","261,652"
"2337",2009,"Mackerel, unspecified","2,595","0","0","0","2,595"
"2338",2009,"Midshipman, plainfin","157","0","0","0","157"
"2339",2009,"Mudsucker, longjaw","677","0","0","0","677"
"2340",2009,"Oilfish","1,211","0","0","0","1,211"
"2341",2009,"Opah","151,112","0","0","19,624","170,736"
"2342",2009,"Opaleye","416","0","0","0","416"
"2343",2009,"Pomfret, Pacific","5","0","0","228","233"
"2344",2009,"Queenfish","47","0","0","0","47"
"2345",2009,"Ratfish, spotted","11","0","0","0","11"
"2346",2009,"Ray, Pacific electric","1,075","0","0","0","1,075"
"2347",2009,"Ray, bat","4,249","0","0","0","4,249"
"2348",2009,"Ray, unspecified","1,612","0","0","0","1,612"
"2349",2009,"Rockfish, China","5,736","0","0","0","5,736"
"2350",2009,"Rockfish, Pacific ocean perch","1,709","0","0","0","1,709"
"2351",2009,"Rockfish, bank","109,981","0","0","0","109,981"
"2352",2009,"Rockfish, black-and-yellow","25,274","0","0","2","25,275"
"2353",2009,"Rockfish, black","207,924","0","0","0","207,924"
"2354",2009,"Rockfish, blackgill","207,111","0","0","0","207,111"
"2355",2009,"Rockfish, blue","13,318","0","0","0","13,318"
"2356",2009,"Rockfish, bocaccio","12,983","0","0","0","12,983"
"2357",2009,"Rockfish, brown","54,140","0","0","5","54,144"
"2358",2009,"Rockfish, calico","0","0","0","0","0"
"2359",2009,"Rockfish, canary","2,317","0","0","0","2,317"
"2360",2009,"Rockfish, chameleon","190","0","0","0","190"
"2361",2009,"Rockfish, chilipepper","530,876","0","0","0","530,876"
"2362",2009,"Rockfish, copper","9,591","0","0","0","9,591"
"2363",2009,"Rockfish, cowcod","135","0","0","0","135"
"2364",2009,"Rockfish, darkblotched","100,436","0","0","0","100,436"
"2365",2009,"Rockfish, flag","446","0","0","0","446"
"2366",2009,"Rockfish, gopher","53,393","0","0","0","53,393"
"2367",2009,"Rockfish, grass","29,148","0","0","0","29,148"
"2368",2009,"Rockfish, greenblotched","189","0","0","0","189"
"2369",2009,"Rockfish, greenspotted","1,926","0","0","0","1,926"
"2370",2009,"Rockfish, greenstriped","268","0","0","0","268"
"2371",2009,"Rockfish, group bolina","169","0","0","0","169"
"2372",2009,"Rockfish, group gopher","275","0","0","0","275"
"2373",2009,"Rockfish, group nearshore","360","0","0","0","360"
"2374",2009,"Rockfish, group red","4,475","0","0","0","4,475"
"2375",2009,"Rockfish, group rosefish","4,150","0","0","0","4,150"
"2376",2009,"Rockfish, group slope","165,844","254","0","0","166,098"
"2377",2009,"Rockfish, group small","202","0","0","0","202"
"2378",2009,"Rockfish, honeycomb","3","0","0","0","3"
"2379",2009,"Rockfish, kelp","2,068","0","0","0","2,068"
"2380",2009,"Rockfish, olive","2,378","0","0","0","2,378"
"2381",2009,"Rockfish, quillback","2,495","0","0","0","2,495"
"2382",2009,"Rockfish, redbanded","701","0","0","0","701"
"2383",2009,"Rockfish, rosethorn","93","0","0","0","93"
"2384",2009,"Rockfish, rosy","581","0","0","0","581"
"2385",2009,"Rockfish, shortbelly","103","0","0","0","103"
"2386",2009,"Rockfish, speckled","248","0","0","0","248"
"2387",2009,"Rockfish, splitnose","125,540","0","0","0","125,540"
"2388",2009,"Rockfish, squarespot","110","0","0","0","110"
"2389",2009,"Rockfish, starry","1,465","0","0","0","1,465"
"2390",2009,"Rockfish, stripetail","4","0","0","0","4"
"2391",2009,"Rockfish, treefish","3,365","0","0","0","3,365"
"2392",2009,"Rockfish, unspecified","1,942","0","0","0","1,942"
"2393",2009,"Rockfish, vermilion","26,561","0","0","0","26,561"
"2394",2009,"Rockfish, widow","8,896","0","0","0","8,896"
"2395",2009,"Rockfish, yelloweye","88","0","0","0","88"
"2396",2009,"Rockfish, yellowtail","4,162","0","0","0","4,162"
"2397",2009,"Sablefish","4,950,987","6,112","0","0","4,957,099"
"2398",2009,"Salmon, Chinook","1,307","0","0","0","1,307"
"2399",2009,"Salmon","32","0","0","0","32"
"2400",2009,"Sanddab, Pacific","23,514","0","0","0","23,514"
"2401",2009,"Sanddab","212,173","0","0","0","212,173"
"2402",2009,"Sargo","32","0","0","0","32"
"2403",2009,"Scorpionfish, California","7,459","0","0","0","7,459"
"2404",2009,"Sculpin, staghorn","4,042","0","0","0","4,042"
"2405",2009,"Seabass, white","388,338","0","0","0","388,338"
"2406",2009,"Seaperch, striped","861","0","0","0","861"
"2407",2009,"Shad, American","1","0","0","0","1"
"2408",2009,"Shad, threadfin","60,798","0","0","10","60,808"
"2409",2009,"Shark, Pacific angel","12,975","0","0","0","12,975"
"2410",2009,"Shark, bigeye thresher","9,546","0","0","0","9,546"
"2411",2009,"Shark, blue","2,155","0","0","0","2,155"
"2412",2009,"Shark, brown smoothhound","332","0","0","0","332"
"2413",2009,"Shark, gray smoothhound","140","0","0","0","140"
"2414",2009,"Shark, horn","22","0","0","0","22"
"2415",2009,"Shark, leopard","3,947","0","0","0","3,947"
"2416",2009,"Shark, pelagic thresher","36","0","0","0","36"
"2417",2009,"Shark, salmon","62","0","0","0","62"
"2418",2009,"Shark, sevengill","283","0","0","0","283"
"2419",2009,"Shark, shortfin mako","43,529","0","0","889","44,418"
"2420",2009,"Shark, soupfin","6,684","0","0","0","6,684"
"2421",2009,"Shark, spiny dogfish","99,956","0","0","0","99,956"
"2422",2009,"Shark, swell","17","0","0","0","17"
"2423",2009,"Shark, thresher","137,210","0","0","0","137,210"
"2424",2009,"Shark, unspecified","1,954","0","0","0","1,954"
"2425",2009,"Shark, white","1,999","0","0","0","1,999"
"2426",2009,"Sheephead, California","72,374","0","0","0","72,374"
"2427",2009,"Silversides","118","0","0","0","118"
"2428",2009,"Skate, longnose","172,747","0","0","0","172,747"
"2429",2009,"Skate, thornback","226","0","0","0","226"
"2430",2009,"Skate, unspecified","144,779","0","0","0","144,779"
"2431",2009,"Smelt, night","142,818","0","0","0","142,818"
"2432",2009,"Smelt, surf","107,265","0","0","0","107,265"
"2433",2009,"Smelts, true","124","0","0","0","124"
"2434",2009,"Sole, Dover","6,982,814","0","0","0","6,982,814"
"2435",2009,"Sole, English","161,710","0","0","0","161,710"
"2436",2009,"Sole, fantail","470","0","0","0","470"
"2437",2009,"Sole, petrale","1,172,154","0","0","0","1,172,154"
"2438",2009,"Sole, rex","236,289","0","0","0","236,289"
"2439",2009,"Sole, rock","4,708","0","0","0","4,708"
"2440",2009,"Sole, sand","9,850","0","0","0","9,850"
"2441",2009,"Sole, unspecified","29,370","0","0","0","29,370"
"2442",2009,"Stingray","7,796","0","0","0","7,796"
"2443",2009,"Surfperch, barred","1,479","0","0","0","1,479"
"2444",2009,"Surfperch, black","218","0","0","0","218"
"2445",2009,"Surfperch, calico","56","0","0","0","56"
"2446",2009,"Surfperch, pile","159","0","0","0","159"
"2447",2009,"Surfperch, rainbow","25","0","0","0","25"
"2448",2009,"Surfperch, redtail","13,475","0","0","0","13,475"
"2449",2009,"Surfperch, rubberlip","293","0","0","0","293"
"2450",2009,"Surfperch, unspecified","4,818","0","0","0","4,818"
"2451",2009,"Surfperch, walleye","8","0","0","0","8"
"2452",2009,"Surfperch, white","40","0","0","0","40"
"2453",2009,"Thornyhead, longspine","1,189,824","0","0","0","1,189,824"
"2454",2009,"Thornyhead, shortspine","1,069,186","0","0","0","1,069,186"
"2455",2009,"Thornyheads","4,787","0","0","0","4,787"
"2456",2009,"Triggerfish","4","0","0","0","4"
"2457",2009,"Tuna, albacore","615,518","111,037","0","141,290","867,845"
"2458",2009,"Tuna, bigeye","6,960","0","0","17,991","24,951"
"2459",2009,"Tuna, bluefin","914,172","0","0","109","914,281"
"2460",2009,"Tuna, skipjack","10,538","350","0","410","11,298"
"2461",2009,"Tuna, yellowfin","49,441","0","0","46,654","96,095"
"2462",2009,"Turbot, curlfin","33","0","0","0","33"
"2463",2009,"Turbot, diamond","9","0","0","0","9"
"2464",2009,"Turbot, hornyhead","3","0","0","0","3"
"2465",2009,"Turbot","592","0","0","0","592"
"2466",2009,"Wahoo","0","0","0","2,886","2,886"
"2467",2009,"Whitefish, ocean","3,244","0","0","0","3,244"
"2468",2009,"Whiting, Pacific","3,951,163","0","0","0","3,951,163"
"2469",2009,"Wrasse, rock","1","0","0","0","1"
"2470",2009,"Yellowtail","8,105","0","0","0","8,105"
"2471",2009,"Barnacle","0","0","0","0","0"
"2472",2009,"Crab, Dungeness","15,127,698","156,495","0","0","15,284,193"
"2473",2009,"Crab, armed box","1,002","0","0","0","1,002"
"2474",2009,"Crab, box","1,737","0","0","0","1,737"
"2475",2009,"Crab, brown rock","25,535","0","0","0","25,535"
"2476",2009,"Crab, claws","1,022","0","0","0","1,022"
"2477",2009,"Crab, king","739","0","0","0","739"
"2478",2009,"Crab, rock unspecified","688,062","0","0","190","688,252"
"2479",2009,"Crab, spider","85,524","0","0","0","85,524"
"2480",2009,"Crab, spider/sheep claws","299","0","0","0","299"
"2481",2009,"Crab, tanner","81","0","0","0","81"
"2482",2009,"Crab, yellow rock","337,448","0","0","0","337,448"
"2483",2009,"Crayfish, red swamp","20,417","0","0","0","20,417"
"2484",2009,"Crayfish, unspecified","162,575","0","0","34,723","197,298"
"2485",2009,"Crustacean, unspecified","123","0","0","0","123"
"2486",2009,"Lobster, California spiny","705,916","0","0","0","705,916"
"2487",2009,"Prawn, ridgeback","518,359","0","0","0","518,359"
"2488",2009,"Prawn, spot","282,096","0","0","0","282,096"
"2489",2009,"Shrimp, bay","69,967","0","0","0","69,967"
"2490",2009,"Shrimp, coonstriped","124,414","0","0","0","124,414"
"2491",2009,"Shrimp, ghost","209","0","0","0","209"
"2492",2009,"Shrimp, mantis","189","0","0","0","189"
"2493",2009,"Shrimp, ocean (pink)","2,609,170","0","0","0","2,609,170"
"2494",2009,"Bryozoan","37","0","0","0","37"
"2495",2009,"Echinoderm, unspecified","9","0","0","0","9"
"2496",2009,"Sand dollar","58","0","0","0","58"
"2497",2009,"Sea cucumber, giant red","231,174","0","0","0","231,174"
"2498",2009,"Sea cucumber, warty","312,370","0","0","0","312,370"
"2499",2009,"Sea stars","647","0","0","0","647"
"2500",2009,"Sea urchin, purple","2,344","0","0","0","2,344"
"2501",2009,"Sea urchin, red","12,201,984","0","0","0","12,201,984"
"2502",2009,"Sea urchin, white","537","0","0","0","537"
"2503",2009,"Clam, unspecified","16","0","0","0","16"
"2504",2009,"Limpet, keyhole","3,491","0","0","0","3,491"
"2505",2009,"Limpet, unspecified","102","0","0","0","102"
"2506",2009,"Mollusk, unspecified","294","0","0","0","294"
"2507",2009,"Mussel","806","0","0","0","806"
"2508",2009,"Octopus, unspecified","2,526","0","0","0","2,526"
"2509",2009,"Oyster, unspecified","1","0","0","0","1"
"2510",2009,"Sea hare","6,138","0","0","0","6,138"
"2511",2009,"Sea slug","1","0","0","0","1"
"2512",2009,"Snail, sea","704","0","0","0","704"
"2513",2009,"Snail, tegula","432","0","0","0","432"
"2514",2009,"Snail, top","588","0","0","0","588"
"2515",2009,"Squid, jumbo","17,963","0","0","0","17,963"
"2516",2009,"Squid, market","203,867,744","0","0","0","203,867,744"
"2517",2009,"Whelk, Kellet's","189,220","0","0","0","189,220"
"2518",2009,"Algae, marine","24","0","0","0","24"
"2519",2009,"Kelp","88","0","0","0","88"
"2520",2009,"Invertebrate Unspecified","36","0","0","0","36"
"2521",2009,"Invertebrates, colonial","52","0","0","0","52"
"2522",2009,"Jellyfish","14,630","0","0","0","14,630"
"2523",2009,"Sea pansy","5","0","0","0","5"
"2524",2009,"Spiders, sea","3","0","0","0","3"
"2525",2009,"Worms, marine","471","0","0","0","471"
"2526",2009,"Total Pounds:","372,594,966","274,248","0","271,076","373,140,290"
"2527",2008,"Anchovy, northern","31,492,604","0","0","0","31,492,604"
"2528",2008,"Barracuda, California","22,798","0","0","0","22,798"
"2529",2008,"Bass, barred sand","12","0","0","0","12"
"2530",2008,"Bass, giant sea","5,685","0","0","0","5,685"
"2531",2008,"Bass, kelp","94","0","0","0","94"
"2532",2008,"Bonito, Pacific","1,770,432","0","0","0","1,770,432"
"2533",2008,"Butterfish (Pacific pompano)","3,971","0","0","0","3,971"
"2534",2008,"Cabezon","50,798","0","0","0","50,798"
"2535",2008,"Carp","3,230","0","0","0","3,230"
"2536",2008,"Cod, Pacific","45","0","0","0","45"
"2537",2008,"Corbina, California","1","0","0","0","1"
"2538",2008,"Croaker, unspecifed","73","0","0","0","73"
"2539",2008,"Croaker, white","73,449","0","0","0","73,449"
"2540",2008,"Dolphin (fish)","1,586","0","216","2,105","3,907"
"2541",2008,"Eel, California moray","11,940","0","0","0","11,940"
"2542",2008,"Eel, monkeyface (prickleback)","183","0","0","0","183"
"2543",2008,"Escolar","1,495","0","0","330","1,825"
"2544",2008,"Fish, unspecified","193","0","0","33","226"
"2545",2008,"Flounder, arrowtooth","98,093","0","0","0","98,093"
"2546",2008,"Flounder, starry","22,866","0","0","0","22,866"
"2547",2008,"Flounder, unspecified","653","0","0","0","653"
"2548",2008,"Flyingfish","27","0","0","0","27"
"2549",2008,"Goby, yellowfin","177","0","0","0","177"
"2550",2008,"Greenling, kelp","2,973","0","0","0","2,973"
"2551",2008,"Grenadier","202,265","0","0","0","202,265"
"2552",2008,"Grouper","7","0","0","0","7"
"2553",2008,"Guitarfish, shovelnose","7,819","0","0","0","7,819"
"2554",2008,"Halfmoon","66","0","0","0","66"
"2555",2008,"Halibut, California","473,880","0","28","0","473,908"
"2556",2008,"Halibut, unspecified","67","0","0","0","67"
"2557",2008,"Herring, Pacific - roe on kelp","32,038","0","0","0","32,038"
"2558",2008,"Herring, Pacific - roe","1,379,997","0","0","0","1,379,997"
"2559",2008,"Herring, Pacific","289,410","0","0","0","289,410"
"2560",2008,"Jacks, unspecified","10","0","0","0","10"
"2561",2008,"Jacksmelt","19,116","0","0","0","19,116"
"2562",2008,"Kelpfishes","1","0","0","0","1"
"2563",2008,"Lingcod","155,402","0","0","0","155,402"
"2564",2008,"Lizardfish, California","147","0","0","0","147"
"2565",2008,"Louvar","873","0","0","0","873"
"2566",2008,"Mackerel, Pacific","7,782,683","0","0","0","7,782,683"
"2567",2008,"Mackerel, jack","603,364","0","0","0","603,364"
"2568",2008,"Mackerel, unspecified","1,064","0","0","0","1,064"
"2569",2008,"Oilfish","326","0","0","91","417"
"2570",2008,"Opah","127,101","0","567","3,036","130,704"
"2571",2008,"Opaleye","18","0","0","0","18"
"2572",2008,"Pomfret, Pacific","6","0","0","0","6"
"2573",2008,"Queenfish","263","0","0","0","263"
"2574",2008,"Ratfish, spotted","5","0","0","0","5"
"2575",2008,"Ray, Pacific electric","1,110","0","0","0","1,110"
"2576",2008,"Ray, bat","9,109","0","0","0","9,109"
"2577",2008,"Ray, unspecified","263","0","0","0","263"
"2578",2008,"Rockfish, China","8,982","0","0","0","8,982"
"2579",2008,"Rockfish, Mexican","382","0","0","0","382"
"2580",2008,"Rockfish, aurora","1,211","0","0","0","1,211"
"2581",2008,"Rockfish, bank","183,590","0","0","0","183,590"
"2582",2008,"Rockfish, black-and-yellow","26,592","0","0","0","26,592"
"2583",2008,"Rockfish, black","217,526","0","0","0","217,526"
"2584",2008,"Rockfish, blackgill","93,737","0","0","0","93,737"
"2585",2008,"Rockfish, blue","24,511","0","0","0","24,511"
"2586",2008,"Rockfish, bocaccio","14,128","0","1,279","0","15,407"
"2587",2008,"Rockfish, bronzespotted","40","0","0","0","40"
"2588",2008,"Rockfish, brown","53,082","0","0","0","53,082"
"2589",2008,"Rockfish, canary","1,780","0","0","0","1,780"
"2590",2008,"Rockfish, chameleon","148","0","0","0","148"
"2591",2008,"Rockfish, chilipepper","227,743","0","0","0","227,743"
"2592",2008,"Rockfish, copper","12,086","0","0","0","12,086"
"2593",2008,"Rockfish, darkblotched","65,257","0","0","0","65,257"
"2594",2008,"Rockfish, flag","355","0","0","0","355"
"2595",2008,"Rockfish, gopher","53,532","0","0","0","53,532"
"2596",2008,"Rockfish, grass","35,070","0","0","0","35,070"
"2597",2008,"Rockfish, greenblotched","363","0","0","0","363"
"2598",2008,"Rockfish, greenspotted","2,764","0","0","0","2,764"
"2599",2008,"Rockfish, greenstriped","179","0","0","0","179"
"2600",2008,"Rockfish, group bocaccio/chili","642","0","0","0","642"
"2601",2008,"Rockfish, group bolina","274","0","0","0","274"
"2602",2008,"Rockfish, group deep nearshore","91","0","0","0","91"
"2603",2008,"Rockfish, group gopher","584","0","0","0","584"
"2604",2008,"Rockfish, group nearshore","1,347","0","0","0","1,347"
"2605",2008,"Rockfish, group rosefish","3,285","0","0","0","3,285"
"2606",2008,"Rockfish, group shelf","7,378","0","0","0","7,378"
"2607",2008,"Rockfish, group slope","171,932","0","0","0","171,932"
"2608",2008,"Rockfish, group small","96","0","0","0","96"
"2609",2008,"Rockfish, honeycomb","9","0","0","0","9"
"2610",2008,"Rockfish, kelp","1,081","0","0","0","1,081"
"2611",2008,"Rockfish, olive","1,692","0","0","0","1,692"
"2612",2008,"Rockfish, quillback","13,594","0","0","0","13,594"
"2613",2008,"Rockfish, redbanded","734","0","0","0","734"
"2614",2008,"Rockfish, rosethorn","3","0","0","0","3"
"2615",2008,"Rockfish, rosy","887","0","0","0","887"
"2616",2008,"Rockfish, speckled","268","0","0","0","268"
"2617",2008,"Rockfish, splitnose","188,865","0","0","0","188,865"
"2618",2008,"Rockfish, squarespot","93","0","0","0","93"
"2619",2008,"Rockfish, starry","1,438","0","0","0","1,438"
"2620",2008,"Rockfish, swordspine","7","0","0","0","7"
"2621",2008,"Rockfish, treefish","2,129","0","0","0","2,129"
"2622",2008,"Rockfish, unspecified","1,498","0","0","0","1,498"
"2623",2008,"Rockfish, vermilion","30,981","0","0","0","30,981"
"2624",2008,"Rockfish, widow","67,556","0","0","0","67,556"
"2625",2008,"Rockfish, yelloweye","54","0","0","0","54"
"2626",2008,"Rockfish, yellowtail","8,080","0","0","0","8,080"
"2627",2008,"Sablefish","3,422,166","236","0","0","3,422,402"
"2628",2008,"Salmon, Chinook","1,360","0","0","0","1,360"
"2629",2008,"Sanddab, Pacific","174","0","0","0","174"
"2630",2008,"Sanddab","277,711","0","0","0","277,711"
"2631",2008,"Sardine, juvenile","101","0","0","0","101"
"2632",2008,"Sargo","27","0","0","0","27"
"2633",2008,"Scorpionfish, California","7,959","0","0","0","7,959"
"2634",2008,"Sculpin, staghorn","4,955","0","0","0","4,955"
"2635",2008,"Seabass, white","646,877","0","0","0","646,877"
"2636",2008,"Shad, American","2,409","0","0","0","2,409"
"2637",2008,"Shad, threadfin","48,625","0","0","0","48,625"
"2638",2008,"Shark, Pacific angel","13,230","0","0","0","13,230"
"2639",2008,"Shark, bigeye thresher","8,378","0","0","0","8,378"
"2640",2008,"Shark, blacktip","7","0","0","0","7"
"2641",2008,"Shark, blue","125","0","0","0","125"
"2642",2008,"Shark, brown smoothhound","1,895","0","0","0","1,895"
"2643",2008,"Shark, gray smoothhound","491","0","0","0","491"
"2644",2008,"Shark, horn","31","0","0","0","31"
"2645",2008,"Shark, leopard","6,393","0","0","0","6,393"
"2646",2008,"Shark, pelagic thresher","193","0","0","0","193"
"2647",2008,"Shark, sevengill","108","0","0","0","108"
"2648",2008,"Shark, shortfin mako","52,563","0","0","696","53,259"
"2649",2008,"Shark, sixgill","25","0","0","0","25"
"2650",2008,"Shark, smooth hammerhead","208","0","0","0","208"
"2651",2008,"Shark, soupfin","14,638","0","0","0","14,638"
"2652",2008,"Shark, spiny dogfish","98,256","0","0","0","98,256"
"2653",2008,"Shark, swell","23","0","0","0","23"
"2654",2008,"Shark, thresher","189,083","0","0","1,499","190,582"
"2655",2008,"Shark, unspecified","2,209","0","0","0","2,209"
"2656",2008,"Shark, white","770","0","0","0","770"
"2657",2008,"Silversides","4","0","0","0","4"
"2658",2008,"Skate, California","26","0","0","0","26"
"2659",2008,"Skate, big","167","0","0","0","167"
"2660",2008,"Skate, thornback","479","0","0","0","479"
"2661",2008,"Skate, unspecified","391,641","0","0","0","391,641"
"2662",2008,"Smelt, night","315,252","0","0","0","315,252"
"2663",2008,"Smelt, surf","83,381","0","0","0","83,381"
"2664",2008,"Smelts, true","132","0","0","0","132"
"2665",2008,"Sole, Dover","6,667,414","0","0","0","6,667,414"
"2666",2008,"Sole, English","306,598","0","0","0","306,598"
"2667",2008,"Sole, butter","86","0","0","0","86"
"2668",2008,"Sole, fantail","172","0","0","0","172"
"2669",2008,"Sole, petrale","2,048,686","0","0","0","2,048,686"
"2670",2008,"Sole, rex","314,350","0","0","0","314,350"
"2671",2008,"Sole, rock","4,707","0","0","0","4,707"
"2672",2008,"Sole, sand","5,749","0","0","0","5,749"
"2673",2008,"Sole, slender","2","0","0","0","2"
"2674",2008,"Sole, unspecified","26,176","0","0","0","26,176"
"2675",2008,"Stingray","4,327","0","0","0","4,327"
"2676",2008,"Surfperch, barred","1,360","0","0","0","1,360"
"2677",2008,"Surfperch, black","53","0","0","0","53"
"2678",2008,"Surfperch, pile","11","0","0","0","11"
"2679",2008,"Surfperch, rainbow","5","0","0","0","5"
"2680",2008,"Surfperch, redtail","13,206","0","0","0","13,206"
"2681",2008,"Surfperch, rubberlip","49","0","0","0","49"
"2682",2008,"Surfperch, walleye","1","0","0","0","1"
"2683",2008,"Surfperch, white","32","0","0","0","32"
"2684",2008,"Swordfish","721,630","0","0","85,885","807,515"
"2685",2008,"Thornyhead, longspine","1,531,888","0","0","0","1,531,888"
"2686",2008,"Thornyhead, shortspine","920,704","0","0","0","920,704"
"2687",2008,"Thornyheads","4,655","0","0","0","4,655"
"2688",2008,"Tomcod, Pacific","535","0","0","0","535"
"2689",2008,"Tuna, albacore","297,919","55,094","0","480,521","833,533"
"2690",2008,"Tuna, bigeye","23,612","0","11,567","13,609","48,788"
"2691",2008,"Tuna, bluefin","1,799","0","0","0","1,799"
"2692",2008,"Tuna, skipjack, black","24","0","0","0","24"
"2693",2008,"Tuna, skipjack","793","24","5,571","104","6,492"
"2694",2008,"Tuna, unspecified","1,372","0","0","0","1,372"
"2695",2008,"Tuna, yellowfin","6,655","0","134,151","2,403","143,209"
"2696",2008,"Turbot, diamond","1","0","0","0","1"
"2697",2008,"Turbot, hornyhead","6","0","0","0","6"
"2698",2008,"Turbot","597","0","0","0","597"
"2699",2008,"Wahoo","66","0","0","508","574"
"2700",2008,"Whitefish, ocean","3,919","0","0","0","3,919"
"2701",2008,"Whiting, Pacific","10,899,837","0","0","0","10,899,837"
"2702",2008,"Yellowtail","12,649","0","0","73","12,722"
"2703",2008,"Crab, Dungeness","8,565,577","0","0","0","8,565,577"
"2704",2008,"Crab, armed box","773","0","0","0","773"
"2705",2008,"Crab, box","2,811","0","0","0","2,811"
"2706",2008,"Crab, brown rock","6,568","0","0","0","6,568"
"2707",2008,"Crab, king","336","0","0","0","336"
"2708",2008,"Crab, red rock","259,577","0","0","0","259,577"
"2709",2008,"Crab, rock unspecified","630,758","0","0","0","630,758"
"2710",2008,"Crab, sand","0","0","0","0","0"
"2711",2008,"Crab, shore","2,725","0","0","0","2,725"
"2712",2008,"Crab, spider","61,726","0","0","0","61,726"
"2713",2008,"Crab, spider/sheep claws","26","0","0","0","26"
"2714",2008,"Crab, tanner","119","0","0","0","119"
"2715",2008,"Crab, yellow rock","316,799","0","0","0","316,799"
"2716",2008,"Crayfish, red swamp","890","0","0","0","890"
"2717",2008,"Crayfish, unspecified","141,896","0","0","28,691","170,587"
"2718",2008,"Crustacean, unspecified","46","0","0","0","46"
"2719",2008,"Lobster, California spiny","738,151","0","0","0","738,151"
"2720",2008,"Prawn, ridgeback","513,916","0","0","0","513,916"
"2721",2008,"Prawn, spot","287,139","0","0","0","287,139"
"2722",2008,"Shrimp, bay","45,998","0","0","0","45,998"
"2723",2008,"Shrimp, coonstriped","85,176","0","0","0","85,176"
"2724",2008,"Shrimp, ghost","83","0","0","0","83"
"2725",2008,"Shrimp, mantis","71","0","0","0","71"
"2726",2008,"Shrimp, ocean (pink)","2,084,404","0","0","0","2,084,404"
"2727",2008,"Bryozoan","37","0","0","0","37"
"2728",2008,"Echinoderm, unspecified","5","0","0","0","5"
"2729",2008,"Sand dollar","133","0","0","0","133"
"2730",2008,"Sea cucumber, giant red","263,543","0","0","0","263,543"
"2731",2008,"Sea cucumber, unspecified","27,615","0","0","0","27,615"
"2732",2008,"Sea stars","372","0","0","0","372"
"2733",2008,"Sea urchin, purple","9,703","0","0","0","9,703"
"2734",2008,"Sea urchin, red","10,271,851","0","0","0","10,271,851"
