"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 125","Table 16",1962,"Eureka","Eureka Area Totals","Landings","Totals",32988870,4467086
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Salmon",2521445,1473266
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Giant Pacific oyster",9557050,238926
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Dover sole",2625837,161752
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Albacore tuna",1000549,136575
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Market crab",452381,109069
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Ocean shrimp",683913,75572
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Petrale sole",580507,67223
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","English sole",458464,34064
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Rockfish",657946,29870
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Rex sole",267509,18833
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Sablefish",162510,14285
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Lingcod",127846,9959
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Perch",45474,6311
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Sanddab",72493,5698
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","All other species",169820,10538
"FB 125","Table 16",1962,"Eureka","Eureka","Landings","Totals",19383744,2391941
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Salmon",1274411,744311
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Dover sole",1297984,79956
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Market crab",257663,62123
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Albacore tuna",305628,41718
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Sablefish",336743,29600
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Rockfish",364707,16779
"FB 125","Table 16",1962,"Eureka","Fort Bragg","Landings","Petrale sole",113810,13179
