"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","All Groundfish","2012",1636,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Arrowtooth","2012",409,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pollock","2012",4322,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rock Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","All Groundfish","2012",5366,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","All Groundfish","2012",26047,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Atka Mackerel","2012",3,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Flatfish","2012",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rock Sole","2012",16,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Rockfish","2012",163,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Sablefish","2012",53,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Sablefish","2012",712,"25-50%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Sablefish","2012",706,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Rockfish","2012",56,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Rockfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Sablefish","2012",8,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Turbot","2012",105,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Flathead Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Other Groundfish","2012",24,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Turbot","2012",919,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Arrowtooth","2012",415,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Yellowfin Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","All Groundfish","2012",5871,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Arrowtooth","2012",327,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rock Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Rockfish","2012",175,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Rockfish","2012",55,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Sablefish","2012",598,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Sablefish","2012",437,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Turbot","2012",36,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Atka Mackerel","2012",42128,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Atka Mackerel","2012",531,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Groundfish","2012",24,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pacific Cod","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pacific Cod","2012",1114,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Kamchatka Flounder","2012",165,"1-5%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Groundfish","2012",5078,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Kamchatka Flounder","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Rockfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Turbot","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Pollock","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Pollock","2012",374,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rock Sole","2012",74,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rock Sole","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Rockfish","2012",5364,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Rockfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pacific Cod","2012",129270,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Pacific Cod","2012",869,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Pollock","2012",4331,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Kamchatka Flounder","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Rockfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Rockfish","2012",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","Yellowfin Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Flatfish","2012",17,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Flathead Sole","2012",10,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Kamchatka Flounder","2012",632,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Kamchatka Flounder","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Atka Mackerel","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Other Flatfish","2012",5,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Flathead Sole","2012",4,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Rockfish","Turbot","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","All Groundfish","2012",631,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","All Groundfish","2012",547,"1-5%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Other Groundfish","2012",232,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Yellowfin Sole","2012",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","All Groundfish","2012",49400,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Turbot","2012",16,"5-10%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Turbot","2012",4597,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Yellowfin Sole","2012",261,"75-99%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Yellowfin Sole","2012",135261,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Yellowfin Sole","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Atka Mackerel","2012",3,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Flatfish","2012",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rock Sole","2012",68483,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rock Sole","2012",1892,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Rockfish","2012",351,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Rockfish","2012",24344,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Atka Mackerel","2012",42128,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Atka Mackerel","2012",534,"75-99%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Pacific Cod","2012",40,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","Pacific Cod","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","Rockfish","2012",22,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Flathead Sole","2012",0,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Other Groundfish","2012",24,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","Other Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Other Groundfish","2012",9,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pacific Cod","2012",76,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Pollock","2012",9,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Rockfish","2012",48,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Groundfish","2012",1054,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Groundfish","2012",1609,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Other Flatfish","2012",149,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Other Flatfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Flathead Sole","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Flathead Sole","2012",3307,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Kamchatka Flounder","2012",65,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Rockfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Turbot","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Halibut","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Halibut","All Groundfish","2012",175,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Sablefish","2012",26,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Turbot","2012",1905,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","All Target Species","All Groundfish","2012",5366,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","All Groundfish","2012",26047,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Pacific Cod","2012",48407,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Pacific Cod","2012",36703,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Flathead Sole","Pacific Cod","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Pacific Cod","2012",446,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Sablefish","2012",470,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Sablefish","2012",712,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Turbot","2012",2046,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","All Target Species","Turbot","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","All Groundfish","2012",2420,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Arrowtooth","2012",203,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Turbot","Kamchatka Flounder","2012",145,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Other Flatfish","2012",317,"50-75%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Other Flatfish","2012",13276,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Flathead Sole","2012",8188,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Flathead Sole","2012",1290,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Kamchatka Flounder","2012",1,"75-99%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Kamchatka Flounder","2012",8701,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Sablefish","2012",26,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Atka Mackerel","Turbot","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","Turbot","2012",202,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","All Target Species","Yellowfin Sole","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","All Groundfish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Arrowtooth","Arrowtooth","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Pacific Cod","2012",3,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Pacific Cod","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Sablefish","Rockfish","2012",33,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Sablefish","Rockfish","2012",71,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","All Groundfish","2012",924425,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","All Groundfish","2012",686202,"1-5%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","All Target Species","Arrowtooth","2012",18640,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Arrowtooth","2012",64,"0%"
