"FMP_AREA","GEAR","SUBAREA","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2009",3360244,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2009",175,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2009",3360069,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2009",17870,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2009",80263,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2009",733529,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2009",733529,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2009",356467,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2009",17870,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2009",356467,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2009",377062,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2009",377062,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2010",874622,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2010",1319784,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2010",1934142,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2010",539676,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2010",462672,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2010",8304,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2010",160,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2010",462512,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2010",547680,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2010",1830176,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2010",1830176,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2010",8304,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2010",110872,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2010",1010397,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2010",160,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2010",1010237,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2010",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2010",1838480,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2010",958741,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2010",847709,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2010",847709,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2010",110872,"1-5%"
"Gulf of Alaska","Hook and Line","Western Gulf","Flathead Sole","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2010",140330,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2010",958741,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2010",11130715,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2010",187812,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2010",1838480,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2010",677323,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2010",37311320,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2010",32367237,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2010",4944083,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2010",11318527,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2010",140330,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2010",92285655,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2010",86123322,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2010",6162333,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2010",836535,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2010",681897,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2010",4574,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2010",31561,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2010",76,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2010",76,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2010",842494,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2010",5960,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2010",31561,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2010",79279,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2010",1208160,"0%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2010",1208160,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2010",1176407,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2010",1176407,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2010",28777126,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2010",17687271,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2010",17637568,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2010",9892414,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2010",9888118,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2010",79354,"1-5%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2010",79279,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2010",789260,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2010",789260,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2010",28832078,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2010",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2010",538076,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2010",538076,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2010",79354,"1-5%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2010",2709580,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2010",728980,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2010",728980,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2010",190903,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2010",190903,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2010",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2010",4013565,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2010",2709580,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2010",16515552,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2010",5111118,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2010",9721141,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2010",1683294,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2010",4013565,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2010",222786,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2010",10805668,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2010",8201105,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2010",12014,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2010",1721329,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2010",254442,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2010",31656,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2010",9884951,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2010",1991411,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2010",45833,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2010",1945578,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2010",1733342,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2010",26202319,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2010",7195546,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2010",16645780,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2010",14221920,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2010",49141,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2010",43641283,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2010",13229523,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2010",20526809,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2010",455099,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2010",204271,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2010",248610,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2010",199469,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2010",40622871,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2010",41971086,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2010",40675324,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2010",315100,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2010",659370,"0%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2010",181775116,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2010",101976141,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2010",59078924,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2010",93506386,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2010",1288842,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2010",279618,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2010",168526,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2010",24610,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2010",1958007,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2010",1642906,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2010",547680,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2010",2386512,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2011",1016289,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2011",1978273,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2011",2920039,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2011",487871,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2011",42633,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2011",487871,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2011",591189,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2011",1784523,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2011",1784523,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2011",42633,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2011",97827,"0%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2011",1079280,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2011",1079280,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2011",751490,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2011",653531,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Flathead Sole","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2011",653531,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2011",97827,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2011",1827156,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2011",119,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2011",119112,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2011",751490,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2011",-9999,"100%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2011",15017231,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2011",465723,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2011",1827156,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2011",686133,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2011",52452164,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2011",45688986,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2011",6763178,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2011",15482954,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2011",119231,"0%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2011",133874618,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2011",125279528,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2011",8083043,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2011",824577,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2011",694571,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2011",8417,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2011",1572,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2011",1572,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2011",834814,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2011",10216,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2011",31269,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2011",31269,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2011",46803,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2011",1077840,"0%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2011",1077840,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2011",1046099,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2011",1046099,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2011",28222368,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2011",19655574,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2011",19621367,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2011",7266710,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2011",7253427,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2011",49058,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2011",46803,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2011",590062,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2011",590062,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2011",28270693,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2011",-9999,"100%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2011",542106,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2011",542106,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2011",49058,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2011",3358131,"0%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2011",827924,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2011",827922,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2011",285819,"<1%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2011",285817,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2011",4580773,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2011",3358131,"<1%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2011",22218670,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2011",5657555,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2011",14587660,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2011",1973455,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2011",4580773,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2011",238644,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2011",9636079,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2011",19564283,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2011",8775244,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2011",11223,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2011",3873990,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2011",252976,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2011",14333,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2011",10749701,"0%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2011",4142400,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2011",27009,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2011",4115387,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2011",3885216,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2011",37975606,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2011",21057878,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2011",12037722,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2011",66259,"0%"
