"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Other Groundfish","2020",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2003",6230,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2004",9053,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2005",6428,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2006",7712,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2007",8058,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2008",8457,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2009",8155,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2010",11438,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2011",12549,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2012",14764,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2013",8007,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2014",10350,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2015",9330,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2016",5080,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2017",3772,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2018",1225,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2019",1254,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pacific Cod","2020",364,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2003",33,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2004",16,"5-10%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2005",15,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2006",75,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2007",150,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2008",130,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2009",152,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2010",166,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2011",83,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2012",139,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2013",94,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2014",141,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2015",130,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2016",131,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2017",51,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2018",22,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2019",10,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Pollock","2020",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2003",5,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2004",3,"5-10%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2005",3,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2006",2,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2007",8,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2008",7,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2009",13,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2010",6,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2011",14,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2012",23,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2013",21,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2014",13,"25-50%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2015",47,"5-10%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2016",38,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2017",24,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2018",8,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2019",9,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Rockfish","2020",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2003",4,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2004",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2005",6,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2007",5,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2008",3,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2009",10,"10-25%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2010",4,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2011",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2013",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2014",12,"50-75%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2015",2,"50-75%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2016",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2017",1,"50-75%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2018",3,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Sablefish","2019",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2008",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2009",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2011",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2012",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2016",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","Shallow-Water Flatfish","2020",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2011",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","All Groundfish","2016",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2009",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2011",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2014",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pacific Cod","2016",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2009",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2011",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2014",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Pollock","2016",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pollock, Bottom","Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2003",50,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2004",83,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2005",75,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2006",18,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2007",30,"1-5%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2008",14,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2009",5,"5-10%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2010",8,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2011",8,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2012",4,"5-10%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2013",17,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2014",16,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2015",19,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2016",50,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2017",24,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2018",14,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2019",19,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","All Groundfish","2020",11,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Arrowtooth Flounder","2005",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Arrowtooth Flounder","2006",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Arrowtooth Flounder","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Atka Mackerel","2015",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Other Groundfish","2003",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Other Groundfish","2010",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Other Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Other Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2003",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2004",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2005",9,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2006",3,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2007",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2008",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2009",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2010",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2011",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2012",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2013",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2014",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2015",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2016",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2017",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2018",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2019",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pacific Cod","2020",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2006",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2007",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2008",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2014",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2015",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2016",0,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Pollock","2017",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2003",46,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2004",79,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2005",63,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2006",15,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2007",29,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2008",14,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2009",5,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2010",6,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2011",8,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2012",4,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2013",17,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2014",16,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2015",17,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2016",47,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2017",23,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2018",14,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2019",19,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Rockfish","2020",11,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2003",2,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2004",1,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2005",3,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2013",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Sablefish","2017",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Rockfish","Shallow-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2003",5399,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2004",5910,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2005",5231,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2006",4558,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2007",4375,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2008",3730,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2009",3463,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2010",3051,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2011",3434,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2012",4338,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","All Groundfish","2013",4211,"<1%"
