"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2015",35098378,"0%"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2016",42530731,"<1%"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2017",50010197,"<1%"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2018",60515061,"<1%"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2019",57248041,"0%"
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2020",46556711,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2003",271767708,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2004",284382329,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2005",372090821,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2006",390469611,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2007",381558609,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2008",430667519,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2009",306489056,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2010",356823412,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2011",461974627,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2012",510239572,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2013",448381737,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2014",444619615,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2015",407495958,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2016",400212936,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2017",431647756,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2018",476747479,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2019",466968053,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Groundfish","2020",422377194,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2003",1187690,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2004",1010734,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2005",2363410,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2006",1570671,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2007",777436,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2008",5029706,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2009",5901724,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2010",8131323,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2011",5973111,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2012",8651728,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2013",5624512,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2014",7424120,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2015",3727985,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2016",4196497,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2017",3829594,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2018",2737244,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2019",4186110,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Arrowtooth Flounder","2020",3773549,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2003",9872562,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2004",12169838,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2005",15891227,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2006",14671762,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2007",17308012,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2008",21292428,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2009",28852432,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2010",29442633,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2011",28989375,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2012",29831354,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2013",16146627,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2014",23673515,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2015",29672577,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2016",30129891,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2017",50241458,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2018",53026094,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2019",35358083,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Atka Mackerel","2020",32654550,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2003",3434965,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2004",4786483,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2005",5579981,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2006",6946909,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2007",5619479,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2008",8778245,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2009",5045224,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2010",6302968,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2011",4566884,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2012",3814779,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2013",7357390,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2014",5551732,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2015",3129429,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2016",3738394,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2017",3799894,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2018",5503244,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2019",7154949,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Flathead Sole","2020",2766113,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2011",3693768,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2012",4770251,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2013",2109037,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2014",2397326,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2015",1678545,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2016",2055750,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2017",3412771,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2018",1987490,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2019",2279970,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Kamchatka Flounder (BSAI)","2020",3470047,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2003",65890,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2004",135105,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2005",333724,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2006",379779,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2007",438992,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2008",410530,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2009",565895,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2010",1399882,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2011",1671600,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2012",1034837,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2013",557530,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2014",851023,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2015",2209267,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2016",1189928,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2017",1473580,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2018",1808335,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2019",2597516,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Northern Rockfish","2020",1523396,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2003",938177,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2004",1146020,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2005",1608041,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2006",1033858,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2007",1963409,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2008",2751932,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2009",3176478,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2010",2928057,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2011",5441874,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2012",5161898,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2013",4846230,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2014",5136936,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2015",4186011,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2016",3899445,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2017",7755738,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2018",8191041,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2019",6871287,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Flatfish (BSAI)","2020",6992159,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2003",8399905,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2004",6268400,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2005",6982625,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2006",4730262,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2007",3251763,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2008",4291236,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2009",1742337,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2010",841322,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2011",4362150,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2012",2508555,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2013",6564190,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2014",8131267,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2015",2391847,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2016",3232995,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2017",5254676,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2018",6927244,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2019",6571615,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Groundfish","2020",5924830,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2003",615294,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2004",565748,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2005",514297,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2006",612348,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2007",469863,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2008",663356,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2009",684227,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2010",1059495,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2011",1251539,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2012",1153450,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2013",1035729,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2014",920086,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2015",574994,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2016",722150,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2017",816206,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2018",741550,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2019",1078158,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Other Rockfish","2020",741589,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2003",96564806,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2004",91186628,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2005",100950567,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2006",130707253,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2007",111656579,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2008",123777356,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2009",69069097,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2010",74336508,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2011",84496392,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","Pacific Cod","2012",107931230,"0%"
