"rowid","year","comm_name_orig","January","February","March","April","May","June","July","August","September","October","November","December","Landings","extra1"
1555,2006,"Sole, English","22,344","43,715","31,528","50,167","47,658","74,214","51,955","59,117","89,900","65,968","64,366","58,859","659,790",NA
1556,2006,"Sole, butter","0","0","157","0","0","0","0","0","0","0","0","0","157",NA
1557,2006,"Sole, petrale","151,709","122,878","79,439","94,083","133,513","150,482","139,624","109,251","170,288","123,317","205,674","179,113","1,659,370",NA
1558,2006,"Sole, rex","20,177","39,306","22,339","29,599","27,660","29,364","20,546","32,197","30,116","28,080","31,065","18,625","329,074",NA
1559,2006,"Sole, rock","2,474","1,703","1,182","1,638","441","288","971","1,531","1,457","552","76","273","12,585",NA
1560,2006,"Sole, sand","4,413","3,358","1,119","2,052","867","1,365","1,363","1,158","228","188","18","338","16,465",NA
1561,2006,"Sole, unspecified","1,573","2,386","2,397","1,993","2,389","1,107","703","862","1,067","3,737","6,187","5,869","30,269",NA
1562,2006,"Stingray","0","88","0","0","0","0","0","0","0","55","0","20","163",NA
1563,2006,"Sunfish, ocean","0","0","6","0","0","0","0","0","0","0","0","0","6",NA
1564,2006,"Surfperch, barred","401","571","836","801","0","0","313","542","687","979","378","266","5,775",NA
1565,2006,"Surfperch, black","0","0","0","0","0","3","1","1","1","0","0","0","6",NA
1566,2006,"Surfperch, pile","0","0","0","103","0","0","0","0","0","0","0","0","103",NA
1567,2006,"Surfperch, rainbow","0","0","0","0","6","0","0","0","0","0","0","0","6",NA
1568,2006,"Surfperch, redtail","0","144","776","1,731","0","0","32","5,397","2,256","2,502","241","0","13,078",NA
1569,2006,"Surfperch, rubberlip","0","0","0","0","45","33","23","46","29","0","0","13","189",NA
1570,2006,"Surfperch, shiner","0","0","0","0","0","0","0","0","0","0","0","135","135",NA
1571,2006,"Surfperch, unspecified","1,265","4,276","2,044","2,024","90","93","41","1,124","1,284","1,814","1,690","1,641","17,386",NA
1572,2006,"Surfperch, walleye","0","35","0","0","0","0","0","0","0","0","0","10","45",NA
1573,2006,"Swordfish","30,872","559","36,039","771","110","7,612","18,120","13,692","41,715","176,791","239,030","254,182","819,493",NA
1574,2006,"Thornyhead, longspine","38,339","60,864","24,074","106,635","101,375","131,547","94,645","187,665","188,204","165,486","75,401","51,511","1,225,745",NA
1575,2006,"Thornyhead, shortspine","47,513","39,733","34,100","58,405","64,438","71,616","59,875","87,739","75,266","78,643","48,745","42,254","708,327",NA
1576,2006,"Thornyheads","1,074","2,558","1,023","2,566","2,058","3,663","3,644","3,182","2,703","1,868","2,439","2,045","28,822",NA
1577,2006,"Topsmelt","0","0","0","12","0","0","0","0","0","0","0","0","12",NA
1578,2006,"Tuna, albacore","0","5,155","1,899","6,308","9,630","2,042","85,336","22,289","123,292","178,722","15,790","7,387","457,850",NA
1579,2006,"Tuna, bigeye","0","19,713","15,745","20,118","13,267","0","0","0","0","0","0","0","68,842",NA
1580,2006,"Tuna, bluefin","131","0","0","0","0","25","423","0","0","292","672","138","1,681",NA
1581,2006,"Tuna, skipjack","0","0","111","147","327","0","0","0","65","2,392","102,003","0","105,045",NA
1582,2006,"Tuna, unspecified","0","0","0","0","0","0","0","200","0","1,572","0","0","1,772",NA
1583,2006,"Tuna, yellowfin","339","16,875","9,623","4,650","5,343","138","494","1,515","1,102","96","123,099","497","163,771",NA
1584,2006,"Turbot, curlfin","0","0","0","0","0","25","0","138","0","0","0","0","163",NA
1585,2006,"Turbot","0","161","0","131","146","203","141","222","193","16","2","0","1,214",NA
1586,2006,"Wahoo","0","225","386","1,220","145","0","0","0","0","0","0","0","1,976",NA
1587,2006,"Whitefish, ocean","136","80","226","147","472","243","560","220","150","376","364","197","3,170",NA
1588,2006,"Whiting, Pacific","0","25","3,943","5,724,784","5,729,195","229,961","281,899","42","9","53","21","44","11,969,975",NA
1589,2006,"Wrasse, rock","0","15","0","0","4","0","0","0","0","8","0","0","27",NA
1590,2006,"Yellowtail","172","5,842","5,853","110","217","5,872","10,114","7,099","2,559","884","384","1,300","40,406",NA
1591,2006,"rustaceans","","","","","","","","","","","","","",NA
1592,2006,"Crab, Dungeness","6,907,787","7,802,649","1,955,810","1,304,036","1,011,375","509,613","90,287","0","0","1","3,341,327","3,249,075","26,171,959",NA
1593,2006,"Crab, box","0","0","4","0","3","243","405","158","138","87","230","92","1,359",NA
1594,2006,"Crab, claws","277","147","246","137","43","33","40","138","72","4","14","59","1,208",NA
1595,2006,"Crab, hermit","0","0","10","0","0","0","0","0","0","0","0","0","10",NA
1596,2006,"Crab, king","0","0","6","0","0","0","0","3","0","12","0","18","39",NA
1597,2006,"Crab, rock unspecified","81,074","84,849","89,580","87,452","97,082","116,326","119,765","116,759","111,857","84,989","80,616","94,033","1,164,381",NA
1598,2006,"Crab, spider","11,554","9,696","7,893","3,681","3,217","5,627","8,062","8,107","6,551","5,793","6,966","8,335","85,482",NA
1599,2006,"Crab, tanner","0","0","0","0","5","0","0","0","0","0","0","0","5",NA
1600,2006,"Crayfish, red swamp","0","0","0","0","0","0","0","1,775","0","0","0","0","1,775",NA
1601,2006,"Crayfish, signal","0","0","0","0","0","0","0","38,081","0","0","0","0","38,081",NA
1602,2006,"Crayfish, unspecified","95","464","364","155","3,141","8,411","10,497","15,653","24,046","10,065","1,916","1,843","76,650",NA
1603,2006,"Crustacean, unspecified","5","5","1","23","15","7","4","1","3","5","1","0","69",NA
1604,2006,"Lobster, California spiny","70,469","56,951","32,679","0","0","0","479","0","36","378,919","203,508","144,523","887,565",NA
1605,2006,"Prawn, golden","0","0","0","70","40","0","0","0","0","0","0","0","110",NA
1606,2006,"Prawn, ridgeback","12,895","10,341","16,261","12,280","11,551","8","75","24","215","35,101","27,710","34,436","160,898",NA
1607,2006,"Prawn, spot","9,375","28,256","26,079","32,060","33,290","30,572","26,161","38,128","34,020","44,223","10,576","8,576","321,316",NA
1608,2006,"Shrimp, bay","104","83","460","182","1,445","3,076","6,201","5,687","5,259","5,352","7,173","4,910","39,932",NA
1609,2006,"Shrimp, brine","0","0","1,874","6,714","90,384","105,109","129,433","119,768","47,506","2,034","0","0","502,823",NA
1610,2006,"Shrimp, coonstriped","0","0","0","0","13,355","3,195","3,793","4,921","7,889","2,784","0","0","35,937",NA
1611,2006,"Shrimp, mantis","21","159","37","0","0","0","0","0","0","0","0","43","260",NA
1612,2006,"Shrimp, ocean (pink)","0","0","0","0","17,175","69,614","0","6,155","46,957","0","0","0","139,901",NA
1613,2006,"Shrimp, unspecified","0","0","0","0","0","0","0","0","36","0","0","0","36",NA
1614,2006,"chinoderms","","","","","","","","","","","","","",NA
1615,2006,"Bryozoan","0","0","0","0","0","0","0","0","0","105","0","0","105",NA
1616,2006,"Echinoderm, unspecified","6","2","40","35","56","15","10","30","0","3","0","0","197",NA
1617,2006,"Sand dollar","0","0","0","0","0","0","0","0","0","35","18","28","81",NA
1618,2006,"Sea cucumber, giant red","1,756","8,811","5,206","7,777","4,100  35,065",NA,"36,190","12,540","17,948","11,698","2,261","3,204","146,556",NA
1619,2006,"Sea cucumber, unspecified","10","0","0","1,310","954  800",NA,"1,910","0","26","41","0","0","5,050",NA
1620,2006,"Sea cucumber, warty","16,133","43,217","46,658","41,785","55,873  72,692",NA,"27,677","13,725","4,656","31","55","296","322,797",NA
1621,2006,"Sea stars","10","30","62","80","40  80",NA,"30","70","8","65","55","5","535",NA
1622,2006,"Sea urchin, purple","0","14","381","24","62  1,728",NA,"1,480","114","240","165","40","45","4,293",NA
1623,2006,"Sea urchin, red","905,006","950,753","749,154","701,730","1,048,230  679,383",NA,"670,096","889,523","910,655","1,207,907","991,415","955,603","10,659,455",NA
1624,2006,"ollusks","","","","","",NA,"","","","","","","",NA
1625,2006,"Limpet, keyhole","0","0","0","0","0  0",NA,"0","0","0","10","0","3","13",NA
1626,2006,"Limpet, unspecified","50","0","4","60","40  0",NA,"15","750","0","0","0","0","919",NA
1627,2006,"Mollusk, unspecified","0","38","2","727","625  3",NA,"0","130","76","3","8","0","1,612",NA
1628,2006,"Mussel","12","20","0","1,575","0  0",NA,"0","0","0","0","13","0","1,620",NA
1629,2006,"Octopus, unspecified","159","165","283","625","732  716",NA,"875","75","3","180","63","23","3,899",NA
1630,2006,"Sea hare","1,041","502","761","796","1,102  1,064",NA,"638","1,140","996","662","471","524","9,697",NA
1631,2006,"Sea slug","1","0","0","1","0  0",NA,"0","0","0","0","0","0","3",NA
1632,2006,"Snail, sea","410","0","94","96","0  15",NA,"19","124","0","131","133","0","1,022",NA
1633,2006,"Snail, tegula","0","0","0","0","0  0",NA,"0","0","0","0","0","129","129",NA
1634,2006,"Snail, top","30","90","1","113","0  2",NA,"0","134","0","0","0","0","370",NA
1635,2006,"Squid, jumbo","0","0","0","204","96  270",NA,"5,624","15,795","0","2,681","60","28,100","52,830",NA
1636,2006,"Squid, market","46,928,529","31,571,638","5,614,586","253,131","885,132  6,092,864",NA,"6,252,206","731,953","58,617","280,646","1,195,572","8,498,305","108,363,180",NA
1637,2006,"Whelk, Kellet's","11,567","9,794","11,119","16,802","17,756  16,038",NA,"15,368","20,871","17,670","17,447","17,205","19,541","191,177",NA
1638,2006,"lants","","","","","",NA,"","","","","","","",NA
1639,2006,"Algae, marine","5","0","0","0","0  15",NA,"0","0","0","21","1","40","82",NA
1640,2006,"Kelp","25","0","10","0","170  15",NA,"12","155","13","0","80","0","480",NA
1641,2006,"orms","","","","","",NA,"","","","","","","",NA
1642,2006,"Invertebrate Unspecified","0","0","0","0","0  0",NA,"0","0","0","0","17","0","17",NA
1643,2006,"Invertebrates, colonial","4","0","31","2","223  57",NA,"2","2","0","5","0","0","326",NA
1644,2006,"Lancelets, amphioxus","0","0","0","0","0  0",NA,"0","11","0","0","0","0","11",NA
1645,2006,"Sea pansy","0","0","0","0","0  0",NA,"0","0","3","3","0","0","6",NA
1646,2006,"Spiders, sea","0","0","0","0","0  0",NA,"0","0","0","0","0","59","59",NA
1647,2006,"Themiste","0","0","18","0","0  0",NA,"0","0","0","0","0","0","18",NA
1648,2006,"Tunicates","0","5","0","0","0  0",NA,"0","0","0","0","0","0","5",NA
1649,2006,"Worms, marine","15","5","10","0","0  0",NA,"0","0","0","0","0","0","30",NA
1650,2006,"Total Pounds:","61,807,308","48,786,527","23,345,814","23,199,168","27,555,794  14,846,314",NA,"11,573,121","12,680,738","15,585,737","34,165,821","31,036,788","29,977,505","334,560,635",NA
1651,2007,"Anchovy, northern","1,198,554","1,682,774","3,705,960","4,473,946","7,060,550","2,251,458","798,289","879,552","701,746","10,388","48,102","94,147","22,905,466",NA
1652,2007,"Barracuda, California","12","4","150","0","19,314","37,706","29,645","1,019","176","0","0","1,455","89,481",NA
1653,2007,"Bass, giant sea","840","1,066","665","594","194","1,045","1,702","613","521","5","285","423","7,952",NA
1654,2007,"Blacksmith","0","9","0","4","0","0","0","0","0","3","0","0","16",NA
1655,2007,"Bonito, Pacific","165","0","0","5,635","36,588","30","113","53,873","271,731","120,302","6","10","488,454",NA
1656,2007,"Butterfish (Pacific pompano)","583","818","1,187","741","1,281","226","358","4,586","360","2,175","184","159","12,657",NA
1657,2007,"Cabezon","6,505","5,397","21","0","11,262","5,919","6,169","5,035","8,863","2,992","2,768","1,133","56,063",NA
1658,2007,"Carp","510","0","52","0","0","0","0","0","0","0","939","5,775","7,276",NA
1659,2007,"Corvina, shortfin","0","0","61","0","0","0","0","0","0","0","0","0","61",NA
1660,2007,"Croaker, unspecifed","503","27","69","0","0","0","894","401","249","121","0","0","2,264",NA
1661,2007,"Croaker, white","8,293","1,640","4,468","4,937","11,613","8,599","3,390","8,181","1,530","3,545","4,419","4,395","65,008",NA
1662,2007,"Dolphin (fish)","70","0","371","1,217","509","0","0","25","148","10","0","1,822","4,172",NA
1663,2007,"Eel, California moray","0","0","1,664","0","0","0","0","0","41","17","0","0","1,722",NA
1664,2007,"Eel, monkeyface (prickleback)","3","4","0","0","11","3","5","9","10","5","0","0","50",NA
1665,2007,"Eel","0","0","0","0","0","0","0","0","0","0","0","75","75",NA
1666,2007,"Escolar","418","0","135","228","134","0","0","0","0","0","0","60","975",NA
1667,2007,"Fish, unspecified","0","12","0","96","906","200","0","0","10","800","820","0","2,844",NA
1668,2007,"Flounder, arrowtooth","10,178","13,771","25","13,364","12,815","1,538","7,997","21,676","9,415","36,341","4,755","94","131,969",NA
1669,2007,"Flounder, starry","4,515","2,733","5,073","2,952","2,811","2,131","2,985","1,564","3,024","874","549","158","29,367",NA
1670,2007,"Flounder, unspecified","79","37","160","0","193","72","56","16","0","0","0","11","624",NA
1671,2007,"Goby, yellowfin","625","23","16","0","0","0","0","0","266","0","0","191","1,121",NA
1672,2007,"Greenling, kelp","599","485","0","0","1,036","446","706","12","9","0","2","0","3,294",NA
1673,2007,"Greenling, rock","0","0","0","0","0","1","0","0","0","0","0","0","1",NA
1674,2007,"Grenadier","9,976","6,590","12,652","11,408","15,646","37,847","18,952","31,360","31,930","40,201","11,100","5,037","232,699",NA
1675,2007,"Guitarfish, shovelnose","2,018","1,526","1,565","830","393","214","75","188","443","1,852","575","679","10,358",NA
1676,2007,"Hagfishes","21,772","29,926","122,864","113,284","124,421","163,057","145,894","349,395","211,152","216,368","162,689","38,900","1,699,723",NA
1677,2007,"Halfmoon","0","70","0","0","0","0","0","0","0","1","10","0","81",NA
1678,2007,"Halibut, California","41,564","22,430","57,704","26,924","29,845","35,241","59,791","53,203","28,552","13,069","11,304","9,685","389,312",NA
1679,2007,"Halibut, Pacific","0","0","0","0","0","78","118","0","0","0","0","0","196",NA
1680,2007,"Herring, Pacific - roe on kelp","0","7,898","10,828","0","0","0","0","0","0","0","0","0","18,726",NA
1681,2007,"Herring, Pacific - roe","488,752","87,458","0","0","0","0","0","0","0","0","0","0","576,210",NA
1682,2007,"Herring, Pacific","0","0","0","69,519","0","0","0","671,964","0","0","0","0","741,483",NA
1683,2007,"Jacksmelt","160","222","1,040","306","1,696","510","1,092","2,218","11,437","243","1,398","340","20,661",NA
1684,2007,"Kelpfish, giant","0","0","0","0","0","0","0","0","0","0","2","0","2",NA
1685,2007,"Lingcod","7,556","4,427","2,206","4,811","26,448","21,851","26,589","19,422","26,071","15,410","19,473","1,914","176,177",NA
1686,2007,"Lizardfish, California","42","0","16","107","50","0","0","0","0","0","0","0","215",NA
1687,2007,"Louvar","44","0","0","0","0","0","0","33","72","559","102","136","946",NA
1688,2007,"Mackerel, Pacific","1,628,939","172,766","624,825","217,709","269,460","416,716","429,267","3,699,413","610,989","747,254","1,911,789","333,389","11,062,517",NA
1689,2007,"Mackerel, jack","41,022","52,928","41,752","254,908","397,700","24,415","289,484","17,215","8","34,787","155,966","77,739","1,387,925",NA
1690,2007,"Mackerel, unspecified","150","555","61","0","153","10","23","60","139","5","6","0","1,162",NA
1691,2007,"Midshipman, plainfin","17","77","11","0","97","237","0","0","0","0","0","0","439",NA
1692,2007,"Oilfish","44","0","0","0","0","0","0","0","0","0","34","0","78",NA
1693,2007,"Opah","26,437","0","3,231","2,560","2,104","0","0","1,847","6,027","40,778","20,901","21,915","125,798",NA
1694,2007,"Opaleye","60","0","0","250","675","231","2","296","24","139","0","0","1,678",NA
1695,2007,"Pomfret, Pacific","25","0","33","26","0","0","0","0","0","3","44","47","178",NA
1696,2007,"Queenfish","0","0","0","0","0","0","0","30","0","0","0","0","30",NA
1697,2007,"Ratfish, spotted","0","0","0","0","0","0","0","0","0","0","160","0","160",NA
1698,2007,"Ray, Pacific electric","125","0","60","75","15","15","90","90","0","0","181","16","667",NA
1699,2007,"Ray, bat","77","30","289","382","758","828","21","35","154","598","337","5,488","8,997",NA
1700,2007,"Ray, unspecified","0","0","0","330","71","0","119","0","590","0","275","30","1,415",NA
1701,2007,"Rockfish, China","388","277","497","230","880","1,444","1,006","1,761","1,500","600","546","116","9,246",NA
1702,2007,"Rockfish, Mexican","43","23","0","0","98","93","23","0","0","28","21","0","329",NA
1703,2007,"Rockfish, Pacific ocean perch","3","11","0","0","27","0","14","0","0","0","0","0","55",NA
1704,2007,"Rockfish, aurora","28","2","77","217","37","461","575","6,276","0","539","28","6","8,245",NA
1705,2007,"Rockfish, bank","8,795","1,581","11,837","560","11,038","3,669","5,082","1,946","364","3,133","2,637","6,172","56,812",NA
1706,2007,"Rockfish, black-and-yellow","769","1,335","0","0","2,392","2,808","3,781","3,670","3,729","1,750","1,935","562","22,729",NA
1707,2007,"Rockfish, black","4,528","7,109","14,202","11,820","23,134","23,689","26,117","21,015","18,384","18,310","9,078","1,027","178,413",NA
1708,2007,"Rockfish, blackgill","3,277","1,672","7,261","3,851","6,934","3,411","8,202","4,743","4,336","4,602","3,989","3,766","56,044",NA
1709,2007,"Rockfish, blue","3,579","2,423","3,996","611","1,915","1,936","5,175","4,808","3,938","4,092","3,980","1,783","38,236",NA
