"year","filename","port","species","landings","value"
2006,"landings06_table16pub.pdf","Crescent City","Crab, Dungeness",12904858,20821842
2006,"landings06_table16pub.pdf","Crescent City","Sablefish",367562,571768
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, black",118348,224922
2006,"landings06_table16pub.pdf","Crescent City","Sole, petrale",188018,195873
2006,"landings06_table16pub.pdf","Crescent City","Whiting, Pacific",3187872,193831
2006,"landings06_table16pub.pdf","Crescent City","Sole, Dover",428005,162166
2006,"landings06_table16pub.pdf","Crescent City","Shrimp, coonstriped",35937,144664
2006,"landings06_table16pub.pdf","Crescent City","Tuna, albacore",129268,107880
2006,"landings06_table16pub.pdf","Crescent City","Lingcod",31803,41859
2006,"landings06_table16pub.pdf","Crescent City","Sole, English",109703,40596
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, quillback",7894,37222
2006,"landings06_table16pub.pdf","Crescent City","Sanddab",66347,32811
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, blue",19355,24020
2006,"landings06_table16pub.pdf","Crescent City","Cabezon",5783,20479
2006,"landings06_table16pub.pdf","Crescent City","Sole, rex",57549,20350
2006,"landings06_table16pub.pdf","Crescent City","Thornyhead, longspine",25007,18412
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, China",2150,15204
2006,"landings06_table16pub.pdf","Crescent City","Thornyhead, shortspine",12925,13825
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, vermilion",5231,11014
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, copper",2835,9777
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, brown",1439,4915
2006,"landings06_table16pub.pdf","Crescent City","Skate, unspecified",30840,4622
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, grass",804,3879
2006,"landings06_table16pub.pdf","Crescent City","Crab, rock unspecified",1602,2964
2006,"landings06_table16pub.pdf","Crescent City","Greenling, kelp",480,2593
2006,"landings06_table16pub.pdf","Crescent City","Flounder, arrowtooth",24718,2472
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, group slope",4728,2139
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, group shelf",226,1240
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, redbanded",890,1186
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, yellowtail",733,1176
2006,"landings06_table16pub.pdf","Crescent City","Smelt, night",2535,933
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, widow",2191,542
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, black-and-yellow",103,519
2006,"landings06_table16pub.pdf","Crescent City","Smelt, surf",1045,366
2006,"landings06_table16pub.pdf","Crescent City","Surfperch, redtail",306,343
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, group small",425,178
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, darkblotched",551,174
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, gopher",32,168
2006,"landings06_table16pub.pdf","Crescent City","Fish, unspecified",47,161
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, greenstriped",158,79
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, unspecified",146,73
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, chilipepper",9654,28
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, olive",21,26
2006,"landings06_table16pub.pdf","Crescent City","Rockfish, aurora",25,10
2006,"landings06_table16pub.pdf","Crescent City","Grenadier",39,0
2006,"landings06_table16pub.pdf","Crescent City","Mackerel, jack",5,0
2006,"landings06_table16pub.pdf","Crescent City","Salmon, Chinook",418,0
2006,"landings06_table16pub.pdf","Crescent City","Shark, spiny dogfish",519,0
2006,"landings06_table16pub.pdf","Crescent City","Shad, American",121,0
