"year","filename","port","species","landings","value"
2005,"landings05_table16pub.pdf","Eureka","Herring, Pacific - roe",1202,NA
2005,"landings05_table16pub.pdf","Eureka","Crab, Dungeness",1657575,2566783
2005,"landings05_table16pub.pdf","Eureka","Sablefish",825001,1004249
2005,"landings05_table16pub.pdf","Eureka","Sole, Dover",1759090,661121
2005,"landings05_table16pub.pdf","Eureka","Sole, petrale",695425,597825
2005,"landings05_table16pub.pdf","Eureka","Shrimp, ocean (pink)",1160005,535796
2005,"landings05_table16pub.pdf","Eureka","Whiting, Pacific",6755908,332175
2005,"landings05_table16pub.pdf","Eureka","Tuna, albacore",261282,306312
2005,"landings05_table16pub.pdf","Eureka","Salmon, Chinook",63576,169351
2005,"landings05_table16pub.pdf","Eureka","Thornyhead, shortspine",116843,116634
2005,"landings05_table16pub.pdf","Eureka","Sole, English",307964,98589
2005,"landings05_table16pub.pdf","Eureka","Thornyhead, longspine",255495,91805
2005,"landings05_table16pub.pdf","Eureka","Sole, rex",148476,59390
2005,"landings05_table16pub.pdf","Eureka","Smelt, night",164243,51142
2005,"landings05_table16pub.pdf","Eureka","Surfperch, redtail",27191,28263
2005,"landings05_table16pub.pdf","Eureka","Sanddab",77791,25671
2005,"landings05_table16pub.pdf","Eureka","Skate, unspecified",141899,21720
2005,"landings05_table16pub.pdf","Eureka","Rockfish, chilipepper",58265,20590
2005,"landings05_table16pub.pdf","Eureka","Smelt, surf",48015,16332
2005,"landings05_table16pub.pdf","Eureka","Lingcod",12770,8233
2005,"landings05_table16pub.pdf","Eureka","Grenadier",76473,7647
2005,"landings05_table16pub.pdf","Eureka","Rockfish, group slope",15479,7535
2005,"landings05_table16pub.pdf","Eureka","Flounder, arrowtooth",63366,6336
2005,"landings05_table16pub.pdf","Eureka","Thornyheads",8522,6056
2005,"landings05_table16pub.pdf","Eureka","Rockfish, darkblotched",12993,5292
2005,"landings05_table16pub.pdf","Eureka","Rockfish, widow",11396,4975
2005,"landings05_table16pub.pdf","Eureka","Rockfish, redbanded",3026,2683
2005,"landings05_table16pub.pdf","Eureka","Sole, sand",4074,1546
2005,"landings05_table16pub.pdf","Eureka","Flounder, starry",3006,1021
2005,"landings05_table16pub.pdf","Eureka","Sanddab, Pacific",2944,972
2005,"landings05_table16pub.pdf","Eureka","Crab, rock unspecified",536,804
2005,"landings05_table16pub.pdf","Eureka","Rockfish, unspecified",1525,760
2005,"landings05_table16pub.pdf","Eureka","Rockfish, group small",1472,471
2005,"landings05_table16pub.pdf","Eureka","Rockfish, group rosefish",1468,470
2005,"landings05_table16pub.pdf","Eureka","Rockfish, blackgill",470,399
2005,"landings05_table16pub.pdf","Eureka","Rockfish, group red",735,368
2005,"landings05_table16pub.pdf","Eureka","Rockfish, yellowtail",731,365
2005,"landings05_table16pub.pdf","Eureka","Flounder, unspecified",837,293
2005,"landings05_table16pub.pdf","Eureka","Rockfish, canary",577,289
2005,"landings05_table16pub.pdf","Eureka","Halibut, California",71,212
2005,"landings05_table16pub.pdf","Eureka","Rockfish, splitnose",608,197
2005,"landings05_table16pub.pdf","Eureka","Surfperch, barred",183,183
2005,"landings05_table16pub.pdf","Eureka","Rockfish, black",127,118
