"year","filename","port","species","landings","value"
2015,"Table 16PUB.pdf","Crescent City","Shrimp, ocean (pink)",6350383,7757532
2015,"Table 16PUB.pdf","Crescent City","Crab, Dungeness",218658,1064607
2015,"Table 16PUB.pdf","Crescent City","Rockfish, black",210827,404648
2015,"Table 16PUB.pdf","Crescent City","Sablefish",98670,220345
2015,"Table 16PUB.pdf","Crescent City","Shrimp, coonstriped",37176,160439
2015,"Table 16PUB.pdf","Crescent City","Lingcod",24971,55739
2015,"Table 16PUB.pdf","Crescent City","Swordfish",18300,55641
2015,"Table 16PUB.pdf","Crescent City","Salmon, Chinook",5809,34052
2015,"Table 16PUB.pdf","Crescent City","Tuna, albacore",25431,18085
2015,"Table 16PUB.pdf","Crescent City","Cabezon",2559,10700
2015,"Table 16PUB.pdf","Crescent City","Rockfish, quillback",1893,7929
2015,"Table 16PUB.pdf","Crescent City","Rockfish, blue",4968,7029
2015,"Table 16PUB.pdf","Crescent City","Greenling, kelp",1221,6413
2015,"Table 16PUB.pdf","Crescent City","Rockfish, vermilion",2330,4614
2015,"Table 16PUB.pdf","Crescent City","Shark, thresher",4305,4196
2015,"Table 16PUB.pdf","Crescent City","Rockfish, China",547,3813
2015,"Table 16PUB.pdf","Crescent City","Rockfish, copper",841,3635
2015,"Table 16PUB.pdf","Crescent City","Shark, shortfin mako",3061,2940
2015,"Table 16PUB.pdf","Crescent City","Hagfishes",4725,2741
2015,"Table 16PUB.pdf","Crescent City","Rockfish, group slope",1252,2234
2015,"Table 16PUB.pdf","Crescent City","Smelt, night",3407,1874
2015,"Table 16PUB.pdf","Crescent City","Rockfish, grass",207,1656
2015,"Table 16PUB.pdf","Crescent City","Rockfish, yellowtail",462,754
2015,"Table 16PUB.pdf","Crescent City","Smelt, surf",1321,727
2015,"Table 16PUB.pdf","Crescent City","Halibut, Pacific",138,606
2015,"Table 16PUB.pdf","Crescent City","Rockfish, group shelf",84,593
2015,"Table 16PUB.pdf","Crescent City","Louvar",565,551
2015,"Table 16PUB.pdf","Crescent City","Rockfish, brown",105,425
2015,"Table 16PUB.pdf","Crescent City","Rockfish, black-and-yellow",32,224
2015,"Table 16PUB.pdf","Crescent City","Rockfish, blackgill",80,160
2015,"Table 16PUB.pdf","Crescent City","Rockfish, olive",55,69
2015,"Table 16PUB.pdf","Crescent City","Rockfish, gopher",10,66
2015,"Table 16PUB.pdf","Crescent City","Rockfish, widow",29,56
2015,"Table 16PUB.pdf","Crescent City","Sole, petrale",2,11
2015,"Table 16PUB.pdf","Crescent City","Rockfish, redbanded",5,7
2015,"Table 16PUB.pdf","Crescent City","Rockfish, rosethorn",1,3
2015,"Table 16PUB.pdf","Crescent City","Fish, unspecified",1,0
2015,"Table 16PUB.pdf","Crescent City","Port Totals:",7024431,9835114
2015,"Table 16PUB.pdf","Eureka","Sablefish",722921,1760325
2015,"Table 16PUB.pdf","Eureka","Sole, Dover",2782563,1236157
2015,"Table 16PUB.pdf","Eureka","Shrimp, ocean (pink)",1296115,863070
2015,"Table 16PUB.pdf","Eureka","Crab, Dungeness",152585,771967
2015,"Table 16PUB.pdf","Eureka","Sole, petrale",599007,687669
2015,"Table 16PUB.pdf","Eureka","Salmon, Chinook",48018,307006
2015,"Table 16PUB.pdf","Eureka","Thornyhead, longspine",509728,296517
2015,"Table 16PUB.pdf","Eureka","Thornyhead, shortspine",273512,281653
2015,"Table 16PUB.pdf","Eureka","Smelt, night",383958,211745
2015,"Table 16PUB.pdf","Eureka","Skate, longnose",238721,94688
2015,"Table 16PUB.pdf","Eureka","Tuna, albacore",34519,76383
2015,"Table 16PUB.pdf","Eureka","Smelt, surf",102697,56483
2015,"Table 16PUB.pdf","Eureka","Lingcod",49263,55443
2015,"Table 16PUB.pdf","Eureka","Sole, English",96870,31049
2015,"Table 16PUB.pdf","Eureka","Sole, rex",76938,30920
2015,"Table 16PUB.pdf","Eureka","Skate, big",53103,21238
2015,"Table 16PUB.pdf","Eureka","Rockfish, group slope",26302,19529
2015,"Table 16PUB.pdf","Eureka","Sanddab",32794,19475
2015,"Table 16PUB.pdf","Eureka","Flounder, arrowtooth",179185,17900
2015,"Table 16PUB.pdf","Eureka","Surfperch, redtail",8493,8487
2015,"Table 16PUB.pdf","Eureka","Swordfish",2182,8155
2015,"Table 16PUB.pdf","Eureka","Rockfish, canary",9086,6165
2015,"Table 16PUB.pdf","Eureka","Skate, unspecified",14734,5999
2015,"Table 16PUB.pdf","Eureka","Sea urchin, purple",12435,4974
2015,"Table 16PUB.pdf","Eureka","Rockfish, black",2477,4945
2015,"Table 16PUB.pdf","Eureka","Rockfish, darkblotched",8189,3744
2015,"Table 16PUB.pdf","Eureka","Rockfish, yellowtail",7044,3644
2015,"Table 16PUB.pdf","Eureka","Rockfish, group shelf",6216,2371
2015,"Table 16PUB.pdf","Eureka","Shark, thresher",1975,1975
2015,"Table 16PUB.pdf","Eureka","Rockfish, chilipepper",3521,1638
2015,"Table 16PUB.pdf","Eureka","Sanddab, Pacific",2520,1512
2015,"Table 16PUB.pdf","Eureka","Sea urchin, red",3737,1495
2015,"Table 16PUB.pdf","Eureka","Tuna, bluefin",611,1222
2015,"Table 16PUB.pdf","Eureka","Turbot, curlfin",3842,1212
2015,"Table 16PUB.pdf","Eureka","Flounder, starry",2053,716
2015,"Table 16PUB.pdf","Eureka","Grenadier",14319,656
2015,"Table 16PUB.pdf","Eureka","Rockfish, bocaccio",635,416
2015,"Table 16PUB.pdf","Eureka","Anchovy, northern",50,360
2015,"Table 16PUB.pdf","Eureka","Rockfish, vermilion",134,260
2015,"Table 16PUB.pdf","Eureka","Cod, Pacific",496,244
2015,"Table 16PUB.pdf","Eureka","Sole, sand",522,196
2015,"Table 16PUB.pdf","Eureka","Rockfish, widow",403,188
2015,"Table 16PUB.pdf","Eureka","Shark, shortfin mako",181,159
2015,"Table 16PUB.pdf","Eureka","Rockfish, rougheye",200,100
2015,"Table 16PUB.pdf","Eureka","Rockfish, Pacific ocean perch",208,89
2015,"Table 16PUB.pdf","Eureka","Rockfish, shortraker",176,88
2015,"Table 16PUB.pdf","Eureka","Rockfish, blackgill",37,54
2015,"Table 16PUB.pdf","Eureka","Rockfish, cowcod",75,36
2015,"Table 16PUB.pdf","Eureka","Rockfish, copper",12,24
2015,"Table 16PUB.pdf","Eureka","Shark, leopard",24,24
2015,"Table 16PUB.pdf","Eureka","Ray, bat",15,15
2015,"Table 16PUB.pdf","Eureka","Shark, brown smoothhound",11,11
2015,"Table 16PUB.pdf","Eureka","Rockfish, brown",8,9
2015,"Table 16PUB.pdf","Eureka","Trawled fish, unspecified",8076,8
2015,"Table 16PUB.pdf","Eureka","Sole, rock",9,6
2015,"Table 16PUB.pdf","Eureka","Shark, spiny dogfish",333,0
2015,"Table 16PUB.pdf","Eureka","Skate, California",4,0
2015,"Table 16PUB.pdf","Eureka","Whiting, Pacific",1257,0
2015,"Table 16PUB.pdf","Eureka","Ratfish, spotted",33,0
2015,"Table 16PUB.pdf","Eureka","Port Totals:",7775131,6900412
2015,"Table 16PUB.pdf","Shelter Cove","Crab, Dungeness",62081,312337
2015,"Table 16PUB.pdf","Shelter Cove","Salmon, Chinook",14845,85604
2015,"Table 16PUB.pdf","Shelter Cove","Lingcod",6018,20044
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, black",3737,9275
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, yellowtail",1964,4919
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, blue",1365,3354
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, vermilion",463,1744
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, copper",289,1050
2015,"Table 16PUB.pdf","Shelter Cove","Seaperch, striped",323,808
2015,"Table 16PUB.pdf","Shelter Cove","Surfperch, redtail",286,715
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, widow",176,440
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, olive",150,376
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, quillback",93,366
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, China",49,316
2015,"Table 16PUB.pdf","Shelter Cove","Cabezon",53,273
2015,"Table 16PUB.pdf","Shelter Cove","Jacksmelt",62,133
2015,"Table 16PUB.pdf","Shelter Cove","Greenling, kelp",24,98
2015,"Table 16PUB.pdf","Shelter Cove","Surfperch, walleye",19,48
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, group small",8,20
2015,"Table 16PUB.pdf","Shelter Cove","Sanddab",8,20
2015,"Table 16PUB.pdf","Shelter Cove","Sole, sand",6,18
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, gopher",4,16
2015,"Table 16PUB.pdf","Shelter Cove","Rockfish, unspecified",4,12
2015,"Table 16PUB.pdf","Shelter Cove","Surfperch, pile",4,10
2015,"Table 16PUB.pdf","Trinidad","Crab, Dungeness",74389,378339
2015,"Table 16PUB.pdf","Trinidad","Lingcod",2641,7349
2015,"Table 16PUB.pdf","Trinidad","Salmon, Chinook",44,305
2015,"Table 16PUB.pdf","All Other Ports","Hagfishes",599123,350927
2015,"Table 16PUB.pdf","All Other Ports","Crab, Dungeness",1569,7845
2015,"Table 17PUB.pdf","San Francisco","Swordfish",579340,2343364
2015,"Table 17PUB.pdf","San Francisco","Crab, Dungeness",409244,2328583
2015,"Table 17PUB.pdf","San Francisco","Salmon, Chinook",151149,1085038
2015,"Table 17PUB.pdf","San Francisco","Halibut, California",173568,978467
2015,"Table 17PUB.pdf","San Francisco","Squid, market",2972959,891531
2015,"Table 17PUB.pdf","San Francisco","Tuna, bigeye",131429,488983
2015,"Table 17PUB.pdf","San Francisco","Sablefish",59986,219019
2015,"Table 17PUB.pdf","San Francisco","Opah",189835,196848
2015,"Table 17PUB.pdf","San Francisco","Rockfish, brown",7554,51963
2015,"Table 17PUB.pdf","San Francisco","Shrimp, bay",6186,40844
2015,"Table 17PUB.pdf","San Francisco","Lingcod",11476,37106
2015,"Table 17PUB.pdf","San Francisco","Seabass, white",7720,34158
2015,"Table 17PUB.pdf","San Francisco","Tuna, yellowfin",9596,28941
2015,"Table 17PUB.pdf","San Francisco","Rockfish, gopher",2552,19015
2015,"Table 17PUB.pdf","San Francisco","Seaperch, striped",3337,16685
2015,"Table 17PUB.pdf","San Francisco","Dolphin (fish)",11983,16251
2015,"Table 17PUB.pdf","San Francisco","Crab, rock unspecified",2637,14095
2015,"Table 17PUB.pdf","San Francisco","Herring, Pacific - roe",91445,13717
2015,"Table 17PUB.pdf","San Francisco","Wahoo",7508,11032
2015,"Table 17PUB.pdf","San Francisco","Oilfish",9877,7934
2015,"Table 17PUB.pdf","San Francisco","Pomfret, Pacific",5509,7801
2015,"Table 17PUB.pdf","San Francisco","Greenling, kelp",1924,5992
2015,"Table 17PUB.pdf","San Francisco","Thornyheads",753,5325
2015,"Table 17PUB.pdf","San Francisco","Mackerel, Pacific",25905,4674
