"year","filename","port","species","landings","value"
2009,"landings09_table16pub.pdf","Crescent City","Flounder, starry",1,NA
2009,"landings09_table16pub.pdf","Crescent City","Crab, Dungeness",7359679,13861519
2009,"landings09_table16pub.pdf","Crescent City","Sablefish",468356,984394
2009,"landings09_table16pub.pdf","Crescent City","Shrimp, ocean (pink)",2433412,730024
2009,"landings09_table16pub.pdf","Crescent City","Sole, Dover",1310555,472291
2009,"landings09_table16pub.pdf","Crescent City","Shrimp, coonstriped",100444,401233
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, black",176729,339174
2009,"landings09_table16pub.pdf","Crescent City","Tuna, albacore",220473,205984
2009,"landings09_table16pub.pdf","Crescent City","Whiting, Pacific",3271606,163483
2009,"landings09_table16pub.pdf","Crescent City","Thornyhead, shortspine",113989,97795
2009,"landings09_table16pub.pdf","Crescent City","Thornyhead, longspine",195494,97705
2009,"landings09_table16pub.pdf","Crescent City","Sole, petrale",101806,84883
2009,"landings09_table16pub.pdf","Crescent City","Lingcod",17233,28280
2009,"landings09_table16pub.pdf","Crescent City","Sole, rex",76372,26643
2009,"landings09_table16pub.pdf","Crescent City","Cabezon",3898,14148
2009,"landings09_table16pub.pdf","Crescent City","Sanddab",26514,12993
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, China",1432,10609
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, blue",6637,10544
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, quillback",1686,6637
2009,"landings09_table16pub.pdf","Crescent City","Smelt, night",17832,6272
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, vermilion",2924,5854
2009,"landings09_table16pub.pdf","Crescent City","Surfperch, redtail",2603,4142
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, darkblotched",7828,3954
2009,"landings09_table16pub.pdf","Crescent City","Sole, English",10840,3469
2009,"landings09_table16pub.pdf","Crescent City","Greenling, kelp",671,3236
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, copper",748,2745
2009,"landings09_table16pub.pdf","Crescent City","Skate, unspecified",15664,2682
2009,"landings09_table16pub.pdf","Crescent City","Skate, longnose",17369,2605
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, grass",289,2029
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, widow",4608,1857
2009,"landings09_table16pub.pdf","Crescent City","Thornyheads",2099,1832
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, group slope",3652,1787
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, chilipepper",5219,1566
2009,"landings09_table16pub.pdf","Crescent City","Smelt, surf",4234,1482
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, brown",333,1147
2009,"landings09_table16pub.pdf","Crescent City","Flounder, arrowtooth",9235,924
2009,"landings09_table16pub.pdf","Crescent City","Grenadier",7805,781
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, splitnose",1931,671
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, yellowtail",506,645
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, redbanded",320,268
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, gopher",43,225
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, group shelf",40,199
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, black-and-yellow",23,149
2009,"landings09_table16pub.pdf","Crescent City","Fish, unspecified",31,94
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, flag",63,63
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, aurora",95,48
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, shortbelly",101,32
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, bocaccio",26,13
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, canary",34,10
2009,"landings09_table16pub.pdf","Crescent City","Rockfish, Pacific ocean perch",4,0
2009,"landings09_table16pub.pdf","Crescent City","Jellyfish",13,0
2009,"landings09_table16pub.pdf","Crescent City","Lamprey, Pacific",12,0
2009,"landings09_table16pub.pdf","Crescent City","Mollusk, unspecified",255,0
2009,"landings09_table16pub.pdf","Crescent City","Halibut, Pacific",12,0
2009,"landings09_table16pub.pdf","Crescent City","Shark, spiny dogfish",203,0
2009,"landings09_table16pub.pdf","Crescent City","Salmon, Chinook",1241,0
2009,"landings09_table16pub.pdf","Crescent City","Port Totals:",16005220,17599112
2009,"landings09_table16pub.pdf","Eureka","Crab, Dungeness",3913008,7290867
2009,"landings09_table16pub.pdf","Eureka","Sablefish",1024732,2002081
2009,"landings09_table16pub.pdf","Eureka","Sole, Dover",3468852,1276002
2009,"landings09_table16pub.pdf","Eureka","Tuna, albacore",240403,305311
2009,"landings09_table16pub.pdf","Eureka","Sole, petrale",339322,291643
2009,"landings09_table16pub.pdf","Eureka","Thornyhead, shortspine",269683,219523
2009,"landings09_table16pub.pdf","Eureka","Thornyhead, longspine",508249,181914
2009,"landings09_table16pub.pdf","Eureka","Shrimp, ocean (pink)",175724,52716
2009,"landings09_table16pub.pdf","Eureka","Smelt, night",124383,43557
2009,"landings09_table16pub.pdf","Eureka","Smelt, surf",103007,36045
2009,"landings09_table16pub.pdf","Eureka","Whiting, Pacific",678708,33571
2009,"landings09_table16pub.pdf","Eureka","Sole, rex",91872,30967
2009,"landings09_table16pub.pdf","Eureka","Sole, English",68705,22079
2009,"landings09_table16pub.pdf","Eureka","Skate, longnose",131006,18970
2009,"landings09_table16pub.pdf","Eureka","Rockfish, darkblotched",27178,13329
2009,"landings09_table16pub.pdf","Eureka","Skate, unspecified",72840,13204
2009,"landings09_table16pub.pdf","Eureka","Sanddab",29730,11892
2009,"landings09_table16pub.pdf","Eureka","Surfperch, redtail",9441,9441
2009,"landings09_table16pub.pdf","Eureka","Flounder, arrowtooth",89872,9001
2009,"landings09_table16pub.pdf","Eureka","Lingcod",13445,8283
2009,"landings09_table16pub.pdf","Eureka","Rockfish, group slope",14228,6804
2009,"landings09_table16pub.pdf","Eureka","Grenadier",39676,3950
2009,"landings09_table16pub.pdf","Eureka","Rockfish, chilipepper",2732,1263
2009,"landings09_table16pub.pdf","Eureka","Sanddab, Pacific",2996,1198
2009,"landings09_table16pub.pdf","Eureka","Rockfish, splitnose",3102,1031
2009,"landings09_table16pub.pdf","Eureka","Rockfish, Pacific ocean perch",1704,768
2009,"landings09_table16pub.pdf","Eureka","Rockfish, widow",1315,597
2009,"landings09_table16pub.pdf","Eureka","Tuna, skipjack",350,525
2009,"landings09_table16pub.pdf","Eureka","Rockfish, yellowtail",789,395
2009,"landings09_table16pub.pdf","Eureka","Rockfish, bocaccio",604,293
2009,"landings09_table16pub.pdf","Eureka","Rockfish, group shelf",500,250
2009,"landings09_table16pub.pdf","Eureka","Crab, box",313,235
2009,"landings09_table16pub.pdf","Eureka","Flounder, starry",767,221
2009,"landings09_table16pub.pdf","Eureka","Halibut, Pacific",52,195
2009,"landings09_table16pub.pdf","Eureka","Halibut, California",162,162
2009,"landings09_table16pub.pdf","Eureka","Rockfish, canary",195,98
2009,"landings09_table16pub.pdf","Eureka","Rockfish, redbanded",66,85
2009,"landings09_table16pub.pdf","Eureka","Rockfish, blackgill",129,65
2009,"landings09_table16pub.pdf","Eureka","Rockfish, black",150,62
2009,"landings09_table16pub.pdf","Eureka","Sole, sand",83,54
2009,"landings09_table16pub.pdf","Eureka","Rockfish, bank",24,12
2009,"landings09_table16pub.pdf","Eureka","Skate, big",68,10
2009,"landings09_table16pub.pdf","Eureka","Rockfish, yelloweye",6,3
2009,"landings09_table16pub.pdf","Eureka","Rockfish, stripetail",4,1
2009,"landings09_table16pub.pdf","Eureka","Jellyfish",36,0
2009,"landings09_table16pub.pdf","Eureka","Salmon, Chinook",66,0
2009,"landings09_table16pub.pdf","Eureka","Hagfishes",2,0
2009,"landings09_table16pub.pdf","Eureka","Mollusk, unspecified",15,0
2009,"landings09_table16pub.pdf","Eureka","Shark, spiny dogfish",33,0
2009,"landings09_table16pub.pdf","Eureka","Port Totals:",11450328,11888669
2009,"landings09_table16pub.pdf","Trinidad","Crab, Dungeness",1194539,2303253
2009,"landings09_table16pub.pdf","Trinidad","Sablefish",28084,55999
2009,"landings09_table16pub.pdf","Trinidad","Rockfish, black",21173,32733
2009,"landings09_table16pub.pdf","Trinidad","Lingcod",3614,5581
2009,"landings09_table16pub.pdf","Trinidad","Rockfish, group slope",563,567
2009,"landings09_table16pub.pdf","Trinidad","Rockfish, vermilion",402,561
2009,"landings09_table16pub.pdf","Trinidad","Shrimp, coonstriped",372,372
