"year","filename","port","species","landings","value"
2007,"landings07_table16pub.pdf","Crescent City","Crab, Dungeness",4351002,10095993
2007,"landings07_table16pub.pdf","Crescent City","Sablefish",301078,433162
2007,"landings07_table16pub.pdf","Crescent City","Sole, Dover",863952,339235
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, black",154845,320848
2007,"landings07_table16pub.pdf","Crescent City","Tuna, albacore",257221,210855
2007,"landings07_table16pub.pdf","Crescent City","Salmon, Chinook",34383,187188
2007,"landings07_table16pub.pdf","Crescent City","Sole, petrale",132879,134908
2007,"landings07_table16pub.pdf","Crescent City","Whiting, Pacific",1774367,110171
2007,"landings07_table16pub.pdf","Crescent City","Shrimp, ocean (pink)",222975,105156
2007,"landings07_table16pub.pdf","Crescent City","Shrimp, coonstriped",22142,92706
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, quillback",11889,60927
2007,"landings07_table16pub.pdf","Crescent City","Lingcod",32562,56650
2007,"landings07_table16pub.pdf","Crescent City","Thornyhead, longspine",53889,36069
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, China",4317,32757
2007,"landings07_table16pub.pdf","Crescent City","Thornyhead, shortspine",31328,29957
2007,"landings07_table16pub.pdf","Crescent City","Sanddab",55930,28219
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, blue",22205,28021
2007,"landings07_table16pub.pdf","Crescent City","Cabezon",6450,23184
2007,"landings07_table16pub.pdf","Crescent City","Sole, rex",59819,20696
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, vermilion",9355,20274
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, copper",5722,19958
2007,"landings07_table16pub.pdf","Crescent City","Sole, English",44093,14708
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, grass",1038,6604
2007,"landings07_table16pub.pdf","Crescent City","Thornyheads",8873,6461
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, group shelf",919,4870
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, darkblotched",9648,4595
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, group slope",9329,4464
2007,"landings07_table16pub.pdf","Crescent City","Greenling, kelp",602,3245
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, brown",794,2764
2007,"landings07_table16pub.pdf","Crescent City","Hagfishes",6598,2639
2007,"landings07_table16pub.pdf","Crescent City","Smelt, night",5631,2027
2007,"landings07_table16pub.pdf","Crescent City","Smelt, surf",5016,1756
2007,"landings07_table16pub.pdf","Crescent City","Skate, unspecified",7730,1517
2007,"landings07_table16pub.pdf","Crescent City","Flounder, arrowtooth",9258,973
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, yellowtail",635,732
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, aurora",589,557
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, gopher",60,347
2007,"landings07_table16pub.pdf","Crescent City","Fish, unspecified",130,305
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, black-and-yellow",44,257
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, olive",166,237
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, widow",639,180
2007,"landings07_table16pub.pdf","Crescent City","Surfperch, redtail",40,64
2007,"landings07_table16pub.pdf","Crescent City","Flounder, starry",35,44
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, redbanded",34,17
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, squarespot",16,11
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, greenspotted",4,6
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, bocaccio",3,4
2007,"landings07_table16pub.pdf","Crescent City","Turbot, curlfin",5,2
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, rosy",42,0
2007,"landings07_table16pub.pdf","Crescent City","Mollusk, unspecified",11,0
2007,"landings07_table16pub.pdf","Crescent City","Shad, American",4,0
2007,"landings07_table16pub.pdf","Crescent City","Halibut, Pacific",78,0
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, chilipepper",4249,0
2007,"landings07_table16pub.pdf","Crescent City","Rockfish, splitnose",14,0
2007,"landings07_table16pub.pdf","Crescent City","Sea urchin, red",2,0
2007,"landings07_table16pub.pdf","Crescent City","Port Totals:",8524636,12446315
2007,"landings07_table16pub.pdf","Eureka","Crab, Dungeness",2489435,5651258
2007,"landings07_table16pub.pdf","Eureka","Sablefish",1008004,1501953
2007,"landings07_table16pub.pdf","Eureka","Sole, Dover",3332142,1295250
2007,"landings07_table16pub.pdf","Eureka","Tuna, albacore",752835,675008
2007,"landings07_table16pub.pdf","Eureka","Sole, petrale",598832,579189
2007,"landings07_table16pub.pdf","Eureka","Salmon, Chinook",80849,450339
2007,"landings07_table16pub.pdf","Eureka","Hagfishes",651806,322925
2007,"landings07_table16pub.pdf","Eureka","Thornyhead, longspine",575937,272899
2007,"landings07_table16pub.pdf","Eureka","Whiting, Pacific",4766192,271895
2007,"landings07_table16pub.pdf","Eureka","Thornyhead, shortspine",207286,198578
2007,"landings07_table16pub.pdf","Eureka","Shrimp, ocean (pink)",413946,196539
2007,"landings07_table16pub.pdf","Eureka","Sole, rex",226744,75862
2007,"landings07_table16pub.pdf","Eureka","Sole, English",205676,65854
2007,"landings07_table16pub.pdf","Eureka","Smelt, night",163840,57368
2007,"landings07_table16pub.pdf","Eureka","Smelt, surf",111256,38940
2007,"landings07_table16pub.pdf","Eureka","Skate, unspecified",184452,37742
2007,"landings07_table16pub.pdf","Eureka","Sanddab",42637,17055
2007,"landings07_table16pub.pdf","Eureka","Lingcod",24151,14947
2007,"landings07_table16pub.pdf","Eureka","Rockfish, group slope",31272,14422
2007,"landings07_table16pub.pdf","Eureka","Rockfish, darkblotched",27480,13299
2007,"landings07_table16pub.pdf","Eureka","Flounder, arrowtooth",115950,11898
