"year","filename","port","species","landings","value"
2000,"landings00_table16pub.pdf","Crescent City","Surfperch, rainbow",13,NA
2000,"landings00_table16pub.pdf","Crescent City","Crab, Dungeness",3349197,6500670
2000,"landings00_table16pub.pdf","Crescent City","Sablefish",595897,749332
2000,"landings00_table16pub.pdf","Crescent City","Shrimp, ocean (pink)",1680626,623658
2000,"landings00_table16pub.pdf","Crescent City","Whiting, Pacific",6912891,427899
2000,"landings00_table16pub.pdf","Crescent City","Shrimp, coonstriped",86369,353627
2000,"landings00_table16pub.pdf","Crescent City","Sole, Dover",963592,353127
2000,"landings00_table16pub.pdf","Crescent City","Thornyhead, longspine",254611,253245
2000,"landings00_table16pub.pdf","Crescent City","Swordfish",51544,155955
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, widow",279809,127686
2000,"landings00_table16pub.pdf","Crescent City","Sole, petrale",141691,126320
2000,"landings00_table16pub.pdf","Crescent City","Thornyhead, shortspine",75397,92783
2000,"landings00_table16pub.pdf","Crescent City","Tuna, albacore",98334,91094
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, black",78815,91032
2000,"landings00_table16pub.pdf","Crescent City","Skate, unspecified",290299,56596
2000,"landings00_table16pub.pdf","Crescent City","Lingcod",33289,48614
2000,"landings00_table16pub.pdf","Crescent City","Greenling, kelp",11700,46853
2000,"landings00_table16pub.pdf","Crescent City","Sole, English",106237,38271
2000,"landings00_table16pub.pdf","Crescent City","Smelt, night",119207,35720
2000,"landings00_table16pub.pdf","Crescent City","Cabezon",10295,35654
2000,"landings00_table16pub.pdf","Crescent City","Sole, rex",80380,35071
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, group slope",66674,24686
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, China",4715,22015
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, chilipepper",56372,21063
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, quillback",5138,20423
2000,"landings00_table16pub.pdf","Crescent City","Sanddab",54074,17655
2000,"landings00_table16pub.pdf","Crescent City","Tuna, bluefin",6003,16302
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, vermilion",4846,11785
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, copper",3483,10459
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, canary",12106,9728
2000,"landings00_table16pub.pdf","Crescent City","Surfperch, redtail",8137,9489
2000,"landings00_table16pub.pdf","Crescent City","Thornyheads",7596,8144
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, blue",6923,7633
2000,"landings00_table16pub.pdf","Crescent City","Tuna, yellowfin",1904,7389
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, yelloweye",2475,7306
2000,"landings00_table16pub.pdf","Crescent City","Salmon, Chinook",2676,6219
2000,"landings00_table16pub.pdf","Crescent City","Flounder, arrowtooth",42020,5350
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, grass",843,4930
2000,"landings00_table16pub.pdf","Crescent City","Shark, thresher",3644,4611
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, splitnose",17584,4561
2000,"landings00_table16pub.pdf","Crescent City","Grenadier",26531,3980
2000,"landings00_table16pub.pdf","Crescent City","Herring, Pacific - roe",7241,3621
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, yellowtail",5220,3395
2000,"landings00_table16pub.pdf","Crescent City","Sole, sand",3486,3117
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, group shelf",6042,2743
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, group small",5166,2685
2000,"landings00_table16pub.pdf","Crescent City","Smelt, surf",8433,2446
2000,"landings00_table16pub.pdf","Crescent City","Herring, Pacific - roe on kelp",889,2311
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, unspecified",1879,1729
2000,"landings00_table16pub.pdf","Crescent City","Flounder, starry",2419,1089
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, brown",275,888
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, Pacific ocean perch",2042,671
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, darkblotched",1571,610
2000,"landings00_table16pub.pdf","Crescent City","Turbot",1131,505
2000,"landings00_table16pub.pdf","Crescent City","Shark, bigeye thresher",733,440
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, black-and-yellow",79,426
2000,"landings00_table16pub.pdf","Crescent City","Shark, soupfin",395,395
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, group nearshore",711,387
2000,"landings00_table16pub.pdf","Crescent City","Shark, shortfin mako",233,338
2000,"landings00_table16pub.pdf","Crescent City","Louvar",77,270
2000,"landings00_table16pub.pdf","Crescent City","Halibut, California",133,266
2000,"landings00_table16pub.pdf","Crescent City","Shark, blue",82,163
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, bocaccio",351,160
2000,"landings00_table16pub.pdf","Crescent City","Surfperch, unspecified",87,158
2000,"landings00_table16pub.pdf","Crescent City","Octopus, unspecified",280,140
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, gopher",34,98
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, blackgill",138,62
2000,"landings00_table16pub.pdf","Crescent City","Opah",160,44
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, rosethorn",8,24
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, redbanded",7,23
2000,"landings00_table16pub.pdf","Crescent City","Snail, sea",42,21
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, bank",51,20
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, cowcod",32,14
2000,"landings00_table16pub.pdf","Crescent City","Triggerfish",3,11
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, aurora",31,9
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, greenspotted",6,8
2000,"landings00_table16pub.pdf","Crescent City","Sanddab, Pacific",20,7
2000,"landings00_table16pub.pdf","Crescent City","Cod, Pacific",9,6
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, group gopher",2,5
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, greenstriped",8,3
2000,"landings00_table16pub.pdf","Crescent City","Sole, unspecified",2,1
2000,"landings00_table16pub.pdf","Crescent City","Mackerel, jack",297,0
2000,"landings00_table16pub.pdf","Crescent City","Mackerel, Pacific",608,0
2000,"landings00_table16pub.pdf","Crescent City","Shark, unspecified",121,0
2000,"landings00_table16pub.pdf","Crescent City","Fish, unspecified",1318,0
2000,"landings00_table16pub.pdf","Crescent City","Squid, market",916,0
2000,"landings00_table16pub.pdf","Crescent City","Squid, jumbo",342,0
2000,"landings00_table16pub.pdf","Crescent City","Halibut, Pacific",164,0
2000,"landings00_table16pub.pdf","Crescent City","Rockfish, shortbelly",4886,0
2000,"landings00_table16pub.pdf","Crescent City","Shark, spiny dogfish",1107,0
2000,"landings00_table16pub.pdf","Crescent City","Port Totals:",15613199,10496244
2000,"landings00_table16pub.pdf","Eureka","Shad, American",1,NA
2000,"landings00_table16pub.pdf","Eureka","Crab, Dungeness",862810,1794656
2000,"landings00_table16pub.pdf","Eureka","Sablefish",724534,901531
2000,"landings00_table16pub.pdf","Eureka","Sole, petrale",617642,602491
2000,"landings00_table16pub.pdf","Eureka","Tuna, albacore",571713,512764
2000,"landings00_table16pub.pdf","Eureka","Sole, Dover",1331925,482284
2000,"landings00_table16pub.pdf","Eureka","Thornyhead, longspine",288646,293750
2000,"landings00_table16pub.pdf","Eureka","Rockfish, widow",358184,159466
2000,"landings00_table16pub.pdf","Eureka","Shrimp, ocean (pink)",399236,133705
2000,"landings00_table16pub.pdf","Eureka","Smelt, night",455820,125347
2000,"landings00_table16pub.pdf","Eureka","Thornyhead, shortspine",97626,124874
