"year","filename","port","species","landings","value"
2008,"landings08_table16pub.pdf","Eureka","Crab, Dungeness",1622197,3664993
2008,"landings08_table16pub.pdf","Eureka","Sablefish",1067563,1923074
2008,"landings08_table16pub.pdf","Eureka","Sole, Dover",3326678,1283139
2008,"landings08_table16pub.pdf","Eureka","Sole, petrale",746347,731118
2008,"landings08_table16pub.pdf","Eureka","Shrimp, ocean (pink)",686840,361834
2008,"landings08_table16pub.pdf","Eureka","Whiting, Pacific",3548545,351206
2008,"landings08_table16pub.pdf","Eureka","Thornyhead, longspine",658336,281673
2008,"landings08_table16pub.pdf","Eureka","Thornyhead, shortspine",227453,183143
2008,"landings08_table16pub.pdf","Eureka","Smelt, night",305539,107120
2008,"landings08_table16pub.pdf","Eureka","Tuna, albacore",79449,103040
2008,"landings08_table16pub.pdf","Eureka","Skate, unspecified",261694,65068
2008,"landings08_table16pub.pdf","Eureka","Sole, rex",159364,53559
2008,"landings08_table16pub.pdf","Eureka","Sole, English",145196,46477
2008,"landings08_table16pub.pdf","Eureka","Hagfishes",61187,40485
2008,"landings08_table16pub.pdf","Eureka","Sanddab",72377,28951
2008,"landings08_table16pub.pdf","Eureka","Smelt, surf",78835,28120
2008,"landings08_table16pub.pdf","Eureka","Lingcod",25029,15166
2008,"landings08_table16pub.pdf","Eureka","Surfperch, redtail",12931,12819
2008,"landings08_table16pub.pdf","Eureka","Rockfish, darkblotched",25526,12279
2008,"landings08_table16pub.pdf","Eureka","Rockfish, group slope",23951,12235
2008,"landings08_table16pub.pdf","Eureka","Rockfish, widow",20087,9234
2008,"landings08_table16pub.pdf","Eureka","Flounder, arrowtooth",82729,8349
2008,"landings08_table16pub.pdf","Eureka","Rockfish, chilipepper",5740,2486
2008,"landings08_table16pub.pdf","Eureka","Rockfish, redbanded",452,1686
2008,"landings08_table16pub.pdf","Eureka","Grenadier",14329,1433
2008,"landings08_table16pub.pdf","Eureka","Halibut, California",1422,1418
2008,"landings08_table16pub.pdf","Eureka","Rockfish, yellowtail",1946,973
2008,"landings08_table16pub.pdf","Eureka","Rockfish, splitnose",2659,851
2008,"landings08_table16pub.pdf","Eureka","Flounder, starry",2386,408
2008,"landings08_table16pub.pdf","Eureka","Rockfish, brown",80,400
2008,"landings08_table16pub.pdf","Eureka","Rockfish, black",127,254
2008,"landings08_table16pub.pdf","Eureka","Rockfish, quillback",62,238
2008,"landings08_table16pub.pdf","Eureka","Cabezon",69,173
2008,"landings08_table16pub.pdf","Eureka","Squid, jumbo",80,160
2008,"landings08_table16pub.pdf","Eureka","Rockfish, copper",46,152
2008,"landings08_table16pub.pdf","Eureka","Rockfish, bank",268,134
2008,"landings08_table16pub.pdf","Eureka","Surfperch, unspecified",27,106
2008,"landings08_table16pub.pdf","Eureka","Rockfish, bocaccio",159,80
2008,"landings08_table16pub.pdf","Eureka","Smelts, true",117,44
2008,"landings08_table16pub.pdf","Eureka","Surfperch, pile",11,44
2008,"landings08_table16pub.pdf","Eureka","Rockfish, Pacific ocean perch",81,37
2008,"landings08_table16pub.pdf","Eureka","Rockfish, group small",96,31
2008,"landings08_table16pub.pdf","Eureka","Cod, Pacific",45,23
2008,"landings08_table16pub.pdf","Eureka","Sole, sand",22,14
2008,"landings08_table16pub.pdf","Eureka","Rockfish, canary",13,7
2008,"landings08_table16pub.pdf","Eureka","Rockfish, yelloweye",4,2
2008,"landings08_table16pub.pdf","Eureka","Sole, rock",5,2
2008,"landings08_table16pub.pdf","Eureka","Rockfish, greenspotted",5,2
2008,"landings08_table16pub.pdf","Eureka","Rockfish, vermilion",1,1
2008,"landings08_table16pub.pdf","Eureka","Rockfish, group shelf",1,1
2008,"landings08_table16pub.pdf","Eureka","Mackerel, jack",192,0
2008,"landings08_table16pub.pdf","Eureka","Shad, American",9,0
2008,"landings08_table16pub.pdf","Eureka","Shark, spiny dogfish",142,0
2008,"landings08_table16pub.pdf","Eureka","Mollusk, unspecified",4673,0
2008,"landings08_table16pub.pdf","Eureka","Salmon, Chinook",575,0
2008,"landings08_table16pub.pdf","Eureka","Port Totals:",13273696,9334237
2008,"landings08_table16pub.pdf","Crescent City","Crab, Dungeness",2466733,5464853
2008,"landings08_table16pub.pdf","Crescent City","Shrimp, ocean (pink)",1397564,732873
2008,"landings08_table16pub.pdf","Crescent City","Whiting, Pacific",7350777,726853
2008,"landings08_table16pub.pdf","Crescent City","Sablefish",300244,491360
2008,"landings08_table16pub.pdf","Crescent City","Rockfish, black",196089,399199
2008,"landings08_table16pub.pdf","Crescent City","Sole, Dover",1020866,397885
2008,"landings08_table16pub.pdf","Crescent City","Shrimp, coonstriped",85112,361618
2008,"landings08_table16pub.pdf","Crescent City","Tuna, albacore",152342,149253
2008,"landings08_table16pub.pdf","Crescent City","Thornyhead, longspine",193549,127818
2008,"landings08_table16pub.pdf","Crescent City","Sole, petrale",80047,76409
2008,"landings08_table16pub.pdf","Crescent City","Rockfish, quillback",11762,59787
