"year","filename","port","species","landings","value"
2004,"landings04_table16pub.pdf","Crescent City","Crab, Dungeness",10963678,17252005
2004,"landings04_table16pub.pdf","Crescent City","Salmon, Chinook",293675,891279
2004,"landings04_table16pub.pdf","Crescent City","Tuna, albacore",386892,293926
2004,"landings04_table16pub.pdf","Crescent City","Crab, tanner",252754,271245
2004,"landings04_table16pub.pdf","Crescent City","Sablefish",212698,233963
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, black",119087,205414
2004,"landings04_table16pub.pdf","Crescent City","Shrimp, coonstriped",45979,177443
2004,"landings04_table16pub.pdf","Crescent City","Sole, Dover",377623,143508
2004,"landings04_table16pub.pdf","Crescent City","Whiting, Pacific",3422157,136886
2004,"landings04_table16pub.pdf","Crescent City","Sanddab",201083,66516
2004,"landings04_table16pub.pdf","Crescent City","Shrimp, ocean (pink)",153063,60672
2004,"landings04_table16pub.pdf","Crescent City","Sole, petrale",55775,45712
2004,"landings04_table16pub.pdf","Crescent City","Sole, English",94116,33882
2004,"landings04_table16pub.pdf","Crescent City","Sole, rex",81961,32972
2004,"landings04_table16pub.pdf","Crescent City","Lingcod",21279,31543
2004,"landings04_table16pub.pdf","Crescent City","Cabezon",5253,19194
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, quillback",2873,12334
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, blue",6416,8954
2004,"landings04_table16pub.pdf","Crescent City","Thornyhead, longspine",14317,8653
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, copper",2305,7613
2004,"landings04_table16pub.pdf","Crescent City","Skate, unspecified",44441,6732
2004,"landings04_table16pub.pdf","Crescent City","Flounder, arrowtooth",62617,6436
2004,"landings04_table16pub.pdf","Crescent City","Thornyhead, shortspine",8020,5961
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, group slope",12836,5717
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, China",771,4820
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, widow",7667,3864
2004,"landings04_table16pub.pdf","Crescent City","Smelt, night",11846,3755
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, vermilion",1726,3043
2004,"landings04_table16pub.pdf","Crescent City","Rockfish, grass",418,2676
2004,"landings04_table16pub.pdf","Crescent City","Swordfish",758,2274
