"year","filename","port","species","landings","value"
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Crab, Dungeness",5623572,19199222
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Shrimp, ocean (pink)",1958660,1312664
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Shrimp, coonstriped",99319,598035
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Salmon, Chinook",38736,226545
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Sablefish",105847,208419
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, black",97222,193235
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Squid, market",279427,139714
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Tuna, albacore",187957,115247
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Lingcod",19207,48530
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Cabezon",4058,17639
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, quillback",3333,14802
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, copper",2866,12149
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, blue",6579,9154
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Crab, rock unspecified",2084,8857
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, vermilion",2683,6629
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, grass",598,3926
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, canary",2195,3399
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, China",374,2425
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Greenling, kelp",505,2390
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Halibut, Pacific",383,2060
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Smelt, night",2228,1337
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, yellowtail",837,1151
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, redbanded",678,935
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Skate, longnose",2134,534
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, brown",126,512
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Surfperch, redtail",294,419
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, unspecified",60,367
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, widow",280,359
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, blackgill",269,314
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, group slope",103,206
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, olive",44,92
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, group shelf",13,91
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, group bolina",27,82
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, darkblotched",37,56
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Greenling, rock",7,30
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, bocaccio",10,18
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, rosethorn",3,7
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, black-and-yellow",5,3
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, rosy",2,3
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Rockfish, gopher",2,1
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Fish, unspecified",10,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Mackerel, Pacific",25,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Octopus, unspecified",70,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Thornyhead, shortspine",2,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Sole, Dover",10,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Sole, rock",10,0
2019,"Table16PUB_2019_ADA.pdf","Crescent City","Crescent City Port Totals:",8442888,22131550
2019,"Table16PUB_2019_ADA.pdf","Eureka","Crab, Dungeness",2070472,6574733
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sole, Dover",2702742,1257374
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sablefish",668903,1052309
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sole, petrale",739965,945431
2019,"Table16PUB_2019_ADA.pdf","Eureka","Tuna, albacore",171477,325151
2019,"Table16PUB_2019_ADA.pdf","Eureka","Lingcod",313638,321294
2019,"Table16PUB_2019_ADA.pdf","Eureka","Shrimp, ocean (pink)",473205,307330
2019,"Table16PUB_2019_ADA.pdf","Eureka","Smelt, night",315499,189257
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, canary",342951,172770
2019,"Table16PUB_2019_ADA.pdf","Eureka","Thornyhead, shortspine",214928,167049
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, chilipepper",313867,132387
2019,"Table16PUB_2019_ADA.pdf","Eureka","Hagfish, Pacific",203988,127479
2019,"Table16PUB_2019_ADA.pdf","Eureka","Thornyhead, longspine",259987,122496
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, widow",322329,113139
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, group shelf",159992,71966
2019,"Table16PUB_2019_ADA.pdf","Eureka","Salmon, Chinook",11725,65965
2019,"Table16PUB_2019_ADA.pdf","Eureka","Halibut, Pacific",9556,63596
2019,"Table16PUB_2019_ADA.pdf","Eureka","Skate, longnose",229701,55020
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sole, rex",109285,43309
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, bocaccio",61310,29470
2019,"Table16PUB_2019_ADA.pdf","Eureka","Halibut, California",3252,20598
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sole, English",75901,18686
2019,"Table16PUB_2019_ADA.pdf","Eureka","Squid, market",37054,18527
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, darkblotched",31787,15167
2019,"Table16PUB_2019_ADA.pdf","Eureka","Skate, big",57948,15131
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, black",7626,14567
2019,"Table16PUB_2019_ADA.pdf","Eureka","Sanddab, Pacific",23447,14061
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, yellowtail",20662,13166
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, group slope",35973,12114
2019,"Table16PUB_2019_ADA.pdf","Eureka","Anchovy, northern",13569,8925
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, blue",3922,7249
2019,"Table16PUB_2019_ADA.pdf","Eureka","Surfperch, redtail",4305,4305
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, copper",1667,3236
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, quillback",1399,3087
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, redbanded",2016,2770
2019,"Table16PUB_2019_ADA.pdf","Eureka","Flounder, arrowtooth",26059,2694
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, vermilion",1337,2590
2019,"Table16PUB_2019_ADA.pdf","Eureka","Crab, red rock",638,1914
2019,"Table16PUB_2019_ADA.pdf","Eureka","Butterfish (Pacific pompano)",542,1762
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, grass",213,1739
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, blackgill",1059,1199
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, rougheye",953,901
2019,"Table16PUB_2019_ADA.pdf","Eureka","Rockfish, group deepwater reds",209,413
