"year","filename","port","species","landings","value"
2014,"Table 16PUBa.pdf","Eureka","Crab, Dungeness",1544209,6060096
2014,"Table 16PUBa.pdf","Eureka","Squid, market",4794649,1558261
2014,"Table 16PUBa.pdf","Eureka","Sablefish",604962,1322570
2014,"Table 16PUBa.pdf","Eureka","Tuna, albacore",423637,1183488
2014,"Table 16PUBa.pdf","Eureka","Shrimp, ocean (pink)",2109683,1042585
2014,"Table 16PUBa.pdf","Eureka","Sole, Dover",2348163,1039037
2014,"Table 16PUBa.pdf","Eureka","Sole, petrale",573843,637821
2014,"Table 16PUBa.pdf","Eureka","Salmon, Chinook",108561,517917
2014,"Table 16PUBa.pdf","Eureka","Thornyhead, shortspine",277691,268172
2014,"Table 16PUBa.pdf","Eureka","Thornyhead, longspine",523410,257914
2014,"Table 16PUBa.pdf","Eureka","Smelt, night",298026,163914
2014,"Table 16PUBa.pdf","Eureka","Smelt, surf",220785,153394
2014,"Table 16PUBa.pdf","Eureka","Skate, longnose",165219,65343
2014,"Table 16PUBa.pdf","Eureka","Sanddab",75785,45429
2014,"Table 16PUBa.pdf","Eureka","Lingcod",53266,35067
2014,"Table 16PUBa.pdf","Eureka","Skate, big",77739,31096
2014,"Table 16PUBa.pdf","Eureka","Sole, rex",68392,27348
2014,"Table 16PUBa.pdf","Eureka","Sole, English",54572,17463
2014,"Table 16PUBa.pdf","Eureka","Flounder, arrowtooth",110105,11008
2014,"Table 16PUBa.pdf","Eureka","Rockfish, group slope",20274,9253
2014,"Table 16PUBa.pdf","Eureka","Surfperch, redtail",5715,5715
2014,"Table 16PUBa.pdf","Eureka","Sanddab, Pacific",7906,4736
2014,"Table 16PUBa.pdf","Eureka","Rockfish, black",2141,4282
2014,"Table 16PUBa.pdf","Eureka","Flounder, starry",8620,3080
2014,"Table 16PUBa.pdf","Eureka","Rockfish, group shelf",7371,2808
2014,"Table 16PUBa.pdf","Eureka","Rockfish, darkblotched",5324,2365
2014,"Table 16PUBa.pdf","Eureka","Grenadier",9170,972
2014,"Table 16PUBa.pdf","Eureka","Rockfish, canary",1504,968
2014,"Table 16PUBa.pdf","Eureka","Turbot, curlfin",2253,694
2014,"Table 16PUBa.pdf","Eureka","Shark, spiny dogfish",1677,617
2014,"Table 16PUBa.pdf","Eureka","Sole, sand",594,355
2014,"Table 16PUBa.pdf","Eureka","Rockfish, yellowtail",417,256
2014,"Table 16PUBa.pdf","Eureka","Rockfish, chilipepper",517,239
2014,"Table 16PUBa.pdf","Eureka","Rockfish, vermilion",46,92
2014,"Table 16PUBa.pdf","Eureka","Rockfish, Pacific ocean perch",155,69
2014,"Table 16PUBa.pdf","Eureka","Rockfish, widow",90,43
2014,"Table 16PUBa.pdf","Eureka","Yellowtail",12,36
2014,"Table 16PUBa.pdf","Eureka","Rockfish, blackgill",39,20
2014,"Table 16PUBa.pdf","Eureka","Rockfish, bocaccio",25,13
2014,"Table 16PUBa.pdf","Eureka","Cod, Pacific",8,4
2014,"Table 16PUBa.pdf","Eureka","Sole, butter",7,2
2014,"Table 16PUBa.pdf","Eureka","Rockfish, splitnose",4,1
2014,"Table 16PUBa.pdf","Eureka","Rockfish, copper",2,1
2014,"Table 16PUBa.pdf","Eureka","Trawled fish, unspecified",4798,0
2014,"Table 16PUBa.pdf","Eureka","Whiting, Pacific",14,0
2014,"Table 16PUBa.pdf","Eureka","Rockfish, group nearshore",14,0
2014,"Table 16PUBa.pdf","Eureka","Sole, unspecified",6,0
2014,"Table 16PUBa.pdf","Eureka","Rockfish, greenstriped",6,0
2014,"Table 16PUBa.pdf","Eureka","Port Totals:",14511406,14474545
2014,"Table 16PUBa.pdf","Crescent City","Crab, Dungeness",2241711,8751532
2014,"Table 16PUBa.pdf","Crescent City","Shrimp, ocean (pink)",6355860,3285061
2014,"Table 16PUBa.pdf","Crescent City","Shrimp, coonstriped",82291,336892
2014,"Table 16PUBa.pdf","Crescent City","Sablefish",90825,197171
2014,"Table 16PUBa.pdf","Crescent City","Rockfish, black",72833,143009
2014,"Table 16PUBa.pdf","Crescent City","Tuna, albacore",115717,136286
2014,"Table 16PUBa.pdf","Crescent City","Salmon, Chinook",26865,136088
2014,"Table 16PUBa.pdf","Crescent City","Sole, Dover",160214,72096
2014,"Table 16PUBa.pdf","Crescent City","Thornyhead, longspine",86580,36472
2014,"Table 16PUBa.pdf","Crescent City","Lingcod",11454,26293
