"year","filename","port","species","landings","value"
2010,"Table 16PUB.pdf","Crescent City","Crab, Dungeness",3862806,7743881
2010,"Table 16PUB.pdf","Crescent City","Shrimp, ocean (pink)",2997154,972059
2010,"Table 16PUB.pdf","Crescent City","Whiting, Pacific",5165657,403467
2010,"Table 16PUB.pdf","Crescent City","Sablefish",188602,379901
2010,"Table 16PUB.pdf","Crescent City","Shrimp, coonstriped",89049,325153
2010,"Table 16PUB.pdf","Crescent City","Tuna, albacore",297844,299137
2010,"Table 16PUB.pdf","Crescent City","Rockfish, black",106812,197620
2010,"Table 16PUB.pdf","Crescent City","Sole, Dover",293659,93132
2010,"Table 16PUB.pdf","Crescent City","Sole, petrale",25867,29358
2010,"Table 16PUB.pdf","Crescent City","Lingcod",12302,24860
2010,"Table 16PUB.pdf","Crescent City","Thornyhead, longspine",54514,21806
2010,"Table 16PUB.pdf","Crescent City","Thornyhead, shortspine",24547,19435
2010,"Table 16PUB.pdf","Crescent City","Cabezon",3841,14470
2010,"Table 16PUB.pdf","Crescent City","Rockfish, splitnose",31055,9900
2010,"Table 16PUB.pdf","Crescent City","Rockfish, quillback",1671,6921
2010,"Table 16PUB.pdf","Crescent City","Rockfish, blue",3821,5774
2010,"Table 16PUB.pdf","Crescent City","Rockfish, China",653,4794
2010,"Table 16PUB.pdf","Crescent City","Sole, rex",14139,4666
2010,"Table 16PUB.pdf","Crescent City","Rockfish, chilipepper",46010,3769
2010,"Table 16PUB.pdf","Crescent City","Rockfish, copper",882,3648
2010,"Table 16PUB.pdf","Crescent City","Rockfish, vermilion",1543,3313
2010,"Table 16PUB.pdf","Crescent City","Rockfish, widow",18142,3071
2010,"Table 16PUB.pdf","Crescent City","Smelt, night",7381,2626
2010,"Table 16PUB.pdf","Crescent City","Skate, longnose",17164,2554
2010,"Table 16PUB.pdf","Crescent City","Flounder, arrowtooth",21011,2101
2010,"Table 16PUB.pdf","Crescent City","Greenling, kelp",396,1790
2010,"Table 16PUB.pdf","Crescent City","Sanddab",3542,1417
2010,"Table 16PUB.pdf","Crescent City","Smelt, surf",3225,1349
2010,"Table 16PUB.pdf","Crescent City","Rockfish, darkblotched",2921,1210
2010,"Table 16PUB.pdf","Crescent City","Rockfish, group slope",1965,933
2010,"Table 16PUB.pdf","Crescent City","Grenadier",8557,856
2010,"Table 16PUB.pdf","Crescent City","Rockfish, brown",187,688
2010,"Table 16PUB.pdf","Crescent City","Rockfish, grass",59,413
2010,"Table 16PUB.pdf","Crescent City","Rockfish, yellowtail",269,323
2010,"Table 16PUB.pdf","Crescent City","Rockfish, black-and-yellow",51,241
2010,"Table 16PUB.pdf","Crescent City","Rockfish, redbanded",245,233
2010,"Table 16PUB.pdf","Crescent City","Surfperch, redtail",172,172
2010,"Table 16PUB.pdf","Crescent City","Skate, unspecified",693,160
2010,"Table 16PUB.pdf","Crescent City","Rockfish, group shelf",50,124
2010,"Table 16PUB.pdf","Crescent City","Flounder, starry",1097,115
2010,"Table 16PUB.pdf","Crescent City","Sole, English",307,98
2010,"Table 16PUB.pdf","Crescent City","Fish, unspecified",32,96
2010,"Table 16PUB.pdf","Crescent City","Rockfish, gopher",16,93
2010,"Table 16PUB.pdf","Crescent City","Rockfish, blackgill",143,72
2010,"Table 16PUB.pdf","Crescent City","Mollusk, unspecified",774,24
2010,"Table 16PUB.pdf","Crescent City","Sculpin, staghorn",5,15
2010,"Table 16PUB.pdf","Crescent City","Rockfish, bank",12,6
2010,"Table 16PUB.pdf","Crescent City","Rockfish, Pacific ocean perch",23,2
2010,"Table 16PUB.pdf","Crescent City","Rockfish, shortbelly",498,2
2010,"Table 16PUB.pdf","Crescent City","Rockfish, aurora",1,1
2010,"Table 16PUB.pdf","Crescent City","Shark, spiny dogfish",65,0
2010,"Table 16PUB.pdf","Crescent City","Sardine, Pacific",6,0
2010,"Table 16PUB.pdf","Crescent City","Rockfish, bocaccio",7,0
2010,"Table 16PUB.pdf","Crescent City","Salmon, Chinook",980,0
2010,"Table 16PUB.pdf","Crescent City","Rockfish, canary",68,0
2010,"Table 16PUB.pdf","Crescent City","Jellyfish",7,0
2010,"Table 16PUB.pdf","Crescent City","Salmon, coho",7,0
2010,"Table 16PUB.pdf","Crescent City","Port Totals:",13312504,10587847
2010,"Table 16PUB.pdf","Eureka","Crab, Dungeness",1906900,3989271
2010,"Table 16PUB.pdf","Eureka","Sablefish",1139825,2503341
2010,"Table 16PUB.pdf","Eureka","Sole, Dover",3195622,1026705
2010,"Table 16PUB.pdf","Eureka","Tuna, albacore",665172,731102
2010,"Table 16PUB.pdf","Eureka","Shrimp, ocean (pink)",843417,279560
2010,"Table 16PUB.pdf","Eureka","Thornyhead, longspine",564575,254471
2010,"Table 16PUB.pdf","Eureka","Thornyhead, shortspine",275962,249647
2010,"Table 16PUB.pdf","Eureka","Sole, petrale",121976,133407
2010,"Table 16PUB.pdf","Eureka","Smelt, night",132893,46662
2010,"Table 16PUB.pdf","Eureka","Smelt, surf",92290,37361
2010,"Table 16PUB.pdf","Eureka","Skate, longnose",185699,27723
2010,"Table 16PUB.pdf","Eureka","Sole, rex",68017,22355
2010,"Table 16PUB.pdf","Eureka","Salmon, Chinook",4595,19457
2010,"Table 16PUB.pdf","Eureka","Flounder, arrowtooth",128087,12663
2010,"Table 16PUB.pdf","Eureka","Rockfish, group slope",22000,10655
2010,"Table 16PUB.pdf","Eureka","Whiting, Pacific",185671,10528
2010,"Table 16PUB.pdf","Eureka","Surfperch, redtail",7105,7105
2010,"Table 16PUB.pdf","Eureka","Grenadier",64003,6379
2010,"Table 16PUB.pdf","Eureka","Rockfish, darkblotched",10016,4913
2010,"Table 16PUB.pdf","Eureka","Lingcod",5376,3491
2010,"Table 16PUB.pdf","Eureka","Sole, English",6850,2191
2010,"Table 16PUB.pdf","Eureka","Rockfish, widow",1829,884
2010,"Table 16PUB.pdf","Eureka","Halibut, Pacific",200,800
2010,"Table 16PUB.pdf","Eureka","Sanddab",1955,782
2010,"Table 16PUB.pdf","Eureka","Skate, unspecified",4595,576
2010,"Table 16PUB.pdf","Eureka","Rockfish, chilipepper",1390,455
2010,"Table 16PUB.pdf","Eureka","Rockfish, splitnose",816,403
2010,"Table 16PUB.pdf","Eureka","Rockfish, blackgill",133,66
2010,"Table 16PUB.pdf","Eureka","Flounder, starry",99,35
2010,"Table 16PUB.pdf","Eureka","Rockfish, redbanded",102,29
2010,"Table 16PUB.pdf","Eureka","Rockfish, bocaccio",35,18
2010,"Table 16PUB.pdf","Eureka","Rockfish, canary",24,12
2010,"Table 16PUB.pdf","Eureka","Rockfish, quillback",20,10
2010,"Table 16PUB.pdf","Eureka","Rockfish, Pacific ocean perch",22,9
2010,"Table 16PUB.pdf","Eureka","Rockfish, group shelf",241,8
2010,"Table 16PUB.pdf","Eureka","Rockfish, yellowtail",13,7
