"year","filename","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, black&yellow","landings","","","","","2","","","","2","","","","4"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","14","","","","14","","","","28"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, blue","landings","43","117","94","158","109","96","56","324","440","587","266","672","2,962"
"2016","BANDON-PORT_ORFORD.pdf","","value","48","155","124","239","139","143","71","423","557","807","350","900","3,956"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, brown","landings","","","","","","","","","","","1","","1"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","","","","3","","3"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, canary","landings","8","","","","","","","","","","","","8"
"2016","BANDON-PORT_ORFORD.pdf","","value","38","","","","","","","","","","","","38"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, china","landings","92","250","76","254","467","532","291","1,713","1,262","987","22","472","6,418"
"2016","BANDON-PORT_ORFORD.pdf","","value","502","1,631","491","1,610","2,877","3,060","1,817","10,152","7,954","5,935","141","2,756","38,926"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, copper","landings","11","26","36","58","202","249","210","298","244","172","40","165","1,711"
"2016","BANDON-PORT_ORFORD.pdf","","value","43","88","172","247","922","975","875","1,056","882","575","136","597","6,568"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, darkblotched","landings","7","4","97","679","129","397","67","151","91","278","1,280","123","3,303"
"2016","BANDON-PORT_ORFORD.pdf","","value","9","5","140","913","170","517","87","206","118","364","1,683","165","4,377"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, Gopher","landings","","","2","","18","","1","7","14","4","","6","52"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","14","","82","","5","33","60","19","","25","238"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, grass","landings","5","","","","","","","5","","","","2","12"
"2016","BANDON-PORT_ORFORD.pdf","","value","38","","","","","","","8","","","","14","60"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, Olive","landings","","","","","","","","4","","","","","4"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","19","","","","","19"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, quillback","landings","25","24","23","109","114","204","283","295","271","230","10","132","1,720"
"2016","BANDON-PORT_ORFORD.pdf","","value","112","98","98","357","528","617","1,260","1,241","1,130","810","38","538","6,827"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, Rougheye/blacks","landings","10","85","331","1,250","966","406","314","390","550","235","118","88","4,743"
"2016","BANDON-PORT_ORFORD.pdf","","value","15","128","497","1,875","1,449","609","471","585","825","353","177","132","7,116"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, Shelf","landings","","","16","3","1","103","61","6","12","6","","3","211"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","17","4","1","144","72","6","13","6","","3","266"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, Slope","landings","11","107","135","635","537","769","100","559","721","761","456","241","5,032"
"2016","BANDON-PORT_ORFORD.pdf","","value","16","160","202","946","805","1,150","148","835","1,082","1,140","680","361","7,525"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, tiger","landings","4","7","6","15","66","39","26","82","87","92","3","62","489"
"2016","BANDON-PORT_ORFORD.pdf","","value","19","34","9","41","395","188","135","325","347","366","21","171","2,051"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, vermillion","landings","26","111","63","213","376","554","373","854","469","461","43","216","3,759"
"2016","BANDON-PORT_ORFORD.pdf","","value","109","361","214","606","1,119","1,399","877","1,498","959","794","149","392","8,477"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, widow","landings","","","","10","8","12","","1","","","3","","34"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","11","8","14","","1","","","3","","37"
"2016","BANDON-PORT_ORFORD.pdf","Rockfish, yellowtail","landings","1","6","19","50","45","121","15","159","106","61","4","18","605"
"2016","BANDON-PORT_ORFORD.pdf","","value","1","11","63","60","53","170","38","192","128","120","12","26","874"
"2016","BANDON-PORT_ORFORD.pdf","Sablefish","landings","2,152","9,245","13,408","46,294","49,883","34,286","24,237","18,695","19,426","8,218","10,474","6,840","243,158"
"2016","BANDON-PORT_ORFORD.pdf","","value","4,226","24,245","37,107","116,718","133,575","101,116","77,307","54,322","60,141","24,019","32,128","19,992","684,896"
"2016","BANDON-PORT_ORFORD.pdf","Salmon eggs","landings","","","","","","","","","","475","97","","572"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","","","2,375","485","","2,860"
"2016","BANDON-PORT_ORFORD.pdf","Salmon, chinook","landings","","","","891","1,847","3,694","128","1,633","467","10,468","2,634","","21,762"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","8,091","13,559","27,349","841","10,858","2,835","74,160","20,013","","157,706"
"2016","BANDON-PORT_ORFORD.pdf","Shark, spiny dogfish","landings","","56","83","68","65","47","59","","6","5","165","274","828"
"2016","BANDON-PORT_ORFORD.pdf","","value","","2","8","7","7","2","6","","1","1","17","27","78"
"2016","BANDON-PORT_ORFORD.pdf","Skate, Big","landings","","","","4","","513","307","118","48","76","","","1,066"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","1","","179","104","35","14","25","","","358"
"2016","BANDON-PORT_ORFORD.pdf","Skate, Longnose","landings","50","289","237","1,268","516","488","932","575","994","51","145","119","5,664"
"2016","BANDON-PORT_ORFORD.pdf","","value","12","81","68","364","128","135","282","158","266","11","40","29","1,574"
"2016","BANDON-PORT_ORFORD.pdf","Skates and rays","landings","","","","","","","","","3",NA,NA,"","3"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","","0",NA,NA,"","0"
"2016","BANDON-PORT_ORFORD.pdf","Skates unsp.","landings","","","26","","322","","79","129","163","76",NA,"121","916"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","9","","112","","79","45","56","27",NA,"34","362"
"2016","BANDON-PORT_ORFORD.pdf","Sole, Dover","landings","","2","7","30","19","13","52","18","19","6","15","1","182"
"2016","BANDON-PORT_ORFORD.pdf","","value","","2","3","12","8","6","24","8","9","3","6","0","81"
"2016","BANDON-PORT_ORFORD.pdf","Sole, petrale","landings","16","","20","18","","11","","8",NA,"5","73","12","163"
"2016","BANDON-PORT_ORFORD.pdf","","value","16","","20","18","","11","","8",NA,"5","73","12","163"
"2016","BANDON-PORT_ORFORD.pdf","Sole, sand","landings","","","","","","","","4","2",NA,NA,"","6"
"2016","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","3","1",NA,NA,"","4"
"2016","BANDON-PORT_ORFORD.pdf","Surfperch","landings","","","","","1","","","",NA,NA,NA,"","1"
