"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 67","Table 12",1946,"Eureka","Eureka Region","Landings","Totals",32392178,3129100
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Salmon",NA,282900
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Sole",NA,252400
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Rockfish",NA,236900
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Crab",NA,204400
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Shark",NA,149400
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Sablefish",NA,106900
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Northern halibut",NA,61800
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Pacific cultus",NA,43100
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Whitebait",NA,12200
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Sanddab",NA,10200
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Albacore tuna",NA,7500
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Starry flounder",NA,6700
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","All other species",NA,9500
"FB 67","Table 12",1946,"Eureka","Eureka","Landings","Totals",NA,1383900
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Salmon",NA,284500
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Rockfish",NA,127200
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Crab",NA,49000
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Sole",NA,32500
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Shark",NA,26800
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Pacific cultus",NA,19600
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Sablefish",NA,15400
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Albacore tuna",NA,4700
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","All other species",NA,8600
"FB 67","Table 12",1946,"Eureka","Fort Bragg","Landings","Totals",NA,568300
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Crab",NA,308000
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Salmon",NA,212200
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Sablefish",NA,10700
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Smelt",NA,3800
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Rockfish",NA,3700
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","All other species",NA,9400
"FB 67","Table 12",1946,"Eureka","Crescent City","Landings","Totals",NA,547800
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Sole",NA,84200
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Sablefish",NA,66700
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Rockfish",NA,60500
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Crab",NA,53500
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Shark",NA,19500
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Pacific cultus",NA,13000
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Northern halibut",NA,7100
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Salmon",NA,6200
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Sanddab",NA,5000
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","All other species",NA,9000
"FB 67","Table 12",1946,"Eureka","Fields Landing","Landings","Totals",NA,324700
"FB 67","Table 12",1946,"Eureka","Trinidad","Landings","Crab",NA,110100
"FB 67","Table 12",1946,"Eureka","Trinidad","Landings","Salmon",NA,61600
"FB 67","Table 12",1946,"Eureka","Trinidad","Landings","Sablefish",NA,4900
"FB 67","Table 12",1946,"Eureka","Trinidad","Landings","All other species",NA,4100
"FB 67","Table 12",1946,"Eureka","Trinidad","Landings","Totals",NA,180700
"FB 67","Table 12",1946,"Eureka","Shelter Cove","Landings","Salmon",NA,72800
"FB 67","Table 12",1946,"Eureka","Shelter Cove","Landings","Pacific cultus",NA,1800
"FB 67","Table 12",1946,"Eureka","Shelter Cove","Landings","All other species",NA,600
"FB 67","Table 12",1946,"Eureka","Shelter Cove","Landings","Totals",NA,75200
"FB 67","Table 12",1946,"Eureka","Point Arena","Landings","Salmon",NA,33900
"FB 67","Table 12",1946,"Eureka","Point Arena","Landings","Pacific cultus",NA,3800
"FB 67","Table 12",1946,"Eureka","Point Arena","Landings","Crab",NA,3700
"FB 67","Table 12",1946,"Eureka","Point Arena","Landings","All other species",NA,100
"FB 67","Table 12",1946,"Eureka","Point Arena","Landings","Totals",NA,41500
"FB 67","Table 12",1946,"Eureka","Areata","Landings","Whitebait",NA,6000
"FB 67","Table 12",1946,"Eureka","Areata","Landings","All other species",NA,900
"FB 67","Table 12",1946,"Eureka","Areata","Landings","Totals",NA,6900
"FB 67","Table 12",1946,"Eureka","Mendocino","Landings","Totals",NA,100
"FB 67","Table 12",1946,"Eureka","Mendocino","Landings","Totals",NA,100
"FB 67","Table 13",1946,"Sacramento Delta","Sacramento Region","Landings","Totals",8050966,1082300
"FB 67","Table 13",1946,"Sacramento Delta","Pittsburg","Landings","Salmon",NA,554200
"FB 67","Table 13",1946,"Sacramento Delta","Pittsburg","Landings","Catfish",NA,63800
"FB 67","Table 13",1946,"Sacramento Delta","Pittsburg","Landings","Shad",NA,36900
"FB 67","Table 13",1946,"Sacramento Delta","Pittsburg","Landings","Carp",NA,5300
"FB 67","Table 13",1946,"Sacramento Delta","Pittsburg","Landings","Totals",NA,660200
"FB 67","Table 13",1946,"Sacramento Delta","Martinez","Landings","Salmon",NA,161900
"FB 67","Table 13",1946,"Sacramento Delta","Martinez","Landings","Shad",NA,1000
"FB 67","Table 13",1946,"Sacramento Delta","Martinez","Landings","All other species",NA,300
"FB 67","Table 13",1946,"Sacramento Delta","Martinez","Landings","Totals",NA,163200
"FB 67","Table 13",1946,"Sacramento Delta","Sacramento","Landings","Salmon",NA,101300
"FB 67","Table 13",1946,"Sacramento Delta","Sacramento","Landings","Catfish",NA,18500
"FB 67","Table 13",1946,"Sacramento Delta","Sacramento","Landings","All other species",NA,1200
