"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 67","Table 10",1945,"Los Angeles","Los Angeles Region","Landings","Totals",531118017,15056900
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Sardine",NA,2610000
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Yellowfin tuna",NA,2185300
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Bluefin tuna",NA,1197800
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Albacore tuna",NA,1151000
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Skipjack tuna",NA,562100
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Pacific mackerel",NA,311600
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Pismo clam",NA,174000
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Bonito tuna",NA,77800
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Jack mackerel",NA,77700
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Yellowtail",NA,55800
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","All other species",NA,300
"FB 67","Table 10",1945,"Los Angeles","Terminal Island","Landings","Totals",NA,8403400
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Pismo clam",NA,1255900
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Sardine",NA,806500
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Yellowfin tuna",NA,512700
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Bluefin tuna",NA,363900
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Skipjack tuna",NA,116100
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Pacific mackerel",NA,114200
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Jack mackerel",NA,38900
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Albacore tuna",NA,20600
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Shark",NA,7500
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Spiny lobster",NA,7000
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","All other species",NA,5800
"FB 67","Table 10",1945,"Los Angeles","Long Beach","Landings","Totals",NA,3249100
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Yellowfin tuna",NA,612600
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Sardine",NA,287000
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Bluefin tuna",NA,159700
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Skipjack tuna",NA,136700
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Bonito tuna",NA,43500
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Albacore tuna",NA,25200
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Jack mackerel",NA,16000
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Pacific mackerel",NA,9300
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","All other species",NA,1500
"FB 67","Table 10",1945,"Los Angeles","Wilmington","Landings","Totals",NA,1291500
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Pacific mackerel",NA,313400
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Shark",NA,236300
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Albacore tuna",NA,121000
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Barracuda",NA,37800
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","California halibut",NA,32200
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Sardine",NA,22200
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Broadbill swordfish",NA,15400
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Anchovy",NA,13800
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Abalone",NA,5800
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Rock bass",NA,5300
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","White seabass",NA,5000
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Cabrilla",NA,3900
"FB 67","Table 10",1945,"Los Angeles","Newport Beach","Landings","Spiny lobster",NA,3700
