"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 80","Table 24",1948,"Eureka","Eureka Region Totals","Landings","Totals",35686846,3454569
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Sole",10328965,535040
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Salmon",976003,264497
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Crab",2324327,244054
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Rockfish",1902443,87703
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Sablefish",799740,72296
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Albacore tuna",247485,69024
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Shark",272031,68041
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Lingcod",576957,48061
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Pacific halibut",40252,9065
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Sanddab",161115,8007
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Whitebait",58688,6151
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","All other species",287088,13702
"FB 80","Table 24",1948,"Eureka","Eureka","Landings","Total",17975094,1425641
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Salmon",1315465,356491
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Sole",2060520,106735
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Albacore tuna",338261,94341
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Sablefish",676451,61151
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Lingcod",646167,53784
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Rockfish",936953,43194
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Crab",187063,19642
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","All other species",175743,15777
"FB 80","Table 24",1948,"Eureka","Fort Bragg Noyo","Landings","Total",6336623,751115
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Sole",3635391,188313
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Crab",1376794,144563
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Shark",340934,85199
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Salmon",203190,55064
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Rockfish",1043794,48119
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Lingcod",310090,25830
"FB 80","Table 24",1948,"Eureka","Fields Landing","Landings","Sablefish",203975,18439
