year,filename,area,port,species,landings,value
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, blue",460,$853 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, starry",146,$727 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, black",383,$649 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Skate, big","2,055",$614 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, rosy",174,$592 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,Grenadier,842,$498 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, widow",504,$458 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sanddab, Pacific",713,$419 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Mackerel, unspecified",137,$384 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,Sanddab,"1,150",$379 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Crab, red rock",125,$250 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Surfperch, calico",73,$219 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Surfperch, redtail",70,$210 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Crab, brown rock",100,$200 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Mackerel, jack",44,$182 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, group bolina",64,$138 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, aurora","1,024",$106 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, splitnose","2,326",$93 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, group red",41,$82 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,FORT BRAGG,NA,
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, olive",61,$79 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sole, rock",35,$76 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Salmon, Roe (Chinook, Coho)",34,$68 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, shortraker",65,$35 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Mackerel, Pacific",7,$34 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, rougheye",39,$32 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, greenspotted",52,$26 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, unspecified",11,$22 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Fish, unspecified",10,$18 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sculpin, staghorn",5,$15 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, greenblotched",17,$14 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, group small",6,$11 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, greenstriped",80,$4 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sole, sand",15,$4 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Flounder, arrowtooth",123,$4 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, Pacific ocean perch",2,$1 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, yelloweye",1,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Shad, American",731,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Crab, box",2,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Skate, unspecified",1,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sole, curlfin",61,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sole, slender",178,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Trawled fish, unspecified",138,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Skate, California",40,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Ratfish, spotted",153,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Shark, spiny dogfish",146,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,Turbot,37,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Whiting, Pacific",160,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Rockfish, shortbelly",338,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,"Sole, unspecified",745,$0 
2018,Table21fbPUB.pdf,Fort Bragg,Fort Bragg,Port Totals:,"4,561,631","$8,524,823 "
2018,Table21fbPUB.pdf,Fort Bragg,,,,
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Crab, Dungeness","127,934","$473,589 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Salmon, Chinook","22,521","$163,431 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,Cabezon,"4,818","$28,994 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Sea urchin, red","14,683","$21,040 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, gopher","2,427","$18,554 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,Sablefish,"5,029","$14,934 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,Lingcod,"4,369","$13,219 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, black-and-yellow","1,154","$9,123 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, grass",918,"$8,259 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, China",895,"$7,947 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Greenling, kelp",831,"$4,898 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Prawn, spot",260,"$3,770 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Sea urchin, purple",785,"$1,688 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Thornyhead, shortspine",205,"$1,333 "
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, copper",263,$932 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, group bolina",189,$932 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, blackgill",529,$707 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, brown",114,$670 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, vermilion",186,$576 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Fish, unspecified",161,$532 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, black",221,$466 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Octopus, unspecified",359,$394 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, canary",123,$336 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Crab, rock unspecified",150,$210 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, olive",9,$45 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Rockfish, yellowtail",1,$7 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,"Prickleback, monkeyface (eel)",6,$6 
2018,Table21fbPUB.pdf,Fort Bragg,Point Arena,Port Totals:,"189,139","$776,589 "
2018,Table21fbPUB.pdf,Fort Bragg,,,,
2018,Table21fbPUB.pdf,Fort Bragg,Albion,Cabezon,"1,539","$5,595 "
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, gopher",752,"$3,457 "
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, black-and-yellow",541,"$2,960 "
2018,Table21fbPUB.pdf,Fort Bragg,Albion,Lingcod,928,"$2,196 "
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, China",313,$934 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Greenling, kelp",263,$895 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, copper",414,$827 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Sea urchin, red",609,$663 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, grass",186,$551 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, canary",103,$205 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, vermilion",51,$109 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, blue",53,$105 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, quillback",52,$103 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, black",45,$90 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, brown",17,$34 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Rockfish, olive",13,$25 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,"Flounder, starry",2,$3 
2018,Table21fbPUB.pdf,Fort Bragg,Albion,Port Totals:,"5,878","$18,752 "
2018,Table21fbPUB.pdf,Fort Bragg,,,,
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,Lingcod,516,$789 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Crab, Dungeness",127,$667 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Tuna, albacore",480,$480 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Sea urchin, red",224,$224 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Rockfish, canary",140,$209 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Halibut, California",39,$195 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Rockfish, vermilion",23,$33 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,"Rockfish, yellowtail",8,$8 
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,Port Totals:,"1,557","$2,604 "
2018,Table21fbPUB.pdf,Fort Bragg,All Other Ports,FORT BRAGG totals:,"4,758,204","$9,322,768 "
