year,filename,area,port,species,landings_lb,revenues_usd
2018,Table 16PUB.pdf,Eureka,Crescent City,"Rockfish, unspecified",50,$0 
2018,Table 16PUB.pdf,Eureka,Crescent City,Salmon,8,$0 
2018,Table 16PUB.pdf,Eureka,Crescent City,Port Totals:,"12,600,661","$28,246,457 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Eureka,"Crab, Dungeness","3,612,260","$10,947,004 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, Dover","3,165,601","$1,488,619 "
2018,Table 16PUB.pdf,Eureka,Eureka,Sablefish,"549,313","$1,058,106 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, petrale","890,748","$984,128 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Shrimp, ocean (pink)","785,893","$551,652 "
2018,Table 16PUB.pdf,Eureka,Eureka,Lingcod,"324,800","$321,712 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Salmon, Chinook","36,509","$294,860 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Tuna, albacore","118,585","$194,648 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Thornyhead, shortspine","201,594","$189,635 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, widow","517,867","$180,880 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Smelt, night","279,095","$166,631 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, canary","301,729","$143,447 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Thornyhead, longspine","216,988","$121,102 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, group shelf","215,160","$92,727 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Skate, longnose","213,210","$57,292 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Halibut, California","9,077","$57,112 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, rex","127,191","$45,298 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, English","110,092","$27,431 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Hagfish, unspecified","30,766","$24,613 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Halibut, Pacific","2,766","$19,052 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, group slope","25,825","$13,978 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, darkblotched","34,747","$13,444 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, unspecified","28,020","$12,622 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Skate, big","48,189","$12,226 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, black","6,145","$11,541 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, yellowtail","21,712","$10,576 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Surfperch, redtail","8,644","$8,548 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Sanddab, Pacific","13,428","$8,057 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, copper","3,013","$6,991 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Flounder, arrowtooth","52,131","$5,211 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, chilipepper","11,311","$5,061 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, quillback","1,121","$3,419 "
2018,Table 16PUB.pdf,Eureka,Eureka,Sanddab,"4,767","$2,468 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, bocaccio","4,713","$1,992 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, vermilion","1,099","$1,962 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Smelt, surf","2,410","$1,446 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, redbanded",667,"$1,060 "
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, blue",602,$982 
2018,Table 16PUB.pdf,Eureka,Eureka,"Crab, red rock",254,$762 
2018,Table 16PUB.pdf,Eureka,Eureka,"Skate, unspecified","1,900",$747 
2018,Table 16PUB.pdf,Eureka,Eureka,Cabezon,233,$466 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, rougheye",489,$416 
2018,Table 16PUB.pdf,Eureka,Eureka,Grenadier,"4,599",$342 
2018,Table 16PUB.pdf,Eureka,Eureka,"Flounder, starry",341,$121 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, group nearshore",64,$93 
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, curlfin",238,$71 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, shortraker",120,$56 
2018,Table 16PUB.pdf,Eureka,Eureka,"Mackerel, jack",4,$42 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, blackgill",46,$32 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, flag",21,$32 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, Pacific ocean perch",70,$28 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, brown",6,$12 
2018,Table 16PUB.pdf,Eureka,Eureka,"Sole, slender",5,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Trawled fish, unspecified","4,718",$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Octopus, unspecified",5,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Mackerel, unspecified",20,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Fish, unspecified","4,532",$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Shark, spiny dogfish",317,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Whiting, Pacific",437,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, aurora",128,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,"Rockfish, greenstriped",61,$0 
2018,Table 16PUB.pdf,Eureka,Eureka,Port Totals:,"11,996,394","$17,090,750 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Fields Landing,"Crab, Dungeness","1,071,816","$3,169,782 "
2018,Table 16PUB.pdf,Eureka,Fields Landing,"Smelt, night",624,$374 
2018,Table 16PUB.pdf,Eureka,Fields Landing,Port Totals:,"1,072,440","$3,170,156 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Trinidad,"Crab, Dungeness","855,603","$2,859,955 "
2018,Table 16PUB.pdf,Eureka,Trinidad,"Salmon, Chinook","6,232","$26,580 "
2018,Table 16PUB.pdf,Eureka,Trinidad,Lingcod,"2,018","$6,602 "
2018,Table 16PUB.pdf,Eureka,Trinidad,"Tuna, albacore","1,170","$1,610 "
2018,Table 16PUB.pdf,Eureka,Trinidad,"Crab, rock unspecified",215,$591 
2018,Table 16PUB.pdf,Eureka,Trinidad,"Rockfish, black",141,$212 
2018,Table 16PUB.pdf,Eureka,Trinidad,"Rockfish, group shelf",36,$99 
2018,Table 16PUB.pdf,Eureka,Trinidad,"Rockfish, vermilion",9,$27 
2018,Table 16PUB.pdf,Eureka,Trinidad,"Rockfish, canary",9,$21 
2018,Table 16PUB.pdf,Eureka,Trinidad,Port Totals:,"865,432","$2,895,697 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Crab, Dungeness","95,287","$316,248 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Lingcod,"5,502","$17,662 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Salmon, Chinook","1,751","$12,254 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, black","2,867","$7,944 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Sablefish,"1,801","$6,037 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, yellowtail","2,296","$5,813 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, vermilion","1,221","$4,848 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, canary","1,608","$4,709 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, blue","1,729","$4,536 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Sole, petrale","1,098","$4,266 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, copper",434,"$1,727 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Tuna, albacore",421,"$1,684 "
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, rosy",202,$725 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, quillback",161,$619 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Seaperch, striped",148,$426 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, widow",163,$408 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Jacksmelt,176,$352 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Shark, thresher",152,$304 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, olive",72,$221 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, brown",48,$186 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Surfperch, barred",70,$175 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Sanddab,72,$151 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, bocaccio",41,$103 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Halibut, California",8,$56 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Surfperch, walleye",18,$45 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Cabezon,11,$43 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, chilipepper",9,$23 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, China",4,$21 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Rockfish, greenspotted",2,$8 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,"Sole, rock",1,$3 
2018,Table 16PUB.pdf,Eureka,Shelter Cove,Port Totals:,"117,370","$391,591 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Orick,"Crab, Dungeness","26,113","$83,151 "
2018,Table 16PUB.pdf,Eureka,Orick,Port Totals:,"26,113","$83,151 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,Klamath,"Crab, Dungeness","13,008","$41,715 "
2018,Table 16PUB.pdf,Eureka,Klamath,"Halibut, California",22,$154 
2018,Table 16PUB.pdf,Eureka,Klamath,Port Totals:,"13,030","$41,869 "
2018,Table 16PUB.pdf,Eureka,,,,
2018,Table 16PUB.pdf,Eureka,All Other Ports,"Hagfish, unspecified","322,419","$220,455 "
2018,Table 16PUB.pdf,Eureka,All Other Ports,"Hagfish, Pacific","85,343","$49,499 "
2018,Table 16PUB.pdf,Eureka,All Other Ports,"Crab, Dungeness","4,588","$15,075 "
2018,Table 16PUB.pdf,Eureka,All Other Ports,"Salmon, Chinook",324,"$3,093 "
2018,Table 16PUB.pdf,Eureka,All Other Ports,"Halibut, California",307,"$2,611 "
2018,Table 16PUB.pdf,Eureka,All Other Ports,Port Totals:,"412,981","$290,734 "
2018,Table 16PUB.pdf,Eureka,,EUREKA totals:,"27,104,422","$52,210,406 "
