year,filename,area,port,species,landings_lb,revenues_usd
2017,Table 16PUB.pdf,Eureka,ALL OTHER PORTS,Port Totals:,"660,986","$420,144 "
2017,Table 16PUB.pdf,Eureka,ALL OTHER PORTS,Eureka Area Totals,"14,945,906","$19,573,832 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Crab, Dungeness..............................................................","2,316,341","$8,560,751 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Halibut, California.............................................................","178,512","$1,157,536 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Swordfish............................................................................,"294,383","$1,016,771 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Salmon, Chinook...............................................................","107,353","$995,818 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Squid, market.....................................................................","1,217,776","$570,710 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Sablefish.............................................................................,"112,102","$397,716 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Tuna, bigeye......................................................................","118,171","$395,746 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shrimp, coonstriped.........................................................","55,046","$286,031 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Opah....................................................................................,"136,436","$148,953 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Tuna, yellowfin..................................................................","30,779","$99,759 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, chilipepper.......................................................","103,197","$57,649 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sole, petrale.......................................................................","56,515","$54,333 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Lingcod................................................................................,"16,522","$53,745 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, brown................................................................","7,229","$48,263 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, bocaccio..........................................................","79,818","$30,605 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, gopher...............................................................","2,818","$20,919 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shrimp, bay........................................................................","2,767","$19,740 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Tuna, albacore..................................................................","6,490","$17,174 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Crab, rock unspecified....................................................","4,969","$16,439 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, shortfin mako........................................................","15,312","$15,223 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Herring, Pacific - roe.......................................................","74,418","$14,884 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Seabass, white.................................................................","2,680","$13,124 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sole, sand..........................................................................","9,376","$9,602 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sole, Dover.........................................................................","14,616","$6,182 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, bank...................................................................","10,146","$6,003 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, pelagic thresher...................................................","5,805","$5,805 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Thornyheads......................................................................,650,"$4,878 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Dolphin (fish).....................................................................,"3,878","$4,850 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, China.................................................................",583,"$4,492 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Greenling, kelp..................................................................","1,312","$4,345 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, blackgill............................................................","3,416","$4,311 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, copper...............................................................",549,"$4,048 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Thornyhead, shortspine..................................................","2,600","$3,989 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, vermilion...........................................................","1,304","$3,739 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Flounder, starry.................................................................","3,952","$3,434 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, canary...............................................................","1,653","$3,397 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Seaperch, striped.............................................................",590,"$3,245 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Yellowtail............................................................................,537,"$3,220 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Thornyhead, longspine...................................................","7,812","$3,124 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, splitnose..........................................................","16,517","$2,627 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, yellowtail..........................................................","1,173","$2,562 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Wahoo.................................................................................,"2,577","$2,506 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Fish, unspecified..............................................................","4,063","$2,216 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Oilfish..................................................................................,"3,049","$2,042 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Pomfret................................................................................,"1,869","$2,000 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, widow................................................................","1,419","$1,736 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, thresher..................................................................",552,"$1,734 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sea urchin, red..................................................................",328,"$1,640 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Surfperch, unspecified....................................................",359,"$1,572 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Anchovy, northern............................................................",512,"$1,533 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,Cabezon..............................................................................,439,"$1,361 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Salmon, Roe (Chinook, Coho)........................................",293,"$1,336 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, black..................................................................",489,"$1,208 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Bonito, Pacific...................................................................","1,006","$1,068 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Skate, big............................................................................","2,936","$1,049 "
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, unspecified......................................................",416,$953 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Sanddab, Pacific..............................................................",457,$856 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, leopard...................................................................","1,006",$797 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Skate, unspecified...........................................................","4,773",$629 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Skate, longnose................................................................","4,135",$614 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, group small......................................................",230,$518 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shark, unspecified...........................................................",410,$400 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Crab, brown rock...............................................................",66,$396 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, quillback...........................................................",51,$352 
