year,filename,area,port,species,landings_lb,revenues_usd
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, chilipepper",1,$1 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, rock unspecified",40,$0 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"103,443","$423,516 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,AVALON,Swordfish,"9,790","$91,838 "
2018,Table 20PUB.pdf,Los Angeles,,"Lobster, California spiny","4,538","$73,197 "
2018,Table 20PUB.pdf,Los Angeles,,"Tuna, bluefin","3,359","$15,854 "
2018,Table 20PUB.pdf,Los Angeles,,Yellowtail,"3,522","$11,088 "
2018,Table 20PUB.pdf,Los Angeles,,AVALON,,
2018,Table 20PUB.pdf,Los Angeles,,"Seabass, white","1,334","$9,308 "
2018,Table 20PUB.pdf,Los Angeles,,"Tuna, yellowfin",408,"$1,428 "
2018,Table 20PUB.pdf,Los Angeles,,"Shark, thresher",462,$604 
2018,Table 20PUB.pdf,Los Angeles,,Sanddab,152,$538 
2018,Table 20PUB.pdf,Los Angeles,,"Halibut, California",69,$388 
2018,Table 20PUB.pdf,Los Angeles,,"Prawn, spot",131,$131 
2018,Table 20PUB.pdf,Los Angeles,,Dolphin (fish),20,$80 
2018,Table 20PUB.pdf,Los Angeles,,"Shark, shortfin mako",48,$48 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, red rock",2,$2 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, yellow rock",2,$2 
2018,Table 20PUB.pdf,Los Angeles,,"Octopus, unspecified",1,$0 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"23,837","$204,505 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,HERMOSA BEACH,"Lobster, California spiny","7,850","$104,263 "
2018,Table 20PUB.pdf,Los Angeles,,"Crab, rock unspecified","1,025","$1,900 "
2018,Table 20PUB.pdf,Los Angeles,,"Sheephead, California",340,"$1,020 "
2018,Table 20PUB.pdf,Los Angeles,,"Sea urchin, red",450,$990 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, yellow rock",494,$828 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, spider",781,$781 
2018,Table 20PUB.pdf,Los Angeles,,"Hagfish, unspecified",614,$614 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, red rock",16,$27 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, brown rock",5,$9 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"11,575","$110,432 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,SANTA MONICA,Swordfish,"7,701","$46,003 "
2018,Table 20PUB.pdf,Los Angeles,,"Lobster, California spiny","2,684","$37,455 "
2018,Table 20PUB.pdf,Los Angeles,,"Tuna, yellowfin",373,"$2,120 "
2018,Table 20PUB.pdf,Los Angeles,,Yellowtail,329,"$1,596 "
2018,Table 20PUB.pdf,Los Angeles,,"Halibut, California",162,"$1,320 "
2018,Table 20PUB.pdf,Los Angeles,,"Mackerel, Pacific","1,688",$675 
2018,Table 20PUB.pdf,Los Angeles,,SANTA MONICA,,
2018,Table 20PUB.pdf,Los Angeles,,"Sea urchin, red",133,$532 
2018,Table 20PUB.pdf,Los Angeles,,Dolphin (fish),53,$265 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"13,123","$89,967 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,HUNTINGTON BEACH,Sanddab,"4,136","$20,457 "
2018,Table 20PUB.pdf,Los Angeles,,"Scorpionfish, California","1,800","$10,206 "
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, vermilion",697,"$4,179 "
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, greenblotched",472,"$2,656 "
2018,Table 20PUB.pdf,Los Angeles,,"Whitefish, ocean",490,"$2,440 "
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, widow",315,"$1,887 "
2018,Table 20PUB.pdf,Los Angeles,,"Crab, rock unspecified",620,"$1,860 "
2018,Table 20PUB.pdf,Los Angeles,,Dolphin (fish),193,"$1,320 "
2018,Table 20PUB.pdf,Los Angeles,,"Sheephead, California",210,"$1,172 "
2018,Table 20PUB.pdf,Los Angeles,,"Crab, box",197,$788 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, bocaccio",128,$768 
2018,Table 20PUB.pdf,Los Angeles,,Yellowtail,44,$435 
2018,Table 20PUB.pdf,Los Angeles,,"Crab, king",69,$414 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, group slope",96,$384 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, starry",50,$297 
2018,Table 20PUB.pdf,Los Angeles,,Lingcod,40,$242 
2018,Table 20PUB.pdf,Los Angeles,,"Sea urchin, red",74,$169 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, greenspotted",24,$144 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, chilipepper",21,$126 
2018,Table 20PUB.pdf,Los Angeles,,"Mackerel, unspecified",22,$110 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, flag",18,$105 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, group shelf",13,$75 
2018,Table 20PUB.pdf,Los Angeles,,Halfmoon,11,$44 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, greenstriped",4,$24 
2018,Table 20PUB.pdf,Los Angeles,,"Sole, rock",3,$18 
2018,Table 20PUB.pdf,Los Angeles,,"Shark, shortfin mako",19,$0 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"9,762","$50,319 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,GELES,"Sea cucumber, warty","1,324","$7,717 "
2018,Table 20PUB.pdf,Los Angeles,,Flyingfish,596,"$5,888 "
2018,Table 20PUB.pdf,Los Angeles,,Sea hare,308,"$3,081 "
2018,Table 20PUB.pdf,Los Angeles,,"Sea urchin, white",24,"$2,505 "
2018,Table 20PUB.pdf,Los Angeles,,"Limpet, keyhole",149,"$1,225 "
2018,Table 20PUB.pdf,Los Angeles,,"Halibut, California",86,$860 
2018,Table 20PUB.pdf,Los Angeles,,"Sea urchin, purple",39,$387 
2018,Table 20PUB.pdf,Los Angeles,,Sea stars,19,$313 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"2,544","$21,975 "
2018,Table 20PUB.pdf,Los Angeles,,,,
2018,Table 20PUB.pdf,Los Angeles,GTON,"Thornyhead, shortspine",175,"$1,400 "
2018,Table 20PUB.pdf,Los Angeles,,"Scorpionfish, California",163,"$1,141 "
2018,Table 20PUB.pdf,Los Angeles,,Sablefish,182,$728 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, blackgill",227,$681 
2018,Table 20PUB.pdf,Los Angeles,,"Seabass, white",133,$361 
2018,Table 20PUB.pdf,Los Angeles,,"Rockfish, aurora",96,$288 
2018,Table 20PUB.pdf,Los Angeles,,"Thornyhead, longspine",14,$42 
2018,Table 20PUB.pdf,Los Angeles,,"Sole, Dover",13,$39 
2018,Table 20PUB.pdf,Los Angeles,,Sanddab,19,$0 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"1,022","$4,680 "
2018,Table 20PUB.pdf,Los Angeles,,ER PORTS,,
2018,Table 20PUB.pdf,Los Angeles,,"Sea cucumber, warty",726,"$3,267 "
2018,Table 20PUB.pdf,Los Angeles,,Swordfish,370,"$2,728 "
2018,Table 20PUB.pdf,Los Angeles,,"Tuna, bluefin",73,$475 
2018,Table 20PUB.pdf,Los Angeles,,Port Totals:,"1,169","$6,469 "
2018,Table 20PUB.pdf,Los Angeles,,LOS ANGELES totals:,"29,312,445","$21,975,766 "
