"year","filename","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2015","BANDON-PORT_ORFORD.pdf","","value","5","","","","4","28","133","22","18","9","",NA,"219"
"2015","BANDON-PORT_ORFORD.pdf","Skilfish","landings","","","34","","","","","","","","",NA,"34"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","120","","","","","","","","","","120"
"2015","BANDON-PORT_ORFORD.pdf","","landings","4","","3","40","13","31","21","3","3","","","","118"
"2015","BANDON-PORT_ORFORD.pdf","","value","1","","1","15","6","13","9","1","1","","","","47"
"2015","BANDON-PORT_ORFORD.pdf","","landings","1","3","3","","","10","","","","","","","17"
"2015","BANDON-PORT_ORFORD.pdf","","value","1","3","3","","","10","","","","","","","17"
"2015","BANDON-PORT_ORFORD.pdf","","landings","20","1","48","51","14","7","16","22","28","5","","","212"
"2015","BANDON-PORT_ORFORD.pdf","","value","20","0","65","57","9","8","6","12","27","4","","","208"
"2015","BANDON-PORT_ORFORD.pdf","","landings","","","","","","854","4,780","5,086","1,923","","","","12,643"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","","","","1,281","6,095","7,761","3,768","","","","18,905"
"2015","BANDON-PORT_ORFORD.pdf","","landings","","","","","","","","","","9","8","","17"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","","","9","8","","17"
"2015","BANDON-PORT_ORFORD.pdf","","landings","35,770","12,638","16,533","23,167","26,621","44,674","68,749","35,949","","","794","","264,895"
"2015","BANDON-PORT_ORFORD.pdf","","value","160,840","81,820","114,440","162,169","134,449","146,506","203,983","98,900","","","0","","1,103,107"
"2015","BANDON-PORT_ORFORD.pdf","","landings","35,770","12,638","16,533","23,167","26,621","44,674","68,749","35,949","","","794","","264,895"
"2015","BANDON-PORT_ORFORD.pdf","","value","160,840","81,820","114,440","162,169","134,449","146,506","203,983","98,900","","","0","","1,103,107"
"2015","BANDON-PORT_ORFORD.pdf","","landings","","","118","74","76","","72","34","","","","","374"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","59","37","38","","36","17","","","","","187"
"2015","BANDON-PORT_ORFORD.pdf","","landings","","","118","74","76","","72","34","","","","","374"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","59","37","38","","36","17","","","","","187"
"2015","BANDON-PORT_ORFORD.pdf","","landings","86,142","71,719","72,457","35,100","","2,019","15,854","6,066","10,703","18,554","31,026","12,221","361,861"
"2015","BANDON-PORT_ORFORD.pdf","","value","46,519","39,363","40,251","20,097","","1,010","10,672","6,976","10,978","12,314","20,825","8,666","217,671"
"2015","BANDON-PORT_ORFORD.pdf","","landings","","","","","","","","","","1,337","","","1,337"
"2015","BANDON-PORT_ORFORD.pdf","","value","","","","","","","","","","669","","","669"
"2015","BANDON-PORT_ORFORD.pdf","","landings","86,142","71,719","72,457","35,100","","2,019","15,854","6,066","10,703","17,217","31,026","12,221","360,524"
"2015","BANDON-PORT_ORFORD.pdf","","value","46,519","39,363","40,251","20,097","","1,010","10,672","6,976","10,978","11,645","20,825","8,666","217,002"
"2015","BANDON-PORT_ORFORD.pdf","Total","landings","147,241","105,310","135,189","120,509","100,657","124,625","150,217","109,866","69,592","79,186","76,786","16,240","1,235,418"
"2015","BANDON-PORT_ORFORD.pdf","","value","281,077","179,666","274,704","353,971","330,468","391,730","399,153","279,174","177,089","260,826","214,365","20,121","3,162,344"
"2015","CHARLESTON.pdf","","landings","711,592","460,384","1,058,197","1,385,738","238,498","480,992","728,839","539,143","500,151","349,264","409,048","81,402","6,943,248"
"2015","CHARLESTON.pdf","","value","545,402","331,192","595,209","1,145,095","884,766","1,235,042","1,297,469","850,088","729,280","418,522","386,607","70,411","8,489,083"
"2015","CHARLESTON.pdf","Cabezon","landings","","","","","","","47","","","","78","","125"
"2015","CHARLESTON.pdf","","value","","","","","","","141","","","","390","","531"
"2015","CHARLESTON.pdf","Cod, Pacific","landings","","","8","2","9","14","34","39","128","4","","11","249"
"2015","CHARLESTON.pdf","","value","","","6","2","7","11","26","29","66","3","","6","156"
"2015","CHARLESTON.pdf","Eel Pout","landings","","","8","","","","","","","","","","8"
"2015","CHARLESTON.pdf","","value","","","0","","","","","","","","","","0"
"2015","CHARLESTON.pdf","Flounder, arrowtooth","landings","41,997","31,181","61,215","2,776","120","472","287","1,678","2,378","3,668","28,577","1,681","176,030"
"2015","CHARLESTON.pdf","","value","3,930","2,884","5,877","270","12","47","28","138","238","361","2,584","160","16,529"
"2015","CHARLESTON.pdf","Flounder, starry","landings","","","","","","4","","","","","","","4"
"2015","CHARLESTON.pdf","","value","","","","","","1","","","","","","","1"
"2015","CHARLESTON.pdf","Greenling sp.","landings","","","","2","6","","6","","3","","8","4","29"
"2015","CHARLESTON.pdf","","value","","","","4","30","","27","","3","","35","8","107"
"2015","CHARLESTON.pdf","Grenadier, Pacific","landings","4,895","1,456","1,990","","","","","","","13","185","","8,539"
"2015","CHARLESTON.pdf","","value","459","146","173","","","","","","","0","7","","785"
"2015","CHARLESTON.pdf","Hagfish sp","landings","132,497","23,560","138,322","62,854","22,298","31,144","34,271","60,893","56,592","55,792","44,815","18,489","681,527"
"2015","CHARLESTON.pdf","","value","117,248","19,067","123,059","55,909","22,085","30,728","32,774","59,563","54,792","53,702","44,085","16,234","629,246"
"2015","CHARLESTON.pdf","Halibut, Pacific","landings","","","","652","28","26,158","16,002","707","","","","","43,547"
"2015","CHARLESTON.pdf","","value","","","","3,319","138","141,744","86,587","3,453","","","","","235,241"
"2015","CHARLESTON.pdf","Lingcod","landings","328","305","1,338","1,235","6,907","6,285","4,440","6,356","8,209","5,372","8,781","322","49,878"
"2015","CHARLESTON.pdf","","value","202","200","1,396","1,922","12,734","12,529","8,077","13,585","15,593","10,359","19,873","431","96,901"
"2015","CHARLESTON.pdf","Mackerel, jack","landings","","","","1,002","","","","","","","","","1,002"
"2015","CHARLESTON.pdf","","value","","","","160","","","","","","","","","160"
"2015","CHARLESTON.pdf","Mackerel, Pacific","landings","","","30,621","5,511","","","13","","","","","","36,145"
"2015","CHARLESTON.pdf","","value","","","4,899","276","","","16","","","","","","5,191"
"2015","CHARLESTON.pdf","Pacific Ocean perch","landings","1,465","1,777","415","23","2","3","","1","86","27","1,193","314","5,306"
"2015","CHARLESTON.pdf","","value","358","646","162","7","1","1","","1","5","7","180","4","1,372"
"2015","CHARLESTON.pdf","Ratfish","landings","","","3","","","","","","","","","","3"
"2015","CHARLESTON.pdf","","value","","","0","","","","","","","","","","0"
"2015","CHARLESTON.pdf","Rockfish, black","landings","88","170","174","566","1,035","397","648","116","158","85","40","86","3,563"
"2015","CHARLESTON.pdf","","value","176","340","348","1,131","2,317","794","1,292","233","303","170","83","172","7,359"
"2015","CHARLESTON.pdf","Rockfish, blue","landings","","","","","10","","","3","","","14","1","28"
"2015","CHARLESTON.pdf","","value","","","","","30","","","6","","","16","2","54"
"2015","CHARLESTON.pdf","Rockfish, canary","landings","","","105","368","653","685","330","851","1,072","164","","","4,228"
"2015","CHARLESTON.pdf","","value","","","53","184","356","395","260","601","683","86","","","2,618"
"2015","CHARLESTON.pdf","Rockfish, china","landings","","","","","","","23","","","4","28","","55"
"2015","CHARLESTON.pdf","","value","","","","","","","155","","","16","178","","349"
"2015","CHARLESTON.pdf","Rockfish, copper","landings","","","","","","","","","","","17","","17"
"2015","CHARLESTON.pdf","","value","","","","","","","","","","","85","","85"
"2015","CHARLESTON.pdf","Rockfish, darkblotched","landings","20,746","7,268","3,534","132","82","3,858","17","42","1,552","2,052","19,538","1,177","59,998"
"2015","CHARLESTON.pdf","","value","7,362","3,465","1,793","164","52","1,927","15","20","743","587","7,851","433","24,412"
"2015","CHARLESTON.pdf","Rockfish, quillback","landings","","","","","","","","","6","10","","","16"
"2015","CHARLESTON.pdf","","value","","","","","","","","","12","20","","","32"
"2015","CHARLESTON.pdf","Rockfish, Rougheye/blacks","landings","6","149","581","62","211","66","26","26","187","894","52","","2,260"
"2015","CHARLESTON.pdf","","value","3","75","291","93","135","76","31","33","212","529","60","","1,538"
"2015","CHARLESTON.pdf","Rockfish, Shelf","landings","24","13","12","3","77","27","455","595","2,999","233","56","8","4,502"
"2015","CHARLESTON.pdf","","value","3","1","2","1","24","10","159","171","1,198","66","6","3","1,644"
"2015","CHARLESTON.pdf","Rockfish, shortraker","landings","47","","17","","","423","","2","13","","","","502"
"2015","CHARLESTON.pdf","","value","24","","5","","","212","","1","7","","","","249"
"2015","CHARLESTON.pdf","Rockfish, Slope","landings","8,079","3,088","2,422","331","508","304","11","55","1,045","516","439","176","16,974"
"2015","CHARLESTON.pdf","","value","1,623","790","658","347","271","201","11","46","1,231","304","120","0","5,602"
"2015","CHARLESTON.pdf","Rockfish, tiger","landings","","","","","","2","","","","","11","3","16"
"2015","CHARLESTON.pdf","","value","","","","","","4","","","","","77","6","87"
"2015","CHARLESTON.pdf","Rockfish, vermillion","landings","","","","","","3","","","","41","71","","115"
"2015","CHARLESTON.pdf","","value","","","","","","5","","","","94","163","","262"
"2015","CHARLESTON.pdf","Rockfish, widow","landings","","","6","11","1","24","","","1,098","3","","2","1,145"
"2015","CHARLESTON.pdf","","value","","","3","6","0","32","","","498","2","","1","542"
"2015","CHARLESTON.pdf","Rockfish, yelloweye","landings","4","","","","","","415","","171","1","","","591"
"2015","CHARLESTON.pdf","","value","2","","","","","","415","","153","0","","","570"
"2015","CHARLESTON.pdf","Rockfish, yellowtail","landings","","","25","997","1,277","558","322","109","193","100","6","","3,587"
"2015","CHARLESTON.pdf","","value","","","28","1,283","1,455","492","409","115","201","50","7","","4,040"
"2015","CHARLESTON.pdf","Sablefish","landings","73,781","36,403","107,102","37,799","103,859","171,167","15,796","32,694","86,313","62,575","37,159","2,284","766,932"
"2015","CHARLESTON.pdf","","value","134,342","68,389","192,262","94,600","346,146","326,182","43,136","85,964","268,449","150,871","71,677","4,005","1,786,023"
"2015","CHARLESTON.pdf","Salmon, chinook","landings","","4","5","93,734","67,073","153,518","122,483","35,177","4,370","82","3","","476,449"
"2015","CHARLESTON.pdf","","value","","0","0","765,072","473,762","635,465","484,793","186,357","25,943","469","0","","2,571,861"
"2015","CHARLESTON.pdf","Salmon, chum","landings","","","","","","8","9","","","","","","17"
"2015","CHARLESTON.pdf","","value","","","","","","18","20","","","","","","38"
"2015","CHARLESTON.pdf","Sanddab, Pacific","landings","","","3,760","1,934","3,158","4,209","13,002","6,322","2,052","3,433","299","","38,169"
"2015","CHARLESTON.pdf","","value","","","2,063","1,056","1,702","2,281","7,009","3,550","1,222","1,804","179","","20,866"
"2015","CHARLESTON.pdf","Sardine, Pacific","landings","","","239,780","1,150,604","","","","","","","","","1,390,384"
"2015","CHARLESTON.pdf","","value","","","38,184","205,898","","","","","","","","","244,082"
"2015","CHARLESTON.pdf","Shark, blue","landings","","","","","","","","24","18","","","","42"
"2015","CHARLESTON.pdf","","value","","","","","","","","48","36","","","","84"
"2015","CHARLESTON.pdf","Shark, sixgill","landings","","","","","","15","","","","","","","15"
"2015","CHARLESTON.pdf","","value","","","","","","2","","","","","","","2"
"2015","CHARLESTON.pdf","Shark, spiny dogfish","landings","","","","","","","","","256","944","42","","1,242"
"2015","CHARLESTON.pdf","","value","","","","","","","","","26","94","0","","120"
"2015","CHARLESTON.pdf","Skate, Big","landings","","","","","","3,334","2,218","1,846","2,487","2,511","260","","12,656"
"2015","CHARLESTON.pdf","","value","","","","","","1,123","670","611","805","862","80","","4,151"
"2015","CHARLESTON.pdf","Skate, Longnose","landings","13,071","9,862","19,237","1,322","3,512","4,315","4,171","2,799","8,522","6,514","10,020","593","83,938"
"2015","CHARLESTON.pdf","","value","4,681","3,585","5,905","265","830","1,235","1,048","757","2,541","2,044","3,098","217","26,206"
"2015","CHARLESTON.pdf","Skates unsp.","landings","26","8","8,139","3,881","5,944","455","484","61","670","20","20","43","19,751"
"2015","CHARLESTON.pdf","","value","10","3","2,743","1,322","1,987","104","160","21","218","0","0","0","6,568"
"2015","CHARLESTON.pdf","Sole, butter","landings","","","","","","5","","","","","","","5"
"2015","CHARLESTON.pdf","","value","","","","","","1","","","","","","","1"
"2015","CHARLESTON.pdf","Sole, curlfin (turbot)","landings","","","","","","32","","","5","4","","","41"
"2015","CHARLESTON.pdf","","value","","","","","","4","","","1","1","","","6"
"2015","CHARLESTON.pdf","Sole, Dover","landings","181,866","153,477","240,195","11,055","2,844","8,887","5,459","6,246","33,151","53,233","65,754","15,809","777,976"
"2015","CHARLESTON.pdf","","value","80,039","70,646","109,373","4,878","1,254","3,745","2,457","2,816","14,434","23,237","28,022","6,947","347,848"
"2015","CHARLESTON.pdf","Sole, English","landings","827","1,757","3,182","275","1,586","3,555","2,978","2,869","7,763","5,034","1,795","1,278","32,899"
"2015","CHARLESTON.pdf","","value","233","460","767","50","331","805","652","603","1,477","952","459","404","7,193"
"2015","CHARLESTON.pdf","Sole, flathead","landings","","","","","","","","","127","","","","127"
"2015","CHARLESTON.pdf","","value","","","","","","","","","32","","","","32"
"2015","CHARLESTON.pdf","Sole, petrale","landings","167,096","149,386","42,506","4,517","16,586","34,814","36,328","19,642","41,228","54,265","161,367","35,924","763,659"
"2015","CHARLESTON.pdf","","value","160,627","141,584","41,807","4,637","18,740","39,201","37,596","23,270","54,732","65,696","193,336","39,913","821,139"
"2015","CHARLESTON.pdf","Sole, rex","landings","17,226","12,977","16,012","1,445","530","2,287","942","692","4,158","5,112","10,192","2,286","73,859"
"2015","CHARLESTON.pdf","","value","6,563","4,943","6,013","526","177","794","373","273","1,424","1,888","3,991","903","27,868"
"2015","CHARLESTON.pdf","Sole, rock","landings","","","","","","495","","","7","1","","","503"
"2015","CHARLESTON.pdf","","value","","","","","","198","","","3","0","","","201"
"2015","CHARLESTON.pdf","Sole, sand","landings","","","","3","","65","","","1","1","","","70"
"2015","CHARLESTON.pdf","","value","","","","2","","49","","","1","1","","","53"
"2015","CHARLESTON.pdf","Surfperch spp","landings","","","","","28","","","","","","","","28"
"2015","CHARLESTON.pdf","","value","","","","","56","","","","","","","","56"
"2015","CHARLESTON.pdf","Thornyhead, longspine","landings","24,570","18,129","96,183","43","","581","","","1,521","2,469","9,277","9","152,782"
"2015","CHARLESTON.pdf","","value","8,658","6,906","28,568","11","","269","","","405","780","3,832","0","49,429"
"2015","CHARLESTON.pdf","Thornyhead, shortspine","landings","22,945","9,406","41,286","2,032","26","1,046","18","170","3,097","4,103","8,920","901","93,950"
"2015","CHARLESTON.pdf","","value","18,859","7,062","28,771","1,367","18","771","10","83","2,433","3,241","6,133","562","69,310"
"2015","CHARLESTON.pdf","Tuna, albacore","landings","","","","","","21,777","467,596","358,915","228,514","79,708","","","1,156,510"
"2015","CHARLESTON.pdf","","value","","","","","","33,586","589,118","467,207","279,160","99,815","","","1,468,886"
"2015","CHARLESTON.pdf","Whiting, Pac. (hake)","landings","8","8","14","","","","","213","1","","31","1","276"
"2015","CHARLESTON.pdf","","value","0","0","0","","","","","533","0","","0","0","533"
"2015","CHARLESTON.pdf","Wolf-eel","landings","","","","","","","8","","","272","","","280"
"2015","CHARLESTON.pdf","","value","","","","","","","4","","","408","","","412"
"2015","CHARLESTON.pdf","Yellowtail","landings","","","","567","128","","","","","4","","","699"
"2015","CHARLESTON.pdf","","value","","","","333","116","","","","","3","","","452"
"2015","CHARLESTON.pdf","Crustaceans","landings","249,270","65,667","31,560","2,714,713","3,332,389","2,602,815","2,167,688","1,707,232","553,892","354,620","12,955","53","13,792,854"
"2015","CHARLESTON.pdf","","value","1,235,728","563,106","207,282","2,142,860","2,611,715","2,031,884","1,885,406","1,520,826","501,157","353,503","36,165","159","13,089,791"
"2015","CHARLESTON.pdf","Barnacle, gooseneck","landings","","","","","","","","148","33","","5","","186"
"2015","CHARLESTON.pdf","","value","","","","","","","","740","165","","25","","930"
"2015","CHARLESTON.pdf","Crab, box","landings","","","1,887","","1,115","2,334","1,778","","","","","","7,114"
"2015","CHARLESTON.pdf","","value","","","3,677","","2,230","8,169","5,334","","","","","","19,410"
"2015","CHARLESTON.pdf","Crab, Dungeness, bay","landings","","","","","","","","","3,310","4,843","1,142","","9,295"
"2015","CHARLESTON.pdf","","value","","","","","","","","","13,782","19,972","4,269","","38,023"
"2015","CHARLESTON.pdf","Crab, Dungeness, ocean","landings","249,214","65,474","29,368","18,562","33,561","22,314","20,048","10,675","","","1,434","","450,650"
"2015","CHARLESTON.pdf","","value","1,235,560","561,546","200,881","130,357","192,616","80,147","77,388","45,749","","","0","","2,524,244"
"2015","CHARLESTON.pdf","Crab, rock","landings","","","","","","","","","166","458","22","","646"
"2015","CHARLESTON.pdf","","value","","","","","","","","","149","393","33","","575"
"2015","CHARLESTON.pdf","Shrimp, ghost","landings","56","84","96","88","101","","","46","102","239","603","53","1,468"
"2015","CHARLESTON.pdf","","value","168","252","288","264","303","","","138","306","717","1,035","159","3,630"
"2015","CHARLESTON.pdf","Shrimp, mud","landings","","","8","","","","","","","","","","8"
"2015","CHARLESTON.pdf","","value","","","24","","","","","","","","","","24"
"2015","CHARLESTON.pdf","Shrimp, pink","landings","","","","2,695,011","3,297,612","2,578,167","2,145,862","1,696,363","550,281","348,447","7,605","","13,319,348"
"2015","CHARLESTON.pdf","","value","","","","1,999,615","2,416,566","1,943,568","1,802,684","1,474,199","486,755","325,002","6,845","","10,455,234"
"2015","CHARLESTON.pdf","Shrimp, spot","landings","","109","201","1,052","","","","","","633","2,144","","4,139"
"2015","CHARLESTON.pdf","","value","","1,308","2,412","12,624","","","","","","7,419","23,958","","47,721"
"2015","CHARLESTON.pdf","Molluscs","landings","4,061","5,317","2,249","2,659","3,225","3,028","1,762","1,954","1,826","2,105","5,159","3,106","36,451"
"2015","CHARLESTON.pdf","","value","4,028","4,990","2,269","2,659","3,225","3,022","1,762","2,082","1,826","1,999","4,924","3,038","35,824"
"2015","CHARLESTON.pdf","Clams, butter","landings","1,996","1,884","1,296","1,812","1,852","2,082","1,377","1,439","1,584","1,254","1,013","437","18,026"
"2015","CHARLESTON.pdf","","value","1,963","1,596","1,316","1,812","1,852","2,082","1,377","1,578","1,584","1,254","1,013","437","17,864"
"2015","CHARLESTON.pdf","","landings","1,964","3,243","794","726","1,248","714","269","295","67","366","3,409","2,272","15,367"
"2015","CHARLESTON.pdf","","value","1,964","3,204","794","726","1,248","714","269","295","67","340","3,409","2,276","15,306"
"2015","CHARLESTON.pdf","","landings","101","145","159","121","125","169","116","195","175","485","732","397","2,920"
"2015","CHARLESTON.pdf","","value","101","145","159","121","125","169","116","196","175","405","492","325","2,529"
"2015","CHARLESTON.pdf","","landings","","45","","","","63","","25","","","5","","138"
"2015","CHARLESTON.pdf","","value","","45","","","","57","","13","","","10","","125"
"2015","CHARLESTON.pdf","","landings","","","","","","8,350","","","","","","","8,350"
"2015","CHARLESTON.pdf","","value","","","","","","4,175","","","","","","","4,175"
"2015","CHARLESTON.pdf","","landings","","","","","","8,350","","","","","","","8,350"
"2015","CHARLESTON.pdf","","value","","","","","","4,175","","","","","","","4,175"
"2015","CHARLESTON.pdf","Total","landings","964,923","531,368","1,092,006","4,103,110","3,574,112","3,095,185","2,898,289","2,248,329","1,055,869","705,989","427,162","84,561","20,780,903"
"2015","CHARLESTON.pdf","","value","1,785,158","899,288","804,760","3,290,614","3,499,706","3,274,123","3,184,637","2,372,996","1,232,263","774,024","427,696","73,608","21,618,873"
"2015","COLUMBIA_RIVER.pdf","","value","1,963","1,596","1,316","1,812","1,852","2,082","1,377","1,578","1,584","1,254","1,013","437","17,864"
"2015","COLUMBIA_RIVER.pdf","","landings","1,964","3,243","794","726","1,248","714","269","295","67","366","3,409","2,272","15,367"
"2015","COLUMBIA_RIVER.pdf","","value","1,964","3,204","794","726","1,248","714","269","295","67","340","3,409","2,276","15,306"
"2015","COLUMBIA_RIVER.pdf","","landings","101","145","159","121","125","169","116","195","175","485","732","397","2,920"
"2015","COLUMBIA_RIVER.pdf","","value","101","145","159","121","125","169","116","196","175","405","492","325","2,529"
"2015","COLUMBIA_RIVER.pdf","","landings","","45","","","","63","","25","","","5","","138"
"2015","COLUMBIA_RIVER.pdf","","value","","45","","","","57","","13","","","10","","125"
"2015","COLUMBIA_RIVER.pdf","","landings","","","","","","8,350","","","","","","","8,350"
"2015","COLUMBIA_RIVER.pdf","","value","","","","","","4,175","","","","","","","4,175"
"2015","COLUMBIA_RIVER.pdf","","landings","","","","","","8,350","","","","","","","8,350"
"2015","COLUMBIA_RIVER.pdf","","value","","","","","","4,175","","","","","","","4,175"
"2015","COLUMBIA_RIVER.pdf","Total","landings","964,923","531,368","1,092,006","4,103,110","3,574,112","3,095,185","2,898,289","2,248,329","1,055,869","705,989","427,162","84,561","20,780,903"
"2015","COLUMBIA_RIVER.pdf","","value","1,785,158","899,288","804,760","3,290,614","3,499,706","3,274,123","3,184,637","2,372,996","1,232,263","774,024","427,696","73,608","21,618,873"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","landings","2,703","2,544","1,433","7,205","62,564","34,310","125,393","77,652","61,078","12,015","5,126",NA,"392,023"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","6,695","6,374","3,554","36,691","355,810","144,309","195,678","112,486","150,066","40,354","13,183",NA,"1,065,200"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Anchovy, northern","landings","","","","","","","","2,500","","","",NA,"2,500"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","","","","1,250","","","",NA,"1,250"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Cabezon","landings","","9","6","","226","87","416","450","233","694","621",NA,"2,742"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","20","14","","907","357","1,785","1,784","921","2,687","2,472",NA,"10,947"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Greenling sp.","landings","","2","2","","49","73","45","41","10","12","10",NA,"244"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","5","5","","242","233","220","205","50","55","50",NA,"1,065"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Halibut, Pacific","landings","","","","","147","6,818","4,060","21","","","",NA,"11,046"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","830","37,444","22,548","135","","","",NA,"60,957"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Lingcod","landings","","","15","399","2,377","2,134","2,085","3,345","4,006","3,084","2,316",NA,"19,761"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","37","1,060","6,633","5,413","5,759","9,033","10,721","7,239","6,373",NA,"52,268"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, black","landings","1,139","1,805","1,094","2,854","2,774","2,113","3,356","1,637","2,472","1,111","1,800",NA,"22,155"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","2,551","4,056","2,521","6,402","6,165","4,353","7,381","3,543","5,521","2,468","3,960",NA,"48,921"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, blue","landings","","17","15","8","6","1","22","","70","29","86",NA,"254"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","38","35","18","14","2","50","","156","66","191",NA,"570"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, canary","landings","","","","","1","","","","","","",NA,"1"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","2","","","","","","",NA,"2"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, china","landings","","","","","3","","","","","","",NA,"3"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","7","","","","","","",NA,"7"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, copper","landings","4","5","","","4","4","6","","","3","3",NA,"29"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","9","11","","","20","9","14","","","7","7",NA,"77"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, quillback","landings","4","","3","","2","3","4","4","40","33","5",NA,"98"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","9","","7","","5","7","9","9","89","74","23",NA,"232"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, Slope","landings","","","","","","","","","","13","",NA,"13"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","","","","","","7","",NA,"7"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, tiger","landings","","","","","5","10","1","8","","3","",NA,"27"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","11","23","2","18","","7","",NA,"61"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, vermillion","landings","","","","","","","","6","9","","",NA,"15"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","","","","14","20","","",NA,"34"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, widow","landings","","","","","3","","","","","","",NA,"3"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","6","","","","","","",NA,"6"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Rockfish, yellowtail","landings","7","11","4","120","172","339","128","440","106","88","19",NA,"1,434"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","16","25","9","221","226","639","271","917","233","189","40",NA,"2,786"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Sablefish","landings","1,549","695","294","287","785","","","","","3,142","","","6,752"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","4,110","2,219","926","933","2,236","","","","","7,596","","","18,020"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Salmon eggs","landings","","","","","","","","","27","25","","","52"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","","","","","","200","3","","","203"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Salmon, chinook","landings","","","","3,537","55,957","17,700","5,933","2,883","11,905","3,396","","","101,311"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","","value","","","","28,057","338,359","86,874","22,945","15,959","67,606","19,364","","","579,164"
"2015","GEARHART-SEASIDE-CANNONBEACH-GARIBALDI-NEHALEMBAY.pdf","Salmon, coho","landings","","","","","","","585","846","30","","","","1,461"
