"year","filename","port_complex","area","category","species","check","January","February","March","April","May","June","July","August","September","October","November","December","Total","Extra"
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Fishes",,"","","","","","","","","","","","","",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Anchovy, deepbody",,"0","0","0","0","0","14","0","0","0","0","0","0","14",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Anchovy, northern",,"0","0","0","0","19","0","4","0","0","0","0","0","23",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Bonito, Pacific",,"0","0","0","0","0","0","0","10","0","0","0","0","10",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Butterfish (Pacific pompano)",,"0","0","0","0","6","4","6","3","31","0","0","0","50",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Cabezon",,"0","57","0","0","8","26","42","8","0","0","0","0","141",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Carp",,"4,244","4,015","2,725","0","0","0","0","0","0","3,495","4,480","4,569","23,528",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Cod, Pacific",,"0","0","0","0","0","26","0","0","0","0","0","0","26",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Croaker, unspecifed",,"5,378","10,560","6,486","520","4,046","6,316","4,474","2,725","3,197","2,274","344","1,486","47,805",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Croaker, white",,"0","0","165","20","335","3","13","5","76","0","14","0","631",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Eel, monkeyface (prickleback)",,"0","0","0","0","0","0","0","0","0","0","26","52","77",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Flounder, starry",,"6,624","6,663","4,805","1,474","2,952","718","1,948","3,728","4,771","847","3,321","4,566","42,419",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Flounder, unspecified",,"0","0","75","0","0","0","0","0","1","0","0","51","127",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Goby, yellowfin",,"0","0","27","0","0","0","0","0","0","0","0","0","27",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Greenling, kelp",,"10","0","0","0","3","7","0","0","0","0","0","0","20",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Grenadier",,"0","200","0","5","0","0","3,849","440","4,040","261","0","0","8,795",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Halibut, California",,"69,535","71,033","43,134","15,113","14,357","42,783","91,253","92,849","24,376","13,124","12,577","44,132","534,265",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Herring, Pacific - roe on kelp",,"0","5,558","6,931","0","0","0","0","0","0","0","0","0","12,489",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Herring, Pacific - roe",,"2,880,830","93,489","0","0","0","0","0","0","0","0","0","0","2,974,318",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Herring, Pacific",,"77,040","0","0","0","0","0","0","0","0","0","0","0","77,040",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Jacksmelt",,"18","22","0","0","0","0","0","419","1,147","573","9","2","2,190",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Lingcod",,"507","803","1,037","596","1,661","803","4,466","3,025","3,253","1,977","166","85","18,378",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Mackerel, Pacific",,"0","0","0","0","44","34","0","0","0","0","0","0","78",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Mackerel, jack",,"0","0","0","0","0","6","0","5","0","0","0","0","11",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Mackerel, unspecified",,"0","0","0","0","0","0","23","2","0","0","1","0","26",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, China",,"43","129","0","0","12","9","57","0","5","62","42","33","392",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, Pacific ocean perch",,"0","118","0","0","0","0","0","0","0","0","0","0","118",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, bank",,"1,190","15,236","1,620","1,239","0","0","5,940","0","0","0","0","0","25,225",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, black-and-yellow",,"0","0","0","0","0","171","149","84","62","24","0","0","490",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, black",,"21","31","0","0","95","259","742","712","377","310","236","105","2,887",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, blackgill",,"0","1,314","581","1,309","0","0","379","1,302","3,048","680","4,122","709","13,444",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, blue",,"1","31","0","0","4","31","64","153","389","256","106","53","1,088",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, bocaccio",,"0","40","0","36","5","0","460","0","294","16","14","0","865",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, brown",,"0","2","0","0","7","38","180","191","195","61","50","13","737",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, canary",,"2","0","0","100","50","0","3","0","0","0","0","0","155",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, chilipepper",,"88","1,063","564","582","240","0","9,749","3,691","12,619","200","459","0","29,255",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, copper",,"36","78","0","0","5","8","6","3","8","34","20","66","263",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Fishes",,"","","","","","","","","","","","","",
2004,"landings04_table10.pdf","San Francisco","California Waters","Fishes","Rockfish, cowcod",,"0","0","0","0","0","0","0","0","0","1","2","0","3",
