"year","filename","port","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","2","50","","","19","11","10","5","","97"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, grass","landings","4","3","","","","","","","2","","","","9"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","28","21","","","","","","","14","","","","63"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, Olive","landings","","","","","1","4","","2","","","","","7"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","1","19","","10","","","","","30"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, quillback","landings","39","16","8","57","268","110","259","128","267","102","375","23","1,652"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","187","54","40","196","1,048","390","1,150","485","1,050","377","1,618","111","6,706"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, Shelf","landings","","","","","4","23","10","3","57","","7","","104"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","4","27","11","4","72","","7","","125"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, Slope","landings","291","282","1,478","1,625","1,726","776","391","187","123","433","617","","7,929"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","364","352","1,552","1,909","1,953","906","461","240","159","561","799","","9,256"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, tiger","landings","","18","","16","122","46","5","90","81","55","53","11","497"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","86","","58","438","164","13","258","316","194","188","75","1,790"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, vermillion","landings","75","80","41","64","339","76","449","328","310","399","466","47","2,674"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","285","96","162","143","521","167","546","496","582","588","1,100","229","4,915"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, widow","landings","","","","21","13","","15","25","28","","","","102"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","22","14","","16","27","30","","","","109"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Rockfish, yellowtail","landings","","4","12","138","224","22","228","193","191","96","52","7","1,167"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","4","52","150","236","23","251","210","233","95","78","10","1,342"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sablefish","landings","1,677","3,500","4,953","35,523","18,989","17,489","19,636","27,413","30,286","13,232","19,181","","191,879"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","3,222","8,168","11,278","74,612","40,865","46,295","55,407","77,607","87,899","39,503","57,356","","502,212"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Salmon eggs","landings","","","","","","","","","","288","174","","462"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","","","","","857","522","","1,379"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Salmon, chinook","landings","","","","5,826","21,267","4,185","15,856","33,822","4,447","13,162","8,269","","106,834"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","41,277","121,064","21,684","64,508","122,977","19,626","72,169","50,648","","513,953"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Salmon, coho","landings","","","","","","","","","1,274","","","","1,274"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","","","","3,096","","","","3,096"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sculpin, buffalo","landings","","","","2","","","","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","1","","","","","","","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sea urchin, red","landings","36,238","54,288","16,142","67,196","80,364","50,484","11,532","5,870","4,814","23,662","61,958","36,816","449,364"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","21,532","30,830","8,837","38,009","42,673","28,226","8,138","4,493","5,536","12,228","34,137","20,734","255,373"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Shark, spiny dogfish","landings","","","","108","265","63","28","89","370","","137","","1,060"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","17","27","7","3","11","37","","14","","116"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Skates unsp.","landings","","","","","","90","","84","538","48","","","760"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","27","","25","186","14","","","252"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sole, Dover","landings","","","1","20","52","35","30","52","43","30","41","","304"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","0","8","21","13","12","19","17","12","16","","118"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sole, petrale","landings","","","","1","","9","","","6","11","4","","31"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","2","","11","","","6","17","4","","40"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sole, rock","landings","","","","","2","","","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","1","","","","","","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Sole, sand","landings","","","","","","2","","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","1","","","","","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Surfperch spp","landings","","","","","","","","","","1","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","","","","","1","","","1"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Thornyhead, shortspine","landings","48","1","","8","28","16","12","22","14","3","5","","157"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","46","1","","5","23","8","5","12","8","3","3","","114"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Tuna, albacore","landings","","","","","","","7,705","4,032","6,616","","","","18,353"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","","","11,653","5,205","9,691","","","","26,549"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","Wolf-eel","landings","","","","","19","8","","4","","6","","","37"
"2014","Commercial food fish landings by port 2014.pdf","38-PORT ORFORD","","value","","","","","12","4","","4","","6","","","26"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Total","landings","2,610","2,823","","849","15,147","6,645","64,849","20,159","15,262","13,932","5,202","901","148,379"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","9,066","10,239","","3,280","41,859","18,567","63,652","38,239","38,744","34,434","13,282","3,342","274,704"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Cabezon","landings","290","881","","30","941","247","635","1,583","646","576","476","43","6,348"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","1,056","3,089","","113","3,244","849","2,259","5,375","2,385","2,117","1,755","168","22,410"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Crab, Dungeness, ocean","landings","219","140","","146","1,184","695","559","327","","","","585","3,855"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","710","700","","795","5,920","3,317","1,895","981","","","","2,307","16,625"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Greenling sp.","landings","815","689","","124","1,695","522","653","779","1,057","1,273","550","117","8,274"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","3,668","3,101","","558","7,628","2,349","2,939","3,498","4,757","5,573","2,475","527","37,073"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Lingcod","landings","","","","","3,189","1,156","1,868","1,765","1,609","2,600","1,898","","14,085"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","6,435","2,326","3,789","3,536","3,325","5,257","3,730","","28,398"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, black","landings","922","810","","367","7,675","3,534","10,783","7,904","7,549","7,659","1,674","144","49,021"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","2,286","1,975","","893","16,978","7,755","23,175","17,273","16,636","16,396","3,662","322","107,351"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, blue","landings","9","2","","17","101","50","178","252","215","367","176","12","1,379"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","14","3","","26","152","75","267","378","328","551","264","18","2,076"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, brown","landings","","","","","","","","7","","","","","7"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","","","","33","","","","","33"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, china","landings","82","147","","27","153","197","274","302","291","445","177","","2,095"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","486","957","","170","842","1,264","1,610","1,752","1,753","2,456","1,022","","12,312"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, copper","landings","59","16","","","42","54","218","279","158","172","32","","1,030"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","204","57","","","141","179","633","883","652","508","59","","3,316"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, Gopher","landings","2","5","","","","","6","","2","","3","","18"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","10","12","","","","","29","","10","","14","","75"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, quillback","landings","79","45","","","16","68","227","167","66","132","51","","851"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","375","214","","","59","307","770","641","314","541","87","","3,308"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, tiger","landings","3","6","","","","","13","28","11","24","8","","93"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","14","29","","","","","62","77","33","114","6","","335"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, vermillion","landings","129","80","","13","85","113","192","398","275","453","154","","1,892"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","240","100","","16","104","141","234","515","369","587","206","","2,512"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Rockfish, yellowtail","landings","1","2","","","4","1","13","27","","21","3","","72"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","3","2","","","5","1","14","33","","19","2","","79"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Salmon, chinook","landings","","","","125","62","","","24","1,182","","","","1,393"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","709","351","","","105","5,140","","","","6,305"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Salmon, coho","landings","","","","","","","","","166","","","","166"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","","","","","396","","","","396"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Sea urchin, red","landings","","","","","","","49,230","6,317","","","","","55,547"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","","","25,976","3,159","","","","","29,135"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Tuna, albacore","landings","","","","","","","","","2,035","210","","","2,245"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","","","","","2,646","315","","","2,961"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","Wolf-eel","landings","","","","","","8","","","","","","","8"
"2014","Commercial food fish landings by port 2014.pdf","40-GOLD BEACH","","value","","","","","","4","","","","","","","4"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Total","landings","667,871","404,066","276,416","388,818","1,237,326","667,989","976,923","533,559","1,501,722","992,450","244,538","497,831","8,389,509"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","1,068,791","644,138","318,934","357,492","1,798,523","546,820","623,403","385,029","1,718,023","969,594","207,322","1,158,654","9,796,723"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Cabezon","landings","126","368","198","1,154","353","652","122","98","82","66","27","19","3,265"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","401","1,354","586","3,796","1,441","2,384","472","459","346","306","109","75","11,729"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Crab, Dungeness, ocean","landings","225,587","91,332","31,321","26,010","21,620","9,324","7,174","1,884","","","241","248,842","663,335"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","804,424","478,631","170,424","136,707","126,478","46,096","28,398","7,536","","","0","901,000","2,699,694"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Flounder, arrowtooth","landings","6,470","5,330","4,170","3,103","3,384","209","429","70","194","152","1,132","7,967","32,610"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","595","475","413","309","337","21","43","7","17","15","111","660","3,003"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Greenling sp.","landings","363","331","130","420","674","30","357","273","364","47","206","63","3,258"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","1,634","1,490","585","1,890","3,033","135","1,607","1,226","1,611","212","848","284","14,555"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Grenadier, Pacific","landings","","","","","","","","","","","","8","8"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","","","","0","0"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Halibut, Pacific","landings","","","","","","","2,770","4,396","","","","","7,166"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","13,876","21,278","","","","","35,154"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Irish Lord, red","landings","","","","","","","","2","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","4","","","","","4"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Lingcod","landings","56","21","39","","2,423","2,101","2,335","1,066","2,299","1,019","922","189","12,470"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","22","16","29","","3,957","3,231","4,029","2,103","3,338","1,303","1,593","152","19,773"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Longnose Skate","landings","8,479","7,074","15,324","4,157","8,417","4,178","6,911","11,328","22,174","16,251","7,967","3,494","115,754"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","3,209","2,409","5,110","1,530","3,202","1,605","2,690","4,365","8,364","6,127","2,998","1,309","42,918"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Pacific Ocean perch","landings","20","1","5","1","21","13","6","13","142","39","107","76","444"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","10","0","2","1","9","6","3","6","51","18","41","29","176"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, black","landings","1,884","350","622","2,851","3,137","2,226","4,598","2,551","3,137","1,076","1,785","484","24,701"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","4,507","870","1,455","6,363","6,595","4,349","8,577","4,935","6,202","1,895","3,233","937","49,918"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, black&yellow","landings","","2","","3","","","2","","","","","","7"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","9","","14","","","14","","","","","","37"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, blue","landings","","","7","53","157","3","115","31","39","26","36","24","491"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","11","73","351","5","194","48","59","39","56","42","878"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, brown","landings","","","","","","","","","","6","","","6"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","","29","","","29"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, canary","landings","","","","","","455","5","20","","","","","480"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","228","3","20","","","","","251"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, china","landings","2","6","7","28","10","7","67","7","6","3","6","7","156"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","14","41","47","141","68","47","227","47","41","20","41","47","781"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, copper","landings","","","16","43","","3","146","47","","","","","255"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","60","146","","14","213","51","","","","","484"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, darkblotched","landings","122","12","41","22","647","843","41","30","1,404","1,522","1,656","6,147","12,487"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","61","6","21","12","324","422","21","15","696","751","718","3,026","6,073"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, Gopher","landings","","","","","2","2","","","","","","","4"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","2","10","","","","","","","12"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, grass","landings","","24","","3","29","35","16","21","21","3","","4","156"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","168","","21","203","218","85","147","147","21","","28","1,038"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, quillback","landings","","","18","30","","15","57","76","","","","","196"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","86","143","","15","98","78","","","","","420"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, Shelf","landings","2","1","","","2","17","164","8","4","4","7","","209"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","1","0","","","1","5","49","8","1","1","3","","69"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, Slope","landings","558","38","174","197","1,000","116","91","237","1,113","269","386","1,088","5,267"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","208","11","78","109","367","53","41","109","490","107","144","208","1,925"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, tiger","landings","","","","23","","","15","","","","","","38"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","97","","","26","","","","","","123"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, vermillion","landings","","5","30","66","5","13","8","30","","","","","157"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","6","38","83","6","16","18","33","","","","","200"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, widow","landings","","","","","2","3","","","","","","3","8"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","1","1","","","","","","1","3"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, yelloweye","landings","","","","","","","38","313","","","","","351"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","38","298","","","","","336"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Rockfish, yellowtail","landings","","","","","","564","71","7","13","","","","655"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","287","121","12","20","","","","440"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sablefish","landings","23,672","15,889","21,208","19,350","35,333","28,301","22,915","16,707","351,463","148,572","21,520","53,202","758,132"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","43,943","30,483","38,383","38,473","73,504","61,767","50,734","38,099","935,345","396,323","51,930","116,263","1,875,247"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Salmon eggs","landings","","","","","","","","","","69","","","69"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","","207","","","207"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Salmon, chinook","landings","","","","689","188,866","20,554","9,238","5,303","3,353","8,921","","","236,924"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","5,162","1,098,442","113,591","38,366","24,326","14,001","49,901","","","1,343,789"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Salmon, coho","landings","","","","","","","","","9","","","","9"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","16","","","","16"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sanddab, Pacific","landings","","","","","","494","1,506","","","","","","2,000"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","296","872","","","","","","1,168"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Shark, other sp.","landings","","","","","","","","","","","","11","11"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","","","","0","0"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Shark, spiny dogfish","landings","","","","","","","","","","","","29","29"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","","","","","","0","0"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Shrimp, pink","landings","","","","210,303","771,818","464,630","762,032","340,136","715,841","573,255","","","3,838,015"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","104,801","388,039","247,308","379,405","188,573","466,229","383,830","","","2,158,185"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Skates unsp.","landings","","","","23","","148","773","","","","","","944"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","7","","53","286","","","","","","346"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, curlfin (turbot)","landings","","","","","","4","2","","","","","","6"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","1","1","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, Dover","landings","260,834","198,383","162,486","100,494","137,351","105,866","94,949","101,249","210,827","176,165","105,356","56,624","1,710,584"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","117,882","89,571","74,567","45,885","60,781","46,996","42,113","44,613","93,146","78,111","46,593","25,920","766,178"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, English","landings","56","7","63","","33","1,040","379","42","676","352","84","3","2,735"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","10","2","14","","11","295","119","13","216","113","27","1","821"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, petrale","landings","44,270","3,310","14,471","84","116","4,221","7,853","53","800","5,452","77,298","87,605","245,533"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","42,267","3,105","15,209","101","133","4,678","8,975","61","915","6,192","84,406","94,461","260,503"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, rex","landings","14,945","5,948","6,448","2,054","21,578","4,888","9,180","7,683","14,636","14,645","7,866","5,295","115,166"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","5,488","2,234","2,345","757","7,828","1,796","3,442","2,826","5,359","5,356","2,813","1,762","42,006"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Sole, rock","landings","","","","","","6","","","","","","","6"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","2","","","","","","","2"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Thornyhead, longspine","landings","55,322","63,217","8,898","8,017","20,620","7,334","11,967","6,628","24,887","14,241","6,856","17,243","245,230"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","24,076","23,520","2,814","3,466","7,571","3,026","4,401","2,427","8,800","5,162","2,628","7,432","95,323"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Thornyhead, shortspine","landings","25,098","12,417","10,721","9,627","19,725","9,692","9,013","8,257","19,659","17,539","11,070","9,371","162,189"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","20,039","9,737","6,657","7,398","15,839","7,863","6,809","6,311","15,451","14,681","9,030","5,017","124,832"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Tuna, albacore","landings","","","","","","","21,578","24,989","128,574","12,737","","","187,878"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","","","","27,037","34,995","157,162","18,874","","","238,068"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Whiting, Pac. (hake)","landings","5","","19","","3","2","","4","5","19","10","33","100"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","0","","0","","0","0","","0","0","0","0","0","0"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","Wolf-eel","landings","","","","13","","","","","","","","","13"
"2014","Commercial food fish landings by port 2014.pdf","42-BROOKINGS","","value","","","","7","","","","","","","","","7"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","Total","landings","","","","430","1,424","195","210","501","40","44","","","2,844"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","","value","","","","1,204","3,987","546","546","1,256","1","1","","","7,541"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","Crayfish","landings","","","","430","1,424","195","210","463","","","","","2,722"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","","value","","","","1,204","3,987","546","546","1,255","","","","","7,538"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","Dace, speckled","landings","","","","","","","","38","30","44","","","112"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","","value","","","","","","","","1","1","1","","","3"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","Pikeminnow, northern","landings","","","","","","","","","10","","","","10"
"2014","Commercial food fish landings by port 2014.pdf","51-BAKER","","value","","","","","","","","","0","","","","0"
"2014","Commercial food fish landings by port 2014.pdf","52-BENTON","Total","landings","","","","","","","","13","","","","","13"
"2014","Commercial food fish landings by port 2014.pdf","52-BENTON","","value","","","","","","","","39","","","","","39"
"2014","Commercial food fish landings by port 2014.pdf","52-BENTON","Crayfish","landings","","","","","","","","13","","","","","13"
"2014","Commercial food fish landings by port 2014.pdf","52-BENTON","","value","","","","","","","","39","","","","","39"
"2014","Commercial food fish landings by port 2014.pdf","53-CLACKAMAS","Total","landings","","","","","","311","1,362","3,889","1,355","","","","6,917"
"2014","Commercial food fish landings by port 2014.pdf","53-CLACKAMAS","","value","","","","","","855","3,474","10,455","3,794","","","","18,578"
"2014","Commercial food fish landings by port 2014.pdf","53-CLACKAMAS","","landings","","","","","","311","1,362","3,889","1,355","","","","6,917"
"2014","Commercial food fish landings by port 2014.pdf","53-CLACKAMAS","","value","","","","","","855","3,474","10,455","3,794","","","","18,578"
