year,filename,port_complex,area,category,species,check,January,February,March,April,May,June,July,August,September,October,November,December,Total,Extra
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, starry",,0,3,0,0,24,18,107,28,137,31,18,13,378,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, treefish",,0,0,0,0,0,0,0,0,4,1,0,0,5,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, vermilion",,46,17,0,0,22,34,203,368,296,173,46,61,"1,266",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, widow",,0,0,0,253,208,0,21,22,285,34,69,0,892,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, yelloweye",,0,0,0,0,0,0,0,0,4,0,0,0,4,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Rockfish, yellowtail",,96,12,103,0,75,0,140,7,143,21,6,15,618,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Sablefish,,"3,398","5,662","5,249","6,440","10,058","21,911","42,962","28,346","48,249","41,440","16,721","9,076","239,512",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Salmon, Chinook",,0,0,0,0,0,0,"2,146",0,349,0,0,0,"2,495",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Salmon, Roe (Chinook, Coho)",,0,0,0,0,0,0,2,0,0,0,0,0,2,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Sanddab,,42,387,"9,328","5,760","10,542","2,967","23,167","7,286","4,178","1,339","2,968","1,737","69,701",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sardine, Pacific",,0,0,0,0,0,0,133,0,0,0,0,0,133,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sculpin, staghorn",,122,52,156,67,105,21,168,293,470,551,357,250,"2,612",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Seabass, white",,532,516,301,16,0,30,"1,131","7,630",642,48,0,0,"10,846",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Seaperch, striped",,120,385,534,0,0,0,0,0,0,0,0,0,"1,039",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, leopard",,"1,374",52,38,25,142,0,132,34,101,300,330,189,"2,890",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, shortfin mako",,0,0,113,0,0,0,0,0,0,0,0,0,113,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, soupfin",,115,26,318,111,0,0,0,0,36,73,98,197,974,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, spiny dogfish",,0,0,0,0,0,0,0,0,0,8,0,0,8,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, thresher",,0,0,0,0,0,0,373,211,18,0,0,0,602,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Shark, unspecified",,0,30,268,0,0,50,0,0,0,50,227,185,810,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Skate, big",,0,0,0,0,"2,348",0,41,0,0,0,0,0,"2,389",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Skate, longnose",,0,0,"1,811","3,780","4,606","7,831","11,041","23,680","7,302","2,628","1,964",0,"64,643",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Skate, unspecified",,94,354,386,"2,088",11,0,0,279,"7,185","4,143","1,003",10,"15,553",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Smelt, night",,0,0,0,0,10,85,73,207,0,0,0,0,375,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Smelt, surf",,0,0,0,10,0,0,20,30,0,0,0,0,60,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, Dover",,"14,434","32,958","40,682","29,461","45,075","46,146","74,270","65,335","108,626","117,386","18,446","10,062","602,881",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, English",,"1,068",552,"1,089","3,640","1,725",478,"2,229","1,459","4,391","2,686","1,850","1,341","22,508",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, petrale",,"6,184","7,974","6,197","20,489","22,263","6,359","11,972","4,323","19,918","6,191","9,269","3,150","124,289",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, rex",,"1,401","1,245","2,544","1,692","1,600","1,260","1,206","3,026","1,592","1,108",581,0,"17,255",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Fishes,,,,,,,,,,,,,,,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, rock",,477,613,576,609,663,272,"1,389",335,116,36,32,0,"5,117",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, sand",,"1,557","1,689","1,300",981,204,"1,373","3,018","1,800",958,774,98,0,"13,752",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Sole, unspecified",,0,120,0,0,0,0,0,78,0,0,0,0,198,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, barred",,0,0,14,0,0,0,0,0,0,0,0,0,14,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, black",,35,0,25,61,0,0,0,0,0,0,0,0,120,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, pile",,25,0,0,0,0,0,0,0,0,0,0,0,25,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, redtail",,0,0,0,0,0,0,0,51,0,0,0,0,51,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, rubberlip",,0,0,27,0,0,0,0,0,0,0,86,0,113,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, shiner",,9,0,0,0,16,0,0,0,0,0,9,0,34,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Surfperch, unspecified",,562,0,0,97,0,0,0,1,0,0,508,59,"1,227",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Swordfish,,"39,817","78,493","92,496",0,0,0,0,0,0,"28,408",0,"171,090","410,304",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Thornyhead, longspine",,"3,451","6,708","4,141","1,529","1,764",427,"3,386","2,110","7,418","10,347",470,460,"42,211",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Thornyhead, shortspine",,"2,678","4,961","2,271","1,014","1,291","1,026","3,284","1,840","5,997","8,069","1,589",426,"34,446",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Tuna, albacore",,0,0,581,0,0,0,136,477,"14,345","13,719",0,"3,038","32,297",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Tuna, bigeye",,0,0,"1,795",0,0,0,0,0,0,0,0,0,"1,795",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Tuna, skipjack",,0,0,0,0,0,0,0,0,0,35,0,0,35,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Tuna, unspecified",,0,"1,751",914,0,0,0,0,0,0,0,0,0,"2,665",
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Tuna, yellowfin",,0,0,0,0,0,0,37,0,0,85,0,0,122,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,"Turbot, hornyhead",,0,3,0,0,0,0,0,0,0,0,0,0,3,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Turbot,,18,12,23,111,53,50,28,2,41,7,13,0,358,
2010,Table 10.pdf,San Francisco,California Waters,Fishes,Yellowtail,,0,0,0,0,0,0,0,0,23,28,0,0,51,
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,Crustaceans,,,,,,,,,,,,,,,
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Crab, Dungeness",,"244,547","186,211","168,570","73,401","58,160","56,117","2,057",0,0,200,"4,969,763","4,439,863","10,198,890",
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Crab, box",,0,0,168,0,0,0,0,0,0,0,0,0,168,
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Crab, rock unspecified",,299,826,212,464,"1,329",597,"1,475","1,487","1,409",619,120,100,"8,936",
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Crayfish, unspecified",,0,0,0,0,0,166,0,0,0,0,0,0,166,
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Prawn, spot",,"1,972",107,992,978,0,0,0,0,112,619,662,0,"5,441",
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Shrimp, bay",,"8,106","8,582","4,943","1,583","3,004","1,974","4,272","4,021","4,546","3,240","4,684","7,596","56,551",
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Shrimp, coonstriped",,0,0,0,0,850,0,642,"1,256","1,645","1,365",0,0,"5,758",
2010,Table 10.pdf,San Francisco,California Waters,Crustaceans,"Shrimp, unspecified",,0,0,0,0,1,0,0,0,0,0,0,0,1,
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,Mollusks,,,,,,,,,,,,,,,
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,"Octopus, unspecified",,50,266,101,62,45,52,88,0,54,12,0,0,730,
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,Sea hare,,0,0,0,0,0,0,62,0,0,0,0,0,62,
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,"Squid, jumbo",,"2,798","3,333",39,0,0,0,0,0,0,0,0,0,"6,170",
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,"Squid, market",,0,0,0,0,0,0,0,"1,106,898","116,444","256,727",0,0,"1,480,069",
2010,Table 10.pdf,San Francisco,California Waters,Mollusks,Waters Area Total:,,"357,860","380,168","385,588","198,286","214,175","185,337","280,732","1,338,651","479,990","603,232","5,075,481","4,659,028","14,158,700",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Fishes,,,,,,,,,,,,,,,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Anchovy, northern",,0,0,0,0,0,0,0,0,"289,607","1,215,921",0,0,"1,505,528",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Barracuda, California",,0,0,0,0,0,0,0,0,11,0,0,0,11,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Cabezon,,178,115,0,0,991,791,680,739,"1,481",847,240,413,"6,475",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Croaker, white",,0,0,0,0,0,0,200,0,0,0,0,0,200,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Eel, monkeyface (prickleback)",,0,0,0,0,0,0,0,0,0,5,0,0,5,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Flounder, starry",,0,0,0,0,0,0,0,793,0,15,0,0,808,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Greenling, kelp",,43,8,0,0,121,77,79,48,65,74,0,0,515,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Grenadier,,"4,443","4,389","6,969","10,516","8,652","17,190","15,687","11,338","12,359","9,967","10,462","7,267","119,239",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Halibut, California",,0,217,"1,060",206,120,548,"3,009","4,395",345,95,0,0,"9,994",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Jacksmelt,,0,0,0,0,780,"2,434",624,434,264,162,0,0,"4,698",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Lingcod,,0,30,501,55,647,992,"1,076",589,273,270,203,509,"5,145",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Louvar,,0,0,0,0,0,0,0,0,0,0,25,0,25,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Mackerel, Pacific",,0,0,4,0,0,0,0,0,0,0,0,0,4,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Opah,,0,0,0,0,0,0,0,0,0,0,"1,448",0,"1,448",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, China",,4,5,0,0,0,6,58,13,15,10,0,9,119,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, aurora",,0,0,0,0,2,0,59,0,0,0,0,0,61,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, bank",,36,3,"2,104","1,128","2,907",300,"1,147","2,105","1,345",826,0,0,"11,901",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, black-and-yellow",,171,109,0,0,464,402,424,436,618,398,258,303,"3,583",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, black",,10,0,0,0,8,0,17,8,3,3,30,0,78,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, blackgill",,"2,270","1,285","4,690","1,131","1,985","2,217","1,415","2,269",600,811,211,40,"18,924",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, blue",,19,54,0,0,27,128,134,221,139,173,121,216,"1,232",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, bocaccio",,20,281,0,0,562,276,229,328,75,281,154,146,"2,350",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, brown",,6,3,0,0,45,0,33,143,2,0,0,33,265,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, canary",,0,0,5,0,4,36,36,6,14,0,0,0,101,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, chilipepper",,107,"5,532","7,611","2,075","7,446","5,511","13,657","9,746","7,116","8,425","6,182","1,336","74,743",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, copper",,0,2,0,0,3,7,35,83,13,41,2,20,206,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, darkblotched",,0,0,22,27,0,52,49,0,7,0,0,1,158,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, gopher",,265,163,0,0,134,690,"1,989",915,300,465,81,514,"5,516",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, grass",,95,53,0,0,486,232,205,447,378,266,134,121,"2,417",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, greenspotted",,0,8,0,0,0,10,4,2,0,10,0,0,33,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, group red",,0,0,4,0,0,39,193,40,20,8,0,0,304,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, group shelf",,0,0,0,0,0,47,0,0,0,0,0,0,47,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, group slope",,0,0,0,0,0,0,0,0,0,388,814,477,"1,679",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, kelp",,38,36,0,0,72,44,69,17,57,100,84,150,667,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, olive",,0,0,0,0,29,145,71,66,121,316,32,45,823,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, quillback",,0,0,0,0,10,0,0,0,0,0,0,0,10,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Fishes,,,,,,,,,,,,,,,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, rosy",,0,2,0,0,0,1,0,0,0,0,0,0,3,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, speckled",,0,0,0,0,0,3,0,6,0,0,3,0,11,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, splitnose",,"4,156","3,990","3,091",321,"3,866","3,240","4,688","3,035","9,228","3,220","2,652",160,"41,647",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, starry",,0,0,0,0,0,31,107,5,21,9,2,26,200,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, treefish",,0,3,0,0,0,0,4,75,0,0,0,2,84,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, vermilion",,0,415,0,22,343,661,512,405,278,464,287,600,"3,987",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, widow",,0,0,7,0,6,23,20,6,0,5,4,0,71,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Rockfish, yellowtail",,0,3,0,0,0,6,55,0,0,0,48,267,379,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Sablefish,,"16,187","29,414","42,650","43,604","34,048","37,954","47,731","28,816","32,128","35,963","49,393","68,221","466,109",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Salmon, Chinook",,0,0,0,0,0,0,"19,776",0,0,0,0,0,"19,776",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sanddab, Pacific",,0,0,0,0,0,0,0,50,0,0,0,0,50,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Sanddab,,0,"2,022",75,160,30,"1,723","1,366","1,376","11,881","9,359","10,922",0,"38,914",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sardine, Pacific",,"210,679","1,750,456","2,080,087","583,169","1,027,557","760,763","3,067,799",918,"3,982","6,265",0,0,"9,491,675",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Seabass, white",,"2,455","2,748","1,654",563,460,914,165,"15,703","22,112","25,326","4,355",0,"76,455",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Shark, shortfin mako",,0,0,0,0,0,0,0,0,0,0,610,0,610,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Shark, soupfin",,0,0,31,0,0,0,0,0,0,0,0,0,31,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Shark, spiny dogfish",,26,"3,237","8,505",0,0,0,0,0,0,0,0,0,"11,768",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Shark, thresher",,0,0,0,0,0,0,0,5,0,88,"7,030",0,"7,123",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Shark, unspecified",,0,0,0,0,0,25,0,0,0,0,0,0,25,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sheephead, California",,0,0,0,0,0,9,0,0,0,7,0,0,16,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Skate, longnose",,134,447,398,9,0,0,0,16,0,0,209,67,"1,280",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Skate, unspecified",,910,"1,070",828,280,155,580,885,768,67,165,60,34,"5,802",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, Dover",,"23,306","5,605","19,285","10,938","11,405","21,649","27,057","33,859",4,"21,696",15,8,"174,827",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, English",,136,698,53,965,"2,051","2,334","2,070","1,082","1,018","1,522",393,216,"12,538",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, petrale",,152,"5,946","1,869",388,"6,070","4,132","5,261","4,543","4,790","3,133","4,851","3,235","44,370",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, rex",,730,290,543,783,"1,151","1,837",932,864,397,505,185,168,"8,385",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, rock",,0,0,0,0,0,0,0,0,0,0,15,0,15,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Sole, sand",,0,0,0,0,0,0,0,308,0,0,0,0,308,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Surfperch, unspecified",,0,4,0,0,0,0,0,0,2,0,0,0,6,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Surfperch, walleye",,0,0,35,10,0,0,0,0,0,0,0,0,45,
2010,Table 11.pdf,Monterey,California Waters,Fishes,Swordfish,,0,0,0,0,0,0,0,0,0,0,"12,747",0,"12,747",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Thornyhead, longspine",,"7,387","8,094","7,916","6,652","7,740","5,413","11,314","9,967","10,105","12,384","8,574","6,386","101,932",
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Thornyhead, shortspine",,"5,191","4,542","5,213","4,639","5,913","6,897","9,101","7,277","7,233","9,329","4,844","6,175","76,354",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Thornyheads,,0,891,0,0,0,0,0,0,0,0,0,0,891,
2010,Table 11.pdf,Monterey,California Waters,Fishes,"Tuna, albacore",,0,0,0,0,0,0,"6,388","1,075","13,338","35,373","3,682",0,"59,856",
2010,Table 11.pdf,Monterey,California Waters,Fishes,Turbot,,0,0,0,0,50,0,0,13,23,60,10,0,156,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,Crustaceans,,,,,,,,,,,,,,,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, Dungeness",,"15,613","20,023","38,224","26,723","36,366","32,832",0,4,0,753,"67,943","145,806","384,288",
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, pelagic red",,0,0,20,0,0,0,0,0,0,0,0,0,20,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, red rock",,0,0,0,0,188,0,234,49,0,0,0,0,471,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, rock unspecified",,929,"2,923",932,758,657,417,"1,222",965,466,33,0,809,"10,110",
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, spider",,0,0,0,0,0,10,25,25,0,0,0,0,60,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, tanner",,16,5,62,79,40,53,76,37,86,9,32,13,508,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Crab, yellow rock",,0,0,0,0,14,0,0,0,0,0,0,0,14,
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Prawn, spot",,"1,428",770,"2,820","2,393",0,0,0,"2,384","1,599","4,292","4,702","4,218","24,604",
2010,Table 11.pdf,Monterey,California Waters,Crustaceans,"Shrimp, coonstriped",,0,0,0,0,0,0,116,742,476,21,0,0,"1,355",
