year,filename,port_complex,area,category,species,check,January,February,March,April,May,June,July,August,September,October,November,December,Total
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, black",,153,130,0,0,533,534,653,391,337,138,90,146,"3,106"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, blackgill",,191,0,38,49,10,100,760,339,0,236,0,98,"1,820"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, blue",,41,161,0,0,29,96,87,124,208,337,116,0,"1,198"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, bocaccio",,"4,017",18,280,0,0,0,3,0,299,0,0,0,"4,617"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, brown",,18,1,0,0,447,97,63,180,78,189,107,124,"1,304"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, canary",,0,0,0,13,76,31,93,0,0,0,0,0,213
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, chilipepper",,"2,036",848,"1,500",511,"1,304",197,895,394,"13,843",0,0,0,"21,528"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, copper",,10,147,0,0,7,59,2,37,30,25,36,31,383
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, gopher",,38,245,0,0,14,170,61,2,156,143,99,50,978
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, grass",,0,0,0,0,0,163,122,72,121,114,143,47,782
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group bolina",,175,379,238,1,468,758,732,729,452,648,127,351,"5,058"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group gopher",,0,0,0,0,0,0,358,120,48,33,101,23,683
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group nearshore",,0,0,0,0,18,0,0,0,0,0,0,0,18
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group red",,0,0,0,0,0,16,4,0,307,0,0,0,327
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group rosefish",,"23,812","9,951","2,188","1,376","4,356","2,472","3,500","3,661","1,998",581,413,0,"54,308"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group shelf",,0,0,0,119,98,0,10,0,200,0,297,0,724
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group slope",,"1,019","2,094",436,"2,219","2,288",424,461,"3,288","1,298",301,0,0,"13,828"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, group small",,0,0,10,236,0,6,0,0,1,0,0,0,253
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, olive",,3,4,0,0,12,61,76,132,35,24,4,0,351
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, quillback",,36,290,0,0,0,3,0,29,0,6,84,2,450
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, splitnose",,0,0,0,0,0,112,0,0,0,0,0,0,112
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, starry",,0,0,0,0,0,0,0,0,0,0,0,1,1
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, treefish",,0,0,0,0,0,0,0,0,0,0,1,0,1
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, unspecified",,37,70,275,51,7,37,53,"1,415",0,25,7,0,"1,978"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, vermilion",,37,110,0,0,312,243,520,340,751,148,60,93,"2,614"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, widow",,140,0,0,0,0,0,0,0,111,160,0,0,411
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, yellowtail",,60,172,49,328,399,10,277,228,208,213,331,62,"2,337"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Sablefish,,"17,895","11,364","15,955","30,147","18,653","18,946","41,812","39,040","26,827","26,617","13,059","6,546","266,860"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Salmon, Chinook",,0,0,0,0,"280,852","17,522","1,013,974","71,474","234,465","29,282",0,0,"1,647,569"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Salmon, Roe (Chinook, Coho)",,0,0,0,0,5,0,19,75,86,34,0,0,219
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Sanddab,,"2,603",766,"8,916","9,902","8,768","30,219","6,194","31,384","19,568",0,10,0,"118,331"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sardine, Pacific",,0,0,0,0,0,0,"103,707","78,497","498,992",0,0,0,"681,196"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sculpin, staghorn",,194,113,98,3,0,25,149,25,235,"1,137",813,268,"3,060"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Seabass, white",,11,48,272,5,0,75,599,967,858,"2,387",25,0,"5,247"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, brown smoothhound",,0,0,0,0,6,0,0,0,0,0,0,300,306
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, leopard",,"1,219","1,473","1,570","2,888","1,230",910,905,"1,194",799,"1,116",311,588,"14,202"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, pelagic thresher",,0,0,0,0,0,0,34,0,0,0,0,0,34
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, soupfin",,369,296,96,147,147,21,334,63,152,48,86,0,"1,759"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, thresher",,0,0,0,0,0,0,0,57,0,0,0,0,57
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Shark, unspecified",,100,10,674,19,158,125,260,118,90,"1,394",987,951,"4,886"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Skate, unspecified",,303,231,334,"2,209","1,729","1,718","2,383","2,135","1,364",75,5,247,"12,733"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Smelt, surf",,0,0,0,110,0,0,0,0,0,0,0,0,110
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, Dover",,"20,520","22,764","15,942","74,631","39,419","18,772","21,645","27,796","30,228","45,024","11,159","17,984","345,884"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, English",,"2,516","1,420","1,634","5,425","7,545","6,480","7,780","11,511","7,064",0,105,0,"51,480"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, butter",,0,0,0,0,0,5,0,0,72,0,0,0,77
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, petrale",,"3,431","2,831","6,049","51,048","52,684","44,706","28,097","53,932","21,916",0,0,0,"264,692"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, rex",,"1,047","2,482","2,837","2,846","2,076","1,124",574,"1,125","1,416","2,815","1,000",90,"19,432"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, rock",,"2,385","4,617","4,540","7,004","2,908",386,352,"4,031",492,67,8,100,"26,889"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, sand",,"6,816","12,824","6,838","3,182","1,296","1,586","3,591",908,"1,232",190,133,100,"38,695"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Sole, unspecified",,52,47,183,0,142,0,0,0,0,8,25,0,457
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Surfperch, barred",,0,0,0,0,0,0,0,7,0,0,140,0,147
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Surfperch, rainbow",,0,0,0,0,0,0,0,18,0,0,0,0,18
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Surfperch, shiner",,0,0,0,0,0,0,0,68,0,0,0,0,68
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Surfperch, unspecified",,"1,829","2,132","2,107","1,764",0,0,1,58,40,473,"1,403","1,340","11,145"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Thornyhead, longspine",,"6,830","10,632","20,628","24,923","15,923","1,937",877,878,"1,118","10,371","2,288","3,258","99,663"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Thornyhead, shortspine",,"2,180","13,015","2,778","7,176","3,548","2,226",875,"2,274","2,340","5,815",956,"1,437","44,620"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Thornyheads,,0,0,0,0,0,0,0,0,"1,449",0,0,0,"1,449"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Tuna, albacore",,813,0,0,0,0,0,114,"5,159","2,259","13,465","2,688",0,"24,498"
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,"Tuna, bluefin",,0,0,0,0,0,0,0,0,0,62,0,0,62
2005,landings05_table10.pdf,San Francisco,California Waters,Fishes,Turbot,,91,33,112,502,272,287,89,742,446,0,0,0,"2,574"
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,Crustaceans,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,"Crab, Dungeness",,"251,415","141,359","73,785","44,277","29,342","17,701",285,0,0,0,"740,757","2,369,613","3,668,533"
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,"Crab, rock unspecified",,"3,637",539,306,332,784,572,458,764,981,949,499,"3,578","13,400"
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,"Crayfish, unspecified",,0,0,0,0,0,0,83,0,0,0,0,0,83
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,"Shrimp, bay",,"3,189","3,268","2,227",478,513,"6,012","6,037","6,991","8,714","6,845","4,124","3,657","52,055"
2005,landings05_table10.pdf,San Francisco,California Waters,Crustaceans,"Shrimp, brine",,126,0,"17,965","66,290","66,429","105,922","60,911","83,428","40,127","14,650","4,126",0,"459,974"
2005,landings05_table10.pdf,San Francisco,California Waters,Echinoderms,Echinoderms,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,California Waters,Echinoderms,"Sea urchin, red",,0,0,748,0,0,0,0,0,0,0,0,0,748
2005,landings05_table10.pdf,San Francisco,California Waters,Mollusks,Mollusks,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,California Waters,Mollusks,Mussel,,0,0,0,884,0,0,0,0,0,0,0,0,884
2005,landings05_table10.pdf,San Francisco,California Waters,Mollusks,"Octopus, unspecified",,26,282,741,448,205,96,60,279,58,0,0,10,"2,206"
2005,landings05_table10.pdf,San Francisco,California Waters,Mollusks,"Squid, market",,0,"1,203",0,0,0,0,0,11,0,0,0,0,"1,214"
2005,landings05_table10.pdf,San Francisco,California Waters,Mollusks,Waters Area Total:,,"594,108","566,922","283,687","387,045","573,663","328,504","1,424,780","504,066","961,760","183,638","798,974","2,419,386","9,026,533"
2005,landings05_table10.pdf,San Francisco,Other Waters,Mollusks,ther Waters,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,Other Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table10.pdf,San Francisco,Other Waters,Fishes,"Mudsucker, longjaw",,0,0,0,0,0,0,0,0,0,65,0,0,65
2005,landings05_table10.pdf,San Francisco,Other Waters,Fishes,Waters Area Total:,,0,0,0,0,0,0,0,0,0,65,0,0,65
2005,landings05_table10.pdf,San Francisco,Other Waters,Fishes,Grand Total:,,"594,108","566,922","283,687","387,045","573,663","328,504","1,424,780","504,066","961,760","183,703","798,974","2,419,386","9,026,598"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Anchovy, northern",,"26,720","15,056",250,"3,645,707","3,723,822","2,507,448","2,018,823","114,020","27,260","890,674","680,405","1,202","13,651,387"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Butterfish (Pacific pompano),,0,0,25,151,145,407,773,262,"2,768",655,0,0,"5,186"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Cabezon,,168,150,0,0,"1,065",847,494,673,"2,248",0,0,0,"5,644"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Croaker, unspecifed",,1,0,0,0,0,273,46,0,24,0,0,0,344
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Croaker, white",,25,7,220,230,"2,905","3,682","3,210",220,"2,700",100,20,15,"13,334"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Fish, unspecified",,0,0,0,0,0,25,0,0,0,0,0,0,25
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Flounder, starry",,771,911,634,701,"2,190","2,330","2,656","4,045",489,2,189,599,"15,517"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Flounder, unspecified",,0,0,70,71,589,45,0,90,0,0,0,0,865
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Greenling, kelp",,36,28,0,0,110,101,114,0,0,0,0,0,388
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Grenadier,,"5,277","9,128","13,595","22,842","13,631","27,692","3,131","5,734","16,391","39,654","18,492","11,453","187,020"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Halibut, California",,"2,403",686,558,715,"6,044","9,852","14,161","27,948","2,416",80,"1,593","1,537","67,992"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Herring, Pacific",,0,0,0,0,0,100,"97,221","384,817",0,0,0,0,"482,138"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Jacksmelt,,280,280,115,393,478,557,39,149,842,35,110,70,"3,348"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Lingcod,,412,44,10,824,"2,445","2,969","2,503","2,964","3,490",523,135,0,"16,319"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Louvar,,0,0,0,0,0,0,0,0,0,0,46,0,46
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Mackerel, Pacific",,631,85,0,0,0,0,0,250,0,0,0,0,966
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Mackerel, jack",,0,0,0,"1,000",0,200,0,0,0,0,0,0,"1,200"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Opah,,0,0,0,0,0,29,0,0,0,618,932,802,"2,381"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, China",,0,0,0,0,2,0,7,4,20,2,0,3,36
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, Pacific ocean perch",,0,0,0,0,0,0,0,0,0,0,0,6,6
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, bank",,"1,122","3,115",269,"5,044",54,0,0,"1,148","6,739",0,0,"1,911","19,402"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, black-and-yellow",,80,81,0,0,608,356,729,687,942,129,176,42,"3,830"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, black",,140,305,0,0,17,27,11,63,45,9,4,10,630
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, blackgill",,"8,047","3,019","2,456",563,233,749,28,"2,752",790,"2,111","2,706",756,"24,210"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, blue",,269,549,0,0,524,386,672,607,735,302,617,544,"5,205"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, bocaccio",,133,0,0,0,258,189,265,443,353,67,240,48,"1,996"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, brown",,145,330,0,0,423,338,43,47,38,0,19,25,"1,406"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, canary",,0,0,0,13,0,120,12,4,3,0,0,0,152
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, chilipepper",,459,284,65,487,339,284,"3,985","8,000","11,528",4,546,121,"26,102"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, copper",,0,1,0,0,81,7,18,59,14,5,0,12,196
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, darkblotched",,64,0,0,0,0,0,0,0,0,0,0,0,64
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, gopher",,102,194,0,0,380,574,243,680,715,54,29,405,"3,376"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, grass",,59,110,0,0,471,180,648,583,762,140,180,20,"3,154"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, greenspotted",,28,0,0,0,0,0,0,0,0,0,0,0,28
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, greenstriped",,37,0,0,0,0,26,0,0,0,0,0,0,63
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group black/blue",,0,0,0,0,0,0,11,0,0,0,0,0,11
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group bolina",,0,0,0,0,132,74,33,59,0,0,0,0,299
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group gopher",,0,0,0,0,100,32,73,48,142,20,309,39,763
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group nearshore",,0,0,0,17,0,0,0,0,0,0,0,0,17
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group red",,0,0,0,0,52,288,27,88,66,50,67,80,718
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group rosefish",,"15,905","36,313","15,192","1,856",107,101,"2,735","7,499","1,984",362,"19,916",40,"102,009"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group slope",,0,0,0,749,0,"4,619",0,"1,864","7,598",455,"2,172",0,"17,457"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, group small",,0,0,0,0,0,0,0,267,0,0,0,0,267
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, kelp",,22,80,0,0,121,31,207,161,116,31,24,33,826
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, olive",,147,96,0,0,150,236,235,120,42,73,49,54,"1,201"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, rosy",,0,0,0,0,0,0,0,0,0,4,20,4,28
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, splitnose",,0,0,0,0,0,0,0,0,0,0,12,0,12
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, starry",,0,2,0,0,0,0,0,0,0,6,0,10,18
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, treefish",,0,4,0,0,3,13,8,3,0,0,0,5,36
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, unspecified",,0,0,0,0,0,23,86,57,104,40,17,0,326
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, vermilion",,108,154,0,0,381,"1,094",518,719,290,345,320,250,"4,178"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, widow",,0,0,0,0,96,0,39,405,50,42,0,0,632
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Rockfish, yellowtail",,3,98,0,0,203,146,298,141,96,5,58,84,"1,131"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Sablefish,,"42,235","36,107","46,519","58,708","18,182","22,175","15,983","31,519","26,104","114,059","104,675","64,942","581,208"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Salmon, Chinook",,0,0,0,0,"435,908","31,252","372,313","77,556","8,631","1,386",0,0,"927,047"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sanddab, speckled",,0,0,0,0,0,0,0,0,3,0,0,0,3
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Sanddab,,"18,646","17,133","8,407",251,98,"2,874","7,129","9,924","68,426",0,0,78,"132,965"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sardine, Pacific",,"69,414","3,100",600,"2,650","113,565","63,612","37,078","281,665","3,284,120","943,544","10,486,095","2,614,453","17,899,896"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Seabass, white",,45,0,26,0,0,0,0,0,0,0,0,0,71
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, Pacific angel",,29,16,0,0,19,15,0,0,0,0,0,17,96
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, brown smoothhound",,402,391,280,91,0,0,0,0,0,0,0,10,"1,173"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, leopard",,13,102,22,8,0,0,0,0,0,0,0,18,163
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, pelagic thresher",,0,0,0,0,0,0,0,20,0,0,0,0,20
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, shortfin mako",,0,0,0,0,0,0,0,0,0,387,315,128,830
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, soupfin",,0,100,125,0,0,0,54,0,75,0,38,31,423
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, spiny dogfish",,0,0,0,0,0,7,74,0,0,0,0,214,295
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, thresher",,31,0,0,58,0,7,42,65,120,0,"5,758","1,300","7,381"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Shark, unspecified",,56,0,68,0,0,0,0,16,62,160,"1,471",7,"1,840"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sheephead, California",,0,4,0,0,1,8,0,0,47,0,0,0,60
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Skate, unspecified",,"3,253","2,746","2,030","8,594",114,560,"1,222",811,"4,896",0,42,236,"24,504"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, Dover",,"26,645","26,185","35,010","102,509","14,264","13,716",0,"17,253","7,815","31,003","49,534","62,875","386,809"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, English",,"4,130","5,130","5,331","2,299",110,667,"3,881","5,636","5,717",0,510,0,"33,409"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,Fishes,,,,,,,,,,,,,,
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, butter",,0,0,0,7,4,0,0,0,0,0,53,0,64
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, petrale",,"10,883","32,115","20,259","16,165",3,"6,851","38,555","49,542","76,114",3,868,0,"251,358"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, rex",,"7,499","10,829","4,504","7,835",0,0,47,"3,954",94,201,"4,179","5,904","45,046"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, rock",,290,410,164,0,0,0,0,0,78,0,0,0,942
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, sand",,243,292,128,55,334,689,592,609,90,0,18,91,"3,140"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Sole, unspecified",,17,0,0,0,46,666,490,0,0,0,205,392,"1,815"
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Surfperch, barred",,0,0,0,0,0,0,0,0,0,0,8,4,12
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Surfperch, rainbow",,0,0,0,0,0,0,0,48,0,0,0,0,48
2005,landings05_table11.pdf,Monterey,Other Waters,Fishes,"Surfperch, redtail",,0,0,0,0,0,0,0,0,0,0,0,1,1
