"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Salmon",2018051,1966706
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Dover sole",10839834,1190531
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Dungeness crab",1423030,962816
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Giant Pacific oyster",454475,618086
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Albacore tuna",1641993,516598
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Rockfish",3235702,351555
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Sablefish",2702672,260449
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Pacific Ocean shrimp",1193750,158223
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Petrale sole",616380,151678
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","English sole",612606,108780
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Rex sole",571913,106991
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Lingcod",374895,49542
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Whitebait smelt",191266,31781
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Sanddab",161173,30312
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Smelt",263803,23132
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Flounder",114410,12786
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Grenadiers",97377,4868
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Perch",10964,3162
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Sand sole",10188,2228
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Arrowtooth flounder",33266,2017
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Turbot",6773,1352
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","All other species",9897,1009
"FB 168","Table 16",1975,"Eureka","Eureka","Landings","Port totals",26584418,6554602
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Dungeness crab",1533995,1037895
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Salmon",685196,605539
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Dover sole",4624650,507922
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Pacific Ocean shrimp",2406238,318930
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","English sole",1011691,179645
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Rockfish",1492129,168050
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Sablefish",1321579,127357
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Albacore tuna",364526,114686
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Rex sole",356716,66733
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Petrale sole",262778,64664
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Lingcod",363341,48015
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Sanddab",130874,24614
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Flounder",177269,19812
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Sand sole",60301,13189
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Whitebait smelt",55338,9195
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Skate",58226,6182
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","California halibut",3922,3863
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Perch",14777,3561
"FB 168","Table 16",1975,"Eureka","Crescent City","Landings","Pacific herring",25514,2198
