"year","filename","port","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","Salmon, chinook","landings","","","","","12","39","16","77","112","136","",NA,"392"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","","value","","","","","80","204","63","363","562","675","",NA,"1,947"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","Sea urchin, red","landings","","","","2,836","3,687","15,981","","","","","",NA,"22,504"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","","value","","","","1,702","2,397","9,810","","","","","",NA,"13,909"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","Tuna, albacore","landings","","","","","","","380","","","","","","380"
"2013","1_YR_LBS_$$_BY_PORT.pdf","22-DEPOE BAY","","value","","","","","","","380","","","","","","380"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Total","landings","3,174,474","1,234,080","1,683,205","1,511,971","3,107,461","9,659,661","26,341,723","33,243,621","24,646,440","18,370,865","3,644,863","3,545,490","130,163,854"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","7,740,360","1,938,326","2,100,952","1,370,095","2,211,386","3,371,986","5,758,887","9,032,183","7,004,992","4,209,091","878,798","9,035,156","54,652,212"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Cabezon","landings","","","5","14","36","9","9","","","","6","","79"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","8","21","58","15","15","","","","11","","128"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Cod, Pacific","landings","","","","","","1,561","","2","61","","","","1,624"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","781","","0","31","","","","812"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Crab, Dungeness, bay","landings","","","","","","","","","144","336","","121","601"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","648","1,512","","351","2,511"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Crab, Dungeness, ocean","landings","2,955,839","535,950","392,995","96,241","36,130","22,877","12,888","10,055","","","1,060","3,072,173","7,136,208"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","7,567,641","1,525,286","1,284,561","368,373","177,564","93,391","54,208","42,950","","","0","8,691,159","19,805,133"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Eel Pout","landings","","","","","","","","","","20","","","20"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Flounder, arrowtooth","landings","14,657","91,247","127,733","56,822","9,339","39,492","333","3,959","6,169","23,564","24,949","26,958","425,222"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","2,029","12,412","17,044","7,399","1,305","5,466","17","494","845","2,182","2,444","2,646","54,283"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Flounder, starry","landings","","","","","","7","","","","","","","7"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","3","","","","","","","3"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Greenling sp.","landings","","","38","66","29","5","3","15","","3","","","159"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","58","99","44","8","5","24","","5","","","243"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Grenadier, Pacific","landings","","","6","","","","","","","","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","0","","","","","","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Grenadier, Unsp.","landings","","","","","","","","","","7","","","7"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Hagfish sp","landings","65,488","58,919","57,926","54,564","28,855","47,359","61,331","84,629","88,981","93,733","148,563","79,364","869,712"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","54,307","50,081","49,237","46,379","24,527","40,255","52,131","71,935","75,634","79,673","126,279","67,459","737,897"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Halibut, Pacific","landings","10","","7","","1,244","88,388","48,006","699","211","169","34","","138,768"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","0","","0","","6,480","416,092","234,238","796","0","0","0","","657,606"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Herring, Pacific","landings","","","","","","2","3","10","","1","","","16"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","0","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Jellyfish","landings","","","","","","9","62","35","5","","","","111"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","0","0","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","King of Salmon","landings","","","","","","","15","","","57","41","","113"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","","","0","0","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Lamprey, Pacific","landings","","","","","","","1","4,772","","","","","4,773"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","1,432","","","","","1,432"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Lingcod","landings","65","79","393","39","710","7,801","2,156","5,321","5,559","3,647","390","186","26,346"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","39","49","236","24","1,423","7,083","2,194","5,275","6,734","5,367","358","107","28,889"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Longnose Skate","landings","12,545","36,992","96,174","34,041","7,370","14,620","1,034","2,678","2,861","11,703","12,054","12,685","244,757"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","4,902","14,659","37,384","13,682","2,871","5,604","413","1,004","1,086","4,330","4,639","4,990","95,564"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Mackerel, jack","landings","","","","","","6","418","3,804","10,487","2,426","18","","17,159"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","8","140","51","0","0","","199"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Mackerel, Pacific","landings","","","","","","","705","3,311","671","","","","4,687"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","49","28","37","","","","114"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Octopus","landings","80","125","35","125","30","23","","","","","","30","448"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","400","535","175","625","150","0","","","","","","150","2,035"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Pacific Ocean perch","landings","195","446","2,450","904","34","869","35","246","3,433","4,252","5,919","3,842","22,625"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","83","214","1,217","469","15","393","17","83","1,495","2,337","2,696","1,782","10,801"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Prowfish","landings","","","","","","","","","","1","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Ragfish","landings","","","","","","","","","","339","","","339"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Ratfish","landings","","1","","","6","","","","","","","","7"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","0","","","0","","","","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, black","landings","160","26","538","623","1,697","685","435","2,139","844","3,014","262","","10,423"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","240","43","882","935","2,679","1,071","724","3,424","1,374","4,914","459","","16,745"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, blue","landings","","17","","","92","56","35","178","135","502","35","","1,050"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","28","","","157","92","59","285","214","811","61","","1,707"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, canary","landings","","","","3","","298","70","1,061","132","7","18","380","1,969"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","2","","149","35","541","61","4","9","190","991"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, china","landings","","","","","6","","","","","","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","14","","","","","","","","14"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, copper","landings","","","","","","","","5","","","","","5"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","8","","","","","8"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, darkblotched","landings","2,182","5,486","13,744","4,466","553","4,014","2,813","154","1,044","6,866","14,865","4,113","60,300"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","989","2,775","6,346","2,367","610","2,452","1,159","45","606","3,743","7,590","2,018","30,700"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, grass","landings","","","","","","","1","95","","","","","96"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","2","143","","","","","145"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, quillback","landings","","","","","4","2","","","","","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","6","3","","","","","","","9"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, Shelf","landings","","6","10","","","1,609","76","603","999","287","48","","3,638"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","3","5","","","402","30","240","452","117","15","","1,264"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, shortbelly","landings","","","","","","2","1,120","182","7","26","1","","1,338"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","7","3","0","0","0","","10"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, Slope","landings","1,627","5,334","19,417","7,343","4,635","20,292","5,363","11,370","5,638","21,355","6,962","3,343","112,679"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","492","2,368","9,127","3,372","3,040","19,378","2,043","7,924","6,934","9,995","3,042","1,346","69,061"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, vermillion","landings","","","","","5","","","26","","","","","31"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","8","","","39","","","","","47"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, widow","landings","3","4","7","8","","12,163","22,664","60,458","26,229","7,628","5,663","102,632","237,459"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","1","2","3","4","","5,364","8,912","24,901","10,988","2,881","2,139","46,081","101,276"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, yelloweye","landings","","","","","","100","","","3","","","","103"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","50","","","2","","","","52"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Rockfish, yellowtail","landings","","3","5","43","926","5,226","933","7,435","1,142","1,105","43","21,834","38,695"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","5","3","48","1,058","2,964","394","3,028","555","610","61","10,917","19,643"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sablefish","landings","12,679","32,258","71,878","49,475","71,850","144,114","96,336","113,570","345,422","186,818","67,523","44,958","1,236,881"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","23,214","58,350","129,108","89,323","149,398","318,742","222,501","255,627","817,731","432,344","136,082","88,885","2,721,305"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Salmon eggs","landings","","","","","","","","","","3","","","3"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","15","","","15"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Salmon, chinook","landings","","","","31,777","38,985","27,021","32,176","100,370","28,853","9,783","4,494","","273,459"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","229,258","267,901","156,668","150,750","476,848","128,285","44,447","12,425","","1,466,582"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Salmon, coho","landings","","","","","","","6","6","10","","","","22"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","0","0","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sanddab, Pacific","landings","","","","","","4,009","137","","","","","41","4,187"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","1,519","0","","","","","16","1,535"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sardine, Pacific","landings","","","","","","","","1","13","4","2","","20"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","0","0","0","0","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sea anemone","landings","","","","","","","1","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shad, American","landings","","","","","","","220","87","166","30","45,171","","45,674"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","0","0","0","0","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shark, blue","landings","","","","","","46","","","","","","","46"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","","","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shark, Brown Cat","landings","","","","","","23","5","","","2,287","369","","2,684"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","","","0","0","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shark, spiny dogfish","landings","","21","","","","82","125","247","162","14,791","6,977","","22,405"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","0","","","","0","0","0","0","0","0","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shrimp, ghost","landings","","","","","","","","29","","39","","","68"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","29","","117","","","146"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Shrimp, pink","landings","","","","751,130","2,837,520","3,040,092","2,758,327","2,831,500","1,838,084","1,786,965","190,694","","16,034,312"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","403,425","1,521,071","1,537,300","1,451,868","1,448,127","934,147","889,692","95,158","","8,280,788"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Skates and rays","landings","","","","","","","","5","","","","","5"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","0","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Skates unsp.","landings","","","","","75","2,185","52","24","273","199","","","2,808"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","30","757","0","0","15","39","","","841"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Smelt (eulachon)","landings","","","","","","","1","175","","","","","176"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","0","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Smelt, other sp.","landings","","","","","","","4","128","8","3","","","143"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","0","0","0","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Snailfish, blacktail","landings","","","","","","","","","","3","","","3"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, curlfin (turbot)","landings","","","","","","","","","5","","","","5"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","2","","","","2"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, Dover","landings","52,992","324,700","591,298","343,904","41,101","34,788","462","12,657","6,536","81,724","79,779","80,963","1,650,904"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","22,961","138,866","259,146","151,407","17,453","15,373","119","5,357","2,750","39,717","37,844","36,466","727,459"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, English","landings","343","1,086","1,928","340","2","1,627","","12","613","542","190","536","7,219"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","110","349","609","113","0","513","","2","185","173","58","171","2,283"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, flathead","landings","","","","","","1","2","","","","","","3"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","","","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, petrale","landings","43,070","93,128","186,562","5,295","2","13,266","55","","2,395","2,187","67,294","70,399","483,653"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","55,811","104,928","236,785","7,723","0","17,187","75","","2,957","3,281","75,555","69,814","574,116"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, rex","landings","2,775","10,068","22,265","9,206","2,880","6,586","65","456","966","9,998","11,524","9,681","86,470"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","1,063","3,863","8,603","3,564","1,126","2,566","0","156","383","3,678","4,440","3,601","33,043"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, rock","landings","","","","","","","","","19","4","","","23"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","6","0","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sole, slender","landings","","","","","","1","8","2","","2","","","13"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","0","","0","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Squid, other sp.","landings","","","","","","222","1,461","4,579","7,308","8,958","836","","23,364"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","0","0","61","39","86","0","","186"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Sunfish, ocean","landings","","","","","","","","","5","","","","5"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","","","0","","","","0"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Thornyhead, longspine","landings","1,893","11,796","25,921","20,595","664","3,063","","1","130","3,669","5,840","1,484","75,056"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","405","4,017","6,105","6,726","120","175","","0","53","1,349","2,240","533","21,723"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Thornyhead, shortspine","landings","7,871","26,380","71,864","44,946","12,583","6,691","193","1,759","921","25,096","16,031","9,754","224,089"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","5,673","19,493","54,309","34,757","9,133","4,157","101","1,229","737","16,055","10,501","6,473","162,618"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Tuna, albacore","landings","","","","","8,905","","624,620","2,217,241","1,616,504","461,789","","","4,929,059"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","20,482","","920,012","3,347,472","2,558,597","765,267","","","7,611,830"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Tuna, bluefin","landings","","","","","","","115","","","","","","115"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","","","283","","","","","","283"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Tuna, skipjack","landings","","","","","1,158","","","","","","","","1,158"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","","","","2,663","","","","","","","","2,663"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","Whiting, Pac. (hake)","landings","","8","6","1","35","6,108,369","22,666,843","27,757,530","20,643,292","15,594,923","2,927,208","13","95,698,228"
"2013","1_YR_LBS_$$_BY_PORT.pdf","24-NEWPORT","","value","","0","1","0","0","716,013","2,656,518","3,332,533","2,451,358","1,894,350","354,692","1","11,405,466"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","Total","landings","2,041","2,233","2,491","2,258","3,106","2,858","2,287","1,709","3,757","6,094","6,604","1,365","36,803"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","","value","5,721","6,218","6,931","6,312","8,617","7,949","6,477","4,437","10,187","18,023","20,986","3,577","105,435"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","Crab, Dungeness, bay","landings","","","","","","","","","630","1,366","3,804","77","5,877"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","","value","","","","","","","","","2,675","6,019","13,890","277","22,861"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","Salmon eggs","landings","","","","","","","","","","9","","","9"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","","value","","","","","","","","","","54","","","54"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","Shrimp, ghost","landings","2,041","2,233","2,491","2,258","3,106","2,858","2,287","1,709","3,127","4,719","2,800","1,288","30,917"
"2013","1_YR_LBS_$$_BY_PORT.pdf","26-WALDPORT","","value","5,721","6,218","6,931","6,312","8,617","7,949","6,477","4,437","7,512","11,950","7,096","3,300","82,520"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Total","landings","","","60","1,614","1,094","2,865","5,828","7,575","13,506","","","","32,542"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","60","6,590","2,438","11,235","25,815","23,900","33,327","","","","103,365"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Crab, Dungeness, ocean","landings","","","","1,389","400","506","2,136","1,086","","","","","5,517"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","6,290","1,600","2,024","8,544","4,344","","","","","22,802"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Crab, other","landings","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Crab, Purple Shore","landings","","","","2","","","","","","","","","2"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","2","","","","","","","","","2"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Crustaceans, other","landings","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Gunnel sp","landings","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Halibut, Pacific","landings","","","","","","1,343","2,601","","","","","","3,944"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","","","7,592","14,703","","","","","","22,295"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Lingcod","landings","","","","","","177","21","","","","","","198"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","","","266","32","","","","","","298"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Rockfish, Slope","landings","","","","","","14","","","","","","","14"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","","","14","","","","","","","14"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Sablefish","landings","","","","","","240","58","","","","","","298"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","","","540","131","","","","","","671"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Salmon, chinook","landings","","","","13","24","45","86","1,555","117","","","","1,840"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","88","168","259","492","7,506","561","","","","9,074"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Sculpin, other sp.","landings","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","1","","","","","","","","","1"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Sea anemone","landings","","","","6","","","","","","","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","6","","","","","","","","","6"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Sea stars","landings","","","","10","","","","","","","","","10"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","10","","","","","","","","","10"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Shrimp, ghost","landings","","","60","190","670","540","240","","","","","","1,700"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","60","190","670","540","240","","","","","","1,700"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","Tuna, albacore","landings","","","","","","","686","4,934","13,389","","","","19,009"
"2013","1_YR_LBS_$$_BY_PORT.pdf","30-FLORENCE","","value","","","","","","","1,673","12,050","32,766","","","","46,489"
"2013","1_YR_LBS_$$_BY_PORT.pdf","32-WINCHESTER BAY","Total","landings","249,083","77,310","85,042","29,230","25,568","13,916","21,499","173,093","16,918","99,357","1,090","202,671","994,777"
