"year","filename","area","port","col1","col2","col3","col4"
2013,"Table16PUB.pdf","Eureka","","Crab, Dungeness","11,192,937","$30,485,477",
2013,"Table16PUB.pdf","Eureka","","Shrimp, ocean (pink)","6,428,602","$2,832,153",
2013,"Table16PUB.pdf","Eureka","","Shrimp, coonstriped","81,247","$328,992",
2013,"Table16PUB.pdf","Eureka","","Tuna, albacore","129,804","$164,200",
2013,"Table16PUB.pdf","Eureka","","Sablefish","83,851","$160,720",
2013,"Table16PUB.pdf","Eureka","","Salmon, Chinook","24,214","$139,107",
2013,"Table16PUB.pdf","Eureka","","Rockfish, black","61,381","$107,325",
2013,"Table16PUB.pdf","Eureka","","Sole, Dover","73,825","$33,221",
2013,"Table16PUB.pdf","Eureka","","Lingcod","8,626","$18,817",
2013,"Table16PUB.pdf","Eureka","","Thornyhead, longspine","21,256","$11,080",
2013,"Table16PUB.pdf","Eureka","","Thornyhead, shortspine","12,577","$9,237",
2013,"Table16PUB.pdf","Eureka","","Cabezon","2,091","$8,475",
2013,"Table16PUB.pdf","Eureka","","Greenling, kelp","1,582","$8,068",
2013,"Table16PUB.pdf","Eureka","","Rockfish, blue","4,619","$6,413",
2013,"Table16PUB.pdf","Eureka","","Smelt, night","11,253","$6,231",
2013,"Table16PUB.pdf","Eureka","","Rockfish, quillback","1,081","$5,133",
2013,"Table16PUB.pdf","Eureka","","Sole, rex","10,374","$4,150",
2013,"Table16PUB.pdf","Eureka","","Rockfish, China","484","$3,309",
2013,"Table16PUB.pdf","Eureka","","Rockfish, grass","221","$1,768",
2013,"Table16PUB.pdf","Eureka","","Rockfish, vermilion","943","$1,687",
2013,"Table16PUB.pdf","Eureka","","Rockfish, copper","428","$1,569",
2013,"Table16PUB.pdf","Eureka","","Rockfish, yellowtail","933","$1,195",
2013,"Table16PUB.pdf","Eureka","","Flounder, arrowtooth","7,004","$700",
2013,"Table16PUB.pdf","Eureka","","Rockfish, brown","112","$399",
2013,"Table16PUB.pdf","Eureka","","Rockfish, blackgill","191","$287",
2013,"Table16PUB.pdf","Eureka","","Skate, longnose","2,225","$223",
2013,"Table16PUB.pdf","Eureka","","Smelt, surf","368","$202",
2013,"Table16PUB.pdf","Eureka","","Rockfish, redbanded","105","$184",
2013,"Table16PUB.pdf","Eureka","","Rockfish, black-and-yellow","77","$117",
2013,"Table16PUB.pdf","Eureka","","Rockfish, widow","104","$111",
2013,"Table16PUB.pdf","Eureka","","Rockfish, gopher","13","$104",
2013,"Table16PUB.pdf","Eureka","","Rockfish, group shelf","15","$90",
2013,"Table16PUB.pdf","Eureka","","Surfperch, redtail","55","$55",
2013,"Table16PUB.pdf","Eureka","","Sole, petrale","29","$44",
2013,"Table16PUB.pdf","Eureka","","Rockfish, group slope","383","$34",
2013,"Table16PUB.pdf","Eureka","","Rockfish, olive","12","$16",
2013,"Table16PUB.pdf","Eureka","","Rockfish, bocaccio","9","$11",
2013,"Table16PUB.pdf","Eureka","","Rockfish, rosy","4","$5",
2013,"Table16PUB.pdf","Eureka","","Rockfish, darkblotched","2","$1",
2013,"Table16PUB.pdf","Eureka","","Trawled fish, unspecified","60","$0",
2013,"Table16PUB.pdf","Eureka","xx","Port Totals:","18,163,096","$34,340,906",
2013,"Table16PUB.pdf","Eureka","EUREKA","EUREKA","","",
2013,"Table16PUB.pdf","Eureka","","Crab, Dungeness","6,186,991","$17,087,727",
2013,"Table16PUB.pdf","Eureka","","Sole, Dover","2,778,477","$1,217,867",
2013,"Table16PUB.pdf","Eureka","","Salmon, Chinook","187,362","$1,006,947",
2013,"Table16PUB.pdf","Eureka","","Sablefish","568,287","$988,807",
2013,"Table16PUB.pdf","Eureka","","Shrimp, ocean (pink)","2,072,899","$899,951",
2013,"Table16PUB.pdf","Eureka","","Sole, petrale","499,280","$590,251",
2013,"Table16PUB.pdf","Eureka","","Thornyhead, longspine","547,711","$275,654",
2013,"Table16PUB.pdf","Eureka","","Thornyhead, shortspine","282,652","$254,760",
2013,"Table16PUB.pdf","Eureka","","Smelt, night","291,952","$160,750",
2013,"Table16PUB.pdf","Eureka","","Tuna, albacore","94,111","$148,717",
2013,"Table16PUB.pdf","Eureka","","Skate, longnose","158,119","$61,256",
2013,"Table16PUB.pdf","Eureka","","Smelt, surf","56,473","$31,060",
2013,"Table16PUB.pdf","Eureka","","Sanddab","58,872","$27,426",
2013,"Table16PUB.pdf","Eureka","","Sole, rex","64,993","$25,942",
2013,"Table16PUB.pdf","Eureka","","Lingcod","28,234","$17,235",
2013,"Table16PUB.pdf","Eureka","","Flounder, arrowtooth","165,087","$16,538",
2013,"Table16PUB.pdf","Eureka","","Skate, big","39,327","$15,731",
2013,"Table16PUB.pdf","Eureka","","Sole, English","37,456","$11,976",
2013,"Table16PUB.pdf","Eureka","","Rockfish, group slope","15,967","$5,650",
2013,"Table16PUB.pdf","Eureka","","Surfperch, redtail","4,553","$4,534",
2013,"Table16PUB.pdf","Eureka","","Rockfish, darkblotched","4,924","$2,281",
2013,"Table16PUB.pdf","Eureka","","Grenadier","13,505","$1,325",
2013,"Table16PUB.pdf","Eureka","","Rockfish, chilipepper","2,268","$1,131",
