"year","filename","area","port","col1","col2","col3"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","304","$1,064"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, rubberlip","13","$46"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, yellowtail","17","$34"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Roe (Chinook, Coho)","5","$23"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, vermilion","7","$14"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, black","4","$14"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","4,855","$24,996"
2016,"Table 17PUB.pdf","San Francisco","CHINA CAMP","CHINA CAMP","",""
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","1,667","$11,789"
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","2,187","$11,513"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","3,854","$23,302"
2016,"Table 17PUB.pdf","San Francisco","SAUSALITO","SAUSALITO","",""
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","827","$6,252"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","448","$4,106"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","788","$3,629"
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","893","$3,348"
2016,"Table 17PUB.pdf","San Francisco","","Seabass, white","53","$422"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, vermilion","7","$33"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","3,016","$17,790"
2016,"Table 17PUB.pdf","San Francisco","OAKLAND","OAKLAND","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","4,423","$14,126"
2016,"Table 17PUB.pdf","San Francisco","","Sablefish","409","$2,138"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","4,832","$16,264"
2016,"Table 17PUB.pdf","San Francisco","SAN RAFAEL","SAN RAFAEL","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","1,050","$4,088"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","223","$1,420"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","101","$349"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, gopher","43","$320"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, black","114","$228"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, China","12","$105"
2016,"Table 17PUB.pdf","San Francisco","","Greenling, kelp","5","$28"
2016,"Table 17PUB.pdf","San Francisco","","Cabezon","3","$17"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, pile","3","$9"
2016,"Table 17PUB.pdf","San Francisco","","Mudsucker, longjaw","292","$0"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, bay","12","$0"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, ghost","24","$0"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","1,881","$6,564"
2016,"Table 17PUB.pdf","San Francisco","SOUTH SAN FRANCISCO","SOUTH SAN FRANCISCO","",""
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","566","$4,484"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","12","$40"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","578","$4,524"
2016,"Table 17PUB.pdf","San Francisco","ALL OTHER PORTS","ALL OTHER PORTS","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","1,628,460","$5,044,304"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, bay","2,439","$5,040"
2016,"Table 17PUB.pdf","San Francisco","","Sablefish","655","$2,351"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","258","$1,773"
2016,"Table 17PUB.pdf","San Francisco","","Herring, Pacific - roe","1,567","$345"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","27","$108"
2016,"Table 17PUB.pdf","San Francisco","","Mudsucker, longjaw","2","$16"
2016,"Table 17PUB.pdf","San Francisco","","Smelt, night","15","$15"
2016,"Table 18PUB.pdf","Monterey","","Squid, market","7,338,547","$3,660,162"
2016,"Table 18PUB.pdf","Monterey","","Crab, Dungeness","220,206","$701,260"
2016,"Table 18PUB.pdf","Monterey","","Sablefish","245,537","$447,190"
2016,"Table 18PUB.pdf","Monterey","","Anchovy, northern","5,156,143","$374,637"
2016,"Table 18PUB.pdf","Monterey","","Salmon, Chinook","36,525","$329,209"
2016,"Table 18PUB.pdf","Monterey","","Prawn, spot","7,292","$110,793"
2016,"Table 18PUB.pdf","Monterey","","Thornyhead, shortspine","22,318","$107,188"
2016,"Table 18PUB.pdf","Monterey","","Hagfishes","53,845","$48,676"
2016,"Table 18PUB.pdf","Monterey","","Cabezon","5,967","$40,283"
2016,"Table 18PUB.pdf","Monterey","","Halibut, California","6,198","$36,590"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black-and-yellow","3,171","$28,430"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, gopher","3,130","$24,212"
2016,"Table 18PUB.pdf","Monterey","","Grenadier","77,345","$23,562"
2016,"Table 18PUB.pdf","Monterey","","Lingcod","6,455","$21,451"
2016,"Table 18PUB.pdf","Monterey","","Sardine, Pacific","232,571","$15,532"
2016,"Table 18PUB.pdf","Monterey","","Greenling, kelp","1,446","$10,517"
2016,"Table 18PUB.pdf","Monterey","","Tuna, albacore","6,206","$8,177"
2016,"Table 18PUB.pdf","Monterey","","Sole, petrale","3,905","$7,887"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blackgill","6,447","$7,737"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, grass","572","$5,723"
2016,"Table 18PUB.pdf","Monterey","","Sanddab","1,284","$3,878"
2016,"Table 18PUB.pdf","Monterey","","Thornyhead, longspine","2,091","$2,710"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, vermilion","611","$1,687"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, kelp","172","$1,398"
2016,"Table 18PUB.pdf","Monterey","","Bonito, Pacific","520","$1,021"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, bocaccio","423","$702"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, China","77","$643"
2016,"Table 18PUB.pdf","Monterey","","Seabass, white","106","$636"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, starry","103","$471"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, yellowtail","78","$242"
2016,"Table 18PUB.pdf","Monterey","","Crab, claws","20","$195"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, darkblotched","108","$189"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, aurora","152","$176"
2016,"Table 18PUB.pdf","Monterey","","Sole, Dover","461","$148"
2016,"Table 18PUB.pdf","Monterey","","Skate, longnose","951","$133"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, chilipepper","62","$124"
2016,"Table 18PUB.pdf","Monterey","","Halfmoon","36","$90"
2016,"Table 18PUB.pdf","Monterey","","Sole, English","99","$74"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, brown","8","$70"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black","4","$34"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, copper","4","$22"
2016,"Table 18PUB.pdf","Monterey","","Crab, tanner","87","$17"
2016,"Table 18PUB.pdf","Monterey","","Crab, rock unspecified","33","$15"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, group shelf","13","$13"
2016,"Table 18PUB.pdf","Monterey","","Flounder, unspecified","8","$12"
2016,"Table 18PUB.pdf","Monterey","","Whitefish, ocean","6","$12"
2016,"Table 18PUB.pdf","Monterey","","Seaperch, striped","3","$7"
2016,"Table 18PUB.pdf","Monterey","","Surfperch, black","3","$5"
2016,"Table 18PUB.pdf","Monterey","","Whiting, Pacific","50","$4"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, splitnose","2","$4"
2016,"Table 18PUB.pdf","Monterey","","Sole, sand","2","$3"
2016,"Table 18PUB.pdf","Monterey","","Shark, unspecified","21","$2"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, greenspotted","2","$2"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, redbanded","1","$1"
2016,"Table 18PUB.pdf","Monterey","","Shark, spiny dogfish","15","$1"
2016,"Table 18PUB.pdf","Monterey","","Ratfish, spotted","6","$1"
2016,"Table 18PUB.pdf","Monterey","","Fish, unspecified","1","$1"
2016,"Table 18PUB.pdf","Monterey","","Octopus, unspecified","3","$0"
2016,"Table 18PUB.pdf","Monterey","xx","Port Totals:","13,441,447","$6,023,958"
2016,"Table 18PUB.pdf","Monterey","MONTEREY","MONTEREY","",""
2016,"Table 18PUB.pdf","Monterey","","Squid, market","8,021,673","$3,500,427"
2016,"Table 18PUB.pdf","Monterey","","Prawn, spot","91,097","$1,248,400"
2016,"Table 18PUB.pdf","Monterey","","Crab, Dungeness","182,183","$578,506"
2016,"Table 18PUB.pdf","Monterey","","Salmon, Chinook","14,557","$127,916"
2016,"Table 18PUB.pdf","Monterey","","Anchovy, northern","1,706,931","$85,347"
2016,"Table 18PUB.pdf","Monterey","","Sablefish","28,388","$62,537"
2016,"Table 18PUB.pdf","Monterey","","Sardine, Pacific","297,992","$43,869"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, gopher","4,791","$42,634"
2016,"Table 18PUB.pdf","Monterey","","Lingcod","9,951","$32,986"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black-and-yellow","3,319","$31,286"
2016,"Table 18PUB.pdf","Monterey","","Cabezon","3,899","$28,665"
2016,"Table 18PUB.pdf","Monterey","","Halibut, California","3,659","$21,061"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blue","2,064","$7,977"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, bocaccio","15,299","$7,935"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, chilipepper","14,394","$7,491"
2016,"Table 18PUB.pdf","Monterey","","Sole, Dover","21,663","$5,414"
2016,"Table 18PUB.pdf","Monterey","","Sole, petrale","7,471","$4,109"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, grass","325","$3,197"
2016,"Table 18PUB.pdf","Monterey","","Greenling, kelp","358","$2,859"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, vermilion","698","$2,620"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black","437","$1,742"
2016,"Table 18PUB.pdf","Monterey","","Thornyhead, longspine","6,089","$1,592"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, kelp","304","$1,268"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, brown","177","$1,243"
2016,"Table 18PUB.pdf","Monterey","","Crab, rock unspecified","245","$980"
2016,"Table 18PUB.pdf","Monterey","","Thornyhead, shortspine","1,240","$611"
2016,"Table 18PUB.pdf","Monterey","","Bonito, Pacific","261","$521"
2016,"Table 18PUB.pdf","Monterey","","Seabass, white","67","$369"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, yellowtail","99","$236"
2016,"Table 18PUB.pdf","Monterey","","Sheephead, California","33","$234"
2016,"Table 18PUB.pdf","Monterey","","Skate, longnose","854","$214"
2016,"Table 18PUB.pdf","Monterey","","Sanddab","52","$113"
2016,"Table 18PUB.pdf","Monterey","","Halfmoon","43","$106"
2016,"Table 18PUB.pdf","Monterey","","Skate, unspecified","318","$80"
2016,"Table 18PUB.pdf","Monterey","","Shark, soupfin","248","$62"
2016,"Table 18PUB.pdf","Monterey","","Skate, big","140","$35"
2016,"Table 18PUB.pdf","Monterey","","Whiting, Pacific","139","$35"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, olive","6","$27"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, copper","6","$24"
2016,"Table 18PUB.pdf","Monterey","","Sole, English","70","$18"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, aurora","69","$17"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, widow","64","$16"
2016,"Table 18PUB.pdf","Monterey","","Sole, rex","61","$15"
2016,"Table 18PUB.pdf","Monterey","","Surfperch, pile","9","$13"
2016,"Table 18PUB.pdf","Monterey","","Surfperch, rubberlip","4","$12"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, group shelf","44","$11"
2016,"Table 18PUB.pdf","Monterey","","Yellowtail","5","$7"
2016,"Table 18PUB.pdf","Monterey","","Sole, sand","2","$4"
2016,"Table 18PUB.pdf","Monterey","","Sole, unspecified","10","$3"
2016,"Table 18PUB.pdf","Monterey","","Sanddab, Pacific","4","$2"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, cowcod","8","$2"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, canary","2","$1"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, yelloweye","1","$0"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blackgill","3","$0"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, China","2","$0"
2016,"Table 18PUB.pdf","Monterey","","Shark, spiny dogfish","174","$0"
2016,"Table 18PUB.pdf","Monterey","","Crab, tanner","25","$0"
2016,"Table 18PUB.pdf","Monterey","","Octopus, unspecified","93","$0"
2016,"Table 18PUB.pdf","Monterey","xx","Port Totals:","10,442,115","$5,854,844"
2016,"Table 18PUB.pdf","Monterey","SANTA CRUZ","SANTA CRUZ","",""
2016,"Table 18PUB.pdf","Monterey","","Crab, Dungeness","313,404","$1,034,053"
2016,"Table 18PUB.pdf","Monterey","","Salmon, Chinook","49,561","$464,951"
2016,"Table 18PUB.pdf","Monterey","","Halibut, California","6,416","$41,483"
2016,"Table 18PUB.pdf","Monterey","","Lingcod","11,714","$33,694"
2016,"Table 18PUB.pdf","Monterey","","Crab, rock unspecified","17,603","$26,737"
2016,"Table 18PUB.pdf","Monterey","","Sablefish","5,274","$15,943"
2016,"Table 18PUB.pdf","Monterey","","Jacksmelt","9,551","$11,794"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, vermilion","2,455","$7,061"
2016,"Table 18PUB.pdf","Monterey","","Croaker, white","10,457","$6,204"
2016,"Table 18PUB.pdf","Monterey","","Mackerel, jack","6,934","$4,027"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, yellowtail","1,302","$3,390"
2016,"Table 18PUB.pdf","Monterey","","Mackerel, Pacific","4,132","$3,322"
2016,"Table 18PUB.pdf","Monterey","","Sanddab","1,071","$3,206"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, bocaccio","1,485","$2,989"
2016,"Table 18PUB.pdf","Monterey","","Seabass, white","443","$2,906"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, widow","712","$2,016"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, chilipepper","535","$1,215"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black-and-yellow","243","$954"
2016,"Table 18PUB.pdf","Monterey","","Anchovy, northern","2,800","$840"
2016,"Table 18PUB.pdf","Monterey","","Butterfish (Pacific pompano)","700","$700"
2016,"Table 18PUB.pdf","Monterey","","Surfperch, walleye","206","$515"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blue","151","$503"
2016,"Table 18PUB.pdf","Monterey","","Sole, petrale","250","$499"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, greenspotted","88","$260"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, gopher","63","$253"
2016,"Table 18PUB.pdf","Monterey","","Silversides","113","$215"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blackgill","85","$148"
2016,"Table 18PUB.pdf","Monterey","","Thornyhead, shortspine","50","$135"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, brown","67","$134"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, olive","41","$123"
2016,"Table 18PUB.pdf","Monterey","","Sole, rock","40","$119"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black","55","$118"
2016,"Table 18PUB.pdf","Monterey","","Shark, thresher","52","$107"
2016,"Table 18PUB.pdf","Monterey","","Cabezon","26","$104"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, unspecified","60","$85"
2016,"Table 18PUB.pdf","Monterey","","Mackerel, unspecified","80","$85"
2016,"Table 18PUB.pdf","Monterey","","Thornyheads","27","$81"
2016,"Table 18PUB.pdf","Monterey","","Flounder, starry","29","$80"
2016,"Table 18PUB.pdf","Monterey","","Sardine, Pacific","200","$60"
2016,"Table 18PUB.pdf","Monterey","","Skate, unspecified","30","$38"
2016,"Table 18PUB.pdf","Monterey","","Bonito, Pacific","23","$29"
2016,"Table 18PUB.pdf","Monterey","","Flounder, unspecified","9","$27"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, copper","9","$21"
2016,"Table 18PUB.pdf","Monterey","","Grenadier","5","$16"
2016,"Table 18PUB.pdf","Monterey","","Salmon, Roe (Chinook, Coho)","1","$4"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, greenstriped","1","$0"
2016,"Table 18PUB.pdf","Monterey","xx","Port Totals:","448,552","$1,671,242"
2016,"Table 18PUB.pdf","Monterey","BIG CREEK","BIG CREEK","",""
2016,"Table 18PUB.pdf","Monterey","","Rockfish, vermilion","3,305","$13,353"
2016,"Table 18PUB.pdf","Monterey","","Lingcod","2,652","$7,925"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, grass","796","$7,852"
2016,"Table 18PUB.pdf","Monterey","","Cabezon","986","$6,969"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black-and-yellow","682","$6,062"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, bocaccio","607","$2,079"
2016,"Table 18PUB.pdf","Monterey","","Greenling, kelp","55","$153"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, black","72","$144"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, kelp","18","$120"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, blue","54","$112"
2016,"Table 18PUB.pdf","Monterey","","Halibut, California","6","$41"
2016,"Table 18PUB.pdf","Monterey","","Rockfish, treefish","3","$23"
2016,"Table 18PUB.pdf","Monterey","xx","Port Totals:","9,234","$44,832"
2016,"Table 18PUB.pdf","Monterey","xx","Monterey Area Totals","24,341,349","$13,594,876"
2016,"Table 19PUB.pdf","Santa Barbara","","Sea urchin, red","2,977,863","$4,220,125"
2016,"Table 19PUB.pdf","Santa Barbara","","Lobster, California spiny","210,182","$4,005,007"
2016,"Table 19PUB.pdf","Santa Barbara","","Thornyhead, shortspine","169,384","$1,284,379"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, red rock","652,160","$1,028,866"
2016,"Table 19PUB.pdf","Santa Barbara","","Sablefish","299,004","$801,427"
2016,"Table 19PUB.pdf","Santa Barbara","","Halibut, California","47,097","$264,918"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, brown rock","156,476","$256,175"
2016,"Table 19PUB.pdf","Santa Barbara","","Prawn, spot","18,800","$208,316"
2016,"Table 19PUB.pdf","Santa Barbara","","Swordfish","42,817","$194,885"
2016,"Table 19PUB.pdf","Santa Barbara","","Seabass, white","49,769","$180,155"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, yellow rock","109,771","$171,367"
2016,"Table 19PUB.pdf","Santa Barbara","","Prawn, ridgeback","48,485","$134,548"
2016,"Table 19PUB.pdf","Santa Barbara","","Sea cucumber, giant red","27,165","$127,974"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, rock unspecified","60,975","$93,367"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, spider","48,727","$87,537"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, grass","7,203","$81,968"
2016,"Table 19PUB.pdf","Santa Barbara","","Hagfishes","62,459","$66,254"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, copper","9,659","$65,336"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, vermilion","18,259","$55,979"
2016,"Table 19PUB.pdf","Santa Barbara","","Whelk, Kellet's","42,458","$40,529"
2016,"Table 19PUB.pdf","Santa Barbara","","Sheephead, California","9,542","$38,425"
2016,"Table 19PUB.pdf","Santa Barbara","","Cabezon","4,732","$37,867"
2016,"Table 19PUB.pdf","Santa Barbara","","Thornyhead, longspine","8,819","$31,264"
2016,"Table 19PUB.pdf","Santa Barbara","","Lingcod","6,751","$22,829"
2016,"Table 19PUB.pdf","Santa Barbara","","Sea cucumber, warty","3,861","$17,697"
2016,"Table 19PUB.pdf","Santa Barbara","","Salmon, Chinook","1,141","$11,054"
2016,"Table 19PUB.pdf","Santa Barbara","","Yellowtail","3,345","$10,961"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, thresher","6,179","$10,438"
2016,"Table 19PUB.pdf","Santa Barbara","","Tuna, bluefin","1,886","$8,911"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, Pacific angel","7,645","$8,871"
2016,"Table 19PUB.pdf","Santa Barbara","","Eel, California moray","377","$7,609"
2016,"Table 19PUB.pdf","Santa Barbara","","Mollusk, unspecified","887","$7,543"
2016,"Table 19PUB.pdf","Santa Barbara","","Shrimp, unspecified","2,565","$7,077"
2016,"Table 19PUB.pdf","Santa Barbara","","Whitefish, ocean","3,075","$6,315"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, blue","1,524","$6,197"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, bocaccio","1,856","$4,705"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, black-and-yellow","573","$4,584"
2016,"Table 19PUB.pdf","Santa Barbara","","Tuna, albacore","1,764","$4,410"
2016,"Table 19PUB.pdf","Santa Barbara","","Bass, giant sea","906","$3,932"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, gopher","436","$3,488"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, kelp","435","$3,475"
2016,"Table 19PUB.pdf","Santa Barbara","","Ray, bat","3,406","$3,471"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, shortfin mako","2,271","$3,262"
2016,"Table 19PUB.pdf","Santa Barbara","","Sea cucumber, unspecified","1,237","$3,085"
2016,"Table 19PUB.pdf","Santa Barbara","","Opah","1,545","$2,781"
2016,"Table 19PUB.pdf","Santa Barbara","","Grenadier","2,373","$2,494"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, treefish","281","$2,289"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, soupfin","1,850","$2,087"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, yellowtail","579","$1,995"
2016,"Table 19PUB.pdf","Santa Barbara","","Sea urchin, purple","1,473","$1,838"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, unspecified","1,104","$1,502"
2016,"Table 19PUB.pdf","Santa Barbara","","Snail, sea","1,566","$1,218"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, greenspotted","489","$1,123"
2016,"Table 19PUB.pdf","Santa Barbara","","Limpet, keyhole","583","$1,062"
2016,"Table 19PUB.pdf","Santa Barbara","","Invertebrate Unspecified","378","$1,024"
2016,"Table 19PUB.pdf","Santa Barbara","","Bonito, Pacific","375","$971"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, brown","335","$964"
2016,"Table 19PUB.pdf","Santa Barbara","","Mackerel, Pacific","281","$926"
2016,"Table 19PUB.pdf","Santa Barbara","","Splittail","489","$839"
2016,"Table 19PUB.pdf","Santa Barbara","","Snail, top","373","$801"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, leopard","694","$717"
2016,"Table 19PUB.pdf","Santa Barbara","","Crustacean, unspecified","352","$561"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, unspecified","3,155","$512"
2016,"Table 19PUB.pdf","Santa Barbara","","Octopus, unspecified","150","$503"
2016,"Table 19PUB.pdf","Santa Barbara","","Snail, tegula","575","$460"
2016,"Table 19PUB.pdf","Santa Barbara","","Surfperch, rainbow","86","$431"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, blackgill","210","$410"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, petrale","178","$339"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, starry","154","$327"
2016,"Table 19PUB.pdf","Santa Barbara","","Ray, Pacific electric","120","$280"
2016,"Table 19PUB.pdf","Santa Barbara","","Shrimp, ocean (pink)","281","$269"
2016,"Table 19PUB.pdf","Santa Barbara","","Skate, longnose","346","$232"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, unspecified","212","$198"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, spider/sheep claws","119","$191"
2016,"Table 19PUB.pdf","Santa Barbara","","Sanddab","78","$166"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, flag","64","$146"
2016,"Table 19PUB.pdf","Santa Barbara","","Squid, market","262","$146"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, spiny dogfish","141","$130"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, bank","47","$120"
2016,"Table 19PUB.pdf","Santa Barbara","","Mackerel, unspecified","63","$112"
2016,"Table 19PUB.pdf","Santa Barbara","","Fish, unspecified","66","$99"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, speckled","38","$95"
2016,"Table 19PUB.pdf","Santa Barbara","","Turbot","24","$90"
2016,"Table 19PUB.pdf","Santa Barbara","","Thornyheads","31","$89"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, widow","41","$83"
2016,"Table 19PUB.pdf","Santa Barbara","","Shark, sevengill","58","$58"
2016,"Table 19PUB.pdf","Santa Barbara","","Butterfish (Pacific pompano)","91","$57"
2016,"Table 19PUB.pdf","Santa Barbara","","Barracuda, California","48","$54"
2016,"Table 19PUB.pdf","Santa Barbara","","Skate, unspecified","256","$48"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, black","5","$40"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, sand","40","$40"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, chilipepper","18","$35"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, Dover","165","$32"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, olive","6","$30"
2016,"Table 19PUB.pdf","Santa Barbara","","Jacksmelt","3","$15"
2016,"Table 19PUB.pdf","Santa Barbara","","Surfperch, barred","5","$15"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, China","4","$13"
2016,"Table 19PUB.pdf","Santa Barbara","","Opaleye","3","$13"
2016,"Table 19PUB.pdf","Santa Barbara","","Scorpionfish, California","2","$12"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, fantail","32","$11"
2016,"Table 19PUB.pdf","Santa Barbara","","Croaker, white","75","$10"
2016,"Table 19PUB.pdf","Santa Barbara","","Mackerel, jack","3","$4"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, squarespot","5","$3"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, greenstriped","4","$3"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, splitnose","1","$1"
2016,"Table 19PUB.pdf","Santa Barbara","","Sole, English","18","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Skate, California","15","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Stingray","300","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Crab, claws","59","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Whiting, Pacific","5","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Queenfish","26","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Croaker, unspecifed","11","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Lizardfish, California","20","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, group deep nearshore","67","$0"
2016,"Table 19PUB.pdf","Santa Barbara","","Rockfish, greenblotched","5","$0"
