"year","filename","area","port","col1","col2","col3"
2016,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","6,724,176","$20,503,558"
2016,"Table 16PUB.pdf","Eureka","","Shrimp, ocean (pink)","1,822,450","$1,309,159"
2016,"Table 16PUB.pdf","Eureka","","Sablefish","142,089","$304,513"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, black","130,866","$255,382"
2016,"Table 16PUB.pdf","Eureka","","Shrimp, coonstriped","53,984","$253,259"
2016,"Table 16PUB.pdf","Eureka","","Sole, Dover","364,367","$163,965"
2016,"Table 16PUB.pdf","Eureka","","Sole, petrale","86,191","$98,235"
2016,"Table 16PUB.pdf","Eureka","","Tuna, albacore","31,238","$57,572"
2016,"Table 16PUB.pdf","Eureka","","Lingcod","23,003","$45,824"
2016,"Table 16PUB.pdf","Eureka","","Skate, longnose","33,259","$13,230"
2016,"Table 16PUB.pdf","Eureka","","Sole, rex","32,198","$12,879"
2016,"Table 16PUB.pdf","Eureka","","Thornyhead, shortspine","15,682","$10,650"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, blue","5,214","$8,762"
2016,"Table 16PUB.pdf","Eureka","","Cabezon","1,837","$8,687"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, quillback","1,065","$4,437"
2016,"Table 16PUB.pdf","Eureka","","Smelt, night","7,589","$4,174"
2016,"Table 16PUB.pdf","Eureka","","Greenling, kelp","669","$3,595"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, vermilion","1,514","$3,329"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, copper","856","$3,174"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, grass","195","$1,845"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, darkblotched","3,270","$1,790"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, China","251","$1,578"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, group slope","2,514","$1,500"
2016,"Table 16PUB.pdf","Eureka","","Shark, thresher","371","$994"
2016,"Table 16PUB.pdf","Eureka","","Flounder, arrowtooth","7,303","$730"
2016,"Table 16PUB.pdf","Eureka","","Smelt, surf","818","$716"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, group shelf","1,342","$649"
2016,"Table 16PUB.pdf","Eureka","","Halibut, Pacific","136","$612"
2016,"Table 16PUB.pdf","Eureka","","Surfperch, redtail","431","$431"
2016,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","86","$426"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","195","$364"
2016,"Table 16PUB.pdf","Eureka","","Skate, big","830","$332"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, blackgill","142","$266"
2016,"Table 16PUB.pdf","Eureka","","Sole, English","751","$240"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, redbanded","150","$227"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, olive","76","$184"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, chilipepper","186","$99"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, black-and-yellow","13","$93"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, bocaccio","102","$51"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, brown","36","$45"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, widow","75","$41"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, greenstriped","22","$33"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, gopher","5","$24"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, rougheye","41","$21"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, Pacific ocean perch","28","$12"
2016,"Table 16PUB.pdf","Eureka","","Grenadier","14","$7"
2016,"Table 16PUB.pdf","Eureka","","Fish, unspecified","2","$3"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, unspecified","15","$0"
2016,"Table 16PUB.pdf","Eureka","","Skate, unspecified","17","$0"
2016,"Table 16PUB.pdf","Eureka","","Trawled fish, unspecified","160","$0"
2016,"Table 16PUB.pdf","Eureka","xx","Port Totals:","9,497,823","$23,077,693"
2016,"Table 16PUB.pdf","Eureka","EUREKA","EUREKA","",""
2016,"Table 16PUB.pdf","Eureka","","Octopus, unspecified","15",""
2016,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","1,936,770","$5,961,243"
2016,"Table 16PUB.pdf","Eureka","","Sablefish","784,405","$1,985,218"
2016,"Table 16PUB.pdf","Eureka","","Sole, Dover","2,763,667","$1,219,632"
2016,"Table 16PUB.pdf","Eureka","","Sole, petrale","581,545","$672,343"
2016,"Table 16PUB.pdf","Eureka","","Thornyhead, longspine","477,367","$290,638"
2016,"Table 16PUB.pdf","Eureka","","Thornyhead, shortspine","221,803","$233,664"
2016,"Table 16PUB.pdf","Eureka","","Tuna, albacore","121,203","$209,094"
2016,"Table 16PUB.pdf","Eureka","","Smelt, night","267,168","$146,848"
2016,"Table 16PUB.pdf","Eureka","","Shrimp, ocean (pink)","188,398","$118,834"
2016,"Table 16PUB.pdf","Eureka","","Skate, longnose","230,684","$89,893"
2016,"Table 16PUB.pdf","Eureka","","Lingcod","52,343","$51,759"
2016,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","6,441","$45,239"
2016,"Table 16PUB.pdf","Eureka","","Sole, English","122,195","$39,117"
2016,"Table 16PUB.pdf","Eureka","","Sole, rex","95,369","$38,014"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, group slope","27,499","$17,349"
2016,"Table 16PUB.pdf","Eureka","","Surfperch, redtail","16,394","$15,962"
2016,"Table 16PUB.pdf","Eureka","","Skate, big","26,205","$11,013"
2016,"Table 16PUB.pdf","Eureka","","Flounder, arrowtooth","109,002","$10,896"
2016,"Table 16PUB.pdf","Eureka","","Sanddab","18,124","$10,857"
2016,"Table 16PUB.pdf","Eureka","","Swordfish","2,825","$9,498"
2016,"Table 16PUB.pdf","Eureka","","Sanddab, Pacific","13,677","$8,206"
2016,"Table 16PUB.pdf","Eureka","","Halibut, Pacific","999","$7,708"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, darkblotched","13,665","$6,094"
2016,"Table 16PUB.pdf","Eureka","","Halibut, California","497","$3,311"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, bocaccio","6,109","$2,975"
2016,"Table 16PUB.pdf","Eureka","","Smelt, surf","5,036","$2,738"
2016,"Table 16PUB.pdf","Eureka","","Grenadier","37,798","$1,519"
2016,"Table 16PUB.pdf","Eureka","","Shark, thresher","1,497","$1,484"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","2,516","$1,239"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, group shelf","3,164","$1,197"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, chilipepper","2,487","$1,162"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, black","989","$1,153"
2016,"Table 16PUB.pdf","Eureka","","Turbot, curlfin","3,255","$1,035"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, canary","1,407","$800"
2016,"Table 16PUB.pdf","Eureka","","Shark, shortfin mako","837","$628"
2016,"Table 16PUB.pdf","Eureka","","Eel, California moray","411","$411"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, quillback","102","$408"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, blackgill","373","$355"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, vermilion","116","$272"
2016,"Table 16PUB.pdf","Eureka","","Flounder, starry","607","$213"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, copper","39","$156"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, gopher","24","$96"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, widow","207","$93"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, Pacific ocean perch","186","$84"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, rougheye","246","$64"
2016,"Table 16PUB.pdf","Eureka","","Sole, sand","67","$43"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, shortraker","69","$32"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, rosy","6","$18"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, redbanded","10","$17"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, group nearshore","7","$4"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, cowcod","5","$3"
2016,"Table 16PUB.pdf","Eureka","","Whiting, Pacific","4,558","$0"
2016,"Table 16PUB.pdf","Eureka","","Trawled fish, unspecified","24,712","$0"
2016,"Table 16PUB.pdf","Eureka","","Shark, spiny dogfish","534","$0"
2016,"Table 16PUB.pdf","Eureka","","Shark, unspecified","14","$0"
2016,"Table 16PUB.pdf","Eureka","","Fish, unspecified","307","$0"
2016,"Table 16PUB.pdf","Eureka","xx","Port Totals:","8,175,955","$11,220,626"
2016,"Table 16PUB.pdf","Eureka","TRINIDAD","TRINIDAD","",""
2016,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","788,826","$2,439,340"
2016,"Table 16PUB.pdf","Eureka","","Lingcod","2,174","$5,367"
2016,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","179","$1,263"
2016,"Table 16PUB.pdf","Eureka","","Sablefish","438","$1,095"
2016,"Table 16PUB.pdf","Eureka","","Skate, longnose","48","$19"
2016,"Table 16PUB.pdf","Eureka","xx","Port Totals:","791,665","$2,447,085"
2016,"Table 16PUB.pdf","Eureka","SHELTER COVE","SHELTER COVE","",""
2016,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","42,434","$136,138"
2016,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","5,117","$41,687"
2016,"Table 16PUB.pdf","Eureka","","Lingcod","4,746","$15,584"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, black","2,599","$6,577"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, brown","248","$1,446"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, vermilion","332","$1,287"
2016,"Table 16PUB.pdf","Eureka","","Tuna, albacore","891","$1,141"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, blue","313","$789"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, black-and-yellow","90","$698"
2016,"Table 16PUB.pdf","Eureka","","Halibut, California","107","$646"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, copper","137","$600"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","205","$513"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, China","54","$454"
2016,"Table 16PUB.pdf","Eureka","","Cabezon","75","$430"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, quillback","68","$348"
2016,"Table 16PUB.pdf","Eureka","","Seabass, white","54","$324"
2016,"Table 16PUB.pdf","Eureka","","Jacksmelt","57","$133"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, olive","35","$105"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, chilipepper","39","$98"
2016,"Table 16PUB.pdf","Eureka","","Sole, rock","23","$69"
2016,"Table 16PUB.pdf","Eureka","","Greenling, kelp","12","$61"
2016,"Table 16PUB.pdf","Eureka","","Sole, sand","23","$57"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, grass","5","$45"
2016,"Table 16PUB.pdf","Eureka","","Sanddab","18","$44"
2016,"Table 16PUB.pdf","Eureka","","Sablefish","9","$26"
2016,"Table 16PUB.pdf","Eureka","","Rockfish, rosy","6","$22"
2016,"Table 16PUB.pdf","Eureka","","Sole, petrale","7","$18"
2016,"Table 16PUB.pdf","Eureka","xx","Port Totals:","57,703","$209,338"
2016,"Table 16PUB.pdf","Eureka","ALL OTHER PORTS","ALL OTHER PORTS","",""
2016,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","378,548","$1,177,571"
2016,"Table 16PUB.pdf","Eureka","","Hagfishes","438,092","$257,105"
2016,"Table 16PUB.pdf","Eureka","","Tuna, albacore","329","$1,233"
2016,"Table 16PUB.pdf","Eureka","xx","Port Totals:","816,968","$1,435,910"
2016,"Table 16PUB.pdf","Eureka","xx","Eureka Area Totals","19,340,114","$38,390,651"
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","5,357,024","$16,459,262"
2016,"Table 17PUB.pdf","San Francisco","","Squid, market","4,880,850","$1,552,443"
2016,"Table 17PUB.pdf","San Francisco","","Swordfish","363,860","$1,250,977"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","168,486","$1,029,967"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","111,994","$867,574"
2016,"Table 17PUB.pdf","San Francisco","","Tuna, bigeye","128,596","$426,636"
2016,"Table 17PUB.pdf","San Francisco","","Sablefish","83,069","$294,774"
2016,"Table 17PUB.pdf","San Francisco","","Herring, Pacific - roe","983,521","$216,375"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, ocean (pink)","263,393","$181,771"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, coonstriped","34,000","$174,371"
2016,"Table 17PUB.pdf","San Francisco","","Opah","134,859","$136,937"
2016,"Table 17PUB.pdf","San Francisco","","Tuna, yellowfin","14,798","$44,961"
2016,"Table 17PUB.pdf","San Francisco","","Shrimp, bay","2,971","$25,304"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, brown","3,423","$24,612"
2016,"Table 17PUB.pdf","San Francisco","","Seabass, white","5,600","$23,764"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","6,185","$20,781"
2016,"Table 17PUB.pdf","San Francisco","","Shark, shortfin mako","12,906","$12,821"
2016,"Table 17PUB.pdf","San Francisco","","Thornyhead, shortspine","1,861","$12,472"
2016,"Table 17PUB.pdf","San Francisco","","Dolphin (fish)","7,708","$11,236"
2016,"Table 17PUB.pdf","San Francisco","","Seaperch, striped","1,645","$9,048"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, gopher","1,196","$8,663"
2016,"Table 17PUB.pdf","San Francisco","","Fish, unspecified","7,273","$7,575"
2016,"Table 17PUB.pdf","San Francisco","","Sole, sand","5,943","$5,943"
2016,"Table 17PUB.pdf","San Francisco","","Wahoo","3,574","$5,241"
2016,"Table 17PUB.pdf","San Francisco","","Greenling, kelp","987","$3,781"
2016,"Table 17PUB.pdf","San Francisco","","Flounder, starry","3,322","$3,322"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, blackgill","1,450","$2,835"
2016,"Table 17PUB.pdf","San Francisco","","Oilfish","4,151","$2,581"
2016,"Table 17PUB.pdf","San Francisco","","Cabezon","592","$2,534"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, China","255","$2,015"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, copper","259","$1,918"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, vermilion","597","$1,903"
2016,"Table 17PUB.pdf","San Francisco","","Escolar","1,259","$1,886"
2016,"Table 17PUB.pdf","San Francisco","","Tuna, skipjack","3,666","$1,783"
2016,"Table 17PUB.pdf","San Francisco","","Tuna, albacore","1,637","$1,537"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Roe (Chinook, Coho)","380","$1,319"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, black","435","$1,187"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, grass","103","$822"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, group bolina","76","$600"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, unspecified","100","$550"
2016,"Table 17PUB.pdf","San Francisco","","Midshipman, plainfin","248","$541"
2016,"Table 17PUB.pdf","San Francisco","","Shark, unspecified","393","$393"
2016,"Table 17PUB.pdf","San Francisco","","Sculpin, staghorn","102","$314"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, black-and-yellow","48","$291"
2016,"Table 17PUB.pdf","San Francisco","","Pomfret, Pacific","195","$282"
2016,"Table 17PUB.pdf","San Francisco","","Croaker, white","224","$259"
2016,"Table 17PUB.pdf","San Francisco","","Sole, petrale","125","$218"
2016,"Table 17PUB.pdf","San Francisco","","Shark, leopard","289","$196"
2016,"Table 17PUB.pdf","San Francisco","","Grenadier","320","$195"
2016,"Table 17PUB.pdf","San Francisco","","Sole, rock","178","$178"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, barred","23","$163"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, blue","48","$149"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, quillback","22","$144"
2016,"Table 17PUB.pdf","San Francisco","","Eel, monkeyface (prickleback)","14","$140"
2016,"Table 17PUB.pdf","San Francisco","","Shark, thresher","56","$112"
2016,"Table 17PUB.pdf","San Francisco","","Shark, brown smoothhound","114","$103"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, yellowtail","30","$78"
2016,"Table 17PUB.pdf","San Francisco","","Mudsucker, longjaw","21","$54"
2016,"Table 17PUB.pdf","San Francisco","","Whelk, Kellet's","51","$51"
2016,"Table 17PUB.pdf","San Francisco","","Shark, soupfin","29","$29"
2016,"Table 17PUB.pdf","San Francisco","","Turbot, curlfin","25","$25"
2016,"Table 17PUB.pdf","San Francisco","","Sole, unspecified","19","$23"
2016,"Table 17PUB.pdf","San Francisco","","Bullhead, brown","7","$17"
2016,"Table 17PUB.pdf","San Francisco","","Crab, spider","17","$17"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, widow","8","$16"
2016,"Table 17PUB.pdf","San Francisco","","Crab, brown rock","9","$14"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, darkblotched","6","$9"
2016,"Table 17PUB.pdf","San Francisco","","Sole, Dover","22","$6"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, aurora","10","$3"
2016,"Table 17PUB.pdf","San Francisco","","Sole, English","8","$3"
2016,"Table 17PUB.pdf","San Francisco","","Thornyhead, longspine","2","$1"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, unspecified","5","$0"
2016,"Table 17PUB.pdf","San Francisco","","Jacksmelt","5","$0"
2016,"Table 17PUB.pdf","San Francisco","xx","Port Totals:","12,606,676","$22,838,103"
2016,"Table 17PUB.pdf","San Francisco","PRINCETON-HALF MOON","PRINCETON-HALF MOON","",""
2016,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","3,306,168","$10,722,705"
2016,"Table 17PUB.pdf","San Francisco","","Squid, market","7,291,868","$3,645,934"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","83,727","$745,567"
2016,"Table 17PUB.pdf","San Francisco","","Prawn, spot","36,073","$556,859"
2016,"Table 17PUB.pdf","San Francisco","","Halibut, California","61,639","$318,605"
2016,"Table 17PUB.pdf","San Francisco","","Sablefish","86,351","$253,077"
2016,"Table 17PUB.pdf","San Francisco","","Sole, petrale","101,735","$108,461"
2016,"Table 17PUB.pdf","San Francisco","","Anchovy, northern","1,561,171","$78,059"
2016,"Table 17PUB.pdf","San Francisco","","Sea urchin, red","14,835","$55,810"
2016,"Table 17PUB.pdf","San Francisco","","Lingcod","13,801","$41,936"
2016,"Table 17PUB.pdf","San Francisco","","Tuna, albacore","13,223","$40,916"
2016,"Table 17PUB.pdf","San Francisco","","Sanddab, Pacific","49,761","$24,753"
2016,"Table 17PUB.pdf","San Francisco","","Crab, rock unspecified","4,138","$15,617"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, brown","2,114","$11,398"
2016,"Table 17PUB.pdf","San Francisco","","Flounder, starry","6,170","$5,788"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, blue","1,426","$4,799"
2016,"Table 17PUB.pdf","San Francisco","","Thornyhead, shortspine","2,804","$4,179"
2016,"Table 17PUB.pdf","San Francisco","","Sole, English","9,694","$4,035"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, vermilion","946","$3,635"
2016,"Table 17PUB.pdf","San Francisco","","Sanddab","4,409","$3,102"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, chilipepper","5,703","$2,852"
2016,"Table 17PUB.pdf","San Francisco","","Sardine, Pacific","11,764","$2,597"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, black","668","$2,569"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, unspecified","253","$2,067"
2016,"Table 17PUB.pdf","San Francisco","","Sole, sand","2,035","$2,035"
2016,"Table 17PUB.pdf","San Francisco","","Eel, monkeyface (prickleback)","202","$2,017"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, canary","3,820","$1,909"
2016,"Table 17PUB.pdf","San Francisco","","Croaker, white","680","$1,720"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, bocaccio","2,572","$1,327"
2016,"Table 17PUB.pdf","San Francisco","","Turbot, curlfin","1,661","$1,300"
2016,"Table 17PUB.pdf","San Francisco","","Seabass, white","259","$1,194"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, Pacific","555","$1,119"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, yellowtail","365","$1,091"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, copper","199","$989"
2016,"Table 17PUB.pdf","San Francisco","","Octopus, unspecified","378","$978"
2016,"Table 17PUB.pdf","San Francisco","","Seaperch, striped","117","$939"
2016,"Table 17PUB.pdf","San Francisco","","Skate, longnose","4,396","$891"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, black","95","$748"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, unspecified","206","$744"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, olive","112","$407"
2016,"Table 17PUB.pdf","San Francisco","","Mackerel, jack","501","$305"
2016,"Table 17PUB.pdf","San Francisco","","Salmon, Roe (Chinook, Coho)","105","$280"
2016,"Table 17PUB.pdf","San Francisco","","Sole, rock","530","$244"
2016,"Table 17PUB.pdf","San Francisco","","Grenadier","71","$175"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, rosy","37","$146"
2016,"Table 17PUB.pdf","San Francisco","","Cabezon","30","$135"
2016,"Table 17PUB.pdf","San Francisco","","Flounder, arrowtooth","397","$130"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, blackgill","78","$129"
2016,"Table 17PUB.pdf","San Francisco","","Jacksmelt","31","$124"
2016,"Table 17PUB.pdf","San Francisco","","Skate, unspecified","357","$119"
2016,"Table 17PUB.pdf","San Francisco","","Skate, big","485","$100"
2016,"Table 17PUB.pdf","San Francisco","","Croaker, unspecifed","30","$75"
2016,"Table 17PUB.pdf","San Francisco","","Turbot","45","$74"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, starry","10","$49"
2016,"Table 17PUB.pdf","San Francisco","","Shark, soupfin","28","$35"
2016,"Table 17PUB.pdf","San Francisco","","Thornyhead, longspine","30","$35"
2016,"Table 17PUB.pdf","San Francisco","","Sole, Dover","166","$33"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, group shelf","66","$25"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, treefish","5","$23"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, cowcod","42","$20"
2016,"Table 17PUB.pdf","San Francisco","","Surfperch, pile","2","$16"
2016,"Table 17PUB.pdf","San Francisco","","Topsmelt","7","$15"
2016,"Table 17PUB.pdf","San Francisco","","Sole, rex","105","$12"
2016,"Table 17PUB.pdf","San Francisco","","Whiting, Pacific","2,213","$10"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, widow","4","$9"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, quillback","1","$5"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, group rosefish","3","$5"
2016,"Table 17PUB.pdf","San Francisco","","Greenling, kelp","1","$4"
2016,"Table 17PUB.pdf","San Francisco","","Rockfish, aurora","2","$3"
