year,filename,area,port,col1,col2,col3,col4
2004,landings04_table16pub.pdf,Eureka,,"Crab, Dungeness","10,963,678","$17,252,005 ",
2004,landings04_table16pub.pdf,Eureka,,"Salmon, Chinook","293,675","$891,279 ",
2004,landings04_table16pub.pdf,Eureka,,"Tuna, albacore","386,892","$293,926 ",
2004,landings04_table16pub.pdf,Eureka,,"Crab, tanner","252,754","$271,245 ",
2004,landings04_table16pub.pdf,Eureka,,Sablefish,"212,698","$233,963 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, black","119,087","$205,414 ",
2004,landings04_table16pub.pdf,Eureka,,"Shrimp, coonstriped","45,979","$177,443 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, Dover","377,623","$143,508 ",
2004,landings04_table16pub.pdf,Eureka,,"Whiting, Pacific","3,422,157","$136,886 ",
2004,landings04_table16pub.pdf,Eureka,,Sanddab,"201,083","$66,516 ",
2004,landings04_table16pub.pdf,Eureka,,"Shrimp, ocean (pink)","153,063","$60,672 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, petrale","55,775","$45,712 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, English","94,116","$33,882 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, rex","81,961","$32,972 ",
2004,landings04_table16pub.pdf,Eureka,,Lingcod,"21,279","$31,543 ",
2004,landings04_table16pub.pdf,Eureka,,Cabezon,"5,253","$19,194 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, quillback","2,873","$12,334 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, blue","6,416","$8,954 ",
2004,landings04_table16pub.pdf,Eureka,,"Thornyhead, longspine","14,317","$8,653 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, copper","2,305","$7,613 ",
2004,landings04_table16pub.pdf,Eureka,,"Skate, unspecified","44,441","$6,732 ",
2004,landings04_table16pub.pdf,Eureka,,"Flounder, arrowtooth","62,617","$6,436 ",
2004,landings04_table16pub.pdf,Eureka,,"Thornyhead, shortspine","8,020","$5,961 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group slope","12,836","$5,717 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, China",771,"$4,820 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, widow","7,667","$3,864 ",
2004,landings04_table16pub.pdf,Eureka,,"Smelt, night","11,846","$3,755 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, vermilion","1,726","$3,043 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, grass",418,"$2,676 ",
2004,landings04_table16pub.pdf,Eureka,,Swordfish,758,"$2,274 ",
2004,landings04_table16pub.pdf,Eureka,,"Greenling, kelp",479,"$2,191 ",
2004,landings04_table16pub.pdf,Eureka,,"Crab, rock unspecified",937,"$1,899 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, darkblotched","5,043","$1,871 ",
2004,landings04_table16pub.pdf,Eureka,,"Shark, thresher","5,314","$1,860 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, sand","2,446","$1,590 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, brown",448,"$1,040 ",
2004,landings04_table16pub.pdf,Eureka,,"Surfperch, redtail",658,"$1,014 ",
2004,landings04_table16pub.pdf,Eureka,,"Sanddab, Pacific","2,926",$966 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, yellowtail",756,$937 ,
2004,landings04_table16pub.pdf,Eureka,,"Flounder, starry","2,083",$729 ,
2004,landings04_table16pub.pdf,Eureka,,"Smelt, surf",916,$275 ,
2004,landings04_table16pub.pdf,Eureka,,"Salmon, Roe (Chinook and Coho)",68,$238 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group shelf",86,$206 ,
2004,landings04_table16pub.pdf,Eureka,,"Shrimp, unspecified",51,$177 ,
2004,landings04_table16pub.pdf,Eureka,,"Shark, shortfin mako",220,$111 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, canary",202,$103 ,
2004,landings04_table16pub.pdf,Eureka,,"Octopus, unspecified",64,$80 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, black-and-yellow",5,$26 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, gopher",5,$24 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group nearshore",31,$23 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, splitnose","1,246",$23 ,
2004,landings04_table16pub.pdf,Eureka,,Thornyheads,25,$15 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, bocaccio",2,$12 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group deep nearshore",15,$11 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group small",19,$10 ,
2004,landings04_table16pub.pdf,Eureka,,"Sculpin, staghorn",1,$3 ,
2004,landings04_table16pub.pdf,Eureka,,Grenadier,4,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Mackerel, Pacific",8,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, shortbelly",4,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Shark, spiny dogfish",43,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Squid, market",95,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Shark, soupfin",53,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, unspecified","1,660",$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Mollusk, unspecified",64,$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, chilipepper","10,727",$0 ,
2004,landings04_table16pub.pdf,Eureka,,"Crab, Dungeness","5,117,780","$8,078,704 ",
2004,landings04_table16pub.pdf,Eureka,,"Tuna, albacore","1,239,478","$983,490 ",
2004,landings04_table16pub.pdf,Eureka,,Sablefish,"614,129","$776,000 ",
2004,landings04_table16pub.pdf,Eureka,,"Shrimp, ocean (pink)","1,452,811","$598,574 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, Dover","1,449,397","$550,437 ",
2004,landings04_table16pub.pdf,Eureka,,"Whiting, Pacific","7,031,438","$499,478 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, petrale","438,031","$390,356 ",
2004,landings04_table16pub.pdf,Eureka,,"Salmon, Chinook","90,713","$270,867 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, English","359,070","$128,600 ",
2004,landings04_table16pub.pdf,Eureka,,"Thornyhead, shortspine","119,692","$107,537 ",
2004,landings04_table16pub.pdf,Eureka,,"Crab, tanner","61,902","$89,758 ",
2004,landings04_table16pub.pdf,Eureka,,"Thornyhead, longspine","233,366","$80,235 ",
2004,landings04_table16pub.pdf,Eureka,,"Smelt, night","213,264","$65,358 ",
2004,landings04_table16pub.pdf,Eureka,,"Sole, rex","124,556","$51,208 ",
2004,landings04_table16pub.pdf,Eureka,,"Smelt, surf","104,316","$32,861 ",
2004,landings04_table16pub.pdf,Eureka,,"Skate, unspecified","159,918","$23,816 ",
2004,landings04_table16pub.pdf,Eureka,,"Surfperch, redtail","22,398","$22,718 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group slope","49,662","$22,217 ",
2004,landings04_table16pub.pdf,Eureka,,Sanddab,"65,449","$21,646 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, darkblotched","41,877","$20,006 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, chilipepper","38,366","$12,859 ",
2004,landings04_table16pub.pdf,Eureka,,Thornyheads,"24,163","$10,588 ",
2004,landings04_table16pub.pdf,Eureka,,"Sardine, Pacific","51,950","$10,390 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, yellowtail","16,642","$8,311 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, black","6,117","$8,288 ",
2004,landings04_table16pub.pdf,Eureka,,Grenadier,"53,724","$6,327 ",
2004,landings04_table16pub.pdf,Eureka,,Lingcod,"8,882","$6,268 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, widow","8,984","$4,040 ",
2004,landings04_table16pub.pdf,Eureka,,"Flounder, arrowtooth","30,608","$3,132 ",
2004,landings04_table16pub.pdf,Eureka,,"Flounder, starry","8,628","$3,002 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, blue","1,630","$2,669 ",
2004,landings04_table16pub.pdf,Eureka,,"Barracuda, California","2,084","$2,605 ",
2004,landings04_table16pub.pdf,Eureka,,Salmon,698,"$2,094 ",
2004,landings04_table16pub.pdf,Eureka,,"Crab, rock unspecified","1,081","$2,040 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group small","4,673","$1,495 ",
2004,landings04_table16pub.pdf,Eureka,,"Surfperch, unspecified",408,"$1,020 ",
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group red","1,617",$809 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, canary","1,327",$649 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group rosefish","1,394",$601 ,
2004,landings04_table16pub.pdf,Eureka,,"Shark, leopard","1,157",$579 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, group shelf","1,060",$517 ,
2004,landings04_table16pub.pdf,Eureka,,Cabezon,106,$390 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, splitnose",994,$300 ,
2004,landings04_table16pub.pdf,Eureka,,"Herring, Pacific - roe","1,169",$292 ,
2004,landings04_table16pub.pdf,Eureka,,"Surfperch, barred",134,$144 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, brown",36,$131 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, copper",65,$111 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, bocaccio",215,$108 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, vermilion",25,$63 ,
2004,landings04_table16pub.pdf,Eureka,,"Cod, Pacific",103,$52 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, blackgill",64,$32 ,
2004,landings04_table16pub.pdf,Eureka,,"Sole, sand",42,$27 ,
2004,landings04_table16pub.pdf,Eureka,,"Shark, soupfin",48,$24 ,
2004,landings04_table16pub.pdf,Eureka,,"Greenling, kelp",4,$23 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, China",3,$20 ,
2004,landings04_table16pub.pdf,Eureka,,"Fish, unspecified",46,$15 ,
2004,landings04_table16pub.pdf,Eureka,,"Lizardfish, California",23,$12 ,
2004,landings04_table16pub.pdf,Eureka,,"Tomcod, Pacific",26,$9 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, quillback",18,$9 ,
2004,landings04_table16pub.pdf,Eureka,,"Sanddab, Pacific",18,$6 ,
2004,landings04_table16pub.pdf,Eureka,,"Rockfish, greenstriped",11,$6 ,
