year,filename,area,port,species,landings,value
2018,Table 17PUB.pdf,San Francisco,,"Shark, unspecified",82,$140 
2018,Table 17PUB.pdf,San Francisco,,"Flounder, arrowtooth",369,$138 
2018,Table 17PUB.pdf,San Francisco,,"Shark, soupfin",226,$110 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, barred",53,$102 
2018,Table 17PUB.pdf,San Francisco,,"Greenling, kelp",11,$60 
2018,Table 17PUB.pdf,San Francisco,,"Smelt, night",10,$48 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, quillback",5,$45 
2018,Table 17PUB.pdf,San Francisco,,"Crab, brown rock",19,$43 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, splitnose",312,$42 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, rosy",16,$37 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenspotted",158,$36 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenstriped","1,991",$33 
2018,Table 17PUB.pdf,San Francisco,,"Sole, rex","1,201",$31 
2018,Table 17PUB.pdf,San Francisco,,"Skate, big",140,$28 
2018,Table 17PUB.pdf,San Francisco,,"Thornyhead, longspine",30,$23 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, blackgill",12,$20 
2018,Table 17PUB.pdf,San Francisco,TON-HALF MOON,TON-HALF MOON,,
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, starry",3,$17 
2018,Table 17PUB.pdf,San Francisco,,"Shark, spiny dogfish",50,$15 
2018,Table 17PUB.pdf,San Francisco,,"Eel, wolf (wolf-eel)",24,$13 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, treefish",2,$6 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, redtail",3,$6 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, greenblotched",67,$5 
2018,Table 17PUB.pdf,San Francisco,,"Skate, California",16,$3 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, jack",16,$3 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, group shelf",545,$1 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, shortbelly",428,$1 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, stripetail",257,$0 
2018,Table 17PUB.pdf,San Francisco,,"Sole, slender",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Whiting, Pacific",714,$0 
2018,Table 17PUB.pdf,San Francisco,,"Shad, American",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, redbanded",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, unspecified",2,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yelloweye",1,$0 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, darkblotched",3,$0 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, Pacific",10,$0 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"7,438,767","$8,826,996 "
2018,Table 17PUB.pdf,San Francisco,O,O,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","61,349","$246,494 "
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, bay","9,614","$61,736 "
2018,Table 17PUB.pdf,San Francisco,,Sablefish,502,"$1,708 "
2018,Table 17PUB.pdf,San Francisco,,"Sculpin, staghorn",528,"$1,338 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook",123,$861 
2018,Table 17PUB.pdf,San Francisco,,Lingcod,141,$354 
2018,Table 17PUB.pdf,San Francisco,,"Midshipman, plainfin",133,$279 
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California",22,$163 
2018,Table 17PUB.pdf,San Francisco,,"Goby, yellowfin",35,$101 
2018,Table 17PUB.pdf,San Francisco,VALLEJO,VALLEJO,,
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, vermilion",26,$39 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yellowtail",5,$10 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"72,478","$313,082 "
2018,Table 17PUB.pdf,San Francisco,BERKELEY,BERKELEY,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","10,875","$64,511 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California","6,400","$50,890 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook","3,950","$41,716 "
2018,Table 17PUB.pdf,San Francisco,,"Squid, market","27,022","$13,511 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, brown","2,364","$10,629 "
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, black","1,599","$7,678 "
2018,Table 17PUB.pdf,San Francisco,,"Hagfish, unspecified","3,100","$2,325 "
2018,Table 17PUB.pdf,San Francisco,,Sablefish,891,"$2,185 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yellowtail",234,"$1,898 "
2018,Table 17PUB.pdf,San Francisco,,"Seabass, white",221,"$1,753 "
2018,Table 17PUB.pdf,San Francisco,,"Seaperch, striped",316,"$1,648 "
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, pile",203,"$1,199 "
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, blue",149,"$1,036 "
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, rubberlip",181,$963 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, vermilion",65,$598 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, widow",72,$574 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, white",126,$544 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, unspecified",136,$544 
2018,Table 17PUB.pdf,San Francisco,,Lingcod,283,$483 
2018,Table 17PUB.pdf,San Francisco,,"Crab, rock unspecified",109,$309 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, barred",41,$271 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, starry",27,$270 
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Roe (Chinook, Coho)",50,$222 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, group bolina",30,$150 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, walleye",33,$143 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, canary",18,$112 
2018,Table 17PUB.pdf,San Francisco,,"Tuna, albacore",25,$88 
2018,Table 17PUB.pdf,San Francisco,EY,EY,,
2018,Table 17PUB.pdf,San Francisco,,"Shark, leopard",70,$70 
2018,Table 17PUB.pdf,San Francisco,,"Flounder, starry",8,$56 
2018,Table 17PUB.pdf,San Francisco,,"Shark, soupfin",50,$50 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, black",11,$25 
2018,Table 17PUB.pdf,San Francisco,,"Prickleback, monkeyface (eel)",2,$10 
2018,Table 17PUB.pdf,San Francisco,,Jacksmelt,1,$0 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"58,662","$206,460 "
2018,Table 17PUB.pdf,San Francisco,A,A,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","12,014","$66,344 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California",685,"$5,266 "
2018,Table 17PUB.pdf,San Francisco,,"Seabass, white",40,$281 
2018,Table 17PUB.pdf,San Francisco,,Lingcod,23,$79 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"12,762","$71,970 "
2018,Table 17PUB.pdf,San Francisco,ND,ND,,
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","2,737","$9,880 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook",879,"$6,649 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California",822,"$6,263 "
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, black",448,"$1,041 "
2018,Table 17PUB.pdf,San Francisco,,"Shark, leopard",40,$80 
2018,Table 17PUB.pdf,San Francisco,,"Seaperch, striped",36,$72 
2018,Table 17PUB.pdf,San Francisco,,Lingcod,15,$59 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, rubberlip",18,$36 
2018,Table 17PUB.pdf,San Francisco,,Jacksmelt,17,$34 
2018,Table 17PUB.pdf,San Francisco,,"Surfperch, walleye",15,$30 
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Roe (Chinook, Coho)",1,$6 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"5,028","$24,149 "
2018,Table 17PUB.pdf,San Francisco,OD CITY,OD CITY,,
2018,Table 17PUB.pdf,San Francisco,,"Mudsucker, longjaw","3,636","$19,998 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California",75,$492 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"3,711","$20,490 "
2018,Table 17PUB.pdf,San Francisco,AMP,AMP,,
2018,Table 17PUB.pdf,San Francisco,,"Sea urchin, red",475,"$3,225 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook",280,"$2,940 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California",138,"$1,246 "
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,893,"$7,411 "
2018,Table 17PUB.pdf,San Francisco,ER PORTS,ER PORTS,,
2018,Table 17PUB.pdf,San Francisco,,"Shrimp, bay","11,067","$59,336 "
2018,Table 17PUB.pdf,San Francisco,,"Halibut, California","10,511","$35,320 "
2018,Table 17PUB.pdf,San Francisco,,"Crab, Dungeness","1,973","$9,323 "
2018,Table 17PUB.pdf,San Francisco,,"Salmon, Chinook",492,"$4,183 "
2018,Table 17PUB.pdf,San Francisco,,Lingcod,711,"$3,470 "
2018,Table 17PUB.pdf,San Francisco,,"Seabass, white",285,"$1,294 "
2018,Table 17PUB.pdf,San Francisco,,"Sea urchin, red",210,"$1,155 "
2018,Table 17PUB.pdf,San Francisco,,Sablefish,310,"$1,146 "
2018,Table 17PUB.pdf,San Francisco,,"Sculpin, staghorn",25,$197 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, yellowtail",46,$186 
2018,Table 17PUB.pdf,San Francisco,,"Goby, yellowfin",22,$176 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, vermilion",7,$32 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, canary",7,$27 
2018,Table 17PUB.pdf,San Francisco,,"Bullhead, brown",6,$18 
2018,Table 17PUB.pdf,San Francisco,,"Mackerel, bullet",11,$11 
2018,Table 17PUB.pdf,San Francisco,,"Rockfish, rosy",4,$0 
2018,Table 17PUB.pdf,San Francisco,,Port Totals:,"25,687","$115,873 "
2018,Table 17PUB.pdf,San Francisco,,SAN FRANCISCO totals:,"12,432,103","$20,220,527 "
2018,Table 18PUB.pdf,Monterey,REY,REY,,
2018,Table 18PUB.pdf,Monterey,,"Squid, market","16,908,948","$8,006,115 "
2018,Table 18PUB.pdf,Monterey,,"Prawn, spot","43,481","$644,615 "
2018,Table 18PUB.pdf,Monterey,,"Anchovy, northern","8,509,357","$430,373 "
2018,Table 18PUB.pdf,Monterey,,"Salmon, Chinook","17,071","$165,197 "
2018,Table 18PUB.pdf,Monterey,,"Crab, Dungeness","25,262","$120,104 "
2018,Table 18PUB.pdf,Monterey,,Sablefish,"155,242","$85,331 "
2018,Table 18PUB.pdf,Monterey,,"Halibut, California","12,460","$69,696 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, gopher","4,372","$38,415 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black-and-yellow","3,071","$30,464 "
2018,Table 18PUB.pdf,Monterey,,Lingcod,"5,870","$20,510 "
2018,Table 18PUB.pdf,Monterey,,"Hagfish, Pacific","13,405","$13,405 "
2018,Table 18PUB.pdf,Monterey,,Cabezon,"1,601","$12,353 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blue","2,706","$10,677 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, vermilion","1,840","$6,748 "
2018,Table 18PUB.pdf,Monterey,,"Seabass, white",847,"$5,779 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, brown",412,"$3,037 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, grass",266,"$2,660 "
2018,Table 18PUB.pdf,Monterey,,"Greenling, kelp",242,"$2,043 "
2018,Table 18PUB.pdf,Monterey,,"Crab, rock unspecified",198,"$1,051 "
2018,Table 18PUB.pdf,Monterey,,"Whitefish, ocean",419,"$1,046 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, yellowtail",300,$768 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, copper",75,$665 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, kelp",158,$635 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black",154,$616 
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, shortspine",71,$544 
2018,Table 18PUB.pdf,Monterey,,Sanddab,120,$536 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, canary",150,$504 
2018,Table 18PUB.pdf,Monterey,,"Prawn, ridgeback",25,$450 
2018,Table 18PUB.pdf,Monterey,,Grenadier,800,$189 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, group bolina",25,$188 
2018,Table 18PUB.pdf,Monterey,MONTEREY,MONTEREY,,
2018,Table 18PUB.pdf,Monterey,,"Rockfish, bocaccio",65,$144 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, treefish",14,$140 
2018,Table 18PUB.pdf,Monterey,,Jellyfish,"11,458",$115 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, China",10,$86 
2018,Table 18PUB.pdf,Monterey,,"Crab, red rock",26,$77 
2018,Table 18PUB.pdf,Monterey,,"Sanddab, Pacific",30,$75 
2018,Table 18PUB.pdf,Monterey,,"Sole, rex",21,$74 
2018,Table 18PUB.pdf,Monterey,,"Crab, yellow rock",23,$69 
2018,Table 18PUB.pdf,Monterey,,"Flounder, starry",14,$50 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, Pacific",760,$38 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, starry",12,$36 
2018,Table 18PUB.pdf,Monterey,,"Sheephead, California",6,$30 
2018,Table 18PUB.pdf,Monterey,,"Flounder, unspecified",9,$23 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, olive",3,$12 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, jack",3,$11 
2018,Table 18PUB.pdf,Monterey,,"Sole, petrale",2,$5 
2018,Table 18PUB.pdf,Monterey,,"Octopus, unspecified",458,$0 
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, longspine",14,$0 
2018,Table 18PUB.pdf,Monterey,,"Sole, Dover",43,$0 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blackgill",14,$0 
2018,Table 18PUB.pdf,Monterey,,Port Totals:,"25,721,931","$9,675,693 "
2018,Table 18PUB.pdf,Monterey,MOSS LANDING,MOSS LANDING,,
2018,Table 18PUB.pdf,Monterey,,"Squid, market","10,460,351","$5,230,345 "
2018,Table 18PUB.pdf,Monterey,,"Anchovy, northern","26,650,856","$1,370,978 "
2018,Table 18PUB.pdf,Monterey,,"Salmon, Chinook","51,481","$439,427 "
2018,Table 18PUB.pdf,Monterey,,Sablefish,"225,063","$435,153 "
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, shortspine","30,660","$199,106 "
2018,Table 18PUB.pdf,Monterey,,"Crab, Dungeness","45,506","$191,661 "
2018,Table 18PUB.pdf,Monterey,,"Prawn, spot","4,123","$70,487 "
2018,Table 18PUB.pdf,Monterey,,"Hagfish, Pacific","69,730","$66,592 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, gopher","8,221","$62,561 "
2018,Table 18PUB.pdf,Monterey,ANDING,ANDING,,
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black-and-yellow","6,507","$58,404 "
2018,Table 18PUB.pdf,Monterey,,"Halibut, California","10,513","$55,725 "
2018,Table 18PUB.pdf,Monterey,,Cabezon,"6,003","$40,438 "
2018,Table 18PUB.pdf,Monterey,,"Hagfish, unspecified","43,947","$37,789 "
2018,Table 18PUB.pdf,Monterey,,Lingcod,"9,852","$29,234 "
2018,Table 18PUB.pdf,Monterey,,"Greenling, kelp","2,058","$15,079 "
2018,Table 18PUB.pdf,Monterey,,"Seabass, white","1,598","$9,827 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, copper","1,893","$9,579 "
2018,Table 18PUB.pdf,Monterey,,"Sardine, Pacific","149,309","$6,730 "
2018,Table 18PUB.pdf,Monterey,,Grenadier,"22,751","$5,779 "
2018,Table 18PUB.pdf,Monterey,,"Tuna, albacore","3,316","$4,974 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blue","1,508","$3,875 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blackgill","3,206","$3,674 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, vermilion","1,170","$3,536 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, starry",953,"$3,133 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, grass",318,"$3,040 "
2018,Table 18PUB.pdf,Monterey,,"Whitefish, ocean",782,"$2,022 "
2018,Table 18PUB.pdf,Monterey,,Sanddab,634,"$1,960 "
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, longspine","1,334","$1,867 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, China",213,"$1,861 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, bocaccio",888,"$1,513 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, treefish",154,"$1,438 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, canary",512,"$1,312 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black",264,"$1,071 "
2018,Table 18PUB.pdf,Monterey,,"Bonito, Pacific",320,$959 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, yellowtail",343,$878 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, kelp",102,$874 
2018,Table 18PUB.pdf,Monterey,,"Tuna, bluefin",271,$839 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, greenspotted",423,$726 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, olive",229,$684 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, brown",71,$429 
2018,Table 18PUB.pdf,Monterey,ANDING,ANDING,,
2018,Table 18PUB.pdf,Monterey,,"Shrimp, ocean (pink)",76,$379 
2018,Table 18PUB.pdf,Monterey,,"Crab, rock unspecified",178,$370 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, widow",122,$206 
2018,Table 18PUB.pdf,Monterey,,"Surfperch, barred",50,$194 
2018,Table 18PUB.pdf,Monterey,,"Sole, petrale",117,$179 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, quillback",22,$136 
2018,Table 18PUB.pdf,Monterey,,"Skate, longnose","1,257",$125 
2018,Table 18PUB.pdf,Monterey,,"Sheephead, California",17,$113 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, aurora",101,$106 
2018,Table 18PUB.pdf,Monterey,,"Sole, Dover","1,303",$96 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, chilipepper",104,$91 
2018,Table 18PUB.pdf,Monterey,,"Halibut, unspecified",20,$90 
2018,Table 18PUB.pdf,Monterey,,"Whiting, Pacific",422,$90 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, rosy",41,$87 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, redbanded",40,$65 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, greenblotched",63,$63 
2018,Table 18PUB.pdf,Monterey,,"Flounder, unspecified",25,$50 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, greenstriped",47,$47 
2018,Table 18PUB.pdf,Monterey,,"Flounder, starry",33,$37 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, unspecified",4,$36 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, group shelf",4,$33 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, group bolina",7,$21 
2018,Table 18PUB.pdf,Monterey,,"Sole, sand",10,$19 
2018,Table 18PUB.pdf,Monterey,,"Crab, tanner",121,$14 
2018,Table 18PUB.pdf,Monterey,,"Skate, big",182,$13 
2018,Table 18PUB.pdf,Monterey,,"Prickleback, monkeyface (eel)",3,$9 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, group rosefish",4,$4 
2018,Table 18PUB.pdf,Monterey,,"Sanddab, Pacific",3,$3 
2018,Table 18PUB.pdf,Monterey,,"Octopus, unspecified",12,$0 
2018,Table 18PUB.pdf,Monterey,,"Shark, unspecified",10,$0 
2018,Table 18PUB.pdf,Monterey,MOSS LANDING,MOSS LANDING,,
2018,Table 18PUB.pdf,Monterey,,Jellyfish,"13,590",$0 
2018,Table 18PUB.pdf,Monterey,,"Crab, spider",10,$0 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, Pacific",119,$0 
2018,Table 18PUB.pdf,Monterey,,"Crab, red rock",25,$0 
2018,Table 18PUB.pdf,Monterey,,"Shark, spiny dogfish",14,$0 
2018,Table 18PUB.pdf,Monterey,,"Skate, unspecified",140,$0 
2018,Table 18PUB.pdf,Monterey,,"Barracuda, California",8,$0 
2018,Table 18PUB.pdf,Monterey,,Port Totals:,"37,835,738","$8,378,233 "
2018,Table 18PUB.pdf,Monterey,SANTA CRUZ,SANTA CRUZ,,
2018,Table 18PUB.pdf,Monterey,,"Crab, Dungeness","83,326","$1,121,181 "
2018,Table 18PUB.pdf,Monterey,,"Salmon, Chinook","68,353","$692,388 "
2018,Table 18PUB.pdf,Monterey,,"Halibut, California","17,302","$112,766 "
2018,Table 18PUB.pdf,Monterey,,"Crab, rock unspecified","23,860","$43,685 "
2018,Table 18PUB.pdf,Monterey,,"Seabass, white","5,243","$34,042 "
2018,Table 18PUB.pdf,Monterey,,Sablefish,"11,755","$30,900 "
2018,Table 18PUB.pdf,Monterey,,Lingcod,"6,072","$18,332 "
2018,Table 18PUB.pdf,Monterey,,Jacksmelt,"10,706","$17,521 "
2018,Table 18PUB.pdf,Monterey,,"Crab, red rock","5,300","$10,599 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, bocaccio","3,230","$7,115 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, yellowtail","2,537","$7,015 "
2018,Table 18PUB.pdf,Monterey,,"Croaker, white","8,264","$5,812 "
2018,Table 18PUB.pdf,Monterey,,Sanddab,"1,560","$5,154 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, vermilion","1,460","$4,560 "
2018,Table 18PUB.pdf,Monterey,,"Crab, yellow rock","2,089","$4,178 "
2018,Table 18PUB.pdf,Monterey,,Butterfish (Pacific pompano),"1,497","$2,264 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, canary",736,"$2,149 "
2018,Table 18PUB.pdf,Monterey,,"Anchovy, northern","7,078","$1,780 "
2018,Table 18PUB.pdf,Monterey,,"Hagfish, Pacific","1,617","$1,617 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, widow",507,"$1,568 "
2018,Table 18PUB.pdf,Monterey,,"Surfperch, barred",190,$570 
2018,Table 18PUB.pdf,Monterey,,"Sole, petrale",151,$452 
2018,Table 18PUB.pdf,Monterey,SANTA CRUZ,SANTA CRUZ,,
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blackgill",127,$381 
2018,Table 18PUB.pdf,Monterey,,"Octopus, unspecified",68,$342 
2018,Table 18PUB.pdf,Monterey,,"Surfperch, walleye",128,$340 
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, shortspine",154,$308 
2018,Table 18PUB.pdf,Monterey,,"Shark, soupfin",146,$276 
2018,Table 18PUB.pdf,Monterey,,"Crab, brown rock",132,$264 
2018,Table 18PUB.pdf,Monterey,,Grenadier,192,$230 
2018,Table 18PUB.pdf,Monterey,,"Flounder, starry",92,$180 
2018,Table 18PUB.pdf,Monterey,,"Shark, thresher",133,$118 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, chilipepper",42,$115 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, greenspotted",42,$110 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, brown",26,$54 
2018,Table 18PUB.pdf,Monterey,,"Thornyhead, longspine",20,$40 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, unspecified",13,$37 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, jack",55,$36 
2018,Table 18PUB.pdf,Monterey,,Turbot,10,$30 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, copper",9,$27 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, unspecified",30,$27 
2018,Table 18PUB.pdf,Monterey,,"Ray, bat",45,$23 
2018,Table 18PUB.pdf,Monterey,,"Flounder, unspecified",10,$20 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, bank",9,$18 
2018,Table 18PUB.pdf,Monterey,,"Mackerel, Pacific",19,$12 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, rosy",4,$12 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, blue",4,$10 
2018,Table 18PUB.pdf,Monterey,,"Sole, sand",2,$6 
2018,Table 18PUB.pdf,Monterey,,"Sole, rock",5,$5 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, flag",1,$3 
2018,Table 18PUB.pdf,Monterey,,Port Totals:,"264,349","$2,128,671 "
2018,Table 18PUB.pdf,Monterey,ALL OTHER PORTS,ALL OTHER PORTS,,
2018,Table 18PUB.pdf,Monterey,,"Rockfish, grass","1,259","$13,938 "
2018,Table 18PUB.pdf,Monterey,ER PORTS,ER PORTS,,
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black-and-yellow","1,076","$10,222 "
2018,Table 18PUB.pdf,Monterey,,Cabezon,"1,050","$8,190 "
2018,Table 18PUB.pdf,Monterey,,"Salmon, Chinook",867,"$6,728 "
2018,Table 18PUB.pdf,Monterey,,Lingcod,"1,371","$2,838 "
2018,Table 18PUB.pdf,Monterey,,"Rockfish, black",238,$476 
2018,Table 18PUB.pdf,Monterey,,"Halibut, California",44,$264 
2018,Table 18PUB.pdf,Monterey,,"Greenling, kelp",85,$169 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, vermilion",37,$116 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, kelp",25,$53 
2018,Table 18PUB.pdf,Monterey,,"Rockfish, brown",1,$2 
2018,Table 18PUB.pdf,Monterey,,Port Totals:,"6,052","$42,997 "
2018,Table 18PUB.pdf,Monterey,,MONTEREY totals:,"63,828,070","$20,225,594 "
2018,Table 19PUB.pdf,Santa Barbara,BARBARA HARBOR,BARBARA HARBOR,,
2018,Table 19PUB.pdf,Santa Barbara,,"Lobster, California spiny","274,748","$4,571,006 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea urchin, red","1,242,477","$2,588,736 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, shortspine","146,850","$1,269,498 "
2018,Table 19PUB.pdf,Santa Barbara,,Sablefish,"383,375","$1,082,460 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, red rock","362,939","$615,946 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, yellow rock","312,959","$535,965 "
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, California","60,249","$389,598 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, ridgeback","69,683","$226,807 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, box","53,058","$178,435 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, vermilion","52,787","$173,390 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, giant red","31,727","$154,974 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, brown rock","44,505","$89,614 "
2018,Table 19PUB.pdf,Santa Barbara,,Swordfish,"16,868","$80,460 "
2018,Table 19PUB.pdf,Santa Barbara,,"Seabass, white","17,098","$78,371 "
