"year","filename","area","port","col1","col2","col3","col4"
2000,"landings00_table16pub.pdf","Eureka","","Surfperch, rainbow","13","",
2000,"landings00_table16pub.pdf","Eureka","","Crab, Dungeness","3,349,197","$6,500,670",
2000,"landings00_table16pub.pdf","Eureka","","Sablefish","595,897","$749,332",
2000,"landings00_table16pub.pdf","Eureka","","Shrimp, ocean (pink)","1,680,626","$623,658",
2000,"landings00_table16pub.pdf","Eureka","","Whiting, Pacific","6,912,891","$427,899",
2000,"landings00_table16pub.pdf","Eureka","","Shrimp, coonstriped","86,369","$353,627",
2000,"landings00_table16pub.pdf","Eureka","","Sole, Dover","963,592","$353,127",
2000,"landings00_table16pub.pdf","Eureka","","Thornyhead, longspine","254,611","$253,245",
2000,"landings00_table16pub.pdf","Eureka","","Swordfish","51,544","$155,955",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, widow","279,809","$127,686",
2000,"landings00_table16pub.pdf","Eureka","","Sole, petrale","141,691","$126,320",
2000,"landings00_table16pub.pdf","Eureka","","Thornyhead, shortspine","75,397","$92,783",
2000,"landings00_table16pub.pdf","Eureka","","Tuna, albacore","98,334","$91,094",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, black","78,815","$91,032",
2000,"landings00_table16pub.pdf","Eureka","","Skate, unspecified","290,299","$56,596",
2000,"landings00_table16pub.pdf","Eureka","","Lingcod","33,289","$48,614",
2000,"landings00_table16pub.pdf","Eureka","","Greenling, kelp","11,700","$46,853",
2000,"landings00_table16pub.pdf","Eureka","","Sole, English","106,237","$38,271",
2000,"landings00_table16pub.pdf","Eureka","","Smelt, night","119,207","$35,720",
2000,"landings00_table16pub.pdf","Eureka","","Cabezon","10,295","$35,654",
2000,"landings00_table16pub.pdf","Eureka","","Sole, rex","80,380","$35,071",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, group slope","66,674","$24,686",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, China","4,715","$22,015",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, chilipepper","56,372","$21,063",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, quillback","5,138","$20,423",
2000,"landings00_table16pub.pdf","Eureka","","Sanddab","54,074","$17,655",
2000,"landings00_table16pub.pdf","Eureka","","Tuna, bluefin","6,003","$16,302",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, vermilion","4,846","$11,785",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, copper","3,483","$10,459",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, canary","12,106","$9,728",
2000,"landings00_table16pub.pdf","Eureka","","Surfperch, redtail","8,137","$9,489",
2000,"landings00_table16pub.pdf","Eureka","","Thornyheads","7,596","$8,144",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, blue","6,923","$7,633",
2000,"landings00_table16pub.pdf","Eureka","","Tuna, yellowfin","1,904","$7,389",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, yelloweye","2,475","$7,306",
2000,"landings00_table16pub.pdf","Eureka","","Salmon, Chinook","2,676","$6,219",
2000,"landings00_table16pub.pdf","Eureka","","Flounder, arrowtooth","42,020","$5,350",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, grass","843","$4,930",
2000,"landings00_table16pub.pdf","Eureka","","Shark, thresher","3,644","$4,611",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, splitnose","17,584","$4,561",
2000,"landings00_table16pub.pdf","Eureka","","Grenadier","26,531","$3,980",
2000,"landings00_table16pub.pdf","Eureka","","Herring, Pacific - roe","7,241","$3,621",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, yellowtail","5,220","$3,395",
2000,"landings00_table16pub.pdf","Eureka","","Sole, sand","3,486","$3,117",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, group shelf","6,042","$2,743",
2000,"landings00_table16pub.pdf","Eureka","","Rockfish, group small","5,166","$2,685",
2000,"landings00_table16pub.pdf","Eureka","","Smelt, surf","8,433","$2,446",
2000,"landings00_table16pub.pdf","Eureka","","Herring, Pacific - roe on kelp","889","$2,311",
