"year","filename","area","port","col1","col2","col3","col4"
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","7,530,064","$25,181,622",
2012,"Table 16PUB.pdf","Eureka","","Shrimp, ocean (pink)","4,718,994","$2,130,846",
2012,"Table 16PUB.pdf","Eureka","","Sablefish","135,630","$317,870",
2012,"Table 16PUB.pdf","Eureka","","Shrimp, coonstriped","72,509","$290,914",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, black","42,891","$75,668",
2012,"Table 16PUB.pdf","Eureka","","Hagfishes","100,253","$56,018",
2012,"Table 16PUB.pdf","Eureka","","Sole, Dover","76,539","$31,599",
2012,"Table 16PUB.pdf","Eureka","","Thornyhead, longspine","59,096","$28,337",
2012,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","4,691","$23,659",
2012,"Table 16PUB.pdf","Eureka","","Tuna, albacore","14,896","$22,572",
2012,"Table 16PUB.pdf","Eureka","","Lingcod","8,986","$18,227",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, quillback","3,013","$15,634",
2012,"Table 16PUB.pdf","Eureka","","Cabezon","3,664","$13,838",
2012,"Table 16PUB.pdf","Eureka","","Thornyhead, shortspine","12,947","$10,879",
2012,"Table 16PUB.pdf","Eureka","","Sole, petrale","7,576","$9,355",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, copper","1,946","$8,203",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, blue","5,938","$7,605",
2012,"Table 16PUB.pdf","Eureka","","Greenling, kelp","1,155","$5,861",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, China","865","$5,418",
2012,"Table 16PUB.pdf","Eureka","","Smelt, night","7,959","$4,602",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, vermilion","2,100","$3,831",
2012,"Table 16PUB.pdf","Eureka","","Sole, rex","5,672","$2,002",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, grass","245","$1,922",
2012,"Table 16PUB.pdf","Eureka","","Smelt, surf","2,344","$1,289",
2012,"Table 16PUB.pdf","Eureka","","Grenadier","10,726","$1,073",
2012,"Table 16PUB.pdf","Eureka","","Skate, longnose","2,109","$804",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, group shelf","129","$770",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","549","$690",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, group slope","1,104","$548",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, brown","513","$525",
2012,"Table 16PUB.pdf","Eureka","","Flounder, arrowtooth","4,782","$478",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, darkblotched","756","$374",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, gopher","22","$164",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, redbanded","68","$119",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, bocaccio","25","$31",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, olive","18","$23",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, widow","16","$20",
2012,"Table 16PUB.pdf","Eureka","","Ray, unspecified","10","$18",
2012,"Table 16PUB.pdf","Eureka","","Surfperch, redtail","7","$18",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, unspecified","9","$16",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, black-and-yellow","2","$14",
2012,"Table 16PUB.pdf","Eureka","","Octopus, unspecified","50","$0",
2012,"Table 16PUB.pdf","Eureka","","Whiting, Pacific","57","$0",
2012,"Table 16PUB.pdf","Eureka","","Trawled fish, unspecified","87","$0",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","12,841,012","$28,273,453",
2012,"Table 16PUB.pdf","Eureka","EUREKA","EUREKA","","",
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","5,774,761","$19,327,790",
2012,"Table 16PUB.pdf","Eureka","","Sablefish","701,727","$1,517,784",
2012,"Table 16PUB.pdf","Eureka","","Sole, Dover","2,287,722","$983,626",
2012,"Table 16PUB.pdf","Eureka","","Shrimp, ocean (pink)","1,433,203","$609,572",
2012,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","77,508","$410,978",
2012,"Table 16PUB.pdf","Eureka","","Smelt, night","515,285","$282,533",
2012,"Table 16PUB.pdf","Eureka","","Tuna, albacore","139,470","$245,445",
2012,"Table 16PUB.pdf","Eureka","","Sole, petrale","173,137","$227,954",
2012,"Table 16PUB.pdf","Eureka","","Thornyhead, longspine","411,170","$214,331",
2012,"Table 16PUB.pdf","Eureka","","Thornyhead, shortspine","201,542","$174,611",
2012,"Table 16PUB.pdf","Eureka","","Skate, longnose","231,536","$91,375",
2012,"Table 16PUB.pdf","Eureka","","Smelt, surf","78,850","$43,332",
2012,"Table 16PUB.pdf","Eureka","","Sole, rex","72,502","$27,007",
2012,"Table 16PUB.pdf","Eureka","","Flounder, arrowtooth","146,632","$15,934",
2012,"Table 16PUB.pdf","Eureka","","Lingcod","11,453","$10,216",
2012,"Table 16PUB.pdf","Eureka","","Sanddab","19,488","$9,314",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, group slope","19,208","$7,300",
2012,"Table 16PUB.pdf","Eureka","","Grenadier","31,577","$3,121",
2012,"Table 16PUB.pdf","Eureka","","Skate, big","7,678","$3,071",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, darkblotched","4,487","$2,104",
2012,"Table 16PUB.pdf","Eureka","","Surfperch, redtail","1,959","$1,959",
2012,"Table 16PUB.pdf","Eureka","","Sole, English","5,153","$1,647",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, blue","358","$394",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, group shelf","677","$210",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, chilipepper","206","$136",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, canary","124","$84",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, Pacific ocean perch","134","$57",
2012,"Table 16PUB.pdf","Eureka","","Cabezon","19","$48",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, China","12","$13",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, gopher","9","$9",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, bocaccio","13","$8",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, redbanded","14","$7",
2012,"Table 16PUB.pdf","Eureka","","Greenling, kelp","5","$6",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, widow","13","$5",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","17","$4",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, blackgill","15","$4",
2012,"Table 16PUB.pdf","Eureka","","Flounder, starry","7","$3",
2012,"Table 16PUB.pdf","Eureka","","Sole, unspecified","1,699","$0",
2012,"Table 16PUB.pdf","Eureka","","Skate, unspecified","125","$0",
2012,"Table 16PUB.pdf","Eureka","","Trawled fish, unspecified","3,137","$0",
2012,"Table 16PUB.pdf","Eureka","","Octopus, unspecified","11","$0",
2012,"Table 16PUB.pdf","Eureka","","Whiting, Pacific","159","$0",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","12,352,803","$24,211,993",
2012,"Table 16PUB.pdf","Eureka","TRINIDAD","TRINIDAD","","",
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","850,555","$3,024,090",
2012,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","679","$3,735",
2012,"Table 16PUB.pdf","Eureka","","Lingcod","952","$2,380",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","852,186","$3,030,205",
2012,"Table 16PUB.pdf","Eureka","SHELTER COVE","SHELTER COVE","","",
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","108,132","$371,616",
2012,"Table 16PUB.pdf","Eureka","","Salmon, Chinook","21,991","$96,979",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, black","3,596","$8,180",
2012,"Table 16PUB.pdf","Eureka","","Lingcod","1,729","$5,767",
2012,"Table 16PUB.pdf","Eureka","","Sablefish","1,057","$3,171",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, vermilion","477","$1,650",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, blue","592","$1,442",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, China","130","$1,107",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, brown","125","$957",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, copper","164","$583",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, yellowtail","207","$351",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, quillback","51","$155",
2012,"Table 16PUB.pdf","Eureka","","Cabezon","23","$111",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, olive","26","$65",
2012,"Table 16PUB.pdf","Eureka","","Greenling, kelp","7","$32",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, blackgill","12","$30",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, starry","3","$12",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, bocaccio","2","$10",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, darkblotched","2","$10",
2012,"Table 16PUB.pdf","Eureka","","Rockfish, group shelf","8","$4",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","138,334","$492,229",
2012,"Table 16PUB.pdf","Eureka","FIELDS LANDING","FIELDS LANDING","","",
2012,"Table 16PUB.pdf","Eureka","","Hagfishes","719,486","$417,607",
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","13,814","$53,961",
2012,"Table 16PUB.pdf","Eureka","","Sea urchin, red","337","$320",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","733,637","$471,888",
2012,"Table 16PUB.pdf","Eureka","KING SALMON","KING SALMON","","",
2012,"Table 16PUB.pdf","Eureka","","Crab, Dungeness","19,386","$70,229",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","19,386","$70,229",
2012,"Table 16PUB.pdf","Eureka","ALL OTHER PORTS","ALL OTHER PORTS","","",
2012,"Table 16PUB.pdf","Eureka","","Smelt, surf","412","$227",
2012,"Table 16PUB.pdf","Eureka","","Smelt, night","400","$220",
2012,"Table 16PUB.pdf","Eureka","xx","Port Totals:","812","$447",
2012,"Table 16PUB.pdf","Eureka","xx","Eureka Area Totals","26,938,169","$56,550,443",
2012,"Table 17PUB.pdf","San Francisco","","Crab, Dungeness","2,345,450","$7,522,553",
2012,"Table 17PUB.pdf","San Francisco","","Squid, market","17,725,231","$5,321,521",
2012,"Table 17PUB.pdf","San Francisco","","Salmon, Chinook","283,740","$1,693,041",
2012,"Table 17PUB.pdf","San Francisco","","Prawn, spot","36,492","$452,993",
2012,"Table 17PUB.pdf","San Francisco","","Halibut, California","47,291","$226,211",
2012,"Table 17PUB.pdf","San Francisco","","Sablefish","95,500","$144,554",
2012,"Table 17PUB.pdf","San Francisco","","Tuna, albacore","54,853","$127,512",
