"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 105","Table 43",1956,"Eureka","Eureka Region Totals","Landings","Totals",37670746,4493341
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Salmon",2400142,849824
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Crab",2431933,344362
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Dover sole",2727555,134196
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Giant Pacific oyster",4381050,72725
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Albacore tuna",348447,49479
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","English sole",654421,42341
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Petrale sole",371310,37057
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Rockfish",932577,32208
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Sablefish",210832,18026
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Rex sole",185225,10410
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Pacific halibut",37702,9505
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Perch",54810,8052
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Lingcod",80525,6676
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","All other species",359571,15413
"FB 105","Table 43",1956,"Eureka","Eureka","Landings","Totals",15176100,1630274
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Salmon",2506058,883444
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Dover sole",2083574,102512
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Sablefish",791406,67665
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Petrale sole",324378,32373
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Rockfish",896246,26994
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","English sole",351465,22740
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Lingcod",179929,14916
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Crab",78815,11160
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Albacore tuna",67791,9626
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Rex sole",135075,7591
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Arrowtooth halibut",370450,7150
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Hake",384982,6737
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","All other species",142882,8401
"FB 105","Table 43",1956,"Eureka","Fort Bragg","Landings","Totals",8313051,1201309
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","Crab",3759281,532314
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","Salmon",1212460,429418
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","Ocean shrimp",880713,78472
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","Albacore tuna",87784,12465
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","All other species",194530,13130
"FB 105","Table 43",1956,"Eureka","Crescent City","Landings","Totals",6134768,1065799
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Crab",1016173,143890
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Dover sole",2281451,112247
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Petrale sole",552207,55110
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Rockfish",1243937,41540
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","English sole",318664,20618
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Arrowtooth halibut",657470,12689
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Hake",678645,11876
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Sablefish",96181,8223
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Rex sole",142312,7998
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Lingcod",68060,5642
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","All other species",67376,7397
"FB 105","Table 43",1956,"Eureka","Fields Landing","Landings","Totals",7122476,427230
"FB 105","Table 43",1956,"Eureka","Trinidad","Landings","Crab",686183,97164
"FB 105","Table 43",1956,"Eureka","Trinidad","Landings","All other species",13357,4587
"FB 105","Table 43",1956,"Eureka","Trinidad","Landings","Totals",699540,101751
"FB 105","Table 43",1956,"Eureka","Point Arena","Landings","Salmon",87493,30977
"FB 105","Table 43",1956,"Eureka","Point Arena","Landings","All other species",16935,2376
