"row_id","species","metric","year","table","category","Eureka","Fort.Bragg","Bodega.Bay","San.Francisco","Monterey","Morro.Bay","Santa.Barbara","Los.Angeles","San.Diego"
4798,"Topsmelt","Value",1997,"Table 5k","Fish:","","","","$23","","","","$72",""
4799,"Triggerfish","Landings",1997,"Table 5k","Fish:","7","","","","","","4","",""
4800,"Triggerfish","Value",1997,"Table 5k","Fish:","$4","","","","","","$8","",""
4801,"Tuna, albacore","Landings",1997,"Table 5k","Fish:","2,122,539","167,870","171,559","817,042","2,509,012","401,403","32,449","1,030,974","145,404"
4802,"Tuna, albacore","Value",1997,"Table 5k","Fish:","$1,671,180","$135,573","$125,814","$660,045","$1,941,873","$285,908","$29,126","$823,846","$124,057"
4803,"Tuna, bigeye","Landings",1997,"Table 5k","Fish:","","","","","4,002","","63,835","98,608","570"
4804,"Tuna, bigeye","Value",1997,"Table 5k","Fish:","","","","","$18,009","","$109,431","$221,186","$1,041"
4805,"Tuna, bluefin","Landings",1997,"Table 5k","Fish:","5,614","14,057","1,605","28,568","47,203","9,808","3,860","4,837,781","9,634"
4806,"Tuna, bluefin","Value",1997,"Table 5k","Fish:","$13,026","$26,108","$1,556","$62,676","$96,335","$16,857","$6,753","$2,450,798","$14,872"
4807,"Tuna, skipjack","Landings",1997,"Table 5k","Fish:","448","","","19","2,063","","50","13,010,078","374,427"
4808,"Tuna, skipjack","Value",1997,"Table 5k","Fish:","$224","","","$8","$635","","$100","$5,345,034","$210,802"
4809,"Tuna, skipjack, black","Landings",1997,"Table 5k","Fish:","","","","","","2,905","","86,534","2,428"
4810,"Tuna, skipjack, black","Value",1997,"Table 5k","Fish:","","","","","","$654","","$19,470","$546"
4811,"Tuna, unspecified","Landings",1997,"Table 5k","Fish:","","","","130","911","","2,213","19,985","130"
4812,"Tuna, unspecified","Value",1997,"Table 5k","Fish:","","","","$85","$796","","$3,706","$14,304","$169"
4813,"Tuna, yellowfin","Landings",1997,"Table 5k","Fish:","","","","81","2,624","267","3,104","10,238,474","280,273"
4814,"Tuna, yellowfin","Value",1997,"Table 5k","Fish:","","","","$131","$5,592","$334","$3,473","$4,728,791","$287,810"
4815,"Turbot","Landings",1997,"Table 5k","Fish:","16,298","20","","3,720","54","760","","53",""
4816,"Turbot","Value",1997,"Table 5k","Fish:","$5,574","$7","","$1,235","$18","$314","","$53",""
4817,"Turbot, curlfin","Landings",1997,"Table 5k","Fish:","","","","","","","","5",""
4818,"Turbot, curlfin","Value",1997,"Table 5k","Fish:","","","","","","","","$2",""
4819,"Wahoo","Landings",1997,"Table 5k","Fish:","","","","","","","","15,168","1,080"
4820,"Wahoo","Value",1997,"Table 5k","Fish:","","","","","","","","$8,473","$216"
4821,"Whitefish, ocean","Landings",1997,"Table 5k","Fish:","","","","","","207","18,564","1,249","1,212"
4822,"Whitefish, ocean","Value",1997,"Table 5k","Fish:","","","","","","$201","$14,394","$1,013","$867"
4823,"Whiting, Pacific","Landings",1997,"Table 5k","Fish:","14,026,328","","","","","","236","1,261","366"
4824,"Whiting, Pacific","Value",1997,"Table 5k","Fish:","$605,570","","","","","","$67","$1,377","$210"
4825,"Yellowtail","Landings",1997,"Table 5k","Fish:","","","","","","","1,722","57,262","14,444"
4826,"Yellowtail","Value",1997,"Table 5k","Fish:","","","","","","","$2,304","$58,775","$17,927"
4828,"Zebraperch","Landings",1997,"Table 5k","Rockfish:","","","","","","","","1,060",""
4829,"Zebraperch","Value",1997,"Table 5k","Rockfish:","","","","","","","","$795",""
4832,"Rockfish, aurora","Landings",1997,"Table 5k","Rockfish:","","","","","7","","90","",""
4833,"Rockfish, aurora","Value",1997,"Table 5k","Rockfish:","","","","","$2","","$113","",""
4834,"Rockfish, bank","Landings",1997,"Table 5k","Rockfish:","","","1,101","44,318","290","35,010","727","","20"
4835,"Rockfish, bank","Value",1997,"Table 5k","Rockfish:","","","$551","$16,016","$110","$16,455","$823","","$20"
4836,"Rockfish, black","Landings",1997,"Table 5k","Rockfish:","205,285","31,041","1,268","30,707","677","354","","",""
4837,"Rockfish, black","Value",1997,"Table 5k","Rockfish:","$119,759","$16,798","$523","$17,815","$488","$160","","",""
4838,"Rockfish, black-and-yellow","Landings",1997,"Table 5k","Rockfish:","","888","1","","","","","",""
4839,"Rockfish, black-and-yellow","Value",1997,"Table 5k","Rockfish:","","$3,062","$3","","","","","",""
4840,"Rockfish, blackgill","Landings",1997,"Table 5k","Rockfish:","1,237","4,272","7,915","25,981","53,532","117,637","107,972","68,631","27,069"
4841,"Rockfish, blackgill","Value",1997,"Table 5k","Rockfish:","$1,113","$3,135","$3,937","$10,058","$32,800","$42,516","$98,710","$60,149","$25,821"
4842,"Rockfish, blue","Landings",1997,"Table 5k","Rockfish:","41,031","7,762","5,241","10,623","13,222","7,749","554","",""
4843,"Rockfish, blue","Value",1997,"Table 5k","Rockfish:","$25,890","$4,224","$1,738","$7,683","$6,197","$3,743","$226","",""
4844,"Rockfish, bocaccio","Landings",1997,"Table 5k","Rockfish:","21,226","74,800","77,997","120,264","149,880","94,065","27,610","22,883","11,248"
4845,"Rockfish, bocaccio","Value",1997,"Table 5k","Rockfish:","$9,801","$26,055","$36,199","$48,484","$56,427","$37,219","$14,573","$21,895","$10,440"
4846,"Rockfish, bronzespotted","Landings",1997,"Table 5k","Rockfish:","","","","","16","","","",""
4847,"Rockfish, bronzespotted","Value",1997,"Table 5k","Rockfish:","","","","","$7","","","",""
4848,"Rockfish, brown","Landings",1997,"Table 5k","Rockfish:","1,624","27","28","2,335","2,597","","","",""
4849,"Rockfish, brown","Value",1997,"Table 5k","Rockfish:","$1,874","$43","$68","$782","$602","","","",""
4850,"Rockfish, canary","Landings",1997,"Table 5k","Rockfish:","198,813","159,016","17,791","94,341","7,669","43","","",""
4851,"Rockfish, canary","Value",1997,"Table 5k","Rockfish:","$110,828","$103,228","$12,026","$89,805","$5,871","$32","","",""
4852,"Rockfish, chilipepper","Landings",1997,"Table 5k","Rockfish:","40,209","39,290","547,507","769,127","1,067,495","323,463","12,977","2,312","556"
4853,"Rockfish, chilipepper","Value",1997,"Table 5k","Rockfish:","$24,241","$16,745","$273,542","$309,488","$448,824","$156,956","$6,634","$2,084","$620"
4854,"Rockfish, China","Landings",1997,"Table 5k","Rockfish:","8,198","27,643","469","6,906","3,412","977","53","",""
4855,"Rockfish, China","Value",1997,"Table 5k","Rockfish:","$19,276","$62,381","$1,385","$14,645","$5,840","$2,438","$295","",""
4856,"Rockfish, copper","Landings",1997,"Table 5k","Rockfish:","17,480","48,623","912","22,966","1,878","526","7,907","164",""
4857,"Rockfish, copper","Value",1997,"Table 5k","Rockfish:","$19,416","$42,225","$1,332","$40,222","$2,225","$937","$11,884","$164",""
4858,"Rockfish, copper (whitebelly)","Landings",1997,"Table 5k","Rockfish:","","","","","","","","597",""
4859,"Rockfish, copper (whitebelly)","Value",1997,"Table 5k","Rockfish:","","","","","","","","$612",""
4860,"Rockfish, cowcod","Landings",1997,"Table 5k","Rockfish:","","100","","4,813","1,409","2,106","6,763","5,810","624"
4861,"Rockfish, cowcod","Value",1997,"Table 5k","Rockfish:","","$108","","$1,835","$720","$2,266","$8,994","$8,603","$793"
4862,"Rockfish, darkblotched","Landings",1997,"Table 5k","Rockfish:","505","1","","25,007","","","","",""
4863,"Rockfish, darkblotched","Value",1997,"Table 5k","Rockfish:","$304","$1","","$9,503","","","","",""
4865,"Rockfish, flag","Landings",1997,"Table 5k","Rockfish:","","","","","130","","","",""
4866,"Rockfish, flag","Value",1997,"Table 5k","Rockfish:","","","","","$52","","","",""
4867,"Rockfish, gopher","Landings",1997,"Table 5k","Rockfish:","131","8,213","308","1,664","1,870","54","6,656","276","236"
4868,"Rockfish, gopher","Value",1997,"Table 5k","Rockfish:","$184","$28,946","$915","$2,635","$1,120","$133","$14,084","$230","$236"
4869,"Rockfish, grass","Landings",1997,"Table 5k","Rockfish:","1,749","26,047","3,443","2,410","1,125","41,091","11,964","",""
4870,"Rockfish, grass","Value",1997,"Table 5k","Rockfish:","$6,647","$114,318","$14,472","$5,660","$4,809","$198,657","$64,022","",""
4871,"Rockfish, greenspotted","Landings",1997,"Table 5k","Rockfish:","378","26,011","","7,403","10,517","151","319","",""
4872,"Rockfish, greenspotted","Value",1997,"Table 5k","Rockfish:","$354","$23,451","","$3,186","$4,913","$148","$520","",""
4873,"Rockfish, greenstriped","Landings",1997,"Table 5k","Rockfish:","240","","","367","1,153","15","20","114",""
4874,"Rockfish, greenstriped","Value",1997,"Table 5k","Rockfish:","$65","","","$77","$303","$2","$15","$57",""
4875,"Rockfish, group black/blue","Landings",1997,"Table 5k","Rockfish:","2,392","","1,935","3,865","","","","",""
4876,"Rockfish, group black/blue","Value",1997,"Table 5k","Rockfish:","$1,227","","$749","$2,526","","","","",""
4877,"Rockfish, group bocaccio/chilipepper","Landings",1997,"Table 5k","Rockfish:","","","","","","","","542",""
4878,"Rockfish, group bocaccio/chilipepper","Value",1997,"Table 5k","Rockfish:","","","","","","","","$325",""
4879,"Rockfish, group bolina","Landings",1997,"Table 5k","Rockfish:","111","429","19,139","82,070","2,577","21,072","622","",""
4880,"Rockfish, group bolina","Value",1997,"Table 5k","Rockfish:","$147","$566","$30,535","$162,545","$4,091","$42,207","$1,639","",""
4881,"Rockfish, group canary/vermilion","Landings",1997,"Table 5k","Rockfish:","58","","","","","","","",""
4882,"Rockfish, group canary/vermilion","Value",1997,"Table 5k","Rockfish:","$123","","","","","","","",""
4883,"Rockfish, group deepwater reds","Landings",1997,"Table 5k","Rockfish:","4,332","","","","","","","",""
4884,"Rockfish, group deepwater reds","Value",1997,"Table 5k","Rockfish:","$3,375","","","","","","","",""
4885,"Rockfish, group gopher","Landings",1997,"Table 5k","Rockfish:","412","4,707","7,778","10,003","18,687","96,233","3,974","",""
4886,"Rockfish, group gopher","Value",1997,"Table 5k","Rockfish:","$1,436","$16,253","$19,328","$18,056","$54,825","$235,601","$10,585","",""
4887,"Rockfish, group red","Landings",1997,"Table 5k","Rockfish:","72,299","4,856","75,040","187,869","77,555","111,811","270,909","45,765","4,426"
4888,"Rockfish, group red","Value",1997,"Table 5k","Rockfish:","$33,759","$5,854","$52,627","$91,449","$60,030","$170,646","$389,362","$61,742","$5,721"
4889,"Rockfish, group rosefish","Landings",1997,"Table 5k","Rockfish:","","25,422","85","314,658","277,289","156,029","","",""
4890,"Rockfish, group rosefish","Value",1997,"Table 5k","Rockfish:","","$6,054","$21","$77,260","$71,783","$39,704","","",""
4891,"Rockfish, group small","Landings",1997,"Table 5k","Rockfish:","345,655","643,093","164,139","97,230","162,139","74,417","726","",""
4892,"Rockfish, group small","Value",1997,"Table 5k","Rockfish:","$83,823","$150,986","$41,626","$30,084","$53,401","$23,352","$1,649","",""
4893,"Rockfish, kelp","Landings",1997,"Table 5k","Rockfish:","","53","6","420","459","808","264","",""
4894,"Rockfish, kelp","Value",1997,"Table 5k","Rockfish:","","$166","$16","$357","$337","$976","$251","",""
4895,"Rockfish, olive","Landings",1997,"Table 5k","Rockfish:","","319","","","27","260","39","",""
4896,"Rockfish, olive","Value",1997,"Table 5k","Rockfish:","","$1,442","","","$53","$128","$78","",""
4897,"Rockfish, pink","Landings",1997,"Table 5k","Rockfish:","","","","","","2","","",""
4898,"Rockfish, pink","Value",1997,"Table 5k","Rockfish:","","","","","","$10","","",""
4899,"Rockfish, pinkrose","Landings",1997,"Table 5k","Rockfish:","296","","","","","","","",""
4900,"Rockfish, pinkrose","Value",1997,"Table 5k","Rockfish:","$118","","","","","","","",""
4901,"Rockfish, quillback","Landings",1997,"Table 5k","Rockfish:","7,723","1,162","61","11,732","61","","","",""
4902,"Rockfish, quillback","Value",1997,"Table 5k","Rockfish:","$12,174","$1,533","$79","$17,894","$85","","","",""
4904,"Rockfish, redbanded","Landings",1997,"Table 5k","Crustaceans:","1,447","33","","","","","","",""
4905,"Rockfish, redbanded","Value",1997,"Table 5k","Crustaceans:","$1,314","$16","","","","","","",""
4906,"Rockfish, rosethorn","Landings",1997,"Table 5k","Crustaceans:","171","17,138","80","235","1,168","","","",""
4907,"Rockfish, rosethorn","Value",1997,"Table 5k","Crustaceans:","$98","$6,585","$52","$205","$973","","","",""
4908,"Rockfish, shortbelly","Landings",1997,"Table 5k","Crustaceans:","1,753","26,413","14,479","2,243","","","","",""
4909,"Rockfish, shortbelly","Value",1997,"Table 5k","Crustaceans:","$263","$3,428","$1,879","$257","","","","",""
4910,"Rockfish, speckled","Landings",1997,"Table 5k","Crustaceans:","","","","435","","2","","","18"
4911,"Rockfish, speckled","Value",1997,"Table 5k","Crustaceans:","","","","$326","","$1","","","$9"
4912,"Rockfish, splitnose","Landings",1997,"Table 5k","Crustaceans:","2","","","934","","","","",""
4913,"Rockfish, splitnose","Value",1997,"Table 5k","Crustaceans:","$1","","","$234","","","","",""
4914,"Rockfish, starry","Landings",1997,"Table 5k","Crustaceans:","","","","145","","","","","3"
4915,"Rockfish, starry","Value",1997,"Table 5k","Crustaceans:","","","","$167","","","","","$3"
4916,"Rockfish, swordspine","Landings",1997,"Table 5k","Crustaceans:","2","","","","","","","",""
4917,"Rockfish, swordspine","Value",1997,"Table 5k","Crustaceans:","$1","","","","","","","",""
4918,"Rockfish, treefish","Landings",1997,"Table 5k","Crustaceans:","","","","","","60","1,505","179",""
4919,"Rockfish, treefish","Value",1997,"Table 5k","Crustaceans:","","","","","","$143","$2,314","$236",""
4920,"Rockfish, unspecified","Landings",1997,"Table 5k","Crustaceans:","463,581","1,759,772","341,442","764,598","158,506","182,123","103,677","34,499","51,674"
4921,"Rockfish, unspecified","Value",1997,"Table 5k","Crustaceans:","$179,542","$628,265","$133,939","$325,117","$80,325","$110,622","$109,574","$44,924","$46,157"
4922,"Rockfish, vermilion","Landings",1997,"Table 5k","Crustaceans:","7,657","9,682","2,906","5,076","6,543","71","3","","84"
4923,"Rockfish, vermilion","Value",1997,"Table 5k","Crustaceans:","$7,722","$9,962","$1,930","$4,855","$6,772","$134","$3","","$82"
4924,"Rockfish, widow","Landings",1997,"Table 5k","Crustaceans:","1,081,269","703,544","469,780","399,515","177,367","250,492","6,263","37",""
4925,"Rockfish, widow","Value",1997,"Table 5k","Crustaceans:","$354,313","$219,765","$156,794","$141,685","$61,437","$99,316","$2,818","$74",""
4926,"Rockfish, yelloweye","Landings",1997,"Table 5k","Crustaceans:","15,616","65,022","1,175","6,162","4,253","","21","",""
4927,"Rockfish, yelloweye","Value",1997,"Table 5k","Crustaceans:","$22,802","$82,632","$946","$6,577","$4,990","","$39","",""
4928,"Rockfish, yellowtail","Landings",1997,"Table 5k","Crustaceans:","182,672","121,715","95,378","117,081","21,899","4,812","3,393","762",""
4929,"Rockfish, yellowtail","Value",1997,"Table 5k","Crustaceans:","$79,657","$53,471","$51,732","$73,004","$11,422","$2,851","$1,357","$775",""
4932,"Crab, box","Landings",1997,"Table 5k","Crustaceans:","","","3,625","941","","","391","587",""
4933,"Crab, box","Value",1997,"Table 5k","Crustaceans:","","","$2,984","$725","","","$781","$1,215",""
4934,"Crab, brown rock","Landings",1997,"Table 5k","Crustaceans:","","","2,803","","","494","680","",""
4935,"Crab, brown rock","Value",1997,"Table 5k","Crustaceans:","","","$1,551","","","$420","$680","",""
4936,"Crab, claws","Landings",1997,"Table 5k","Crustaceans:","","","","","","256","3,521","991","191"
4937,"Crab, claws","Value",1997,"Table 5k","Crustaceans:","","","","","","$306","$3,426","$977","$370"
4938,"Crab, Dungeness","Landings",1997,"Table 5k","Crustaceans:","6,387,578","972,576","796,654","1,690,124","54,735","9,717","750","14",""
4939,"Crab, Dungeness","Value",1997,"Table 5k","Crustaceans:","$11,058,982","$1,754,718","$1,833,269","$3,837,655","$159,605","$37,546","$2,250","$28",""
4941,"Crab, king","Landings",1997,"Table 5k","Echinoderms:","","","","","","4","18","",""
4942,"Crab, king","Value",1997,"Table 5k","Echinoderms:","","","","","","$8","$36","",""
4943,"Crab, red rock","Landings",1997,"Table 5k","Echinoderms:","","","3,405","","","9,607","7,389","","300"
4944,"Crab, red rock","Value",1997,"Table 5k","Echinoderms:","","","$3,710","","","$10,261","$7,568","","$300"
4945,"Crab, rock unspecified","Landings",1997,"Table 5k","Echinoderms:","12,193","","87,499","60,426","14,266","163,600","597,594","123,129","122,444"
4946,"Crab, rock unspecified","Value",1997,"Table 5k","Echinoderms:","$15,647","","$97,632","$56,390","$17,780","$190,957","$708,338","$156,420","$125,720"
4947,"Crab, sand","Landings",1997,"Table 5k","Echinoderms:","","10","","206","","","","",""
4948,"Crab, sand","Value",1997,"Table 5k","Echinoderms:","","$14","","$412","","","","",""
4949,"Crab, spider","Landings",1997,"Table 5k","Echinoderms:","","","35","","184","1,421","51,380","37,691","5,090"
4950,"Crab, spider","Value",1997,"Table 5k","Echinoderms:","","","$26","","$184","$1,082","$47,919","$34,376","$2,694"
4951,"Crab, tanner","Landings",1997,"Table 5k","Echinoderms:","37,051","","","","","","","",""
4952,"Crab, tanner","Value",1997,"Table 5k","Echinoderms:","$26,706","","","","","","","",""
4953,"Crab, yellow rock","Landings",1997,"Table 5k","Echinoderms:","","","","","","694","89,497","8","728"
4954,"Crab, yellow rock","Value",1997,"Table 5k","Echinoderms:","","","","","","$941","$97,302","$9","$761"
4955,"Crustacean, unspecified","Landings",1997,"Table 5k","Echinoderms:","20","","","","","","","",""
4956,"Crustacean, unspecified","Value",1997,"Table 5k","Echinoderms:","$9","","","","","","","",""
4957,"Lobster, California spiny","Landings",1997,"Table 5k","Echinoderms:","","","","","","45","288,224","292,611","333,345"
4958,"Lobster, California spiny","Value",1997,"Table 5k","Echinoderms:","","","","","","$334","$2,341,021","$2,167,907","$2,284,755"
4959,"Prawn, ridgeback","Landings",1997,"Table 5k","Echinoderms:","114","","","","","1,154","375,726","10,555",""
4960,"Prawn, ridgeback","Value",1997,"Table 5k","Echinoderms:","$342","","","","","$1,731","$679,582","$15,061",""
4961,"Prawn, spot","Landings",1997,"Table 5k","Echinoderms:","7,364","18,320","49,790","155,450","79,814","138,233","214,521","61,339","36,773"
4962,"Prawn, spot","Value",1997,"Table 5k","Echinoderms:","$42,284","$123,530","$300,632","$967,544","$528,576","$939,192","$1,465,724","$443,021","$229,150"
4963,"Shrimp, bay","Landings",1997,"Table 5k","Echinoderms:","100","","4,422","64,709","","","","",""
4964,"Shrimp, bay","Value",1997,"Table 5k","Echinoderms:","$166","","$26,255","$293,794","","","","",""
4965,"Shrimp, brine","Landings",1997,"Table 5k","Echinoderms:","","","","1,549,088","","","","","29,280"
4966,"Shrimp, brine","Value",1997,"Table 5k","Echinoderms:","","","","$1,037,889","","","","","$19,618"
4967,"Shrimp, coonstriped","Landings",1997,"Table 5k","Echinoderms:","79,170","","","3","","","","",""
4968,"Shrimp, coonstriped","Value",1997,"Table 5k","Echinoderms:","$297,404","","","$6","","","","",""
4969,"Shrimp, ghost","Landings",1997,"Table 5k","Echinoderms:","","","","","","","","","825"
4970,"Shrimp, ghost","Value",1997,"Table 5k","Echinoderms:","","","","","","","","","$12,163"
4971,"Shrimp, Pacific Ocean","Landings",1997,"Table 5k","Echinoderms:","12,371,073","971,112","36,471","6,422","40","605,199","11,323","",""
4972,"Shrimp, Pacific Ocean","Value",1997,"Table 5k","Echinoderms:","$4,684,449","$369,315","$15,761","$2,248","$8","$280,759","$10,787","",""
4973,"Shrimp, red rock","Landings",1997,"Table 5k","Echinoderms:","","","","","","","","15",""
4974,"Shrimp, red rock","Value",1997,"Table 5k","Echinoderms:","","","","","","","","$150",""
4975,"Shrimp, unspecified","Landings",1997,"Table 5k","Echinoderms:","","","11,813","","","","204","435",""
4976,"Shrimp, unspecified","Value",1997,"Table 5k","Echinoderms:","","","$5,907","","","","$1,632","$788",""
4978,"Echinoderm, unspecified","Landings",1997,"Table 5k","Mollusks:","","","","","","","","228",""
4979,"Echinoderm, unspecified","Value",1997,"Table 5k","Mollusks:","","","","","","","","$1,140",""
4980,"Sea cucumber, unspecified","Landings",1997,"Table 5k","Mollusks:","","446","","","94","2","394,395","30,945","26,758"
4981,"Sea cucumber, unspecified","Value",1997,"Table 5k","Mollusks:","","$407","","","$46","$2","$190,253","$18,930","$13,200"
4982,"Sea stars","Landings",1997,"Table 5k","Mollusks:","","","","","","","","486",""
4983,"Sea stars","Value",1997,"Table 5k","Mollusks:","","","","","","","","$642",""
4984,"Urchin, purple sea","Landings",1997,"Table 5k","Mollusks:","","110,734","5,053","","","","359","14,408","392"
4985,"Urchin, purple sea","Value",1997,"Table 5k","Mollusks:","","$110,913","$11,935","","","","$379","$22,581","$238"
4986,"Urchin, red","Landings",1997,"Table 5k","Mollusks:","63,624","3,600,310","844,533","40,430","","4,256","8,312,521","4,236,166","919,135"
4987,"Urchin, red","Value",1997,"Table 5k","Mollusks:","$33,281","$3,054,096","$660,919","$28,480","","$2,817","$7,172,165","$3,330,734","$854,684"
4988,"Urchin, white","Landings",1997,"Table 5k","Mollusks:","","","","","","","","6,457",""
4989,"Urchin, white","Value",1997,"Table 5k","Mollusks:","","","","","","","","$32,640",""
4992,"Abalone, red","Landings",1997,"Table 5k","Mollusks:","","","62","39,113","","","73,040","","109"
4993,"Abalone, red","Value",1997,"Table 5k","Mollusks:","","","$587","$370,118","","","$690,823","","$1,019"
4994,"Chiton, unspecified","Landings",1997,"Table 5k","Mollusks:","2,595","","","","","","","",""
4995,"Chiton, unspecified","Value",1997,"Table 5k","Mollusks:","$623","","","","","","","",""
4996,"Clam, California jackknife","Landings",1997,"Table 5k","Mollusks:","","","","","","","","2,676",""
4997,"Clam, California jackknife","Value",1997,"Table 5k","Mollusks:","","","","","","","","$4,044",""
4998,"Clam, gaper","Landings",1997,"Table 5k","Mollusks:","","","9","","","","","",""
4999,"Clam, gaper","Value",1997,"Table 5k","Mollusks:","","","$8","","","","","",""
5000,"Limpet, unspecified","Landings",1997,"Table 5k","Mollusks:","","","","","99","","","885",""
5001,"Limpet, unspecified","Value",1997,"Table 5k","Mollusks:","","","","","$104","","","$5,310",""
5002,"Mussel","Landings",1997,"Table 5k","Mollusks:","","","","100","","","250","8,340",""
5003,"Mussel","Value",1997,"Table 5k","Mollusks:","","","","$50","","","$199","$6,664",""
5004,"Octopus, unspecified","Landings",1997,"Table 5k","Mollusks:","18,866","8,526","1,715","4,103","430","148","817","2,831","131"
5005,"Octopus, unspecified","Value",1997,"Table 5k","Mollusks:","$9,389","$4,308","$1,601","$3,147","$379","$130","$797","$3,423","$71"
5006,"Oyster, unspecified","Landings",1997,"Table 5k","Mollusks:","","","","","41","","","",""
5007,"Oyster, unspecified","Value",1997,"Table 5k","Mollusks:","","","","","$21","","","",""
5008,"Scallop, rock","Landings",1997,"Table 5k","Mollusks:","","","","","","","6","",""
5009,"Scallop, rock","Value",1997,"Table 5k","Mollusks:","","","","","","","$3","",""
5010,"Sea hare","Landings",1997,"Table 5k","Mollusks:","","","","","","","","6,878","60"
5011,"Sea hare","Value",1997,"Table 5k","Mollusks:","","","","","","","","$50,602","$360"
5012,"Sea slug","Landings",1997,"Table 5k","Mollusks:","","","","","","1","","23",""
5013,"Sea slug","Value",1997,"Table 5k","Mollusks:","","","","","","$35","","$805",""
5015,"Snail, bubble","Landings",1998,"Table 5l","Fish:","","","","","","","","548",""
5016,"Snail, bubble","Value",1998,"Table 5l","Fish:","","","","","","","","$5,474",""
5017,"Snail, sea","Landings",1998,"Table 5l","Fish:","","","496","","","413","209","2,134","379"
5018,"Snail, sea","Value",1998,"Table 5l","Fish:","","","$372","","","$310","$105","$747","$117"
5019,"Snail, top","Landings",1998,"Table 5l","Fish:","","","","610","","","164","","2,907"
5020,"Snail, top","Value",1998,"Table 5l","Fish:","","","","$458","","","$123","","$1,383"
5021,"Snails, moon","Landings",1998,"Table 5l","Fish:","","","","","","39","","31",""
5022,"Snails, moon","Value",1998,"Table 5l","Fish:","","","","","","$20","","$16",""
5023,"Squid, jumbo","Landings",1998,"Table 5l","Fish:","","","","1,149","","","","10,349","661"
5024,"Squid, jumbo","Value",1998,"Table 5l","Fish:","","","","$675","","","","$4,598","$343"
5025,"Squid, market","Landings",1998,"Table 5l","Fish:","8,386","","112","450,837","18,260,453","62","97,125,258","39,323,586","5,734"
5026,"Squid, market","Value",1998,"Table 5l","Fish:","$2,202","","$56","$69,334","$2,863,329","$13","$11,820,080","$5,855,250","$719"
5027,"Whelk, Kellet's","Landings",1998,"Table 5l","Fish:","","","","","","151","12,138","5,958","206"
5028,"Whelk, Kellet's","Value",1998,"Table 5l","Fish:","","","","","","$74","$4,836","$2,836","$103"
5031,"Algae, marine","Landings",1998,"Table 5l","Fish:","","","","","","","","27",""
5032,"Algae, marine","Value",1998,"Table 5l","Fish:","","","","","","","","$10",""
5033,"Kelp","Landings",1998,"Table 5l","Fish:","","","","","","2","","1,107",""
5034,"Kelp","Value",1998,"Table 5l","Fish:","","","","","","$2","","$1,334",""
5037,"Invertebrates, colonial","Landings",1998,"Table 5l","Fish:","","","192","","","","","1,752",""
5038,"Invertebrates, colonial","Value",1998,"Table 5l","Fish:","","","$2,500","","","","","$3,670",""
5039,"Tunicates","Landings",1998,"Table 5l","Fish:","","","","","","","","128",""
5040,"Tunicates","Value",1998,"Table 5l","Fish:","","","","","","","","$311",""
5041,"Worms, marine","Landings",1998,"Table 5l","Fish:","","","","","","","","1,167",""
5042,"Worms, marine","Value",1998,"Table 5l","Fish:","","","","","","","","$700",""
5043,"Unspecified species","Landings",1998,"Table 5l","Fish:","3,006","15,522","8","813","5,993","","258","98,943","46"
5044,"Unspecified species","Value",1998,"Table 5l","Fish:","$2,437","$6,115","$6","$2,110","$1,452","","$129","$100,230","$46"
5046,"Total","Landings",1998,"Table 5l","Fish:","53,413,964","16,126,770","6,504,976","36,366,851","77,422,739","8,016,454","120,802,542","170,352,186","3,548,357"
5047,"Total","Value",1998,"Table 5l","Fish:","$28,526,816","$11,622,475","$5,807,433","$31,598,033","$16,874,839","$6,667,581","$29,321,330","$35,079,278","$6,736,654"
5049,"Anchovy, deepbody","Landings",1998,"Table 5l","Fish:","","","","250","","","","400",""
5050,"Anchovy, deepbody","Value",1998,"Table 5l","Fish:","","","","$3","","","","$4",""
5051,"Anchovy, northern","Landings",1998,"Table 5l","Fish:","","","","1,000","1,986,679","","474,742","745,046","5,078"
5052,"Anchovy, northern","Value",1998,"Table 5l","Fish:","","","","$20","$52,643","","$79,054","$39,875","$1,023"
5053,"Barracuda, California","Landings",1998,"Table 5l","Fish:","","","","131","85","1,361","2,219","118,183","9,152"
5054,"Barracuda, California","Value",1998,"Table 5l","Fish:","","","","$126","$65","$967","$2,206","$66,623","$6,583"
5055,"Bass, giant sea","Landings",1998,"Table 5l","Fish:","","","","","","21","2,803","3,056","358"
5056,"Bass, giant sea","Value",1998,"Table 5l","Fish:","","","","","","$46","$5,124","$4,668","$577"
5057,"Bass, kelp","Landings",1998,"Table 5l","Fish:","","","","","","","2","",""
5058,"Bass, kelp","Value",1998,"Table 5l","Fish:","","","","","","","$1","",""
5059,"Blacksmith","Landings",1998,"Table 5l","Fish:","274","","","","","","","74",""
5060,"Blacksmith","Value",1998,"Table 5l","Fish:","$345","","","","","","","$93",""
5061,"Bonito, Pacific","Landings",1998,"Table 5l","Fish:","","","","14","1,853","1,376","335,991","2,147,843","8,089"
5062,"Bonito, Pacific","Value",1998,"Table 5l","Fish:","","","","$18","$570","$637","$81,547","$573,878","$4,889"
5063,"Butterfish (Pacific pompano)","Landings",1998,"Table 5l","Fish:","","","","30","132","1","1,896","132",""
5064,"Butterfish (Pacific pompano)","Value",1998,"Table 5l","Fish:","","","","$18","$237","$1","$1,185","$89",""
5065,"Cabezon","Landings",1998,"Table 5l","Fish:","16,367","52,231","26,639","19,837","51,276","168,426","37,463","500","22"
