"SPECIES","CA_JETTY_TOTAL_MORTALITY_NUM","CA_JETTY_TOTAL_MORTALITY_MT","CA_BEACH_TOTAL_MORTALITY_NUM","CA_BEACH_TOTAL_MORTALITY_MT","CA_CHARTER_TOTAL_MORTALITY_NUM","CA_CHARTER_TOTAL_MORTALITY_MT","CA_PRIVATE_TOTAL_MORTALITY_NUM","CA_PRIVATE_TOTAL_MORTALITY_MT","OR_CHARTER_TOTAL_MORTALITY_NUM","OR_CHARTER_TOTAL_MORTALITY_MT","OR_PRIVATE_TOTAL_MORTALITY_NUM","OR_PRIVATE_TOTAL_MORTALITY_MT","WA_CHARTER_TOTAL_MORTALITY_NUM","WA_CHARTER_TOTAL_MORTALITY_MT","WA_PRIVATE_TOTAL_MORTALITY_NUM","WA_PRIVATE_TOTAL_MORTALITY_MT"
"Albacore",,,,,,,,,3784,31.09721822954607378344504386681924690753,6478,53.23672824814996457958694349081793907692
"Arrowtooth Flounder",,,,,,,,,31,.059055,17,.032385
"Big Skate",,,,,,,,,0,0,0,0
"Black Rockfish",,,,,,,,,192186,212.764292478845094180749494110522656771,90750,108.412644406546978546512548679577176137
"Blue Shark",,,,,,,,,41,.3974672972972972972972972972972972972969,231,2.23938891891891891891891891891891891892
"Bocaccio",,,,,,,,,199,.4603835504403876692060119250396011079948,63,.1318413680726743064214195584201543218628
"Brown Irish Lord",,,,,,,,,2,.001125
"Brown Rockfish",,,,,,,,,7,.00873822429906542056074766355140186915887,11,.0137314953271028037383177570093457943925
"Buffalo Sculpin",,,,,,,,,76,.0420896902002107481559536354056902002108,19,.0138013373024236037934668071654373024236
"Butter Sole",,,,,,,,,6,.002665423255813953488372093023255813953491,9,.003998134883720930232558139534883720930236
"Cabezon",,,,,,,,,2668,6.80694684947113925650059823141761752472,3347,9.06706773723499879063047040174600596458
"California Halibut",,,,,,,,,2,.00537439153439153439153439153439153439154,12,.0322463492063492063492063492063492063493
"Canary Rockfish",,,,,,,,,6847,6.4080717132926282158421760707917671916,3048,2.62710214400783029109398828175921438141
"Chilipepper",,,,,,,,,3,.0002964,6,.00278373333333333333333333333333333333333
"China Rockfish",,,,,,,,,1358,1.27896715191099995485131105243834850214,823,.8466111129465272629742733072631636902392
"Copper Rockfish",,,,,,,,,1016,1.51419864014519578794213845349162572014,541,.8345317530169438020638349981467988915493
"Deacon/Blue Rockfish Unknown",,,,,,,,,26177,18.1931344028254794808800995281821930801,6514,4.74709374981963598479092369139460301889
"Dover Sole",,,,,,,,,3,.002042857142857142857142857142857142857141,2,.00136190476190476190476190476190476190476
"English Sole",,,,,,,,,2,.001928181818181818181818181818181818181818,11,.010605
"Flatfish Order",,,,,,,,,6,,5
"Gopher Rockfish",,,,,,,,,14,.0122795876288659793814432989690721649485,3,.002631340206185567010309278350515463917525
"Grass Rockfish",,,,,,,,,,,18,.0255035593220338983050847457627118644068
"Green Sturgeon",,,,,,,,,,,24,.1368
"Greenstriped Rockfish",,,,,,,,,287,.1473598683562288667492850654901379201988,33,.0164451793520454601362820102826498733118
"Jack Mackerel",,,,,,,,,2,.00264839694656488549618320610687022900764,26,.0344291603053435114503816793893129770994
"Kelp Greenling",,,,,,,,,3758,2.50438590780776741709631972934740050344,2719,1.8177135621767159625125090616101074605
"Lingcod",,,,,,,,,12431,44.95039710725017281786519742759062505088,13150,49.64841066692110969220672628375966576941
"Longnose Skate",,,,,,,,,2,.0110142857142857142857142857142857142857
"Pacific (Chub) Mackerel",,,,,,,,,59,.0406552714511041009463722397476340694007,136,.0853579652996845425867507886435331230287
"Pacific Cod",,,,,,,,,5,.0174803571428571428571428571428571428571,27,.0943939285714285714285714285714285714287
"Pacific Hake",,,,,,,,,13,.01073676,106,.09443615
"Pacific Herring",,,,,,,,,227,.023835,4,.00042
"Pacific Ocean Perch",,,,,,,,,1,.00132
"Pacific Sanddab",,,,,,,,,23,.005843188976377952755905511811023622047243,1481,.3878965467901806391848077813802686428901
"Pacific Sardine",,,,,,,,,,,5,.000486111111111111111111111111111111111111
"Petrale Sole",,,,,,,,,31,.0327596470081790787774429616874730951357,79,.0834842617305208781747739991390443392166
"Pile Perch",,,,,,,,,4,.00319
"Prowfish",,,,,,,,,2
"Quillback Rockfish",,,,,,,,,2169,2.47296408591149258013190354303256608678,766,.9120184591053600534009800520187726833457
"Red Irish Lord",,,,,,,,,13,.0101505347222222222222222222222222222222,54,.0443238403908999497234791352438411261943
"Redbanded Rockfish",,,,,,,,,1,.00164044444444444444444444444444444444444
"Redstripe Rockfish",,,,,,,,,181,.0746388461538461538461538461538461538462,5,.002100079030558482613277133825079030558479
"Redtail Surfperch",,,,,,,,,,,9,.00613421052631578947368421052631578947368
"Rock Greenling",,,,,,,,,2,.00177763636363636363636363636363636363636,39,.0346639090909090909090909090909090909091
"Rock Sole",,,,,,,,,2,.00180383561643835616438356164383561643836,3,.00270575342465753424657534246575342465753
"Rockfish Genus",,,,,,,,,22,,118
"Rosethorn Rockfish",,,,,,,,,125,.0428896755156623689593946118040591933013,12,.003955895909750626731758807230505343712885
"Rosy Rockfish",,,,,,,,,80,.0298847458695711154856038658993551810106,20,.008395098039215686274509803921568627450973
"Sablefish",,,,,,,,,703,3.23743256292047170839798336173505556828,907,4.05659260238499877882418565075612746232
"Sand Sole",,,,,,,,,10,.005025297715765551503620316050948681359332,306,.1748871627461550657999048676074203266216
"Sculpin Family",,,,,,,,,28,,32
"Silver Surfperch",,,,,,,,,,,6,.0018
"Silvergray Rockfish",,,,,,,,,42,.0559378355171452467242821299135768051295,13,.0160814928909952606635071090047393364928
"Skate Family",,,,,,,,,0,,1
"Spiny Dogfish Shark",,,,,,,,,0,0,4,.016745792
"Spotted Ratfish",,,,,,,,,3,.0024
"Starry Flounder",,,,,,,,,3,.0045516,63,.0955836
"Striped Seaperch",,,,,,,,,9,.006098601398601398601398601398601398601404,50,.0338811188811188811188811188811188811191
"Surfperch Family",,,,,,,,,,,9
"Tiger Rockfish",,,,,,,,,133,.154092437359456689132975480699760445074,62,.0828005864899806076276664511958629605689
"Unidentified (Sharks)",,,,,,,,,,,9
"Vermilion Rockfish",,,,,,,,,1268,2.45524391332754760072207191295355244703,945,1.75185267348672470986849196932741957286
"Widow Rockfish",,,,,,,,,1645,1.2554191284322109759487074239890123443,174,.1458484128816388055428018628895301309683
"Wolf-Eel",,,,,,,,,4,.0142981913043478260869565217391304347827,3,.010723643478260869565217391304347826087
"Yelloweye Rockfish",,,,,,,,,826,1.67803485006203290397461081641054039165,831,1.64308456841159516247849404404150033554
"Yellowmouth Rockfish",,,,,,,,,9,.0147750000000000000000000000000000000001
"Yellowtail Rockfish",,,,,,,,,16825,13.8939813976509040729538185132706736636,1455,1.21613317282048270666508271442186875451
