"SPECIES","CA_JETTY_TOTAL_MORTALITY_NUM","CA_JETTY_TOTAL_MORTALITY_MT","CA_BEACH_TOTAL_MORTALITY_NUM","CA_BEACH_TOTAL_MORTALITY_MT","CA_CHARTER_TOTAL_MORTALITY_NUM","CA_CHARTER_TOTAL_MORTALITY_MT","CA_PRIVATE_TOTAL_MORTALITY_NUM","CA_PRIVATE_TOTAL_MORTALITY_MT","OR_CHARTER_TOTAL_MORTALITY_NUM","OR_CHARTER_TOTAL_MORTALITY_MT","OR_PRIVATE_TOTAL_MORTALITY_NUM","OR_PRIVATE_TOTAL_MORTALITY_MT","WA_CHARTER_TOTAL_MORTALITY_NUM","WA_CHARTER_TOTAL_MORTALITY_MT","WA_PRIVATE_TOTAL_MORTALITY_NUM","WA_PRIVATE_TOTAL_MORTALITY_MT"
"Albacore",,,,,,,,,6058,35.80359389391104351300660628694820418738,96452,594.431298263567369432837762772810107222,24183.67,202.395552597,63433.89,530.884568799
"Cod Family",,,,,,,,,,,,,,,16.13,.051607935
"Copper Rockfish",139.87259476,.137454054041,,,99493.150925583,99.412277132576,69668.142651223,68.229407284857,1787,2.94032675728113052619520718045324639069,2575,4.36662845986433626037438457498213953337,277.866,.4001840794,2075.7586,2.98521326243
"Cowcod",,,,,792.64327699,1.91117830895,222.152818219,.561609514427
"Deacon Rockfish",,,,,,,,,11393,7.19494356415549254007375300875377057383,9352,6.52330545558328133326434435271968884877
"Deacon/Blue Rockfish Unknown",,,,,,,,,32,.0139921066666666666666666666666666666667,611,.3476939999999999999999999999999999999996
"Diamond Turbot",53.3883845,0
"Dolphinfish",,,,,,,,,0,0,39,.185463915
"Dover Sole",,,,,,,5.132748795,0
"Drum Family",1018.43864377,0,,,,,196.3811459,0
"Dwarf Perch",136.5092742,0
"Eel Order",0,0,,,,,7.36174503,0
"English Sole",,,,,,,,,4,.00385636363636363636363636363636363636364
"Fantail Sole",135.20120388,.05045607027,,,362.86272179,.02356748287,149.445508003,.003485789432
"Finescale Triggerfish",,,,,374.87815224,.5386042183,178.187015442,.235550170264
"Flag Rockfish",,,,,29925.1875317,10.739501766724,4207.297244439,1.973995476344,5,.0063357142857142857142857142857142857143,3,.00380142857142857142857142857142857142858
"Flatfish Order",173.48016561,0,,,118.18060785,0,195.896857353,0,,,35,,5375.8611,1.362708142078397266539,924.6897,.234396343143246492153
"Flyingfish Family",,,,,,,0,0
"Freckled Rockfish",,,,,867.64039639,.078575825568,128.120943383,.007305478454
"Garibaldi",55.38694728,0,,,0,0,0,0
"Giant Kelpfish",144.00433934,0,,,0,0,9.340460427,0
"Giant Seabass",,,,,0,0,5.333545747,0
"Gopher Rockfish",839.453775994,.372944585685,,,59400.025002176,22.796782850808,62304.43956979,27.678347153627,3,.002631340206185567010309278350515463917525,28,.0245591752577319587628865979381443298971
"Grass Rockfish",1300.820931782,.412018787776,,,458.58803927,.196643831023,1182.356369267,.718098426527,,,64,.0906793220338983050847457627118644067796
"Gray Smoothhound",55.38694728,0,,,77.96634994,0,0,0
"Green Sturgeon",0,0
"Greenblotched Rockfish",,,,,1885.1178479,.757916024763,477.333667634,.245616817293
"Greenling Family",,,,,,,0,0
"Greenspotted Rockfish",37.71642084,.021546077878,,,29410.20765369,11.980338159903,13549.141019884,7.344780535103,4,.00383636363636363636363636363636363636364,71,.0680954545454545454545454545454545454546
"Greenstriped Rockfish",,,,,9575.5970008,1.176882755363,968.887870558,.200455461241,76,.0357088350840336134453781512605042016806,328,.1341237011554621848739495798319327731091
"Gulf Coney",,,,,55.01479386,0,11.16838421,0
"Hagfish Order",,,,,0,0,0,0
"Halfbanded Rockfish",,,,,76841.47048822,4.855480141451,1090.949843086,.076270829167
"Halfmoon",271.69752164,.12658760927,,,2623.967440596,1.241167998842,4651.936021214,2.337105715053
"Honeycomb Rockfish",,,,,30861.582765866,5.1894740187,2643.083277855,.643918957788
"Horn Shark",0,0,,,0,0,0,0
"Hornyhead Turbot",,,,,32.26605631,0
"Jack Mackerel",7689.22553445,1.022049217652,,,787.117362694,.267353240484,3409.21459874,.911154546321,139,.1560348558675795517900781058675795517905,389,.4604716720367417528181705482921219536789
"Jacksmelt",169981.477547143,28.951428112975,,,21.10742857,.0035738622,26093.085179888,4.651237126085,,,11,.002016666666666666666666666666666666666667
"Kelp Bass",1528.06085135,1.17855292899,,,51873.688871632,39.9232817796,26386.247426271,26.015664288838
"Kelp Greenling",743.230719369,.499853185392,,,1232.820821325,.74131009036,2908.397999442,1.953202432448,1205,.9494815893828655804567939268868723528236,2240,1.64354848554637487005901540939925645714,195.1083,.13867496251,2213.7162,1.55818127411
"Kelp Rockfish",1159.776056068,.318437559287,,,3845.480643311,1.491552076324,4571.57043941,2.185161590317,,,3,.0009225
"Leopard Shark",750.727232486,4.601948295439,,,416.627772027,2.49704545111,1337.635882796,5.69150371167
"Lingcod",703.00309486,1.970768916049,,,50317.747315006,149.907825874484,52601.530461404,161.698220081968,17564,55.46803535197352831881390276558320622372,33455,109.318730156719302749353316049755876919,24995.038,91.00281914811,24065.0772,86.99162478467
"Longfin Sanddab",,,,,419.66689759,.041386927717,180.5559756,.018014784673
"Longnose Skate",1.078975533,0,,,,,5.444128651,0,8,.0440571428571428571428571428571428571429,5,.0275357142857142857142857142857142857143
"Longspine Combfish",,,,,0,0
"Mackerel Family",,,,,,,0,0,,,7
"Mexican Rockfish",,,,,865.46161041,.19038804477,154.356287456,.050282649043
"Mexican Scad",,,,,,,32.586154218,.00936939279
"Midshipman Genus",,,,,,,0,0
"Monkeyface Prickleback",959.149263259,.504662715674,,,29.31822334,.02221103122,88.455041288,.070225199766
"Northern Anchovy",69544.120702117,.944263193207,,,21.70964873,.000283829434,28323.575307696,.412865419869
"Ocean Sunfish",,,,,,,,,,,5,.0145
"Ocean Whitefish",288.55608177,.13713157668,,,355734.693295492,144.259298987091,49676.520362571,26.323627545888
"Olive Rockfish",606.55309529,.398641788875,,,60929.857186786,38.695643742978,31457.578066444,21.461763698578,11,.00909755,7,.00578935
"Onespot Fringehead",0,0
"Opaleye",8289.62956107,2.92030157255,,,158.80632027,.122612635001,3064.723274584,1.98703730143
"Pacific (Chub) Mackerel",707505.32613983,110.16022531205,,,20646.876092622,4.8369701835,101811.083240495,23.453363115399,111,.0682456780978527283727811298433827633347,812,.4879244071340843517711680243255834860328
"Pacific Angel Shark",0,0,,,,,6.377607481,0
"Pacific Argentine",,,,,16.7251524,0
"Pacific Barracuda",132.61401006,.2110768449,,,4044.2173022,6.93929051089,1166.184463642,2.081621417803
"Pacific Bonito",3541.73293312,1.89336770639,,,4181.714731826,5.39346205253,2900.87949371,3.6520648066
"Pacific Cod",,,,,,,,,2,.00699214285714285714285714285714285714286,,,2,.0065244,176.6586,.57996597048
"Pacific Golden-Eyed Tilefish",,,,,,,3.375024816,0
"Pacific Hagfish",,,,,,,0,0
"Pacific Hake",,,,,,,32.651132576,0,28,.02563904,82,.07508576
"Pacific Herring",134477.094787809,12.690929560891,,,,,5152.497810913,.443239592492,,,3129,.328545
"Pacific Pompano (Butterfish)",465.04342056,0
"Pacific Sanddab",586.563489372,.063456557349,,,92683.689524847,14.551831220971,51119.13471867,8.008625341075,35,.006744159585317819175659653142018850103495,729,.1582678203850597237609328527338272826803
"Pacific Sardine",107659.37824975,6.424773915614,,,196.92366978,.014365925265,4597.394834805,.317379590025
"Pacific Staghorn Sculpin",864.76054068,0,,,,,29.267698831,0,0,0,0,0
"Pacific Tomcod",,,,,,,0,0
"Painted Greenling",0,0
"Petrale Sole",,,,,1694.356986263,1.49963934809,5883.627331555,5.090276415311,331,.4037444801607693394087385071832688418233,1850,2.12354859328897533536005235118514224838
"Pile Perch",465.43155786,.23600426209,,,168.75177408,.088279483096,278.881107825,.175297000511,,,6,.004785
"Plainfin Midshipman",0,0
"Popeye Catalufa",,,,,,,0,0
"Puffer Family",0,0
"Queenfish",12674.7009404,0,,,,,15.86338761,0
"Quillback Rockfish",,,,,5390.73835158,4.61923592838,6166.667529659,6.840948073882,3991,4.79432988084846617613635084505229441744,2984,3.65696292279138992643126058893097384927,704.8562,.98498528568,1731.1642,2.3969724688
"Rainbow Seaperch",678.680118002,.125187050102,,,61.5238952,.01073353099,12.501111612,.002174132548
"Red Irish Lord",0,0,,,,,5.661108255,0,12,.0122682910014513788098693759071117561684,12,.0122971642857142857142857142857142857143
"Redbanded Rockfish",,,,,,,,,4,.00656177777777777777777777777777777777776
"Redstripe Rockfish",,,,,,,5.630354957,0,42,.0190244979757085020242914979757085020243,3,.001107
"Redtail Surfperch",298.098552855,.117299025176,,,,,436.004601605,.271639051402,,,17,.0115868421052631578947368421052631578947
"Righteye Flounder Family",,,,,27.20172136,0
"Rock Greenling",72.21122556,0,,,,,35.561193122,0,43,.0382191818181818181818181818181818181819,13,.0115546363636363636363636363636363636364
"Rock Sole",,,,,606.984778042,.5843231755,566.691266069,.527253598541,,,11,.009921095890410958904109589041095890410958
"Rock Wrasse",697.29212803,.15344946103,,,124.40993923,.013830067678,142.528790395,.02307734719
"Rockfish Genus",160.8628578,0,,,222098.152156046,0,40992.273360152,0,32,,352,,.78,.0010619767704,215.9884,.294070081379312
"Ronquil Family",,,,,61.5238952,0
"Rosethorn Rockfish",,,,,9.259983036,0,,,41,.0146427384984572879249292430049443329706,143,.0493163082700318549375153148738054398433
"Rosy Rockfish",,,,,88542.42645892,13.838002361883,9712.032833449,1.785316317187,9,.003582878048780487804878048780487804878054,28,.0111467317073170731707317073170731707317
"Round Herring",0,0,,,,,33.80231996,0
"Round Stingray",312.70726413,0,,,,,55.675795282,0
"Rubberlip Seaperch",499.52629177,.32509232408,,,252.14833191,.1959268611,23.641031155,.018486175517
"Sablefish",,,,,,,38.930762088,0,331,.8429001931578372262259471918190643991446,506,1.23060427193821256931092357666152537637
"Salema",3159.54689186,0,,,,,21.9029486,0
"Salmon Shark",,,,,,,,,,,0,0
"Sand Sole",79.541018009,.034326452248,,,21.96162047,.01034987121,257.223505898,.116227047486,21,.0115726709133381120143157081344334466999,132,.0750461264539125890372979975467456335753
"Sandbass Genus",39.59482421,0,,,0,0,67.68602055,0
"Sanddab Genus",0,0,,,25594.80218569,0,23918.392741821,0
"Sarcastic Fringehead",,,,,0,0,10.77353049,0
"Sargo",3423.82302789,1.78390027146,,,60.66236083,.04329008302,907.38042298,.654478132902
"Scorpionfish Family",,,,,0,0
"Sculpin Family",0,0,,,0,0,5.666081211,0,0,,4
"Sea Chub Family",166.1608418,0,,,,,0,0
"Senorita",261.1060352,0,,,41.65849269,0,71.758664603,0
"Seven Gill Shark",48.18055494,0,,,65.88486141,0,192.682084675,0
"Sharpnose Seaperch",557.019283,.09988024558,,,829.696402266,.151115768528,88.289075977,.016039075682
"Shiner Perch",19936.377887361,.599392268587,,,72.74101835,.002189030438,2740.810687083,.085181607722
"Shortbelly Rockfish",,,,,283.8641595,0
"Shortfin Corvina",472.79417223,0,,,,,164.429177657,0
"Shortfin Mako Shark",,,,,,,,,,,3,.03439665
"Shortspine Combfish",,,,,61.5238952,0
"Shovelnose Guitarfish",143.52936747,0,,,0,0,17.039722367,0
"Silver Surfperch",2024.28664029,.161635426901,,,0,0,36.750625512,.002541302953
"Silvergray Rockfish",,,,,,,5.584731707,0,78,.097410368421052631578947368421052631579,48,.0598984413413212174822081942824976880705
"Silverside Family",103489.78933602,0,,,,,1381.993318734,0
"Skate And Ray Order",75.29390021,0,,,,,21.2822847,0
"Skate Family",0,0,,,,,5.592078617,0,0,,13
"Smelt Family",0,0,,,,,187.92427826,0,,,0
"Smoothhound Genus",0,0,,,0,0,16.14213804,0
"Soupfin Shark",1.747630353,0,,,183.49848049,0,78.002817847,0
"Speckled Rockfish",,,,,32773.68490725,11.09320850864,1382.547616484,.577692844251,3,.00345
"Speckled Sanddab",97.63080634,0,,,146.24180244,0,6.353716433,0
"Specklefin Midshipman",,,,,,,0,0
"Spiny Dogfish Shark",7.852517468,.039557011154,,,195.603867126,.932751325,413.529837848,1.54117214875,0,0,3,.009880846
"Spotfin Croaker",4126.89358647,3.86894033851,,,,,7.665233222,.004836434377
"Spotfin Surfperch",119.284766926,0
"Spotted Ratfish",,,,,,,,,0,0
"Spotted Sandbass",280.94472393,.18379297783,,,0,0,916.578377751,.669402100213
"Squarespot Rockfish",,,,,166301.111417543,23.637756103464,2190.849271958,.391455588859
"Starry Flounder",129.90431413,.2053802886,,,218.79466385,.37065048321,272.302890936,.472314857052,,,24,.0364128
"Starry Rockfish",,,,,99645.742849542,34.94407575661,31940.658138466,13.5557818342
"Stingray Family",0,0
"Striped Bass",4111.666025034,7.932333749043,,,27360.41014727,45.79593660159,13642.945854907,24.21942170471
"Striped Mullet",892.93409314,0,,,,,0,0
"Striped Seaperch",4553.854793868,1.753277116066,,,,,170.886532668,.088572827642,,,8,.00462584615384615384615384615384615384615
"Stripetail Rockfish",,,,,119.4645309,0,0,0
"Surfperch Family",2922.654913195,0,,,56.46810207,0,304.103024938,0,,,2,,4,.00150560736,33.45,.012590641548
"Swell Shark",0,0,,,0,0,17.56917461,0
"Swordspine Rockfish",,,,,3388.89295606,.341758172262,41.22080837,.004898404543
"Thornback",126.58143123,0,,,,,0,0
"Threadfin Bass",,,,,137.65954069,0
"Thresher Shark",,,,,,,,,,,6,.801799425
"Tiger Rockfish",,,,,169.780926326,.20832753375,394.465015987,.500793275884,295,.3652518586697482157542725526872532929921,596,.7345015841391260264599865345893347573246,68.0845,.0881937766,443.3089,.60763008321
"Topsmelt",10894.9213088,.065763203584,,,,,85.47920466,0
"Treefish",32.29366641,.01698044203,,,22666.473785161,9.496959029339,4573.743211857,2.295344450986
"Unidentified (Sharks)",,,,,,,,,,,2,,109.0164,.137956521478464,170.8119,.216156610850544
"Unidentified (Surface Fish)",,,,,0,0
"Unidentified Fish",11678.93547546,0,,,1925.77258144,0,1053.06977155,0,,,6,,2522.58,5.4770211049044,3680.41,7.9908994936538
"Unidentified Inshore Sharks",0,0,,,0,0,11.29420917,0
"Unidentified Offshore Sharks",0,0,,,0,0,0,0
"Vermilion Rockfish",39.657311421,.0381475164,,,411229.220094522,276.096591901734,127059.688860315,145.695408712486,1190,2.87738145522043731484521942984776940302,2547,6.37506259402580692289735536019418200376,129.1484,.24562586238,1260.5926,2.3678508218
"Walleye Surfperch",15962.910792491,1.804321205544,,,,,633.817717957,.087921533008
"White Croaker",26943.959485573,3.223236899196,,,397.09143376,.05847244969,17237.536216115,2.734890136837
"White Seabass",1021.320056,9.103144833,,,426.23780588,3.5064142213,2173.490348022,21.73735873033
"White Seaperch",1158.75032745,.167941485417,,,,,252.891420127,.043075087532
"White Sturgeon",0,0,,,85.15686275,1.22090281,428.09842038,5.9091565329
"Widow Rockfish",,,,,39339.385878211,19.899629069743,3483.771061441,2.138065967124,5176,4.4661165701803787207803163676555813729,939,.7978425847536393457915009984690543608696
"Wolf-Eel",,,,,131.63051189,.34146971117,134.238919126,.35637065569,6,.0214472869565217391304347826086956521739,28,.1000873391304347826086956521739130434785
"Yelloweye Rockfish",,,,,1537.56694657,2.176310859669,2589.340502312,3.984164101378,675,1.18456099265928110195562507556914827463,2221,3.85644076612521831788911093702276238283,594.5179,1.12441977752,1461.5192,2.74524779916
"Yellowfin Croaker",13546.16077166,3.420091025768,,,1036.95529639,.32994953744,633.597597561,.251390704995
"Yellowfin Goby",247.63566321,0
"Yellowmouth Rockfish",,,,,,,,,,,0,0
"Yellowtail",,,,,3435.02385438,18.2598715178,7875.806345029,51.70000679525,,,3,.0169165
"Yellowtail Rockfish",2.821751054,.001509984114,,,137289.085661983,79.230932640123,26330.613682501,17.629801629023,18084,16.86246383416085904803439802941082605179,11756,13.54151927138238879788554649192209882224,35467.9736,41.08221874752,6689.1491,7.415902053
"Zebraperch",864.65075676,0,,,,,8.521548637,0
