"SPECIES","CA_JETTY_TOTAL_MORTALITY_NUM","CA_JETTY_TOTAL_MORTALITY_MT","CA_BEACH_TOTAL_MORTALITY_NUM","CA_BEACH_TOTAL_MORTALITY_MT","CA_CHARTER_TOTAL_MORTALITY_NUM","CA_CHARTER_TOTAL_MORTALITY_MT","CA_PRIVATE_TOTAL_MORTALITY_NUM","CA_PRIVATE_TOTAL_MORTALITY_MT","OR_CHARTER_TOTAL_MORTALITY_NUM","OR_CHARTER_TOTAL_MORTALITY_MT","OR_PRIVATE_TOTAL_MORTALITY_NUM","OR_PRIVATE_TOTAL_MORTALITY_MT","WA_CHARTER_TOTAL_MORTALITY_NUM","WA_CHARTER_TOTAL_MORTALITY_MT","WA_PRIVATE_TOTAL_MORTALITY_NUM","WA_PRIVATE_TOTAL_MORTALITY_MT"
"Albacore",,,,,,,,,531,4.25815037592776730563340435284971317836,21129,159.796778345517121300564719875913092873,4333.63,36.268582833,6398.55,53.550104805
"American Shad",2782.74181447,0,,,,,44.22957022,0
"Arrowtooth Flounder",,,,,,,,,7,.013335,14,.02667
"Bank Rockfish",,,,,679.07074522,.08342498336,98.192980819,.014651723356
"Barred Sandbass",644.61789001,.58618882997,2041.6262594,1.9216260322,28736.6851921,21.36225905886,11615.332849257,12.396634534621
"Barred Surfperch",9059.289472765,1.559586972256,324691.0976205,109.01961619641,0,0,64.475856839,.016862895167
"Bat Ray",1407.10124575,7.0981369151,1912.1926402,9.7821828638,65.65647502,.3984127469,981.848216685,5.62830772668
"Bay Pipefish",,,,,,,4.76366137,0
"Big Skate",,,,,,,23.084167621,0,6,.03373,15,.0843250000000000000000000000000000000001
"Bigmouth Sole",,,,,91.75166412,0,19.06418766,0
"Black And Yellow Rockfish",1190.61939338,.324876485983,2139.03986056,.579667871688,464.47782668,.193123665195,5830.357527054,2.38392913575,2,.00152428571428571428571428571428571428571,13,.00990785714285714285714285714285714285714
"Black Croaker",133.9595331,0,,,261.42110158,0,17.21976763,0
"Black Perch",2789.60763477,.869613416178,8409.1052464,2.38313533515,91.68834651,.0395785913,715.20275413,.292218459993
"Black Rockfish",2942.099938329,2.527387357612,4657.725074914,3.695372965022,82383.520999697,78.917172837043,119421.42983277,109.692440625439,168485,181.00862985792866687690631224617896798,133500,139.716247654565080975635743514056117593,88631.1094,106.42606712585,61801.5521,74.76084280914
"Blacksmith",678.16347818,.096503622048,,,6200.198330356,.936137264875,1062.081747123,.165849034863
"Blue Rockfish",1490.313892912,.585039990375,1518.444550666,.629291457378,182122.922832774,75.63520733423,106859.407152913,54.19412333516,3004,1.78739011890158247710750255582632726096,4281,2.87351829757489586295433194656984200933,314.0586,.28779403296,888.0324,.81030200416
"Blue Shark",,,,,,,,,1,.00969432432432432432432432432432432432432,15,.1454148648648648648648648648648648648646
"Bluebanded Ronquil",,,,,91.08184335,0
"Bluntnose Sixgill Shark",,,,,,,0,0
"Bocaccio",686.664558154,.723095684347,,,66332.512657474,51.71755514043,17783.942889514,24.571562227228,124,.1461219939162997724944634565481183775934,170,.327134282132583647111058301282998297001,1196.74,4.512879225,668.4982,2.57150450221
"Bonefish",171.6305669,0,0,0,,,72.74660468,0
"Bonehead Sculpin",,,,,0,0
"Brown Irish Lord",,,,,0,0
"Brown Rockfish",3035.968790119,.524691236145,4211.784569386,.747038263695,62908.118031836,40.542628935842,78262.589135206,49.299249401276,69,.0696739936974789915966386554621848739494,78,.0706139516806722689075630252100840336134
"Brown Smoothhound",0,0,0,0,65.65647502,.1036239878,609.949514096,.936930791837
"Buffalo Sculpin",8.895868275,0,74.95345627,0,,,29.16196884,0,32,.0171875506849315068493150684931506849314,60,.0337074577449947312961011591148577449947
"Bull Sculpin",0,0
"Butter Sole",,,,,,,5.171343462,0,6,.002665423255813953488372093023255813953491,3,.00133271162790697674418604651162790697674
"C-O Sole",,,,,,,0,0
