"source","table","year","port_complex","category","type","comm_name_orig","comm_name","sci_name","landings_lb","landings_kg","value_usd"
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",204482,92751.4868601032,51618
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",28809,13067.5442579431,16180
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",37002,16783.8270204592,5062
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",123163,55865.8042084432,49954
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Dolphinfish","Common dolphinfish","Coryphaena hippurus",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",68755,31186.7473864027,22698
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",53305,24178.7443739684,18760
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Grouper","Grouper","Epinephelinae spp.",3660,1660.14828644075,1031
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",26,11.7934031277212,4
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Halfmoon","Halfmoon","Medialuna californiensis",518,234.960877698445,137
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",680175,308522.229707606,1165341
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",352602,159937.597293875,79968
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",17022512,7721282.54855659,1602265
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Ray, miscellaneous","Ray","Rajiformes spp.",969,439.531062721609,97
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",2467968,1119451.59731984,497295
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",2713868,1230989.9753624,1154615
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",106530,48321.2013536976,15717
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",116598,52887.9699186936,350602
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",9660,4381.70285437641,2796
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sardine, Pacific","Pacific sardine","Sardinops sagax",37,16.7829198356032,7
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sculpin","California scorpionfish","Scorpaena guttata",176,79.8322673261126,147
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",23491,10655.3397258961,39281
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",9489,4304.13854919024,6080
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",275981,125182.891868908,197843
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",77450,35130.7335477695,43760
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",260114,117985.740814003,86728
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",73369,33279.6228491452,41466
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",3909,1773.09280101008,1459
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Skate","Skate","Rajidae spp.",30376,13778.3235926023,4557
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",1714,777.45742157362,343
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",135195,61323.4283020102,26855
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, English","English sole","Parophrys vetulus",458252,207859.637310942,140450
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",12757,5786.4786038592,4128
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",287589,130448.192773008,146036
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",145207,65864.7956910388,48776
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",9145,4148.10275396193,3411
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",43567,19761.6613102088,39643
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",120241,54540.4071338586,389987
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",11898,5396.84270821641,2690
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",2185663,991400.186936326,1910946
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Tuna, bigeye","Bigeye tuna","Thunnus obesus",163,73.935565762252,204
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",11434,5186.37582162939,6289
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",15920,7221.19145358928,8756
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",5302,2404.94705319914,2934
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",12773,5793.73608270703,2396
"FB 173","Table 8",1981,"Santa Barbara","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",180,81.6466370380698,147
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",375249,170210.105010548,497211
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",2496,1132.16670026123,7377
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, miscellaneous","Abalone","Haliotis spp.",106,48.0807973668633,274
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, pink","Pink abalone","Haliotis corrugata",45692,20725.545219686,109119
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",304680,138200.540959773,720922
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Abalone, white","White abalone","Haliotis sorenseni",17,7.7110712758177,55
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Clam","Clam","Bivalvia spp.",8,3.62873942391421,8
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",1404,636.843768896944,3431
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",5545,2515.17001320054,2762
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",3591,1628.85040890949,1598
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Oyster, European flat","European flat oyster","Ostrea edulis",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",49600,22498.1844282681,55800
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Scallop, weathervane","Weathervane scallop","Patinopecten caurinus",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",10867,4929.18891495947,2785
"FB 173","Table 8",1981,"Santa Barbara","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",5268659,2389823.82805755,265436
"FB 173","Table 8",1981,"Eureka","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",NA,NA,NA
"FB 173","Table 8",1981,"Eureka","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",NA,NA,NA
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",18321546,8310514.53465721,19450679
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",60831,27592.4809870157,85279
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, blackfin","Blackfin tuna","Thunnus atlanticus",174098,78969.534528077,104459
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",NA,NA,NA
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, miscellaneous","Tuna","Scombridae spp.",4226619,1917162.37439561,3167828
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",59359613,26925070.9851738,37854666
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",9951,4513.69825092129,1669
"FB 173","Table 8",1981,"Los Angeles","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",16458797,7465585.69301262,12429103
"FB 173","Table 8",1981,"Monterey","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",NA,NA,NA
"FB 173","Table 8",1981,"Monterey","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",NA,NA,NA
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",20095041,9114958.43773406,21259932
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",197,89.3577083138874,118
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, blackfin","Blackfin tuna","Thunnus atlanticus",45228,20515.078333099,26571
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",46104,20912.4253000176,35627
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",44351941,20117704.6042271,27916592
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",NA,NA,NA
"FB 173","Table 8",1981,"San Diego","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",18462908,8374635.26746263,12336206
"FB 173","Table 8",1981,"San Francisco","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",NA,NA,NA
"FB 173","Table 8",1981,"San Francisco","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",NA,NA,NA
"FB 173","Table 8",1981,"Santa Barbara","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",6463716,2931892.63427313,6993571
"FB 173","Table 9",1982,"Eureka","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",8058,3655.04778473759,8574
"FB 173","Table 9",1982,"Eureka","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",60,27.2155456793566,390
"FB 173","Table 9",1982,"Eureka","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",4021630,1824180.91617451,2057801
"FB 173","Table 9",1982,"Eureka","Echinoderms","Landings","Echinoderm, miscellaneous","Echinoderm","Echinodermata spp.",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",56577,25662.8987983493,9389
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",2023,917.617481822306,246
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",506670,229821.675489327,48938
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",106391,48258.1520062071,11024
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",94699,42954.7493381565,28461
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Flounder, starry","Starry flounder","Platichthys stellatus",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Flyingfish","Flyingfish","Exocoetidae spp.",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",98383,44625.783842869,9872
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",2234861,1013716.02720854,179005
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",1849,838.692399352172,904
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",111425,50541.5362887051,61041
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",1294408,587133.667528743,336676
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",12013,5449.00583743518,1046
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Mullet, striped","Striped mullet","Mugil cephalus",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Ray, miscellaneous","Ray","Rajiformes spp.",11160,5062.09149636032,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",1332883,604585.636195631,266627
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",8357594,3790941.35460861,1655157
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",8942338,4056176.80532077,1351487
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",10932983,4959118.30413548,2063071
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",3841351,1742407.72684903,9214749
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",324942,147391.230735691,114880
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sardine, Pacific","Pacific sardine","Sardinops sagax",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",132,59.8742004945845,38
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",247,112.037329713351,185
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",10510,4767.25641816729,4199
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",11199,5079.78160105191,6558
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Skate","Skate","Rajidae spp.",159570,72379.7437342488,27209
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",50,22.6796213994638,6
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",230908,104738.120362148,24792
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",365174,165640.161298556,94890
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",16524508,7495391.70504822,3874816
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, English","English sole","Parophrys vetulus",1336679,606307.473052278,437594
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",34991,15871.6526477728,8981
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",660313,299512.976902883,395086
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",905122,410556.48560651,318783
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",114328,51858.315107158,59017
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",86464,39219.4156936648,60690
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",3610193,1637556.20837989,826123
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",1029628,467031.464445743,648210
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",339,153.767833088365,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",90,40.8233185190349,90
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",143,64.8637172024665,67
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",35027,15887.9819751804,5139
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Wahoo","Wahoo","Acanthocybium solandri",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",409,185.519303047614,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Clam","Clam","Bivalvia spp.",546,247.661465682145,441
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",38152,17305.4583126469,20145
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Oyster, European flat","European flat oyster","Ostrea edulis",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",492209,223262.275388174,521735
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Scallop, weathervane","Weathervane scallop","Patinopecten caurinus",5530,2508.3661267807,2007
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",NA,NA,NA
"FB 173","Table 9",1982,"Eureka","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",4307,1953.62258734981,978
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",656,297.556632760965,409
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",219412,99523.6218099831,177447
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Crab, spider","Sheep crab","Loxorhynchus grandis",7244,3285.82354835432,4077
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",816,370.13142123925,1055
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",193512,87775.5779250608,685769
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",NA,NA,NA
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",3124,1417.0227450385,6873
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",83,37.6481715231099,1188
"FB 173","Table 9",1982,"Los Angeles","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",14,6.35029399184987,28
"FB 173","Table 9",1982,"Los Angeles","Echinoderms","Landings","Echinoderm, miscellaneous","Echinoderm","Echinodermata spp.",32577,14776.6805266067,4079
"FB 173","Table 9",1982,"Los Angeles","Echinoderms","Landings","Sea cucumber","Sea cucumber","Holothuroidea spp.",4390,1991.27075887292,1367
"FB 173","Table 9",1982,"Los Angeles","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",3256603,1477170.46176716,574821
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",71940472,32631653.3651746,1540186
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Barracuda, California","California barracuda","Sphyraena argentea",57272,25978.1455358018,48027
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",2599,1178.88672034413,2483
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",5068203,2298898.50431253,1081704
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",12044,5463.06720270284,11097
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",5,2.26796213994638,4
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",288788,130992.050094167,90842
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",151341,68647.1316443251,66092
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",98,44.4520579429491,56
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Flounder, starry","Starry flounder","Platichthys stellatus",28,12.7005879836997,14
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Flyingfish","Flyingfish","Exocoetidae spp.",153246,69511.2252196446,73437
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",NA,NA,NA
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Grouper","Grouper","Epinephelinae spp.",6414,2909.34183312322,1780
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",6,2.72155456793566,3
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",163197,74024.9234705659,276138
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",NA,NA,NA
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",19233,8723.94316751775,9941
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",105854292,48014705.3213658,9696376
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Mullet, striped","Striped mullet","Mugil cephalus",522,236.775247410402,235
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Opah","Opah","Lampris guttatus",11948,5419.52232961587,4712
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Ray, miscellaneous","Ray","Rajiformes spp.",1167,529.342363463486,3607
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",528931,239919.096528796,178875
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",1518605,688827.729106655,885900
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Rockfish, widow","Widow rockfish","Sebastes entomelas",NA,NA,NA
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",5085203,2306609.57558835,2356027
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",43121,19559.3590873256,132260
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",875,396.893374490617,600
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Sardine, Pacific","Pacific sardine","Sardinops sagax",3924,1779.89668742992,376
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Sculpin","California scorpionfish","Scorpaena guttata",39630,17975.867921215,31109
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",21642,9816.64732654392,38224
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",3162,1434.25925730209,1919
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",265239,120310.402007448,165329
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",911149,413290.287170001,752899
"FB 173","Table 9",1982,"Los Angeles","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",143578,65125.8936258443,90704
