year,filename,port_complex,area,category,species,check,January,February,March,April,May,June,July,August,September,October,November,December,Total
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Fishes,,,,,,,,,,,,,,
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Anchovy, northern",,0,0,0,91,0,0,0,0,0,0,0,0,91
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Bonito, Pacific",,0,0,0,0,0,0,0,0,84,127,0,602,813
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Cabezon,,11,0,0,0,9,321,129,214,127,29,37,53,929
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Carp,,"2,362",0,0,0,0,0,0,0,868,0,0,0,"3,230"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Croaker, unspecifed",,0,0,65,0,0,0,0,1,0,0,7,0,73
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Croaker, white",,0,8,43,0,114,125,185,60,0,27,1,0,563
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Dolphin (fish),,0,0,0,0,0,0,0,0,0,0,297,0,297
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Flounder, starry",,719,"2,224","3,354","2,134",286,378,"1,518",260,"1,236",977,"3,727","2,982","19,795"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Flounder, unspecified",,0,0,85,0,0,0,0,132,0,87,0,0,304
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Goby, yellowfin",,177,0,0,0,0,0,0,0,0,0,0,0,177
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Greenling, kelp",,4,7,0,0,17,11,36,5,0,0,0,0,80
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Grenadier,,0,0,575,987,0,277,0,0,0,0,0,0,"1,839"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Halibut, California",,"4,729","20,095","27,635","8,528","10,587","11,873","42,275","18,952","18,522","12,439","13,149","12,202","200,985"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Herring, Pacific - roe on kelp",,"14,849","17,189",0,0,0,0,0,0,0,0,0,0,"32,038"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Herring, Pacific - roe",,"927,492","452,355",0,0,0,0,0,0,0,0,0,150,"1,379,997"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Jacksmelt,,0,0,0,0,0,0,118,"1,281",659,0,0,2,"2,060"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Lingcod,,65,330,"1,017",354,"2,448","2,953","2,417","2,420","4,250","1,239",769,310,"18,573"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Mackerel, jack",,0,0,0,0,0,0,0,0,26,0,0,0,26
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Oilfish,,0,0,0,0,0,0,0,0,0,0,291,0,291
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,Opah,,0,0,0,0,0,0,0,0,0,0,"1,822",0,"1,822"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, China",,0,42,0,0,59,79,175,334,242,43,41,10,"1,026"
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, Mexican",,0,8,0,0,0,0,0,0,0,0,0,0,8
2008,landings08_table10.pdf,San Francisco,California Waters,Fishes,"Rockfish, bank",,361,"8,621",0,"18,111",398,280,250,300,90,549,"8,904",0,"37,864"
