Licenses,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
FISH BUSINESS (MULTIFUNCTION),$       750.00,N/A,N/A,"$    1,000.00","$    1,000.00","$    1,000.00","$   1,000.00","$   1,000.00","$    1,000.00","$    1,000.00"
FISH IMPORTER,$       300.00,N/A,N/A,$       400.00,$       400.00,$      400.00,$       400.00,$      400.00,$      400.00,$       400.00
FISH PROCESSOR,300\500,$       500.00,$       500.00,$       400.00,$      400.00,$      400.00,$      400.00,$       400.00,$       400.00,$       400.00
FISH RECEIVER,$      300.00,$       300.00,N/A,$       400.00,$       400.00,$       400.00,$      400.00,$       400.00,$      400.00,$        400.00
FISH WHOLESALER LICENSE,200\500,$       500.00,$       500.00,$      270.00,$       270.00,$       270.00,$       270.00,$       270.00,$       270.00,$        270.00
FISHERMAN'S RETAILER,$         25.00,$         50.00,$        50.00,$        50.00,$         50.00,$        50.00,$        50.00,$        50.00,$         50.00,$          50.00
LIVE FRESH WATER BAIT LICENSE,$         40.00,$        55.00,$         40.00,$         55.00,$         55.00,$         55.00,$         55.00,$         55.00,$         55.00,$          55.00
MARINE AQUARIA RECEIVERS LICENSE,N/A,N/A,N/A,"$   1,000.00","$    1,000.00","$   1,000.00","$   1,000.00","$   1,000.00","$    1,000.00","$     1,000.00"
SPORT-CAUGHT FISH EXCHANGE,$         50.00,$        50.00,$         52.50,$         53.25,$         50.00,$         50.00,$         50.00,$        50.00,$        50.00,$          50.00
