"source","table","year","port_complex","port","type","species","landings_lb","value_usd"
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Salmon",1198238,708686
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Market crab",3053649,822784
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Albacore tuna",3126717,625670
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Dover sole",8767717,630599
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Ocean shrimp",662831,92795
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Giant Pacific oyster",350757,81551
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Petrale sole",1110385,158535
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Rex sole",1280280,124654
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Sablefish",1167356,95725
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Rockfish",1696554,95884
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","English sole",1149208,107454
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Lingcod",342970,31342
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Sanddab",288036,28538
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Whitebait smelt",94861,9542
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Smelt",126085,9015
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Perch",23094,4223
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Flounder",75778,3800
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Sand sole",29288,2934
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Miscellaneous (animal food)",1857096,37141
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","All other species",27448,292
"FB 153","Table 16",1969,"Eureka","Eureka","Landings","Port totals",26428348,3671164
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Market crab",2774272,747508
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Ocean shrimp",2284732,319857
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Salmon",431280,238051
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Dover sole",2014971,144923
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Albacore tuna",533736,106803
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Petrale sole",460603,65763
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Rex sole",421106,41001
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","English sole",426607,39889
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Rockfish",611610,35628
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Sablefish",346555,28418
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Lingcod",289228,26431
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Sanddab",55179,5467
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Flounder",66950,3357
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Whitebait smelt",30293,3047
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Perch",14896,2768
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Sand sole",13558,1358
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","All other species",35490,949
"FB 153","Table 16",1969,"Eureka","Crescent City","Landings","Port totals",10811066,1811218
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Salmon",1475500,890883
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Albacore tuna",1025769,205261
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Market crab",489152,131799
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Dover sole",1491366,107263
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Sablefish",914655,75004
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Rockfish",912381,52235
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Petrale sole",308807,44090
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","English sole",257826,24107
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Lingcod",224931,20555
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Rex sole",182647,17783
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Whitebait smelt",28294,2846
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Sanddab",18242,1807
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Miscellaneous (animal food)",72612,1452
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Smelt",17961,1379
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","All other species",10293,822
"FB 153","Table 16",1969,"Eureka","Fort Bragg","Landings","Port totals",7430436,1577286
"FB 153","Table 16",1969,"Eureka","Trinidad","Landings","Market crab",344896,92930
"FB 153","Table 16",1969,"Eureka","Trinidad","Landings","Salmon",72545,39508
"FB 153","Table 16",1969,"Eureka","Trinidad","Landings","All other species",344,23
"FB 153","Table 16",1969,"Eureka","Trinidad","Landings","Port totals",417785,132461
"FB 153","Table 16",1969,"Eureka","Albion","Landings","Salmon",146309,85075
"FB 153","Table 16",1969,"Eureka","Albion","Landings","All other species",132,8
"FB 153","Table 16",1969,"Eureka","Albion","Landings","Port totals",146441,85083
"FB 153","Table 16",1969,"Eureka","Point Arena","Landings","Salmon",35650,20911
"FB 153","Table 16",1969,"Eureka","Point Arena","Landings","Port totals",35650,20911
"FB 153","Table 16",1969,"Eureka","All Other Ports","Landings","All species",123,24
"FB 153","Table 16",1969,"Eureka","All Other Ports","Landings","Totals",123,24
"FB 153","Table 16",1969,"Eureka","Eureka Area Totals","Landings","Totals",45269849,7298147
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Salmon",676560,437442
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Market crab",362942,142050
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","English sole",445444,37824
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Albacore tuna",180001,36069
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Petrale sole",117308,17186
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Rockfish",146914,12841
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Dover sole",156767,10359
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Smelt",65785,8186
"FB 153","Table 17",1969,"San Francisco","Bodega Bay","Landings","Rex sole",78574,7498
