Licenses,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
FISH BUSINESS (MULTIFUNCTION),N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$    228,000","$    261,000","$      253,500"
FISH IMPORTER,"$      13,250","$      13,750","$       13,000","$       13,500","$       14,625","$       14,375","$         7,625","$      72,000","$       80,700","$       81,000"
FISH PROCESSOR,"$         6,460","$         6,460","$         5,700","$        5,510","$        4,560","$         5,510","$         3,230","$      27,300","$      30,300","$       26,400"
FISH RECEIVER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$       88,200","$       82,500","$       83,400"
FISH WHOLESALER LICENSE,"$      56,550","$       60,385","$       73,190","$      77,025","$       80,340","$       81,315","$       40,495","$       95,000","$      98,000","$        91,800"
FISHERMAN'S RETAILER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$       21,100","$       18,300","$        17,850"
LIVE FRESH WATER BAIT LICENSE,"$        7,400","$         4,975","$        7,325","$        7,450","$        7,600","$         8,050","$         7,525","$       13,760","$      13,240","$       11,080"
SPORT-CAUGHT FISH EXCHANGE,N/A,N/A,N/A,N/A,N/A,N/A,$            900,$            150,"$        1,150","$          1,300"
