Licenses,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
FISH BUSINESS (MULTIFUNCTION),82,N/A,N/A,258,267,271,264,257,277,284
FISH IMPORTER,82,N/A,N/A,128,131,131,120,150,160,190
FISH PROCESSOR,346,319,290,86,75,66,73,64,53,56
FISH RECEIVER,88,0,N/A,327,275,280,311,329,311,318
FISH WHOLESALER LICENSE,860,723,620,420,383,341,321,352,353,379
FISHERMAN'S RETAILER,516,0,476,479,445,505,526,527,655,674
LIVE FRESH WATER BAIT LICENSE,255,260,230,269,241,239,264,258,285,296
MARINE AQUARIA RECEIVERS LICENSE,N/A,N/A,N/A,6,2,0,2,3,2,4
SPORT-CAUGHT FISH EXCHANGE,42,0,43,33,29,33,33,30,26,31
