Licenses,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
FISH BUSINESS (MULTIFUNCTION),N/A,N/A,N/A,N/A,N/A,N/A,N/A,304,348,338
FISH IMPORTER,106,110,104,108,117,115,61,240,269,270
FISH PROCESSOR,34,34,30,29,24,29,17,91,101,88
FISH RECEIVER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,294,275,278
FISH WHOLESALER LICENSE,870,929,"1,126","1,185","1,236","1,251",623,475,490,459
FISHERMAN'S RETAILER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,844,732,714
LIVE FRESH WATER BAIT LICENSE,296,199,293,298,304,322,301,344,331,277
SPORT-CAUGHT FISH EXCHANGE,N/A,N/A,N/A,N/A,N/A,N/A,18,3,23,26
TOTAL COMMERCIAL FISH BUSINESS,"1,306","1,272","1,553","1,620","1,681","1,717","1,020","2,595","2,569","2,450"
