"waters","comm_name","comm_name_orig","sci_name","year","landings_n"
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2003,4370
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2004,4645
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2005,3103
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2006,3654
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2007,2290
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2008,2991
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2009,2984
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2010,3269
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2011,2784
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2012,4987
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2013,6065
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2014,6170
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2015,10531
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2016,12303
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2017,4462
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2018,6397
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2019,6397
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2000,31
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2001,82
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2002,47
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2003,28
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2004,2
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2005,2
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2006,2
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2007,19
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2008,22
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2009,87
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2010,20
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2011,1
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2012,44
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2013,3
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2014,23
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2015,9
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2016,11
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2017,0
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2018,1
"Mexico","White croaker (kingfish)","Croaker, white","Genyonemus lineatus",2019,1
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2000,104
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2001,85
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2002,104
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2003,123
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2004,144
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2005,126
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2006,183
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2007,61
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2008,99
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2009,141
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2010,418
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2011,264
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2012,128
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2013,243
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2014,120
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2015,157
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2016,136
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2017,30
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2018,47
"Mexico","White seabass","Seabass, white","Atractoscion nobilis",2019,47
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2000,75680
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2001,22029
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2002,18085
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2003,27148
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2004,59191
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2005,51186
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2006,41307
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2007,16505
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2008,41346
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2009,71063
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2010,27822
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2011,34859
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2012,79801
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2013,50219
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2014,147207
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2015,92991
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2016,50612
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2017,63603
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2018,88588
"Mexico","Yellowfin tuna","Tuna, yellowfin","Thunnus albacares",2019,90176
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2000,73178
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2001,49663
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2002,46485
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2003,52981
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2004,94611
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2005,57638
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2006,127406
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2007,64335
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2008,64810
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2009,64491
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2010,63844
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2011,68623
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2012,111650
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2013,148147
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2014,104177
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2015,116524
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2016,67324
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2017,81722
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2018,63439
"Mexico","Yellowtail (amberjack)","Yellowtail","Seriola lalandi",2019,63564
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2000,22914
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2001,96465
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2002,124925
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2003,55825
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2004,20041
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2005,15653
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2006,3365
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2007,36486
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2008,4530
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2009,3358
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2010,5712
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2011,681
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2012,4338
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2013,2832
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2014,95
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2015,134
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2016,54
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2017,1070
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2018,1353
"USA","Albacore tuna","Tuna, albacore","Thunnus alalunga",2019,1353
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2000,718758
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2001,579735
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2002,600265
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2003,486604
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2004,550728
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2005,382041
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2006,259011
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2007,168306
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2008,172067
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2009,142630
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2010,123875
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2011,123114
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2012,98267
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2013,56376
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2014,39534
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2015,31834
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2016,10912
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2017,22092
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2018,24851
"USA","Barred sand bass","Bass, barred sand","Paralabrax nebulifer",2019,24918
"USA","Blacksmith","Blacksmith","Chromis punctipinnis",2001,1905
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2000,19
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2002,138780
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2003,133238
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2004,181317
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2005,258910
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2006,323230
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2007,222698
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2008,129572
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2009,72458
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2010,76173
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2011,90644
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2012,63852
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2013,142914
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2014,201781
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2015,243894
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2016,181110
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2017,224769
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2018,266865
"USA","Blue rockfish","Rockfish, blue","Sebastes mystinus",2019,266875
"USA","Blue shark","Shark, blue","Prionace glauca",2000,208
"USA","Blue shark","Shark, blue","Prionace glauca",2001,140
"USA","Blue shark","Shark, blue","Prionace glauca",2002,15
"USA","Blue shark","Shark, blue","Prionace glauca",2003,47
"USA","Blue shark","Shark, blue","Prionace glauca",2004,6
"USA","Blue shark","Shark, blue","Prionace glauca",2005,26
"USA","Blue shark","Shark, blue","Prionace glauca",2006,18
"USA","Blue shark","Shark, blue","Prionace glauca",2007,19
"USA","Blue shark","Shark, blue","Prionace glauca",2008,17
"USA","Blue shark","Shark, blue","Prionace glauca",2009,11
"USA","Blue shark","Shark, blue","Prionace glauca",2010,140
"USA","Blue shark","Shark, blue","Prionace glauca",2011,6
"USA","Blue shark","Shark, blue","Prionace glauca",2012,15
"USA","Blue shark","Shark, blue","Prionace glauca",2013,9
"USA","Blue shark","Shark, blue","Prionace glauca",2014,4
"USA","Blue shark","Shark, blue","Prionace glauca",2015,11
"USA","Blue shark","Shark, blue","Prionace glauca",2016,1
"USA","Blue shark","Shark, blue","Prionace glauca",2017,91
"USA","Blue shark","Shark, blue","Prionace glauca",2018,1
"USA","Blue shark","Shark, blue","Prionace glauca",2019,1
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2000,1670
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2001,6639
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2002,13286
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2003,2859
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2004,483
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2005,723
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2006,1349
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2007,176
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2008,3158
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2009,1961
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2010,306
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2011,2743
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2012,5630
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2013,6504
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2014,18460
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2015,21073
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2016,8212
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2017,10519
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2018,9788
"USA","Bluefin tuna","Tuna, bluefin","Thunnus thynnus",2019,9866
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2000,3391
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2001,6384
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2002,1999
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2003,3730
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2004,2572
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2005,3110
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2006,2055
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2007,1895
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2008,1974
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2009,2220
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2010,2119
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2011,3161
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2012,3269
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2013,3543
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2014,3761
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2015,4711
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2016,3478
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2017,2102
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2018,2506
"USA","Cabezon","Cabezon","Scorpaenichthys marmoratus",2019,2508
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2000,246219
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2001,253290
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2002,192739
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2003,97374
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2004,199947
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2005,94144
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2006,106816
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2007,151793
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2008,65388
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2009,65101
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2010,39327
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2011,80451
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2012,51228
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2013,34570
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2014,22272
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2015,18254
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2016,10733
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2017,17046
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2018,15323
"USA","California barracuda","Barracuda, California","Sphyraena argentea",2019,15333
"USA","California halibut","Halibut, California","Paralichthys californicus",2000,15817
"USA","California halibut","Halibut, California","Paralichthys californicus",2001,20445
"USA","California halibut","Halibut, California","Paralichthys californicus",2002,15259
"USA","California halibut","Halibut, California","Paralichthys californicus",2003,16218
"USA","California halibut","Halibut, California","Paralichthys californicus",2004,6181
"USA","California halibut","Halibut, California","Paralichthys californicus",2005,5972
"USA","California halibut","Halibut, California","Paralichthys californicus",2006,5863
"USA","California halibut","Halibut, California","Paralichthys californicus",2007,5410
"USA","California halibut","Halibut, California","Paralichthys californicus",2008,25207
"USA","California halibut","Halibut, California","Paralichthys californicus",2009,15586
"USA","California halibut","Halibut, California","Paralichthys californicus",2010,7601
"USA","California halibut","Halibut, California","Paralichthys californicus",2011,5581
"USA","California halibut","Halibut, California","Paralichthys californicus",2012,3728
"USA","California halibut","Halibut, California","Paralichthys californicus",2013,3610
"USA","California halibut","Halibut, California","Paralichthys californicus",2014,4128
"USA","California halibut","Halibut, California","Paralichthys californicus",2015,3556
"USA","California halibut","Halibut, California","Paralichthys californicus",2016,4092
"USA","California halibut","Halibut, California","Paralichthys californicus",2017,9417
"USA","California halibut","Halibut, California","Paralichthys californicus",2018,16141
"USA","California halibut","Halibut, California","Paralichthys californicus",2019,16142
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2000,163436
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2001,153920
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2002,83821
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2003,75043
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2004,67307
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2005,78021
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2006,197372
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2007,199365
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2008,142540
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2009,138250
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2010,144033
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2011,152860
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2012,163077
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2013,187795
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2014,138273
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2015,89016
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2016,74791
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2017,93961
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2018,113740
"USA","California scorpionfish","Scorpionfish, California","Scorpaena guttata",2019,114142
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2000,31720
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2001,38160
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2002,26683
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2003,19634
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2004,17270
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2005,20046
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2006,30009
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2007,29812
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2008,26375
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2009,28249
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2010,20763
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2011,30770
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2012,31748
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2013,31607
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2014,34208
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2015,22108
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2016,25174
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2017,25471
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2018,28695
"USA","California sheephead","Sheephead, California","Semicossyphus pulcher",2019,28825
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2000,76777
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2001,43314
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2002,74871
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2003,42490
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2004,108052
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2005,55710
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2006,32279
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2007,11170
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2008,1
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2009,100
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2010,4039
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2011,16911
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2012,39865
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2013,40266
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2014,28127
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2015,21839
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2016,19238
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2017,32035
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2018,44908
"USA","Chinook salmon","Salmon, king (Chinook)","Oncorhynchus tshawytscha",2019,44926
"USA","Coho salmon","Salmon, silver (coho)","Oncorhynchus kisutch",2001,20
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2000,4367
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2001,997
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2002,297
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2003,74
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2004,671
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2005,673
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2006,11301
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2007,72
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2008,5621
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2009,1345
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2010,3
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2011,166
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2012,6351
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2013,1807
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2014,4808
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2015,14161
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2016,450
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2017,2439
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2018,3047
"USA","Common dolphinfish","Dolphinfish","Coryphaena hippurus",2019,3152
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2000,425
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2001,760
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2002,518
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2003,867
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2004,136
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2005,253
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2006,385
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2007,325
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2008,222
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2009,386
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2010,115
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2011,123
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2012,230
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2013,276
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2014,314
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2015,94
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2016,177
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2017,261
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2018,79
"USA","Croaker","Croaker, unspecified","Sciaenidae spp.",2019,79
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2000,6343
"USA","Fish","Fishes, unspecified (jumbo squid included)","Osteichthyes spp.",2001,9366
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2002,18622
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2003,18585
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2004,9443
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2005,9715
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2006,7079
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2007,10767
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2008,9023
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2009,19151
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2010,10960
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2011,25142
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2012,26094
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2013,19280
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2014,34207
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2015,22189
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2016,11336
"USA","Fish","Fishes, unspecified","Osteichthyes spp.",2017,12601
