"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1994","RCK9","BDG","HKL","N","NOMINAL","7"
"1994","RCK9","BDG","HKL","Y","NOMINAL","16"
"1994","RCK9","ERK","HKL","N","NOMINAL","992"
"1994","RCK9","OSF","HKL","Y","NOMINAL","620"
"1995","RCK9","ERK","FPT","N","NOMINAL","31"
"1995","RCK9","OSF","HKL","N","NOMINAL","329"
"1995","RCK9","OSF","HKL","Y","NOMINAL","24"
"1996","RCK9","BDG","HKL","N","NOMINAL","225"
"1996","RCK9","BDG","HKL","Y","NOMINAL","103"
"1996","RCK9","ERK","HKL","N","NOMINAL","1898"
"1997","RCK9","BDG","HKL","N","NOMINAL","1785"
"1997","RCK9","BDG","TWL","N","NOMINAL","150"
"1997","RCK9","ERK","HKL","N","NOMINAL","356"
"1997","RCK9","ERK","HKL","Y","NOMINAL","10"
"1997","RCK9","OSF","HKL","N","NOMINAL","3752"
"1997","RCK9","OSF","HKL","Y","NOMINAL","113"
"1998","RCK9","ERK","HKL","N","NOMINAL","130"
"1998","RCK9","OSF","FPT","N","NOMINAL","44"
"1998","RCK9","OSF","HKL","N","NOMINAL","2522"
"1999","RCK9","CRS","HKL","N","NOMINAL","29"
"1999","RCK9","ERK","HKL","N","NOMINAL","91"
"1999","RCK9","OSF","HKL","N","NOMINAL","367"
"2000","RCK9","OSF","HKL","Y","NOMINAL","48"
"2001","RCK9","ERK","HKL","N","NOMINAL","176"
"2001","RCK9","MNT","HKL","N","NOMINAL","42"
"2001","RCK9","OSF","HKL","N","NOMINAL","798"
"2001","RCK9","OSF","HKL","Y","NOMINAL","5"
"2003","RCK9","MNT","HKL","N","NOMINAL","93"
"2003","RCK9","OSD","HKL","N","NOMINAL","38"
"2005","RCK9","BDG","HKL","N","NOMINAL","452"
"2005","RCK9","MNT","HKL","N","NOMINAL","11"
"2007","RCK9","MRO","HKL","N","NOMINAL","3"
"2014","RCK9","MNT","HKL","N","NOMINAL","4"
"2017","RCK9","BRG","HKL","N","NOMINAL","11"
"2019","RCK9","BRG","HKL","N","NOMINAL","15"
"2019","RCK9","CRS","HKL","N","NOMINAL","8"
"2019","RCK9","MNT","FPT","N","NOMINAL","5"
"2019","RCK9","MNT","HKL","N","NOMINAL","2"
