"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"2004","DSOL","BDG","TWL","N","BORROW T-1","222"
"2004","DSOL","BRG","TWL","N","BORROW T-1","5126"
"2004","DSOL","MNT","TWL","N","ACTUAL","1414"
"2004","DSOL","OSF","TWL","N","BORROW T-1","3495"
"2005","DSOL","BRG","TWL","N","ACTUAL","1588"
"2005","DSOL","ERK","TWL","N","ACTUAL","12456"
"2005","DSOL","OSF","TWL","N","ACTUAL","1282"
"2006","DSOL","MNT","TWL","N","ACTUAL","3323"
"2006","DSOL","OSF","TWL","N","ACTUAL","377"
"2007","DSOL","MNT","TWL","N","ACTUAL","52"
"2007","DSOL","OSF","TWL","N","ACTUAL","231"
"2008","DSOL","OSF","TWL","N","ACTUAL","3831"
"2011","DSOL","MRO","TWL","N","ACTUAL","3764"
"2012","DSOL","ERK","TWL","N","ACTUAL","1696"
"2012","DSOL","MRO","TWL","N","ACTUAL","2375"
"2013","DSOL","ERK","TWL","N","ACTUAL","104"
"2014","DSOL","MRO","TWL","N","ACTUAL","235"
"2016","DSOL","MRO","TWL","N","ACTUAL","105"
"2016","DSOL","OSB","HKL","N","ACTUAL","252"
"2016","DSOL","OSB","TWL","N","ACTUAL","7"
"2019","DSOL","BRG","TWL","N","ACTUAL","499"
"2019","DSOL","ERK","TWL","N","ACTUAL","13182"
