"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"2009","RTSK","CRS","TWL","N","BORROW T-1","6"
"2009","RTSK","ERK","TWL","N","ACTUAL","79"
"2011","RTSK","BRG","TWL","N","BORROW T-1","1"
"2011","RTSK","ERK","TWL","N","ACTUAL","7"
"2011","RTSK","OSB","HKL","N","ACTUAL","502"
"2012","RTSK","MRO","TWL","N","ACTUAL","55"
"2015","RTSK","ERK","TWL","N","ACTUAL","627"
"2016","RTSK","BRG","TWL","N","ACTUAL","23"
"2016","RTSK","OSB","HKL","N","ACTUAL","730"
"2017","RTSK","OSB","HKL","N","ACTUAL","58"
"2018","RTSK","ERK","HKL","N","ACTUAL","127"
"2018","RTSK","ERK","TWL","N","ACTUAL","77"
