"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1982","RATF","OSF","NET","N","Nominal","92"
"1983","RATF","BDG","TWL","N","Nominal","125"
"1983","RATF","OLA","NET","N","Nominal","2"
"1985","RATF","OSF","NET","N","Nominal","100"
"1994","RATF","OSB","NET","N","Nominal","6"
"2000","RATF","OLA","NET","N","Nominal","181"
"2009","RATF","OSB","HKL","N","NOMINAL","11"
"2011","RATF","ERK","TWL","N","NOMINAL","3"
"2011","RATF","OSB","HKL","N","NOMINAL","52"
"2012","RATF","BRG","HKL","N","NOMINAL","4"
"2012","RATF","BRG","TWL","N","NOMINAL","18"
"2012","RATF","MNT","HKL","N","NOMINAL","7"
"2012","RATF","MNT","TWL","N","NOMINAL","145"
"2012","RATF","OSB","HKL","N","NOMINAL","22"
"2013","RATF","BRG","TWL","N","NOMINAL","11"
"2013","RATF","MNT","HKL","N","NOMINAL","2"
"2013","RATF","MNT","TWL","N","NOMINAL","615"
"2014","RATF","MNT","HKL","N","NOMINAL","2"
"2014","RATF","MNT","TWL","N","NOMINAL","4300"
"2014","RATF","OSF","TWL","N","NOMINAL","322"
"2015","RATF","BRG","TWL","N","NOMINAL","242"
"2015","RATF","ERK","TWL","N","NOMINAL","33"
"2015","RATF","MNT","HKL","Y","NOMINAL","6"
"2015","RATF","MNT","TWL","N","NOMINAL","1660"
"2015","RATF","MRO","HKL","N","NOMINAL","2"
"2015","RATF","OLA","HKL","Y","NOMINAL","1"
"2015","RATF","OSB","HKL","N","NOMINAL","34"
"2015","RATF","OSB","NET","N","NOMINAL","13"
"2015","RATF","OSD","HKL","N","NOMINAL","12"
"2017","RATF","BRG","HKL","Y","NOMINAL","4"
"2017","RATF","BRG","TWL","N","NOMINAL","1"
"2017","RATF","OSD","NET","N","NOMINAL","5"
"2017","RATF","OSF","TWL","N","NOMINAL","530"
"2018","RATF","BRG","TWL","N","NOMINAL","153"
"2018","RATF","OSB","HKL","N","NOMINAL","3"
"2018","RATF","OSB","TWL","N","NOMINAL","1"
"2018","RATF","OSF","TWL","N","NOMINAL","8645"
"2019","RATF","BRG","HKL","Y","NOMINAL","1"
"2019","RATF","BRG","TWL","N","NOMINAL","4"
"2019","RATF","MNT","HKL","N","NOMINAL","2"
"2019","RATF","OSB","TWL","N","NOMINAL","6"
"2019","RATF","OSD","NET","N","NOMINAL","45"
"2019","RATF","OSF","TWL","N","NOMINAL","5122"
