"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1980","DTRB","MRO","UNK","N","NOMINAL","7"
"1992","DTRB","OSD","NET","N","Nominal","15"
"2006","DTRB","OLA","TWL","Y","ACTUAL","125"
"2008","DTRB","OLA","OTH","N","NOMINAL","1"
"2009","DTRB","BRG","HKL","N","NOMINAL","3"
"2009","DTRB","OSF","TWL","N","NOMINAL","6"
"2011","DTRB","OLA","TWL","Y","ACTUAL","72"
"2013","DTRB","OSB","HKL","N","NOMINAL","2"
"2013","DTRB","OSB","NET","N","NOMINAL","14"
"2013","DTRB","OSB","TWL","N","ACTUAL","2300"
"2014","DTRB","OSB","TWL","N","ACTUAL","5439"
"2019","DTRB","OSF","TWL","N","ACTUAL","45"
