"year","species_code","port_complex_code","gear_code","live_yn","source","landings_lb"
"1993","PGMY","MNT","TWL","N","ACTUAL","1829"
"1993","PGMY","MRO","TWL","N","BORROW T-1","1061"
"1995","PGMY","ERK","TWL","N","ACTUAL","364"
"1998","PGMY","ERK","HKL","N","BORROW T-3","12"
"1998","PGMY","ERK","TWL","N","ACTUAL","1633"
"2001","PGMY","BDG","TWL","N","ACTUAL","231"
